entidad,tipo_entidad
Juan Argüello,ser humano
Carlos Enrique Herrera Gutiérrez,ser humano
Carlos Pellas,ser humano
César Bosco Vivas Robelo,ser humano
César Mercado,ser humano
Alfonso Cortés,ser humano
Nicasio del Castillo y Guzmán,ser humano
Edmundo Paguaga Irías,ser humano
Edén Pastora,ser humano
Enrique Schmidt Cuadra,ser humano
Ricardo Mayorga,ser humano
Masatepe,municipio
Universidad Libre de Berlín,universidad
Boaco,página de desambiguación de Wikimedia
obispo de Granada (Nicaragua),cargo eclesiástico
Jinotepe,ciudad
Arzobispo de Managua,ordinario
Gran Cruz de la Orden Civil de Alfonso X el Sabio,grado de una orden
Universidad Pontificia de Salamanca,universidad
administrador apostólico,cargo eclesiástico
profesor universitario,profesión académica
economista,profesión
Universidad de Illinois en UrbanaChampaign,universidad
Universidad de Delaware,universidad
Potosí,ciudad
Obispo de Jinotega,cargo eclesiástico
vicepresidente,cargo
Corinto,personaje de la mitología griega
Universidad de Colonia,universidad
Helena Thevenot,ser humano
Herty Lewites,ser humano
Leonel Rugama,ser humano
Sócrates René Sándigo Jirón,ser humano
Jorge Solórzano Pérez,ser humano
José Dionisio Marenco Gutiérrez,ser humano
José Dolores Estrada Vado,ser humano
José Dolores Gámez Guzmán,ser humano
José Francisco Montes Fonseca,ser humano
José Francisco del Montenegro,ser humano
José María Vallé,ser humano
José R. Somoza,ser humano
José de la Cruz Mena,ser humano
Juan Abelardo Mata Guevara,ser humano
Julián Irías,ser humano
Lillian Molieri,ser humano
Luis Abraham Delgadillo,ser humano
Manuel Antonio de la Cerda,ser humano
Manuel García Moia,ser humano
Mariano Prado,ser humano
coreógrafo,Wikidata property to identify contributors to audiovisual works
Diriá,municipio
obispo de León en Nicaragua,cargo eclesiástico
militar,profesión
Comayagua,página de desambiguación de Wikimedia
Pueblo Nuevo,barrio administrativo de Madrid
jefe supremo del Estado de El Salvador,presidente
Francisco Navarro,ser humano
Carlos Martínez Rivas,ser humano
Félix Rodríguez,ser humano
Félix Zeledón,ser humano
Germán Sequeira,ser humano
Manolo Cuadra,ser humano
Gloria Guardia,ser humano
Alejandro Vega Matus,ser humano
Alfredo Alegría Rosales,ser humano
Alfredo César Aguirre,ser humano
Andrés Castro Estrada,ser humano
Otto de la Rocha,ser humano
Albertina Ramírez,ser humano
Juan Espinosa,ser humano
Arquímedes González,ser humano
Benigna Mendiola,ser humano
Benito Morales,ser humano
Bernardo Martínez,ser humano
Hernaldo Zúñiga,ser humano
Camilo Zapata,ser humano
vicepresidente de Nicaragua,cargo
Ciudad de Guatemala,ciudad
Panamá,municipio
San Marcos de Colón,municipio
campesino,trabajador
Jinotega,página de desambiguación de Wikimedia
líder religioso,ocupación religiosa
Universidad Centroamericana,entidad desaparecida
Premio Centroamericano de Literatura Rogelio Sinán,premio
San Francisco de Cuapa,municipio
compositor de canciones,profesión musical
cantautor,profesión musical
Cristina Soto Esquivel,ser humano
Cristian Hernández,ser humano
Dinorah Sampson,ser humano
Edith Grøn,ser humano
Eduardo Zepeda-Henríquez,ser humano
Enmanuel Mongalo y Rubio,ser humano
Erlyn Hurtado,ser humano
Ernesto Mejía Sánchez,ser humano
Silvio Ernesto Avilés,ser humano
Isolda Hurtado,ser humano
José Sacasa y Méndez,ser humano
Rigoberto Cabezas,ser humano
Fermín Ferrer,ser humano
Fernando Silva Espinoza,ser humano
Francisco Ruiz Udiel,ser humano
Guillermo Potoy Angulo,ser humano
Hanzel Lacayo,ser humano
Ignacio Sediles,ser humano
Irma Prego,ser humano
Isabel Urcuyo,ser humano
Copenhague,ciudad
Real Academia de la Historia,institución académica
profesor,educador
Wiwilí de Jinotega,municipio
embajador de Nicaragua en España,cargo
Premio Xavier Villaurrutia,premio
traductor,propiedad de Wikidata para elementos sobre obras
Universidad de Valladolid,universidad
diputado de España,cargo
Cartago,ciudad
Ometepe,isla
oficial militar,profesión militar
Costa Rica,país
primera dama,consorte
Alejandro Montiel Argüello,ser humano
Carlos Núñez Téllez,ser humano
Juanita Molina de Fromen,ser humano
Tino García,ser humano
Carlos Abaunza,ser humano
Elida María Galeano Cornejo,ser humano
Steadman Fagoth Müller,ser humano
Brooklyn Rivera,ser humano
Carlos Argüello Gomez,ser humano
Max L. Lacayo,ser humano
Carlos García Solórzano,ser humano
Eulises Pavón,ser humano
Gabriel Serra,ser humano
Antonio Lacayo Oyanguren,ser humano
Danilo Canda,ser humano
Silvia Artola,ser humano
José Adiak Montoya,ser humano
Andrés Ruzo,ser humano
Carlos Delgado,ser humano
Cruz federal de la República de Alemania al mérito,grado de una orden
Universidad de Georgetown,universidad
San José,ciudad
Departamento de Jinotega,departamento
Puerto Cabezas,municipio
director de fotografía,profesión
director de cine,profesión
ajedrecista,deportista
halterófilo,deportista
científico,profesión
Universidad Metodista del Sur,universidad
Perú,país
Rossana Lacayo,ser humano
Carlos Chavarría,ser humano
Henry García,ser humano
Salvador García Acuña,ser humano
Ricardo Vega,ser humano
Xiskya Valladares,ser humano
José Dolores Estrada Morales,ser humano
María Teresa Sánchez,ser humano
Eduardo Urroz,ser humano
Alfonso Ortega Urbina,ser humano
Ricardo M. Rueda,ser humano
Marina Cárdenas,ser humano
Óscar Moncada,ser humano
Byron Rojas,ser humano
Carlos Dávila,ser humano
Ronnier Mendieta,ser humano
Neftalí Cortés Celebertti,ser humano
Felipe Urrutia,ser humano
O.M. Montiel,ser humano
Richard Rodríguez,ser humano
guionista,profesión
Universidad Duke,universidad
Jalapa,página de desambiguación de Wikimedia
Universidad de Barcelona,universidad
botánico,biólogo
luchador,ocupación
recolector de plantas,ocupación
Jardín Botánico de Misuri,jardín botánico
Toledo,ciudad
Uruguay,país
Scharllette Allen,ser humano
Indiana Sánchez,ser humano
Luis Alberto Pérez,ser humano
"José ""Chepito"" Areas",ser humano
Arlen Siu,ser humano
Patrick Argüello,ser humano
Pedro Lisímaco de Jesús Vílchez Vílchez,ser humano
Perrozompopo,ser humano
Nidia Bustos,ser humano
Ponciano Corral Acosta,ser humano
Rubén López Ardón,ser humano
Farah Eslaquit,ser humano
Silvio José Báez Ortega,ser humano
Rosendo Álvarez,ser humano
Salomón Ibarra Mayorga,ser humano
Carlos Mejía Godoy,ser humano
Vicente López,ser humano
Jessica Aguilera,ser humano
baloncestista,deportista
participante en concursos de belleza,concurseante
percusionista,profesión musical
Santana,página de desambiguación de Wikimedia
San Francisco,ciudad
Universidad de California en Los Ángeles,universidad
director de teatro,profesión
Premio Príncipe Claus,premio
Obispo de Estelí,cargo eclesiástico
Pontificio Instituto Bíblico,Instituto pontificio
Salve a ti,himno nacional
San Isidro,municipio
velocista,disciplina deportiva
Bernabé Somoza,ser humano
Diego Manuel Chamorro Bolaños,ser humano
José María Estrada,ser humano
Nazario Escoto,ser humano
Fruto Chamorro Pérez,ser humano
Francisco Castellón Sanabria,ser humano
Miguel Obando y Bravo,ser humano
Gregorio Juárez,ser humano
Tomás Valladares,ser humano
Manuel Fernando Zurita,ser humano
Joaquín del Cosío,ser humano
Emiliano Madriz,ser humano
Toribio Terán,ser humano
Hilario Ulloa,ser humano
Patricio Rivas,ser humano
José Zepeda,ser humano
Ignacio Chaves Tellería,ser humano
Carlos Alberto Brenes Jarquín,ser humano
cardenal,clérigo católico
Premio Bruno Kreisky,premio
El Viejo,municipio
Orlando Montenegro Medrano,ser humano
Arturo Cruz Porras,ser humano
Alfonso Robelo,ser humano
Cristiana Frixione,ser humano
Daniel Reyes Avellán,ser humano
Nasser Valverde,ser humano
Thelma Rodríguez,ser humano
Bayardo Arce,ser humano
Mónica Baltodano,ser humano
Enrique Bermúdez,ser humano
"Juan Carlos ""JC"" Ramírez",ser humano
Jesus Rojas,ser humano
Rigoberto Cruz Argüello,ser humano
Joaquín Cuadra,ser humano
Santos López,ser humano
José de Jesús Martínez,ser humano
Camilo Mejía,ser humano
Hamilton West,distrito
Evans Quinn,ser humano
Mario Romero,ser humano
Instituto Politécnico Rensselaer,universidad
maestro,profesión
Yalagüina,municipio
Universidad Complutense de Madrid,universidad
Roger Mayorga,ser humano
Rolando Gutiérrez-Cortés,ser humano
Rolando Steiner,ser humano
Román Mayorga Rivas,ser humano
Rosa Inés,ser humano
Rosario Aguilar,ser humano
Róger Matus Lazo,ser humano
Salvadora Debayle,ser humano
Santiago Argüello,ser humano
Sara Torres,ser humano
Jaime Morales Carazo,ser humano
Sharon Amador,ser humano
Simeón Pereira y Castellón,ser humano
Sofía Montenegro,ser humano
Solón Argüello,ser humano
José Alfaro,ser humano
Yader Balladares,ser humano
Joaquín Pasos,ser humano
Jorge Salazar,ser humano
José Coronel Hurtecho,ser humano
pastor,profesión
socialité,ocupación
Orden de los Cinco Volcanes,orden
modelo artístico,profesión
obispo coadjutor,cargo eclesiástico
Lawrence Pezzulo,ser humano
Nueva York,página de desambiguación de Wikimedia
Francisco Sequeira Moreno,ser humano
Gonzalo Rivas Novoa,ser humano
Miguel Ángel Ortez,ser humano
Víctor M. Leiva,ser humano
Magdiel Gutiérrez,ser humano
José Tomás López,ser humano
Erick Romero,ser humano
Reynaldo Solorzano,ser humano
Carlos Castro,ser humano
Olga Sacasa,ser humano
Olga Núñez Abaunza,ser humano
Manuel Salvador Dávila,ser humano
Bernard Dreyfus,ser humano
Eric Rodriguez,ser humano
Frank Richardson,ser humano
Axel Silva,ser humano
Uriel Molina Oliú,ser humano
Pablo Martínez Téllez,ser humano
Somotillo,municipio
Mozonte,municipio
billarista,profesión
ciclista,deportista
artista,profesión
Francia,país
Santa Teresa,página de desambiguación de Wikimedia
teólogo,profesión
Piero Coen Montealegre,ser humano
Rafael Gastón Pérez,ser humano
Ramón Montoya (soldado),ser humano
Universidad de Miami,universidad
Cuando calienta el sol,película
Departamento de León,departamento
soldado,soldado
Bartolomé Martínez,ser humano
Dora María Téllez,ser humano
Hope Portocarrero,ser humano
Alexis Argüello,ser humano
Departamento de Matagalpa,departamento
Frente Sandinista de Liberación Nacional,partido político
ministro de salud,cargo
Tampa,ciudad
Barnard College,universidad
Soberana Orden Militar y Hospitalaria de San Juan de Jerusalén de Rodas y de Malta,orden religiosa
David Solórzano,ser humano
Denis Espinoza,ser humano
Donald Parrales,ser humano
Edgar Cortez,ser humano
Edmundo Jarquín,ser humano
Edward'O,ser humano
Elvis Pinel,ser humano
Emilio Palacios,ser humano
Emilio Álvarez Montalván,ser humano
Erick Téllez,ser humano
Erwin Krüger,ser humano
Eugenio Batres Garcia,ser humano
Anastasio Ortiz,ser humano
Fernando Chamorro,ser humano
Tino López Guerra,ser humano
Francisco Mayorga,ser humano
Departamento de Carazo,departamento
Universidad de Chile,universidad
astrólogo,profesión
presentador de televisión,presentador
Orden de Bernardo O'Higgins,orden
Vidaluz Meneses Robleto,ser humano
Maximino Rodríguez Martínez,ser humano
Luis Callejas,ser humano
Pedro Reyes Vallejos,ser humano
Miguel Mena,ser humano
Gustavo Vega,ser humano
Abel Martínez Acosta,ser humano
Juana Bordas,ser humano
Rigoberto Calderón,ser humano
Aurelio Estrada Morales,ser humano
Blanca Aráuz,ser humano
Concepción Palacios,ser humano
Ileana Rodríguez,ser humano
María Esther Granados Diaz,ser humano
Roger Muñoz,ser humano
Margarita Montealegre,ser humano
Daysi Torres,ser humano
María Teresa Blandón,ser humano
Virgilio Godoy,ser humano
Ariagner Smith,ser humano
Universidad Autónoma de Guadalajara,universidad
diputado,legislador
salón de la fama,distinción
Universidad de la Florida,universidad
Salón de la Fama de las Mujeres de Colorado,salón de la fama
lanzador de jabalina,atleta
San Rafael del Norte,municipio
El Sauce,distrito
Universidad Nacional Autónoma de México,universidad
escritor técnico,profesión
Trinity Valley Community College,colegio universitario
fotoperiodista,periodista
Matiguás,municipio
sociólogo,profesión
Campari Knoepffler,ser humano
Gustavo Porras,página de desambiguación de Wikimedia
Manuel Martínez Sevilla,ser humano
Denis Moncada,ser humano
Matilde Lindo,ser humano
Yeta Ramírez,ser humano
Narciso Monterrey,ser humano
Jennifer Osejo,ser humano
Gabriel de Jesus Cuadra Holmann,ser humano
Fernando Acevedo,ser humano
Cyril Errington,ser humano
Maymie de Mena,ser humano
Carlos Fernando Chamorro,ser humano
June Beer,ser humano
Garnet Charwat,ser humano
Bismarck Véliz,ser humano
Berenice Quezada,ser humano
Vilma Núñez de Escorcia,ser humano
Mauricio Herdocia,ser humano
Arnulfo Obando,ser humano
jurista,profesión
Universidad de Fordham,universidad
Murra,municipio
activista por los derechos de las mujeres,activista
República Dominicana,país
educador,profesión
rector,educación
Parroquia de St. Martin,parroquia de Luisiana
suffragette,activista político
Asociación Universal de Desarrollo Negro y la Liga de Comunidades Africanas,hermandad
Papeles de Panamá,conjunto de datos
El Rama,municipio
Prix de la paix de Brême,premio
Orden de la Independencia Cultural Rubén Darío,orden
Carlos Rigby,ser humano
Dorothea Wilson,ser humano
Patricia Belli,ser humano
Linda Wong Valle,ser humano
Russel Carrero Trejo,ser humano
Armando Padilla,ser humano
Gustavo Morales,ser humano
Francisco Menocal,ser humano
Ricardo Larios,ser humano
Xiomara Larios,ser humano
Argenis Vanegas,ser humano
María Gabriela Hernández,ser humano
René Sandino Argüello,ser humano
Rigoberto Fuentes,ser humano
Martha Cecilia Ruiz,ser humano
María del Carmen Pérez Cuadra,ser humano
Leonel Teller,ser humano
Haydée Palacios Vivas,ser humano
Erasmo Gómez,ser humano
alcalde,cargo público
artista visual,profesión artística
beca Fulbright,beca
Sorbonne Universidad de París,universidad
Orden del Mérito de la República Federal de Alemania,orden de mérito
San Sebastián de Yalí,municipio
Marta Portoblanco,ser humano
Federico Nordalm,ser humano
Mary Coco Maltez de Callejas,ser humano
Carlos Alberto Abaunza,ser humano
Carlos Vanegas,ser humano
José Esteban Valle,ser humano
Francisca Ramírez,ser humano
Don Vélez,ser humano
Marlon Samayoa,ser humano
Estela Guadalupe Tiffer,ser humano
Ana Ilce Gómez Ortega,ser humano
Rolando Mendoza,ser humano
José Víctor Zambrana,ser humano
Christopher Reyes,ser humano
José González,ser humano
Wilmer Martínez,ser humano
Alberto Mendieta,ser humano
Judith Sierra,ser humano
Arleth Jarquín,ser humano
Hetzel Alguera,ser humano
fondista,profesión
Asamblea Nacional de Nicaragua,legislatura unicameral
agricultor,trabajador
premio Homo Homini,distinción
taekwondista,deportista
investigador,profesional
Universidad de Míchigan,universidad
Dayana Rodríguez,ser humano
Silvio Conrado,ser humano
Asilia Guillén,ser humano
Jonathan Loáisiga,ser humano
Reyna I. Aburto,ser humano
Adriana Paniagua,ser humano
Cristofer Jordan Rosales González,ser humano
Asesinato de Ángel Eduardo Gahona,ser humano
Salvador Mendieta,ser humano
Edipcia Dubón,ser humano
Juan Bautista Cuadra,ser humano
Zoilamérica Ortega Murillo,ser humano
Byron Bonilla,ser humano
Elí Altamirano,ser humano
Adolfo Calero Orozco,ser humano
Sara Guerra Midence,ser humano
Carlos Molina Argüello,ser humano
Mario Arce Solórzano,ser humano
Ricardo Llopesa,ser humano
Isidro Téllez Toruño,ser humano
beisbolista profesional,deportista
Universidad del Valle de Utah,universidad
reportero,periodista
Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,universidad
activista por los derechos humanos,activista
historiador,profesión
bibliotecario,profesión
sindicalista,activista
Ceymar Castillo,ser humano
Yadir Cerda,ser humano
Lorna Norori,ser humano
Felix Alvarado,ser humano
Pablo Siles,ser humano
Wilfried Strauch,ser humano
Xiomara Diaz,ser humano
José María Zelaya,ser humano
Jaime Ramírez,ser humano
Onofre Ramírez,ser humano
Álvaro Conrado Dávila,ser humano
Stanley Cayasso Guerrero,ser humano
Francisco Javier Díaz Madriz,ser humano
Leticia Herrera Sánchez,ser humano
Miriam Argüello,ser humano
Lucía Pineda Ubau,ser humano
Marianela Corriols,ser humano
Renato Punyed,ser humano
Humberto Belli,ser humano
Roberto Rivas Reyes,ser humano
activista,ocupación
Centro Internacional de Agricultura Tropical,instituto de investigación
Universidad Humboldt de Berlín,universidad
Instituto Federal de Geociencias y Recursos Naturales,institución
100 Mujeres de la BBC,distinción
Universidad de El Salvador,universidad
estudiante,estudiante
Provincia de Puntarenas,provincia
San Miguelito,página de desambiguación de Wikimedia
Premio a la Valentía en el Periodismo,premio
Universidad de High Point,universidad
ministro,cargo
funcionario,empleado público
Silvia Rosales Bolaños,ser humano
Felix Maradiaga,ser humano
Magaly Quintana,ser humano
René Huete,ser humano
Camphers Pérez,ser humano
Sohvi Rodriguez,ser humano
Ceshia Ubau,ser humano
Maria Schutzmeier,ser humano
Inés López Sevilla,ser humano
Yokasta Valle,ser humano
Enóc Aguado,ser humano
Amaya Coppens,ser humano
César Díaz,ser humano
Jandir Rodríguez,ser humano
Fernando Gordillo,ser humano
Guayo González,ser humano
Carlos Pérez,ser humano
Milú Vargas,ser humano
Sheynnis Palacios,ser humano
Julio César Avilés,ser humano
académico,rango académico
Universidad Harvard,universidad
San Rafael del Sur,municipio
Bruselas,ciudad
Bélgica,país
Premio Internacional a las Mujeres de Coraje,distinción
La Fémis,escuela
Rails d'or,premio
artista discográfico,músico
Universidad de Pittsburgh,universidad
Miss Universo,página de desambiguación de Wikimedia
Ana Isabel Morales,ser humano
María Amelia Coronel Kinloch,ser humano
María Auxiliadora Rosales Solís,ser humano
Michele Najlis,ser humano
Carlos Jirón,ser humano
Jacinto Baca Jerez,ser humano
Cornelio Henry Hueck Salomón,ser humano
Freddy Zamora,ser humano
Mariano Dubón,ser humano
Gordiano Carranza,ser humano
Erica Cunningham,ser humano
Gloria Bermudez,ser humano
Alys Dayana Cruz Cordonero,ser humano
Yessenia del Socorro Flores Rivas,ser humano
Sheyla Guadalupe Flores Rivas,ser humano
Jaclyn Gilday,ser humano
Alma Gutiérrez,ser humano
Yorcelly Humphreys,ser humano
Beykel Méndez,ser humano
Ariadna Meza,ser humano
Morales,municipio
ministro del Interior,cargo
"Universidad Nacional, Costa Rica",universidad
Orlando,ciudad
Lisbeth Moreno,ser humano
Alicia Nororis,ser humano
Natalie Orellana,ser humano
Diana Ortega,ser humano
Hormyne Paiz,ser humano
Katherine Raquel Pereira,ser humano
Edy Pérez,ser humano
Kesly Pérez,ser humano
Yahara Salmeron,ser humano
Shanelly Treminio,ser humano
Elizabeth Vega,ser humano
Mario Martz,ser humano
Sharon Andrea Betancourt Arevalo,ser humano
Dayana Calero,ser humano
Maria Joaquina Cruz Rojas,ser humano
Merykey Aensly Delgadillo Treminio,ser humano
Massiel Guadalupe Hernandez Incer,ser humano
Kathering Jarquin,ser humano
Jonnie Sánchez,ser humano
Heyssell Martínez,ser humano
Leydin Julissa Mejia Martinez,ser humano
Ruth Mendoza,ser humano
Emely Obregón,ser humano
Daniela Pérez,ser humano
Belén Rivera,ser humano
Stephanie Marie Ruiz Cortez,ser humano
Nathaly Silva,ser humano
Ana Silva,ser humano
Eyding Talavera,ser humano
Sayri Toruño,ser humano
Berta Valle,ser humano
Eisner Barberena,ser humano
Hernan Estrada Roman,ser humano
Matías Moldskred,ser humano
Marcial Humberto Guzmán Saballos,ser humano
Lottie Cunningham Wren,ser humano
Maria José Silva,ser humano
Ana Marcelo,ser humano
Francisco José Tigerino Dávila,ser humano
Augusto Zamora,ser humano
Graduate Institute of International and Development Studies,universidad
representante permanente en la agencia internacional de la energía atómica,cargo
Madrid,ciudad
Noruega,país
Tola,página de desambiguación de Wikimedia
obispo de Juigalpa,cargo eclesiástico
Obispo de Bluefields,cargo eclesiástico
Universidad Autónoma de Madrid,universidad
Reyna Rueda,ser humano
Ana Margarita Vijil,ser humano
Mónica López Baltodano,ser humano
Carlos Carrión Cruz,ser humano
Moisés Hassan,ser humano
Jorge Adán Solís Torres,ser humano
Anasha Campbell,ser humano
Luis Alberto Cabrales,ser humano
Violeta Granera,ser humano
Milton Arcia,ser humano
Harold Medina,ser humano
Marvin Fletes,ser humano
Gloria Carrión Fonseca,ser humano
Eduardo Mangas,ser humano
Bethania Aburto,ser humano
Gema Zúñiga,ser humano
Wendy Flores,ser humano
Valeska Sandoval,ser humano
Valentín Gazo,ser humano
Andrea Urroz,ser humano
politólogo,profesión
activista político,ocupación
ambientalista,profesión
Moyogalpa,municipio
Escuela de Economía y Ciencia Política de Londres,universidad
Ecuador,país
árbitro de fútbol,profesión
Norchad Omier,ser humano
Pilar Aguirre,ser humano
Mariano Fiallos Oyanguren,ser humano
Óscar Sobalvarro,ser humano
Cristiana Chamorro Barrios,ser humano
Luis Fley,ser humano
Pablo Tellez,ser humano
Dino Aranda,ser humano
Alba Luz Ramos,ser humano
Juan Sebastián Chamorro,ser humano
Wilfredo Miranda Aburto,ser humano
José Adán Aguerri,ser humano
Leonardo Ovidio Reyes Ramírez,ser humano
Miguel Mora Barberena,ser humano
George Henríquez,ser humano
José Pallais,ser humano
Douglas Forvis,ser humano
Kitty Monterrey,ser humano
Camila Ortega Murillo,ser humano
Tamara Dávila Rivas,ser humano
Universidad Estatal de Arkansas,universidad
líder comunitario,cargo
banquero,profesión
Laguna de Perlas,página de desambiguación de Wikimedia
Bluefields Indian and Caribbean University,universidad
asesor de gobierno,profesión
Suyén Barahona Cuan,ser humano
Héctor Mairena,ser humano
Michael Healy Lacayo,ser humano
Verónica Chávez,ser humano
María Fernanda Flores,ser humano
Israel Lewites,ser humano
Cindy Regidor,ser humano
Amalia del Cid,ser humano
Rosa Marina Zelaya,ser humano
Sandra Ramos,ser humano
