entidad,tipo_entidad
Harper University Hospital,hospital
escritor de no ficción,escritor
Bain & Company,management consulting company
Chester,ciudad
Guildhall School of Music and Drama,universidad
Premio Empire al mejor actor,premio
Academia de Arte Dramático Ernst Busch,escuela de arte dramático
Office of Strategic Services,servicio de inteligencia
Richmond,ciudad
realizador de televisión,profesión
Breaking Bad,serie de televisión
Atlanta,ciudad
Laurel Springs School,escuela
37.º Premios Saturn,ceremonia
Palm Springs,página de desambiguación de Wikimedia
Real Academia de Arte Dramático,escuela de arte dramático
Kempten,ciudad
recolector de plantas,ocupación
Universidad de Greifswald,universidad
Universidad Harvard,universidad
Municipio de East Brunswick,municipio de Nueva Jersey
animador,propiedad de Wikidata relacionada con la animación
Amherst,ciudad
Mount Holyoke College,universidad
Salón Nacional de la Fama de Mujeres,salón de la fama
Pretty Little Liars,serie de televisión
Urbana,comuna de Italia
Universidad del Noroeste,universidad
Evanston,ciudad de Estados Unidos
Universidad de Washington,universidad pública
Yogi Bear,película
cantante de pop,músico
School of Rock,álbum
Orange,comuna francesa
emprendedor,profesión
Anexo:Independent Spirit Award al mejor actor de reparto,premio
Manhattan,ciudadcondado
Moby Dick,película
Kosciusko,ciudad de Estados Unidos
abogado,profesión
Universidad de Misisipi,universidad
Italia,país
Escuela de Arte Dramático,escuela de arte dramático
Óscar honorífico,premio
Milán,ciudad
profesor universitario,profesión académica
Universidad de Illinois en UrbanaChampaign,universidad
Universidad de Pensilvania,universidad
East Lansing,ciudad de Estados Unidos
Seattle,ciudad
inversor,convertidor de potencia
Harvard College,college
Fundación Bill y Melinda Gates,organización sin fines de lucro
Hong Kong británico,colonia
jugador de fútbol americano,jugador
Washington D. C.,capital federal
jugador de póquer,profesión
colegio universitario,institución educativa
Chicago,ciudad
baloncestista,deportista
Universidad Marquette,universidad
velocista,disciplina deportiva
Universidad Estatal de California,universidad
"Universidad Estatal de California, Long Beach",universidad
Jon Huntsman,página de desambiguación de nombres humanos
Shafrira Goldwasser,ser humano
George Pataki,ser humano
Lydia Kavraki,ser humano
Harry S. Truman,ser humano
Mary Jane Irwin,ser humano
Nikki Haley,ser humano
"Carroll A. Campbell, Jr.",ser humano
Andrew Cuomo,ser humano
David Paterson,ser humano
Eliot Spitzer,ser humano
Mark Sanford,ser humano
Jim Hodges,ser humano
David Beasley,ser humano
Susan L. Graham,ser humano
Judy Garland,ser humano
Lindsay Davenport,ser humano
Jennifer Capriati,ser humano
Leah Jamieson,ser humano
John Boehner,ser humano
Jeanne Ferrante,ser humano
Phyllis Fox,ser humano
John Adair,ser humano
Katherine Johnson,ser humano
Lynne Jolitz,ser humano
Anna Karlin,ser humano
Grace Murray Hopper,ser humano
Dorothy E. Denning,ser humano
Susan T. Dumais,ser humano
Venus Williams,ser humano
Cynthia Dwork,ser humano
Charlotte Froese Fischer,ser humano
Molly E. Holzschlag,ser humano
Thelma Estrin,ser humano
Margaret Hamilton,ser humano
Lois Haibt,ser humano
Ashawna Hailey,ser humano
Black Francis,ser humano
Ayanna Howard,ser humano
Cathy Hudgins,ser humano
Diane Greene,ser humano
Annie Easley,ser humano
Nancy Davis Griffeth,ser humano
Rebecca Grinter,ser humano
Susan Gerhart,ser humano
Stan Coveleski,ser humano
Adele Goldberg,ser humano
Aaliyah,ser humano
Betty Snyder Holberton,ser humano
Sheila Greibach,ser humano
Palo Alto,ciudad
diplomático,profesión
Universidad de Utah,institución educativa
gobernador de Utah,cargo
ingeniero,profesión
Universidad de California en Berkeley,institución educativa
Instituto Weizmann de Ciencias,universidad
Peekskill,ciudad
Escuela de Leyes Columbia,facultad de derecho
gobernador de Nueva York,cargo
Creta,isla
informático teórico,científico
Grecia,país
Universidad Rice,universidad
Lamar,ciudad de Estados Unidos
diarista,ocupación
francmasonería,hermandad
Universidad de Illinois,escuela
Association for Computing Machinery,organización
Bamberg,ciudad
empresario,ocupación
Universidad Clemson,universidad
Embajador de los Estados Unidos ante las Naciones Unidas,cargo
Greenville,ciudad
político,profesión
gobernador de Carolina del Sur,cargo
Universidad de Fordham,universidad
Departamento de Vivienda y Desarrollo Urbano de los Estados Unidos,Departamento Ejecutivo Federal
Universidad de Columbia,universidad
Universidad de Princeton,universidad
Fort Lauderdale,ciudad de Estados Unidos
Universidad de Virginia,universidad
Goldman Sachs,banco
Lancaster,distrito
Universidad de Carolina del Sur,universidad
Darlington,villa
Programa Mundial de Alimentos,organización
Cleveland,ciudad
Grand Rapids,ciudad
actor de cine,profesión
premio Grammy a la mejor interpretación vocal pop femenina,premio
Palos Verdes,página de desambiguación de Wikimedia
tenista,deportista
Salón Internacional de la Fama del tenis,Salón de la Fama
Trenton,ciudad
Universidad Purdue,universidad
Reading,ciudad
Universidad Xavier,universidad
presidente de la Cámara de Representantes de los Estados Unidos,cargo
Universidad Hofstra,universidad
Universidad de California en San Diego,universidad
Colorado,Estado de los Estados Unidos
Instituto Tecnológico de Massachusetts,universidad
condado de Chester,condado de Carolina del Sur
militar,profesión
gobernador de Kentucky,cargo
White Sulphur Springs,ciudad
ingeniero de aviación,ingeniero
Universidad de Virginia Occidental,universidad
Administración Nacional de Aeronáutica y del Espacio,agencia
oficial naval,oficial
Vassar College,universidad
Maine,Estado de los Estados Unidos
Universidad de Indiana,institución educativa
Lynwood,página de desambiguación de Wikimedia
Canadá,parada de autobús
Universidad de Cambridge,universidad
Universidad de Arizona,universidad
City College of New York,institución educativa
National Science Foundation,instituto de investigación
Paoli,página de desambiguación de Wikimedia
matemático,profesión
Lubbock,ciudad
Universidad Tecnológica de Texas,universidad
Boston,ciudad
Universidad de Massachusetts Amherst,universidad
Pixies,grupo musical
Universidad de Posgrado de Claremont,universidad
Academia Estadounidense de las Artes y las Ciencias,sociedad erudita
Pine Bluff,ciudad de Estados Unidos
Universidad de Arkansas,universidad
Rochester,ciudad
Birmingham,ciudad
Universidad Xavier de Luisiana,universidad
Oak Park,página de desambiguación de Wikimedia
Universidad Estatal de Míchigan,universidad
Norwich,ciudad
Universidad de Leeds,universidad
Instituto de Tecnología de Georgia,universidad
Universidad Wesleyana de Ohio,universidad
Shamokin,ciudad de Pensilvania
beisbolista,deportista
bailarín de ballet,profesión
Filadelfia,ciudad
Instituto Nacional de Estándares y Tecnología,instituto
Donna Auguste,ser humano
Henriette Avram,ser humano
Mick Foley,ser humano
Dwayne Johnson,ser humano
Karen Bardsley,ser humano
Texas,Estado de los Estados Unidos
US West,negocio
Universidad George Washington,universidad
Agencia de Seguridad Nacional,servicio de inteligencia
Bloomington,página de desambiguación de Wikimedia
WWE Hall of Fame,salón de la fama
Hayward,ciudad
Universidad de Miami,universidad
Fast Five,película
Santa Mónica,asentamiento
futbolista,jugador
Universidad Estatal de California en Fullerton,universidad
Joanna S. Fowler,ser humano
Helen Murray Free,ser humano
Mildred Cohn,ser humano
Catherine Coleman,ser humano
Mary Peters Fieser,ser humano
Miami,ciudad de Estados Unidos
Universidad de Anglia del Este,universidad
Brookhaven National Laboratory,instituto de investigación
inventor,profesión
Universidad de Míchigan Central,universidad
Bayer,empresa
El Bronx,serie de televisión
Charleston,ciudad
científico,profesión
Atchison,ciudad
químico,profesión
Stephanie Kwolek,ser humano
Jonny Lee Miller,ser humano
Carmen Hermosillo,ser humano
Joyce Jacobson Kaufman,ser humano
Ann Kiessling,ser humano
New Kensington,ciudad de Pensilvania
Polonia,país
DuPont Corporation,empresa
KingstonuponThames,villa
Premio Laurence Olivier,grupo de premios
California,Estado de los Estados Unidos
Universidad Estatal de San José,universidad
físico,profesión
Universidad Johns Hopkins,universidad
Baker City,ciudad
William Henry Harrison,ser humano
Ivory Joe Hunter,ser humano
John Tyler,ser humano
Axl Rose,ser humano
James K. Polk,ser humano
condado de Charles City,condado de Virginia
presidente de los Estados Unidos,presidente
condado de Jasper,condado de Texas
pianista,profesión
The College of William and Mary,universidad
Lafayette,ciudad
Guns N' Roses,grupo musical
Pineville,ciudad de Estados Unidos
Universidad de Carolina del Norte en Chapel Hill,universidad
David Rockefeller,ser humano
Nelson Rockefeller,ser humano
Farciot Edouart,ser humano
Edmund H. Hansen,ser humano
John Gaeta,ser humano
Ejército de los Estados Unidos,ejército de tierra
Bar Harbor,pueblo de Nueva Inglaterra
Dartmouth College,universidad
Vicepresidente de los Estados Unidos,
responsable de efectos especiales,profesión
Óscar científico o técnico,premio
Springfield,casa
Óscar al mejor sonido,premio
artista,profesión
Universidad de Nueva York,universidad
Óscar a los mejores efectos visuales,premio
Weird Al Yankovic,ser humano
Fred Sersen,ser humano
John Frazier,ser humano
Craig Barron,ser humano
Kurt Cobain,ser humano
Jonathan Glassner,ser humano
Richard Edlund,ser humano
Andrew Johnson,ser humano
Gordon Jennings,ser humano
Douglas Shearer,ser humano
L. B. Abbott,ser humano
Juan Trippe,ser humano
Walt Disney,ser humano
Dean Higuchi,ser humano
Stefen Fangmeier,ser humano
Nicholas Meyer,ser humano
Scott Farrar,ser humano
Robert Legato,ser humano
Albert Arnold Gillespie,ser humano
Eric Barba,ser humano
Downey,página de desambiguación de Wikimedia
Universidad Politécnica Estatal de California,universidad
Sindicato de Guionistas del Oeste de los Estados Unidos,sindicato de trabajadores
Veselí nad Moravou,municipio
fotógrafo,profesión
Óscar a los mejores efectos especiales,premio
Óscar a la técnica,categoría
Berkeley,página de desambiguación de Wikimedia
supervisor de efectos visuales,profesión
Aberdeen,barrio
compositor,músico
Escuela Secundaria de Aberdeen,escuela secundaria superior
Nevermind,álbum
Roanoke,ciudad
productor de televisión,profesional de medios
Fargo,ciudad
supervisor de efectos especiales,profesión
Escuela de Artes Cinematográficas de la Universidad del Sur de California,facultad universitaria
Raleigh,ciudad
estadista,político
Salt Lake City,ciudad
director de fotografía,profesión
Westmount,ciudad o pueblo
Pasadena,ciudad
Sea Bright,municipio de Nueva Jersey
Universidad Yale,universidad
Salón de la Fama de la Aviación Nacional,salón de la fama
Instituto de Arte de Kansas City,academia de bellas artes
Mickey Mouse,personaje
Honolulu,ciudad
luchador,ocupación
El Paso,ciudad
director de cine,profesión
Anexo:Premio a los mejores efectos especiales del Festival de Cine de Sitges,premio
Universidad de Iowa,universidad
Condado de Monmouth,condado de Nueva Jersey
Alberto II de Mónaco,ser humano
Q3772,
Kevin Rudolf,ser humano
Grace Kelly,ser humano
Geoffrey Arend,ser humano
William Terry,ser humano
James K. Gibson,ser humano
Elisha E. Meredith,ser humano
Henry P. Alexander,ser humano
Todd Russell Platts,ser humano
John Gregg,ser humano
Rufus R. Jones,ser humano
Amelia Earhart,ser humano
Paul Simon,ser humano
Jacqueline Cochran,ser humano
Rosearik Rikki Simons,ser humano
Jeffrey Garcia,ser humano
Phil Hill,ser humano
Jack Angel,ser humano
Palacio del príncipe de Mónaco,palacio
piloto de bobsleigh,deportista
Amherst College,universidad
Comité Olímpico Internacional,federación deportiva internacional
Knoxville,ciudad de Estados Unidos
Narbonne High School,escuela
Reservoir Dogs,película
productor discográfico,profesión musical
actor de teatro,oficio
Academia Estadounidense de Arte Dramático,institución
Consorte de Mónaco,consorte
condado de Amherst,condado de Virginia
miembro de la Cámara de Representantes de los Estados Unidos,legislador
Abingdon,sede de condado
Condado de Sumter,página de desambiguación de Wikimedia
Little Falls,página de desambiguación de Wikimedia
York,ciudad
juez,propiedad de Wikidata relacionada con el derecho y la justicia
condado de Lawrence,condado de Arkansas
Universidad del Norte de Alabama,universidad
Dillon,página de desambiguación de Wikimedia
periodista,profesión
Newark,ciudad
Colegio de Queens,institución educativa
"Black, Brown and Beige",obra de composición musical
Pensacola,página de desambiguación de Wikimedia
piloto de aviación,profesión
Air Transport Auxiliary,organización
legionario de la Legión del Mérito,grado de una orden
Fontana,página de desambiguación de Wikimedia
historietista,profesión
Invasor Zim,serie de televisión de animación
La Puente,ciudad de Estados Unidos
piloto de automovilismo,profesión
Modesto,ciudad
discjockey,músico
Universidad Estatal de San Francisco,universidad
Tina Fey,ser humano
John McCain,ser humano
Jacob Appelbaum,ser humano
Julia Mancuso,ser humano
Picabo Street,ser humano
Lisa Raymond,ser humano
Pharrell Williams,ser humano
Phoebe Cates,ser humano
Liza Minnelli,ser humano
Hanna Hall,ser humano
Fred Armisen,ser humano
Bill Hader,ser humano
Seth Meyers,ser humano
Sharon Van Etten,ser humano
Jason Sudeikis,ser humano
Stella Atkins,ser humano
Maureen C. Stone,ser humano
Chris Evert,ser humano
Municipio de Upper Darby,municipio
The Second City,grupo de teatro
Coco Solo,base de submarinos
Colegio Nacional de Guerra,escuela
Universidad Técnica de Eindhoven,universidad
Reno,ciudad
esquiador alpino,profesión
Norristown,municipio
Universidad de la Florida,universidad
Salón de la Fama del Tenis Universitario Femenino,Salón de la Fama del Deporte
Virginia Beach,ciudad
diseñador de moda,profesional
Louis Vuitton,casa de moda
Escuela Juilliard,institución educativa
Óscar a la mejor actriz,premio
Denver,ciudad
Hattiesburg,ciudad
Escuela de Artes Visuales,universidad
Tulsa,ciudad
Barry,página de desambiguación de Wikimedia
Belleville,ciudad
Fairfax,página de desambiguación de Wikimedia
Instituto de Tecnología de California,universidad
Universidad Simon Fraser,institución educativa
Baltimore,ciudad independiente de los Estados Unidos
Boston Consulting Group,management consulting company
pintor,profesión
New York University Tisch School of the Arts,facultad universitaria
Will Claye,ser humano
Christian Taylor,ser humano
Reese Hoffa,ser humano
Ella Fitzgerald,ser humano
Charles Lindbergh,ser humano
Madonna,ser humano
Neil Armstrong,ser humano
Stanley Kubrick,ser humano
David Lynch,ser humano
Mary Jane Rathbun,página de desambiguación de nombres humanos
Louis Armstrong,ser humano
Justin Gatlin,ser humano
Leonel Manzano,ser humano
Aries Merritt,ser humano
Jason Richardson,ser humano
Félix Sánchez,ser humano
Javier Culson,ser humano
Ashton Eaton,ser humano
Trey Hardee,ser humano
Erik Kynard,ser humano
Phoenix,ciudad
saltador de triple salto,atleta
Fayetteville,ciudad
Evans,página de desambiguación de Wikimedia
atleta,deportista
Universidad de Georgia,universidad
Newport News,ciudad
Medalla Presidencial de la Libertad,condecoración
Detroit,ciudad
piloto de caza,profesión
America First Committee,grupo de interés
Bay City,página de desambiguación de Wikimedia
compositor de canciones,profesión musical
Dunkin',negocio
Wapakoneta,ciudad
astronauta,ocupación
Reino Unido,país
Missoula,ciudad
editor de cine,propiedad de Wikidata para elementos sobre películas
Mulholland Drive,película
activista en respuesta al sida,activista
