entidad,tipo_entidad
Alfredo Sadel,ser humano
Esteban Gil Borges,ser humano
Adina Izarra,ser humano
juez,propiedad de Wikidata relacionada con el derecho y la justicia
Universidad de York,universidad
Conservatorio Nacional de Música Juan José Landaeta,conservatorio de música
Rosmeri Marval,ser humano
Fernando Aristeguieta,ser humano
Andrés Mistage,ser humano
cantante,músico
Carolina Herrera,ser humano
Cristóbal Lander,ser humano
Manny Piña,ser humano
empresario,ocupación
Medalla de Oro al Mérito en las Bellas Artes,premio
José Vicente Rangel,ser humano
Édgar Sanabria,ser humano
Yohandry Orozco,ser humano
Universidad de Salamanca,universidad
Vicepresidente de Venezuela,cargo
Nicolás Pereira,ser humano
Ivian Sarcos,ser humano
Engels Pedroza,ser humano
Salto,freguesía
Uruguay,país
San Carlos,ciudad componente
Federico Ruiz,ser humano
Joaquín José Morón Hidalgo,ser humano
Federico Moleiro Camero,ser humano
Boconó,ciudad
Francisco de Miranda,ser humano
Juan Arango,ser humano
Fernando Amorebieta,ser humano
Cantaura,ciudad
Charles Brewer Carías,ser humano
Octavio Lepage,ser humano
Lupita Ferrer,ser humano
fotógrafo,profesión
biólogo,profesión
Parroquia Santa Rosa,parroquia civil de Venezuela
ministerio del Interior,ministerio
Josefina Benedetti,ser humano
Maicer Izturis,ser humano
Martín Tovar Ponte,ser humano
New Haven,ciudad
Cleveland Guardians,equipo de béisbol
Francisco José Iturriza,ser humano
Francisco Zapata Bello,ser humano
Francisco de Guruceaga Iturriza,ser humano
obispo de Coro,obispo
María Teresa Castillo,ser humano
Cynthia Lander,ser humano
Dani Hernández,ser humano
Cúa,ciudad
Billo Frómeta,ser humano
Jeanmar Gómez,ser humano
Germán Suárez,ser humano
Santo Domingo,municipio de Filipinas
Carlos Guillén,ser humano
Rosman García,ser humano
María Martínez,ser humano
Ciudad Bolívar,ciudad
Manuel Rojas,página de desambiguación de nombres humanos
Ramón Carrizales,ser humano
revolucionario,activista político
Zaraza,ciudad
Academia Militar del Ejército Bolivariano,universidad
Kellee Santiago,ser humano
Johan Santana,ser humano
Marjorie de Sousa,ser humano
informático teórico,científico
New York University Tisch School of the Arts,facultad universitaria
Tovar,página de desambiguación de Wikimedia
Guante de Oro,premio deportivo
Diosdado Cabello,ser humano
Edwin Valero,ser humano
Diego Rafael Padrón Sánchez,ser humano
Municipio Maturín,municipio de Venezuela
Montalbán,página de desambiguación de Wikimedia
Seminario Santa Rosa de Lima,seminario
José Antonio Ramos Sucre,ser humano
Cumaná,ciudad
Hermógenes López,ser humano
Naguanagua,ciudad
Julio Díez,ser humano
Coraima Torres,ser humano
Luis Vallenilla,ser humano
Julio César León,ser humano
Leonel Vielma,ser humano
Julio Borges,ser humano
Trujillo,estado de Venezuela
Universidad de Oxford,institución educativa
Andrés Túñez,ser humano
Freddy García,ser humano
Manuel Rosales,ser humano
Jean Franko,ser humano
Santa Bárbara del Zulia,ciudad
profesor,educador
parlamentario,legislador
Macuto,ciudad
disc-jockey,músico
Carolina Izsak,ser humano
Hungría,país
Elías Jaua,ser humano
Emilio Boggio,ser humano
Emilio Mendoza,ser humano
Caucagua,asentamiento
La Guaira,ciudad
Academia Julian,organización educativa
profesor de música,profesión
Irene Sáez,ser humano
Milka Duno,ser humano
alcalde,cargo
Miss Universo 1981,edición de concurso de belleza
Gabriela Montero,ser humano
Royal Academy of Music,institución educativa universitaria
El Potro Álvarez,ser humano
Moisés Naím,ser humano
Artur García,ser humano
ministro,cargo
Trípoli,ciudad
Instituto Tecnológico de Massachusetts,universidad
miembro del consejo de administración,cargo
San Juan de Colón,asentamiento
Natalia Luis-Bassa,ser humano
Aída Yéspica,ser humano
Ricardo Álamo,ser humano
Royal College of Music,institución educativa universitaria
Carlos Atilano,ser humano
Carlos Brandt,ser humano
Carlos Cruz-Diez,ser humano
guitarrista,profesión musical
Miranda,satélite
Premio Nacional de Artes Plásticas de Venezuela,premio
Carlos Ocariz,ser humano
Carlos José Ochoa,ser humano
Carlos Olivier,ser humano
Universidad Metropolitana,universidad
Jesús Rafael Soto,ser humano
Andrés Aguilar Mawdsley,ser humano
Andrés Delgado Pardo,ser humano
Instituto de Derecho Internacional,sociedad erudita
Andrés Izarra,ser humano
Andrés Sandoval,ser humano
Eva Golinger,ser humano
periodista,profesión
Nueva York,ciudad
Sarah Lawrence College,universidad
Jorge Liberato Urosa Savino,ser humano
Víctor Castillo,ser humano
Pontificia Universidad Gregoriana,universidad
cardenal,clérigo católico
Municipio San Joaquín,municipio de Venezuela
Universidad del Norte de Arizona,universidad
Jorge Castillo,ser humano
Pedro Camejo,ser humano
Carlos Ortega Carvajal,ser humano
Pontevedra,municipio
arquitecto,profesión
Medalla Castelao,condecoración
San Juan de Payara,ciudad
Orden del Libertador,orden
sindicalista,activista
Luis Aparicio,ser humano
Sonya Smith,ser humano
Salón de la Fama del Béisbol,museo
Filadelfia,comuna de Italia
Anthony Brea,ser humano
Juan Bautista Plaza,ser humano
Tomás Gil,ser humano
director deportivo,profesión
Elvis Andrus,ser humano
Víctor Martínez,ser humano
María T. Martelo,ser humano
climatólogo,profesión
Grupo Intergubernamental de Expertos sobre el Cambio Climático,organización intergubernamental
José Luis Azuaje Ayala,ser humano
Cástor Oswaldo Azuaje Pérez,ser humano
César Baena,ser humano
obispo católico,obispo
esquiador de fondo,ocupación
Daniel Eduardo Morillo,ser humano
José Antonio Hernández-Díez,ser humano
Julio Herrera Velutini,ser humano
economista,profesión
director ejecutivo,propiedad de Wikidata para elementos sobre empresas
Néstor Nieves,ser humano
Alejandro Planchart,ser humano
corredor de obstáculos,atleta
Universidad de California en Santa Bárbara,universidad
Antonia Palacios,ser humano
Antonieta Madrid,ser humano
Milton Becerra,ser humano
escultor,profesión artística
Gabriel Miranda,ser humano
Antonio Estévez,ser humano
Montevideo,ciudad
Calabozo,ciudad
Antonio Ignacio Velasco García,ser humano
Antonio José López Castillo,ser humano
Antonio José Ramírez Salaverría,ser humano
obispo titular,cargo eclesiástico
Cariaco,asentamiento
César Girón,ser humano
Juan Pablo Pérez Alfonzo,ser humano
matador,profesión
Yajaira Vera,ser humano
Alfonso Blanco Parra,ser humano
Darwin Cubillán,ser humano
Municipio Brión,municipio de Venezuela
Miss Venezuela,concurso de belleza femenina
Zulia,estado de Venezuela
Carlos Mendoza,ser humano
Carlos Orta,ser humano
Carlos Quintana (beisbolista),ser humano
bailarín,profesión
Universidad Folkwang de las Artes,universidad
Mamporal,ciudad
Ivan Palazzese,ser humano
Jean Carlos Peña,ser humano
José Humberto Quintero,ser humano
Alba Adriatica,comuna de Italia
piloto de motociclismo,deportista
karateca,profesión
Alvaro Cordero,ser humano
Fulgencio Obelmejias,ser humano
Alí Primera,ser humano
Oswaldo Vizcarrondo,ser humano
Getulio Agostini,ser humano
Gustavo Hernández Pérez,ser humano
recolector de plantas,ocupación
Franklin Virgüez,ser humano
Raúl Isaías Baduel,ser humano
Ana Teresa Oropeza,ser humano
Guárico,estado de Venezuela
San Juan de Los Morros,asentamiento
Andreé González,ser humano
Armando Galarraga,ser humano
Elizabeth Avellán Ochoa,ser humano
Universidad Rice,universidad
Asdrúbal José Hurtado,ser humano
Chibly Abouhamad Hobaica,ser humano
Christian Vásquez,ser humano
Hanni Ossott,ser humano
Édgar Ramírez,ser humano
Carlota Pérez,ser humano
Academia de Artes y Ciencias Cinematográficas,film academy
Reino Unido,país
Medalla Kondrátiev,premio
Wilson Ramos,ser humano
José Ángel Lamas,ser humano
Gabriel Cichero,ser humano
Polonia,país
Luz Machado,ser humano
Jacqueline Saburido,ser humano
Carlos Andrés Pérez,ser humano
Universidad de Texas en Austin,universidad
Rubio,página de desambiguación de Wikimedia
Rónald González,ser humano
José Francisco Bermúdez,ser humano
Carlos Ulises Moulines,ser humano
profesor universitario,profesión académica
Universidad de Múnich,universidad
Norma Santini,ser humano
Vanessa Pose,ser humano
Juan Vicente Gómez,ser humano
Richard Hidalgo,ser humano
Aquiles Nazoa,ser humano
Andrés Mata,ser humano
Rómulo Betancourt,ser humano
Francisco «Morochito» Rodríguez,ser humano
Carúpano,ciudad
Guatire,ciudad
David Serradas,ser humano
Dayana Borges,ser humano
Dayana Colmenares,ser humano
Alejandro Peña Esclusa,ser humano
Washington D. C.,capital federal
Andrés Eloy Blanco,parroquia civil de Venezuela
Wolfgang Larrazábal,ser humano
titopiña,ser humano
Sucre,ciudad
senador vitalicio,cargo
Mariaesthela Vilera,ser humano
Mariana Rondón,ser humano
Mariano José Parra Sandoval,ser humano
Valle de La Pascua,ciudad
Escuela Internacional de Cine y Televisión,escuela de cine
Roberto Rosales,ser humano
Alexander González,ser humano
Antonio Lauro,ser humano
Goizeder Azúa,ser humano
Daniela Di Giacomo,ser humano
presentador de televisión,presentador
Laureano Villanueva,ser humano
Layneker Zafra,ser humano
Leila Macor,ser humano
Marcelino Bolívar,ser humano
Elluz Peraza,ser humano
Edgar Bastidas,ser humano
Tatiana Capote,ser humano
La Habana,ciudad
Cuba,país
Beatriz Valdés,ser humano
actor de teatro,oficio
Wilmer Herrison,ser humano
Escuela del Louvre,institución educativa
Juan María Leonardi Villasmil,ser humano
Cristóbal Rojas,ser humano
Eduardo Serrano,ser humano
El Purgatorio,página de desambiguación de Wikimedia
Las Amazonas,serie de televisión
Wilfredo Alvarado,ser humano
Sabrina Salvador,ser humano
Yorvit Torrealba,ser humano
Anzoátegui,estado
Luis Herrera Campins,ser humano
Marcos P. Jimenez,ser humano
Carmen Josefina León,ser humano
Asnoldo Devonish,ser humano
Orden Olímpica,orden
Arquímedes Herrera,ser humano
Bobures,asentamiento
Rafael Guillermo Urdaneta Vargas,ser humano
Narciso López,ser humano
Greivis Vásquez,ser humano
baloncestista,deportista
Universidad de Maryland,universidad
Miguel Ubeto,ser humano
Francisco Antonio Zea,ser humano
Ernesto José Viso,ser humano
Jaime Lusinchi,ser humano
Medellín,ciudad
Vicepresidente de Colombia,cargo
IndyCar Series,competición
Clarines,ciudad
Stalin Rivas,ser humano
Puerto Ordaz,ciudad
Ronald Vargas,ser humano
Miguel Cabrera,ser humano
Most Valuable Player,Jugador Más Valioso
Consuelo Nouel,ser humano
Rafael Caldera,ser humano
Rómulo Gallegos,ser humano
Abdul Vas,ser humano
Gerrit Rietveld Academie,academia de bellas artes
Hersony Canelón,ser humano
Fritz Melbye,ser humano
Francisco Cabrera Santos,ser humano
Bárbara Garofalo,ser humano
Elsinor,barco
Canarias,comunidad autónoma
Camila Canabal,ser humano
Carlos A. Chardón,ser humano
Carlos Alberto Taylhardat,ser humano
secretario,profesión
Universidad de Siracusa,institución educativa
Academia Naval italiana,academia naval
Carlos Arraiz,ser humano
Carlos Ascues,ser humano
Carlos Barreto,ser humano
actor de voz,Wikidata property to identify contributors to audiovisual works
Perú,país
Gustavo García Naranjo,ser humano
Gustavo Matamoros,ser humano
Orlando Poleo,ser humano
percusionista,profesión musical
músico de jazz,músico
Adriana d'Elia,ser humano
Adriana Prieto,ser humano
Adrián Lezama,ser humano
Harry Abend,ser humano
Helímenas de Jesús Rojo Paredes,ser humano
Henry Rangel Silva,ser humano
Jarosław,comuna urbana
Orden Francisco de Miranda,orden
Santiago,municipio de Filipinas
Francisco Pimentel Agostini,ser humano
Francisco Pol,ser humano
Francisco Rodríguez del Toro,ser humano
Francisco Páez,ser humano
Francisco Rangel Gómez,ser humano
Francisco Rodríguez,página de desambiguación de nombres humanos
gobernador,cargo
Universidad Wesleyana,universidad
Carlos Ramón Hidalgo,ser humano
Carlos Rangel,ser humano
Carlos Salazar,ser humano
Guayaquil,ciudad
Carlos Tarazona,ser humano
Carlos Tejeda,ser humano
Carlos Vásquez,página de desambiguación de nombres humanos
maratonista,profesión
Carlos Vásquez Carvajal,ser humano
Carlos Zerpa,ser humano
Carmelo Fernández,ser humano
taekwondista,deportista
Guama,página de desambiguación de Wikimedia
artista escénico,profesión
Eleonora Bruzual,ser humano
Elio Chacón,ser humano
Elizabeth Ayoub,ser humano
biógrafo,profesión
Alejandro Oliveros,ser humano
Alejandro Pietri,ser humano
Kerwis Chirinos,ser humano
Beca Guggenheim,premio académico
Ciudad Ojeda,ciudad
Cecilio Zubillaga Perera,ser humano
Roberto La Rocca,ser humano
Celestino Armas,ser humano
piloto de carreras,profesión
Emilio Campos,ser humano
Emiro Lobo,ser humano
Ender Thomas,ser humano
compositor de canciones,profesión musical
Chucho Ramos,ser humano
Chucho Sanoja,ser humano
Claudia Baratta Sarcinelli,ser humano
Luis Eduardo Arellano Moreno,ser humano
Luis Eduardo Chataing,ser humano
Luis Emilio Gómez Ruiz,ser humano
Gran Cruz de la Orden de Isabel la Católica,grado de una orden
Ronald Blanco La Cruz,ser humano
Amábilis Cordero,ser humano
Américo Gregorio Martín Estaba,ser humano
Universidad Militar Bolivariana de Venezuela,universidad
Duaca,asentamiento
cineasta,artista
Amílcar Figueroa,ser humano
Ana Karina Manco,ser humano
Ana Luisa Llovera,ser humano
Universidad Santa María,universidad
César Pérez Vivas,ser humano
César Rengifo,ser humano
César Tovar,ser humano
La Grita,ciudad
Universidad Católica del Táchira,universidad
poeta,escritor
Dalmiro Finol,ser humano
Daniel De Oliveira,ser humano
Daniel Dhers,ser humano
Municipio Cruz Paredes,municipio de Venezuela
Daniel Febles,ser humano
Daniel Navarrete,ser humano
Daniel Vallverdu,ser humano
Daniela Morales,ser humano
Daniela Spanic,ser humano
Daniela Torrealba,ser humano
Ortíz,ciudad
Fina Torres,ser humano
Leidys Brito,ser humano
Wuilmen Bravo,ser humano
arquero,profesión
Parroquia Mantecal,parroquia civil de Venezuela
Danilo Žerjal,ser humano
Danny Sandoval,ser humano
Dave Concepción,ser humano
Aragua,estado de Venezuela
Estefanía López,ser humano
Eustoquio Gómez,ser humano
Eva Blanco,ser humano
El club de los tigritos,programa de televisión
La Mulera,asentamiento
Denisse Fuenmayor,ser humano
Guacara,ciudad
jugador de sóftbol,deportista
Denzil Romero,ser humano
Deolis Guerra,ser humano
Desiree Glod,ser humano
Facundo Coral,ser humano
Nicolás Patiño Sosa,ser humano
Felipe Izcaray,ser humano
Buenos Aires,asentamiento
Argentina,país
Isaac Chocrón,ser humano
Pynchas Brener,ser humano
Dilia Díaz Cisneros,ser humano
Universidad de Columbia,universidad
Tyszówce,ciudad
rabino,profesión
El Hatillo,asentamiento
Diliana Méndez,ser humano
Dilson Torres,ser humano
Diógenes Rivas,ser humano
tirador,cinturón
Academia Nacional de Santa Cecilia,conservatorio de música
Braulio Salazar,ser humano
Mariana Vega,ser humano
Fernando Asián,ser humano
Universidad de Toronto,universidad
Premio Grammy Latino al mejor artista nuevo,premio
Madrid,ciudad
historietista,profesión
Pedro Antonio Ramos,ser humano
Pedro Augusto Beauperthuy,ser humano
Pedro Barrientos,ser humano
Universidad de Oriente,universidad
senador de Venezuela,cargo
Edgardo Alfonzo,ser humano
Edmundo López,ser humano
Eduardo Alemán,ser humano
Santa Teresa del Tuy,ciudad
Eduardo Blanco,ser humano
Eduardo Caballero Calderón,ser humano
Eduardo Fernández (abogado venezolano),ser humano
Bogotá,ciudad
Universidad Externado de Colombia,universidad
Premio Nadal,premio literario
Universidad de Georgetown,universidad
Jesús Márquez,ser humano
Jesús Paz Galarraga,ser humano
Jesús Romero Anselmi,ser humano
Los Puertos de Altagracia,asentamiento
Pompeyo Ramis,ser humano
Porfirio Oropeza,ser humano
Ismael Ramírez,ser humano
Gerona,municipio de Cataluña
filósofo,académico
latinista,profesión
Carlos Maya,ser humano
Robert Pérez,ser humano
Teófilo Tortolero,ser humano
Thirza Ruiz,ser humano
San Sebastián de los Reyes,municipio de España
botánico,biólogo
Luis Benshimol,ser humano
Yucef Merhi,ser humano
Gaspar Marcano,ser humano
El Moreno Michael,ser humano
El Prieto,ser humano
Eladio Lárez,ser humano
Carmelo Lauría,ser humano
Carmen Busquets,ser humano
emprendedor,profesión
Lorenzo González,ser humano
Lorenzo Martínez de Madrid y González,ser humano
Lotty Ipinza,ser humano
Panaquire,parroquia civil de Venezuela
Cecilia Todd,ser humano
Cesar Alberto Castro,ser humano
Charyl Chacón,ser humano
Lima,ciudad
Gastón Parra Luzardo,ser humano
Gustavo Ávila,ser humano
Gerardo Budowski,ser humano
Universidad del Zulia,universidad
jockey,propiedad de Wikidata relacionada con la equitación
Berlín,distrito de El Salvador
ajedrecista,deportista
Universidad Yale,universidad
Milena Gimón,ser humano
Mireya Kríspin,ser humano
Mireya Tabuas,ser humano
Carlos González (periodista deportivo),ser humano
Carlos Guinand Sandoz,ser humano
Carlos Irazábal,ser humano
Yadira Soturno,ser humano
Beycker Velásquez,ser humano
Barbara Sánchez,ser humano
El Tigre,página de desambiguación de Wikimedia
José Vielma Mora,ser humano
Giomar Guevara,ser humano
Giovanni Bertorelli,ser humano
Guarenas,ciudad
Humberto Calderón Berti,ser humano
Humberto Celli Gerbasi,ser humano
Héctor Vásquez,ser humano
ministro de Relaciones Exteriores,cargo público
violonchelista,instrumentalista
Danilo León,ser humano
Santos Dominici,ser humano
Saúl Marin,ser humano
Luis Maza,ser humano
Sorbonne Universidad de París,universidad
Pedro Boada,ser humano
Pedro Cassiram,ser humano
Pedro Emilio Coll,ser humano
columnista,periodista
Gonzalo Parra-Aranguren,ser humano
Lorenzo Mendoza Giménez,ser humano
Guiomar Narváez,ser humano
pianista,profesión
Carlos González,página de desambiguación de nombres humanos
Carlos Hernández,página de desambiguación de nombres humanos
Carlos Alberto Hernández,ser humano
director de fotografía,profesión
Universidad de Miami,universidad
Pilar Socorro,ser humano
Isaac J. Pardo,ser humano
Premio Nacional de Humanidades de Venezuela,distinción
Carlos Luis Campos,ser humano
Honorio Machado,ser humano
Hortensio Fucil,ser humano
Alfonso Montes,ser humano
Jeannette Rodríguez,ser humano
Johana Fuenmayor,ser humano
Alejandra Benítez,ser humano
Cristal,página de desambiguación de Wikimedia
dentista,profesión
Igor Hernández,ser humano
Alfredo del Mónaco,ser humano
María Luisa Escobar,ser humano
jugador de voleibol de playa,profesión
Premio Tomás Luis de Victoria,premio de música
Daniel Arzola,ser humano
David Smolansky,ser humano
Marlon Fernández Jímenez,ser humano
No Soy Tu Chiste,serie de obras de arte
José Aguilar,página de desambiguación de nombres humanos
José Antonio Calcaño,ser humano
Caro de Boesi,ser humano
Canal de Chacao,estrecho
Virgilio Galindo,ser humano
Virgilio Trómpiz,ser humano
Virginia Gil de Hermoso,ser humano
Vladimir Gessen,ser humano
Vladimir Vera,ser humano
Víctor Drija,ser humano
director de teatro,profesión
Venevisión,emisora de televisión
Luis Roche,ser humano
Luis Rojas,ser humano
Luis Salazar,ser humano
Universidad de Hawái,universidad
Juan José Landaeta,ser humano
Juan Röhl,ser humano
Yessica Maria Paz Hidalgo,ser humano
Giovanni Carrara,ser humano
Giovanni Frigo,ser humano
Giovanni Romero,ser humano
