entidad	instancia_de	subclase_de
Miguel de Icaza Amozorrutia	ser humano	
Fernando Casanova	ser humano	
Erubey Cabuto	ser humano	
Fernando Gutiérrez Barrios	ser humano	
Vicente Fernández	ser humano	
Julio Enrique Gómez	ser humano	
Lukas Vischer	ser humano	
José Antonio Patlán	ser humano	
Dolores del Río	ser humano	
John Sutter	ser humano	
Pablo Emilio Madero	ser humano	
Adolfo de la Huerta	ser humano	
Jesús Eduardo Zavala	ser humano	
Danna Paola	ser humano	
Luis Estrada	ser humano	
Guillermo González Camarena	ser humano	
Ricardo Flores Magón	ser humano	
Abner Mares	ser humano	
Gaspar Fernández	ser humano	
John Doeg	ser humano	
Alina Garciamendez	ser humano	
Salvador Novo	ser humano	
Paul Kirchhoff	ser humano	
Mathias Goeritz	ser humano	
Ultiminio Ramos	ser humano	
Antonio López Ojedo	ser humano	
Manuel de Escandón	ser humano	
Mario Alberto Gallegos	ser humano	
Jorge Cuesta	ser humano	
productor de televisión	profesión, cargo	profesional de medios, productor
Ciudad Obregón	gran ciudad, cabecera municipal, localidad de México	
Brooklyn	Distritos de la ciudad de Nueva York	
Río Gila	río	
líder militar	profesión	oficial militar, líder
Hermosillo	ciudad, gran ciudad, localidad de México	
Villa Coyoacán	barrio	
Aguascalientes	estado de México	
dibujante	propiedad de Wikidata relacionada con las historietas, Wikidata property to identify contributors to creative works	
tenista	profesión	deportista, jugador competitivo
Washington D. C.	capital federal	
piloto de Fórmula Uno	profesión	piloto de automovilismo
arquero	profesión histórica	guerrero
Algeciras	municipio de España	
diplomático	profesión, título corporativo	estadista, alto cargo
Sinaloa	estado de México	
Cunduacán	municipio de México	
golfista	profesión, ocupación	deportista, jugador competitivo
Coatzacoalcos	ciudad, localidad de México	
San Diego	sede de condado, ciudad fronteriza, ciudad de Estados Unidos, gran ciudad, ciudad chárter	
Calanda	montaña	
Mazatlán	ciudad, gran ciudad, localidad de México	
actor de teatro	oficio del teatro	actor, theatre maker
Guanajuato	estado de México	
agricultor	Q778000, ocupación	trabajador agrícola, cultivadores de cultivos extensivos y hortalizas, selective profession
Torreón	ciudad, gran ciudad, localidad de México	
productor de cine	profesión del cine	film people, productor
editor de cine	propiedad de Wikidata para elementos sobre películas	
San Cristóbal de las Casas	gran ciudad, localidad de México	
Chihuahua	raza de perro	perro
filósofo	ocupación	académico de humanidades
Cancún	obra literaria	
obrero de construcción	ocupación	trabajador de cuello azul, obrero
Belton	página de desambiguación de Wikimedia	
Santiago de Querétaro	ciudad, localidad de México, ciudad más grande	
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
Ciudad Madero	localidad de México	
Catazajá	localidad de México	
Celaya	localidad de México	
actor de cine	profesión del cine	actor, film people
Tepic	ciudad, gran ciudad, localidad de México	
Veracruz	ciudad, gran ciudad, asentamiento portuario, localidad de México	
Basilea	gemeinde de Suiza, ciudad fronteriza, ciudad universitaria, gran ciudad, capital cantonal de Suiza, ciudad de Suiza	
Irapuato	ciudad, gran ciudad	
Victoria de Durango	localidad de México	
Kandern	municipio urbano de Alemania	
empresario	profesión, persona jurídica, ocupación, concepto económico	business and administration professionals
San Pedro	ciudad	
Eloxochitlán de Flores Magón	localidad de México	
Guatemala	país, república, república bananera, estado soberano	
Los Gatos	town in California	
guionista de cine	profesión del cine	guionista
Halle	ciudad de la Liga Hanseática, ciudad universitaria, Lutherstadt, gran ciudad, municipio urbano de Alemania, ciudad independiente de SajoniaAnhalt	
profesor universitario	profesión académica	profesor, académico
Gdansk	ciudad de la Liga Hanseática, ciudad con derechos de distrito, gran ciudad, asentamiento portuario	
Matanzas	ciudad, municipio de Cuba, gran ciudad	
La Paz	metrópoli, gran ciudad, sede de gobierno	
polista	profesión	deportista, jugador competitivo
Córdoba	municipio de España	
Carlos Fuentes	ser humano	
Francisco Lagos Cházaro	ser humano	
Roque González Garza	ser humano	
Porfirio Díaz	ser humano	
Víctor Hugo Lojero	ser humano	
Norberto Rivera Carrera	ser humano	
Mariana Bayón	ser humano	
Lucas Barrios	ser humano	
Martín Galván	ser humano	
José Milla y Vidaurre	ser humano	
Salvador Contreras	ser humano	
Luis Fernando Macías	página de desambiguación de Wikimedia	
Gregorio López y Fuentes	ser humano	
Andrés Espinosa Pérez	ser humano	
Julio Estrada	ser humano	
David Alfaro Siqueiros	ser humano	
Gustavo DíazOrdaz	ser humano	
Carlos Salinas de Gortari	ser humano	
Egidio Arévalo Ríos	ser humano	
Paul Aguilar	ser humano	
Efraín Juárez	ser humano	
Sebastián Lerdo de Tejada	ser humano	
Pável Pardo	ser humano	
Luis Echeverría	ser humano	
Místico	ser humano	
Abraham Laboriel	ser humano	
Abel Barrera Hernández	ser humano	
Bora Milutinović	ser humano	
Abel Salazar	ser humano	
Andrés Manuel López Obrador	ser humano	
Juan Ramón de la Fuente	ser humano	
César Millán	ser humano	
José Ramón Narro Robles	ser humano	
Rosario Green	ser humano	
Javier Lozano Barragán	ser humano	
Belem Guerrero Méndez	ser humano	
Tania Morales	ser humano	
Juan Carreño Sandoval	ser humano	
Javier Hernández Balcázar	ser humano	
Princesa Blanca	ser humano	
Zayda Peña Arjona	ser humano	
Anahí	ser humano	
Israel López	ser humano	
Adalberto Almeida y Merino	ser humano	
Adalberto López	ser humano	
Adalberto Madero	ser humano	
Adalberto Tejeda Olivares	ser humano	
Max Aub	ser humano	
Silvia Pinal	ser humano	
Ricardo Montalbán	ser humano	
José Rolón	ser humano	
Guido Pizarro	ser humano	
Adolfo López Mateos	ser humano	
Vicente T. Mendoza	ser humano	
Javier Barros Sierra	ser humano	
Carlos Chávez	ser humano	
Luis de la Fuente y Hoyos	ser humano	
Jorge Carpizo McGregor	ser humano	
Ricardo Osorio	ser humano	
Jorge Daniel Hernández	ser humano	
Imanol Landeta	ser humano	
Abraham Zabludovsky	ser humano	
Ricardo Castro Herrera	ser humano	
Abraham Ángel	ser humano	
José Clemente Orozco	ser humano	
Felipe Villanueva Gutiérrez	ser humano	
Lorenzo Zambrano	ser humano	
Silvestre Revueltas	ser humano	
Miguel Mancera Aguayo	ser humano	
Arturo Yamasaki	ser humano	
Israel Castro	ser humano	
Emmanuel	ser humano	
Adeodato López	ser humano	
Emoé de la Parra	ser humano	
Abelardo Alvarado Alcántara	ser humano	
José Natividad González Parás	ser humano	
Abraham Antonio Polo Uscanga	ser humano	
Carlos Jiménez Mabarak	ser humano	
Carlos Slim	ser humano	
Diego Rivera	ser humano	
Pedro Ramírez Vázquez	ser humano	
Gilberto Bosques Saldívar	ser humano	
Raúl Anguiano	ser humano	
Adolfo Ruiz Cortines	ser humano	
Luis Carlos Ugalde	ser humano	
Manuel Álvarez Zamora	ser humano	
Nery Castillo	ser humano	
Mariano Azuela	ser humano	
Antonio Castro Leal	ser humano	
Luis Calderón Vega	ser humano	
Luis Nishizawa Flores	ser humano	
Francisco Zúñiga	ser humano	
Francisco Eduardo Tresguerras	ser humano	
Gunther Gerzso	ser humano	
Adela Sequeyro	ser humano	
Arturo Chaires	ser humano	
Guillermo Sepúlveda	ser humano	
Arnoldo Martínez Verdugo	ser humano	
Oswaldo Sánchez	ser humano	
Anastasio Bustamante	ser humano	
Ciudad de Panamá	ciudad, gran ciudad, área metropolitana	
periodista de opinión	profesión	comentarista, periodista
Universidad Nacional Autónoma de México	universidad, editor de acceso abierto, universidad pública de investigación	
Universidad Harvard	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Tlacotalpan	localidad de México	
Universidad Veracruzana	universidad pública, editor de acceso abierto	
Saltillo	gran ciudad, localidad de México	
diputado de México	cargo	diputado
Instituto de Ciencias y Artes de Oaxaca	institución educativa	
ministro	cargo público, cargo	senior government officials
Durango	estado de México	
Pontificia Universidad Gregoriana	universidad pontificia, universidad jesuita	
cardenal presbítero	cargo, orden episcopal, función episcopal	cardenal
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
San Fernando	ciudad componente	
Argentina	país, nación, república federal, estado soberano, estado confesional	
Ciudad de Guatemala	ciudad, asentamiento, gran ciudad, municipio de Guatemala, ciudad más grande, capital nacional	
Universidad de San Carlos de Guatemala	universidad pública, editor de acceso abierto	
Conservatorio Nacional de Música de México	conservatorio de música	
Lagos de Moreno	localidad de México	
ciclista	subcultura, ocupación	deportista, ciclista
Estado de Veracruz	estado de México	
Academia Mexicana de la Lengua	academia, academia nacional	
Monclova	localidad de México	
maratonista	profesión	fondista
España	página de desambiguación de Wikimedia	
Oporto	estación de metro, intercambiador, estación subterránea	
grabador	profesión, Q778000	orfebre
Escuela al Aire Libre	edificio escolar, complejo de edificios	
Universidad del Sur de California	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro, editor de acceso abierto	
Ciudad Serdán	localidad de México	
Benemérita Universidad Autónoma de Puebla	universidad	
Paysandú	ciudad, ciudad fronteriza	
Uruguay	país, Estado laico, república constitucional, estado soberano	
Concordia	ciudad, municipio, ciudad fronteriza, gran ciudad	
Antiguo Colegio de San Ildefonso	museo, edificio de museo, colegio jesuíta desaparecido	
presidente de México	cargo público	presidente de la Republica, comandante en jefe, jefe del Gobierno
músico	ocupación, profesión musical	artista
Berklee College of Music	universidad privada, academia de música, institución educativa privada sin fines de lucro	
Premio Grammy Latino del Consejo Directivo	categoría de premio de música	
Tlapa de Comonfort	asentamiento	
Amnesty International Menschenrechtspreis	distinción	
Bajina Bašta	villa, asentamiento, cadastral municipality of Serbia	
Tepetitán	localidad de México	
Estados Unidos	asentamiento	
adiestrador canino	profesión, ocupación	adiestrador
médico	profesión sanitaria, cargo, ocupación, profesión medicina, grupo de ocupaciones de la CIUO	profesional de la salud
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Toluca de Lerdo	ciudad, gran ciudad, localidad de México	
cardenal	título, cargo, vocación católica	príncipe, clérigo católico
Universidad del Valle de Atemajac	universidad	
San Luis Potosí	estado de México	
Matamoros	página de desambiguación de Wikimedia	
RBD	grupo musical	
obispo diocesano	cargo eclesiástico, función episcopal	obispo, pastor, ordinario, clérigo diócesano, cabeza de una diócesis
Presidente Municipal de Monterrey	cargo público	presidente municipal
Chicontepec	página de desambiguación de Wikimedia	
IX Distrito de París	distrito municipal	
poeta	profesión	escritor
Francia	país, república, estado soberano	
Beca Guggenheim	beca, evento anual	premio académico
Instituto Nacional de Bellas Artes y Literatura	institución educativa	
Escuela Preparatoria Belmont	página de desambiguación de Wikimedia	
Caballero de la Orden del Santo Sepulcro de Jerusalén	grado de una orden	caballero
Italia	página de desambiguación de Wikimedia	
Ciudad López Mateos	localidad de México	
Universidad Autónoma del Estado de México	universidad, editorial, editor de acceso abierto	
Cholula	ciudad, localidad de México	
Popotla	estación de metro, estación subterránea	
director de orquesta	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la música	
Escuela de Economía y Ciencia Política de Londres	institución educativa universitaria, organización educativa, universidad pública de investigación	
Huajuapan de León	localidad de México	
Białystok	ciudad, ciudad con derechos de distrito, destino turístico, gran ciudad, private town	
Polonia	país, estado soberano	
Premio Nacional de Ciencias y Artes	premio literario, premio artístico, premio científico, premio nacional	
Ciudad Guzmán	ciudad, localidad de México	
Academia de San Carlos	museo de arte, Universidad Nacional Autónoma de México, academia de bellas artes, galería de arte, edificio académico, edificio histórico, hospital clausurado	
El demagogo	pintura	
Cemex	empresa de capital abierto, negocio	
Sensemayá	obra de composición musical	
Universidad Yale	universidad privada, Colegios coloniales, empresa productora, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Gobernador del Banco de México	cargo público	gobernador de banco central
Lima	ciudad, megaciudad, característica geográfica, gran ciudad, ciudad más grande	
árbitro de fútbol	profesión	árbitro, oficial del partido, person associated with football
Premio Grammy Latino a la Excelencia Musical	Premios Grammy Latinos	
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Universidad Autónoma de Nuevo León	universidad, editor de acceso abierto	
Gobernantes de Nuevo León	cargo público	gobernador de estado de México
Tacuba	ciudadEstado, altépetl	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
América Móvil	empresa de capital abierto, negocio, empresa	
Los Ángeles	asentamiento	
Murales de la Industria de Detroit	fresco	
diseñador	propiedad de Wikidata para elementos sobre obras	
Municipio de Chiautla	municipio, municipio de México	
Orden de la Estrella Polar	orden, orden de caballería	
Liga de estudiantes de arte de Nueva York	academia de bellas artes, recinto artístico	
Universidad de Columbia	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Villa de Álvarez	gran ciudad, localidad de México	
Gobernador de Colima	cargo público	gobernador de estado de México
Los de abajo	película	
El Colegio Nacional	academia	
Organización de las Naciones Unidas	organización intergubernamental, organización internacional	
San José	ciudad, entidad territorial administrativa, gran ciudad, ciudad más grande	
Miguel de la Madrid	ser humano	
Rosario Castellanos	ser humano	
Cecilia Gabriela	ser humano	
Elena Poniatowska	ser humano	
Dominika Paleta	ser humano	
Rafael Romo Muñoz	ser humano	
Katy Jurado	ser humano	
Kate del Castillo	ser humano	
Antonio Jasso	ser humano	
Ernesto Zedillo	ser humano	
Juan Pérez 'Kichi'	ser humano	
Aarón Padilla Gutiérrez	ser humano	
Emilio Carlos Berlie Belaunzarán	ser humano	
Alan Stone	ser humano	
Gabriel Soto	ser humano	
Salvador Zubirán	ser humano	
José Luis Trejo	ser humano	
Luis Donaldo Colosio	ser humano	
Lupe Pintor	ser humano	
Enrique Carral Icaza	ser humano	
Juan Pablo Rodríguez	ser humano	
Leonardo Márquez	ser humano	
Alexander Salkind	ser humano	
Miguel Ángel Biaggio	ser humano	
Andrés Carevic	ser humano	
Guadalupe Marín	ser humano	
Victoriano Huerta	ser humano	
Vikki Carr	ser humano	
Zuria Vega	ser humano	
Ana de la Reguera	ser humano	
Fray Tormenta	ser humano	
María del Rosario Espinoza Espinoza	ser humano	
Anthony Quinn	ser humano	
Rudolf Jan Slaby	ser humano	
Salvador de Iturbide y Marzán	ser humano	
Eduardo Fentanes	ser humano	
Sabine Moussier	ser humano	
Olga Costa	ser humano	
Alberto Del Rio	ser humano	
María Santos Gorrostieta Salazar	ser humano	
Óscar Dautt	ser humano	
Sergio Pérez	ser humano	
Ximena Navarrete	ser humano	
Dulce María Sauri Riancho	ser humano	
Dolores Heredia	ser humano	
Giselle Itié	ser humano	
Felipe Colombo	ser humano	
Elsa Benítez	ser humano	
Cara Buono	ser humano	
Laura Sánchez Soto	ser humano	
María Rojo	ser humano	
Lázaro Cárdenas	ser humano	
Elizabeth Catlett	ser humano	
Enrique Peña Nieto	ser humano	
Lola Beltrán	ser humano	
Marga López	ser humano	
Horacio López Salgado	ser humano	
Samadhi Zendejas	ser humano	
Dr. Atl	ser humano	
Edith Márquez	ser humano	
Bernardo Gutiérrez de Lara	ser humano	
Martín Luis Guzmán	ser humano	
Lupe Vélez	ser humano	
Felipe Arriaga	ser humano	
Lupe Jones	ser humano	
Inés Efron	ser humano	
Luz María Aguilar	ser humano	
Édgar García de Dios	ser humano	
Margo Glantz	ser humano	
Jessica Coch	ser humano	
Cesáreo Victorino Mungaray	ser humano	
Lydia Cacho	ser humano	
Felipe Buergo Elcuaz	ser humano	
Edith González	ser humano	
Antonio Carbajal	ser humano	
Eduardo Capetillo	ser humano	
Alberto Valdés Ramos	ser humano	
Laurette Séjourné	ser humano	
Élmer Mendoza	ser humano	
Carmen Romero Rubio	ser humano	
Yolanda Ramírez	ser humano	
Óscar Rojas Castellón	ser humano	
Óscar Bonfiglio	ser humano	
Óscar E. Duplán Maldonado	ser humano	
Óscar González César	ser humano	
Óscar Osvaldo García Montoya	ser humano	
Oscar Pérez Rojas	ser humano	
Óscar Salazar Blanco	ser humano	
Óscar Valdez	ser humano	
Óscar de la Hoya	ser humano	
Colima	estado de México	
Facultad de Filosofía y Letras (Universidad Nacional Autónoma de México)	facultad universitaria, facultad de filosofía, facultad de literatura	
París	barrio de Puerto Rico	
La noche de Tlatelolco:Testimonios de historia oral	obra literaria	
Cracovia	página de desambiguación de Wikimedia	
actor de televisión	profesión	actor
Universidad Iberoamericana	universidad, universidad jesuita	
Globo de Oro a la mejor actriz de reparto	premio Globo de Oro, premio a la mejor actriz de reparto	
actor de voz	Wikidata property to identify contributors to audiovisual works	
Tijuana	ciudad, localidad de México, city in Mexico	
Kairo	película	
Medalla Belisario Domínguez	medalla	
Magdalena de Kino	localidad de México	
Cuajimalpa de Morelos	página de desambiguación de Wikimedia	
Zapopan	ciudad, metrópoli, gran ciudad, localidad de México	
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
Mercurio	página de desambiguación de Wikimedia	
Carreras	página de desambiguación de Wikimedia	
Academia Mexicana de Ciencias	academia de ciencias	
Colotlán	localidad de México	
Heroico Colegio Militar	academia militar	
El Paso	sede de condado, ciudad fronteriza, ciudad de Estados Unidos, gran ciudad	
Estrella del Paseo de la Fama de Hollywood		distinción, placa conmemorativa
historiador del arte	profesión, ocupación	historiador, académico de humanidades
Los cuatro acuerdos	obra literaria	
Televisa San Ángel	estudio de cine	
La Brecha	localidad de México	
taekwondista	profesión, ocupación	deportista
Premio Nacional del Deporte	distinción	
Estudio de actuación Stella Adler	escuela de arte dramático	
Anexo:Oscar al mejor actor de reparto	Premios Óscar, premio al mejor actor de reparto	
Černošice	municipio de la República Checa, municipio con poder ampliado, municipio con oficina municipal autorizada, municipio con privilegios de ciudad	
traductor	propiedad de Wikidata para elementos sobre obras	
Universidad Carolina de Praga	universidad, organización, universidad pública, editorial, institución de investigación	
Real Academia de la Lengua Vasca	base de datos, regulador del idioma	
Universidad Técnica de Berlín	universidad técnica, universidad pública de investigación, University of Excellence	
Universidad Libre de Berlín	comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
aristócrata	clase social, ocupación	persona que tiene una actividad
Leverkusen	gran ciudad, municipio urbano de Alemania, urban district of North RhineWestphalia	
Centro de Educación Artística	institución educativa	
Leipzig	ciudad, centro regional mayor, gran ciudad, municipio urbano de Alemania, urban district in Saxony	
luchador de artes marciales mixtas	profesión	artista marcial
Universidad Autónoma de San Luis Potosí	universidad pública	
Universidad Michoacana de San Nicolás de Hidalgo	universidad pública, editor de acceso abierto	
Guasave	localidad de México	
piloto de automovilismo	profesión, ocupación	piloto de carreras
Academia Asiática de Cine y Televisión	estudio de cine, escuela de cine	
Miss Universo	concurso de belleza, concurso de belleza femenina	
Mérida	municipio de España	
gobernador de Yucatán	cargo público	gobernador de estado de México
Bela, a Feia	serie de televisión	
portavoz	profesión, cargo	trabajador de cuello blanco, representante
Rebelde Way	serie de televisión	
Erreway	grupo musical	
presentador	propiedad de Wikidata relacionada con las películas y espectáculos de televisión, Wikidata property related to radio, Wikidata property to identify contributors to creative works, Wikidata property to identify contributors to audiovisual works	
El Bronx	serie de televisión	
Premio Ariel a mejor actriz	Premio Ariel, categoría de un premio de cine, premio a la mejor actriz protagonista	
Orden de Isabel la Católica	orden, condecoración civil	
educador de arte	profesión, cargo, ocupación	profesor especialista
Universidad de Iowa	universidad, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Panamericana	universidad, universidad católica, editor de acceso abierto	
El Rosario	página de desambiguación de Wikimedia	
San Miguel de Tucumán	gran ciudad, ciudad de Argentina	
Anexo:Premio Ariel de Oro	Premio Ariel, categoría de un premio	premio honorífico
Taxco de Alarcón	ciudad	
Municipio de Puebla	municipio de México	
Timbiriche	grupo musical	
Gobernantes de Tamaulipas	cargo público	gobernador de estado de México
Michoacán	estado de México	
Mexicali	ciudad fronteriza, gran ciudad, localidad de México	
Libro Guinness de los récords	distinción, publicación periódica, obra literaria	
artista escénico	profesión, ocupación	artista
Ojinaga	localidad de México	
Puebla de Zaragoza	ciudad, gran ciudad, localidad de México, city in Mexico	
Los demonios del Edén	periodismo, obra literaria	
Premio al coraje civil de la Fundación Train	distinción	
La Sorbona	institución educativa universitaria, edificio escolar	
jinete hípico	profesión, ocupación	deportista, jinete
Premio Internacional Alfonso Reyes	premio literario	
Tamaulipas	estado de México	
Teziutlán	localidad de México	
Estado de México	localidad de México	
agente de policía	profesión	peace officer
Suaqui	pueblo	
Este de Los Ángeles	lugar designado por el censo en los Estados Unidos, comunidad no incorporada en los Estados Unidos	
Escuela Preparatoria Garfield	página de desambiguación de Wikimedia	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Fernando Hernandez Leyva	ser humano	
Ángel Luis Ortiz Monasterio Castellanos	ser humano	
Ángel Reyna	ser humano	
Ángel Romero Llamas	ser humano	
Ángel Segura	ser humano	
Ángel Zárraga	ser humano	
Juventud Guerrera	ser humano	
Ángela Gurría	ser humano	
Ángeles Mastretta	ser humano	
Enrique del Moral	ser humano	
XVI Distrito de París	distrito municipal	
Japón	país, país insular, estado soberano	
Universidad de Tokio	universidad nacional	
Universidad Transylvania	universidad privada, institución educativa privada sin fines de lucro	
Escuela Nacional de Pintura, Escultura y Grabado La Esmeralda	institución académica	
Universidad Pontificia de Santo Tomás de Aquino	universidad pontificia	
superior general	cargo eclesiástico	ordinario, superior, superior jerárquico, vocación católica
Universidad de Míchigan	institución educativa pública de los Estados Unidos, universidad pública de investigación	
asesino en serie	ocupación, type of criminal	asesino
Municipio de Teul de González Ortega	municipio de México	
Escuela Nacional Preparatoria	escuela	
Academia de Artes (México)	institución académica	
Premio Rómulo Gallegos	premio literario	
Carmen Boullosa	ser humano	
Kevin O'Connor	ser humano	
Maribel Domínguez	ser humano	
Casper	ciudad de Estados Unidos	
Beatriz Paredes Rangel	ser humano	
Alvin Mendoza	ser humano	
Beatriz Zavala Peniche	ser humano	
Olivia Harrison	ser humano	
Carlton Cuse	ser humano	
Comandanta Ramona	ser humano	
Helia Bravo Hollis	ser humano	
Rolando Villazón	ser humano	
Pedro Bermúdez	ser humano	
Griselda Álvarez	ser humano	
Filippa Giordano	ser humano	
Elena Garro	ser humano	
Sandra Cisneros	ser humano	
Paloma Baeza	ser humano	
Julieta Campos	ser humano	
Romary Rifka	ser humano	
