entidad	instancia_de	subclase_de
José Alarcón Morales	ser humano	
Richard Ochoa	ser humano	
El Vigía	asentamiento	
Freddy Jesús Fuemayor Suárez	ser humano	
Juan Vicente Lecuna	ser humano	
Juan Alfonso Baptista	ser humano	
España	país, Estado nación, reino, estado soberano, país mediterráneo	
actor de televisión	profesión	actor
Ramón Rodríguez Chacín	ser humano	
Hilda Abrahamz	ser humano	
Municipio Santa Ana	municipio de Venezuela	
Cristian Quintero	ser humano	
Rafael Acosta	ser humano	
Aníbal Sánchez	ser humano	
nadador	ocupación	deportista
Argenis Chávez	ser humano	
Dioni Guerra	ser humano	
Alicia Machado	ser humano	
Puerto La Cruz	ciudad, gran ciudad	
Miss Universo 1996	edición de concurso de belleza	
Roger Alier	ser humano	
Mario Rondón	ser humano	
José Tadeo Monagas	ser humano	
Los Teques	ciudad, gran ciudad	
Universidad de Barcelona	universidad pública, editorial, organización educativa, editor de acceso abierto	
Portugal	país, estado soberano	
Monagas	estado de Venezuela	
presidente	apellido	
Carolina Tejera	ser humano	
Milagros Sequera	ser humano	
Majandra Delfino	ser humano	
San Felipe	municipio de Filipinas	
tenista	profesión	deportista, jugador competitivo
Isaías Medina Angarita	ser humano	
Guillermo Pérez	ser humano	
Alirio Díaz	ser humano	
San Cristóbal	ciudad, gran ciudad	
Carora	ciudad, gran ciudad	
Accademia Musicale Chigiana	organización, conservatorio de música, academia de música, concurso de música clásica	
Premio Nacional de Música de Venezuela	premio de música, categoría de un premio	
José María Benítez	ser humano	
Rodolfo González	ser humano	
Moisés Kaufman	ser humano	
La Victoria	página de desambiguación de Wikimedia	
Universidad de Nueva York	escuela, lugar de trabajo, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Premio Literario Lambda	LGBT literary award, grupo de premios	
Manuel Piar	ser humano	
Bruno Palli	ser humano	
Fabiola Colmenares	ser humano	
Willemstad	ciudad fortificada, lugar poblado catastral en los Países Bajos, lugar con derechos de ciudad y privilegios	
ingeniero	profesión, cargo	trabajador
Universidad Centroccidental Lisandro Alvarado	universidad pública, editor de acceso abierto	
José Torrealba	ser humano	
Rafael de Nogales Méndez	ser humano	
José Sótero Valero Ruz	ser humano	
Acarigua	ciudad, gran ciudad	
Cruz de Hierro de 1.ª clase	grado de una orden	Cruz de Hierro
Timotes	asentamiento	
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Fernando Nieve	ser humano	
Luis Posada Carriles	ser humano	
Cienfuegos	ciudad, municipio de Cuba, gran ciudad	
espía	profesión	agente de inteligencia
Universidad de La Habana	universidad pública, editor de acceso abierto	
Agencia Central de Inteligencia	agencias independientes del gobierno de Estados Unidos, Servicio de Inteligencia Extranjera	
Arturo Uslar Pietri	ser humano	
Tareck El Aissami	ser humano	
Manuel Caballero	ser humano	
historiador	profesión	académico de humanidades
El Nacional	página de desambiguación de Wikimedia	
vicepresidente	cargo, título corporativo, ocupación	alto cargo, adjunto, oficial
University College de Londres	institución educativa universitaria, institución académica, organización educativa, escuela universitaria	
Carlos Cristancho Rojas	ser humano	
Raúl Borges	ser humano	
Silvio Fernández	página de desambiguación de nombres humanos	
diplomático	profesión, título corporativo	estadista, alto cargo
Cruz federal de la República de Alemania al mérito	grado de una orden	Gran Cruz
esgrimista	ocupación	deportista
Eduardo Herrera Riera	ser humano	
Manuel Medina	ser humano	
Alfredo Sadel	ser humano	
Esteban Gil Borges	ser humano	
Adina Izarra	ser humano	
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
Universidad de York	universidad	
Conservatorio Nacional de Música Juan José Landaeta	conservatorio de música	
Rosmeri Marval	ser humano	
Fernando Aristeguieta	ser humano	
Andrés Mistage	ser humano	
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
Carolina Herrera	ser humano	
Cristóbal Lander	ser humano	
Manny Piña	ser humano	
empresario	ocupación	
Medalla de Oro al Mérito en las Bellas Artes	premio artístico, condecoración civil	
José Vicente Rangel	ser humano	
Édgar Sanabria	ser humano	
Yohandry Orozco	ser humano	
Universidad de Salamanca	universidad pública, editor de acceso abierto	
Vicepresidente de Venezuela	cargo	vicepresidente
Nicolás Pereira	ser humano	
Ivian Sarcos	ser humano	
Engels Pedroza	ser humano	
Salto	freguesía	
Uruguay	país, Estado laico, república constitucional, estado soberano	
San Carlos	ciudad componente	
Federico Ruiz	ser humano	
Joaquín José Morón Hidalgo	ser humano	
Federico Moleiro Camero	ser humano	
Boconó	ciudad	
Francisco de Miranda	ser humano	
Juan Arango	ser humano	
Fernando Amorebieta	ser humano	
Cantaura	ciudad	
Charles Brewer Carías	ser humano	
Octavio Lepage	ser humano	
Lupita Ferrer	ser humano	
fotógrafo	ocupación, agente	artista visual
biólogo	profesión	científico
Parroquia Santa Rosa	parroquia civil de Venezuela	
ministerio del Interior		ministerio
Josefina Benedetti	ser humano	
Maicer Izturis	ser humano	
Martín Tovar Ponte	ser humano	
New Haven	ciudad de Estados Unidos, gran ciudad	
Cleveland Guardians	equipo de béisbol	
Francisco José Iturriza	ser humano	
Francisco Zapata Bello	ser humano	
Francisco de Guruceaga Iturriza	ser humano	
obispo de Coro	cargo	obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
María Teresa Castillo	ser humano	
Cynthia Lander	ser humano	
Dani Hernández	ser humano	
Cúa	ciudad, gran ciudad	
Billo Frómeta	ser humano	
Jeanmar Gómez	ser humano	
Germán Suárez	ser humano	
Santo Domingo	municipio de Filipinas	
Carlos Guillén	ser humano	
Rosman García	ser humano	
María Martínez	ser humano	
Ciudad Bolívar	ciudad	
Manuel Rojas	página de desambiguación de nombres humanos	
Ramón Carrizales	ser humano	
revolucionario	ocupación	activista político, faccioso
Zaraza	ciudad	
Academia Militar del Ejército Bolivariano	universidad, academia militar	
Kellee Santiago	ser humano	
Johan Santana	ser humano	
Marjorie de Sousa	ser humano	
informático teórico	profesión	científico, analista de sistemas, technology specialist
New York University Tisch School of the Arts	organización, facultad universitaria, escuela de cine, escuela de artes escénicas	
Tovar	página de desambiguación de Wikimedia	
Guante de Oro	premio deportivo	
Diosdado Cabello	ser humano	
Edwin Valero	ser humano	
Diego Rafael Padrón Sánchez	ser humano	
Municipio Maturín	municipio de Venezuela	
Montalbán	página de desambiguación de Wikimedia	
Seminario Santa Rosa de Lima	seminario	
José Antonio Ramos Sucre	ser humano	
Cumaná	ciudad, gran ciudad	
Hermógenes López	ser humano	
Naguanagua	ciudad	
Julio Díez	ser humano	
Coraima Torres	ser humano	
Luis Vallenilla	ser humano	
Julio César León	ser humano	
Leonel Vielma	ser humano	
Julio Borges	ser humano	
Trujillo	estado de Venezuela	
Universidad de Oxford	institución educativa universitaria, universidad pública, universidad colegiada, organización educativa, asociación caritativa exenta	
Andrés Túñez	ser humano	
Freddy García	ser humano	
Manuel Rosales	ser humano	
Jean Franko	ser humano	
Santa Bárbara del Zulia	ciudad	
profesor	profesión, cargo, ocupación	educador, school staff
parlamentario	cargo	legislador, afiliado, persona elegida
Macuto	ciudad	
disc-jockey	ocupación, profesión musical	músico
Carolina Izsak	ser humano	
Hungría	país, Estado sin litoral, estado soberano, estado sucesor	
Elías Jaua	ser humano	
Emilio Boggio	ser humano	
Emilio Mendoza	ser humano	
Caucagua	asentamiento	
La Guaira	ciudad, capital	
Academia Julian	academia de bellas artes, organización educativa	
profesor de música	cargo, ocupación, profesión musical, grupo de ocupaciones de la CIUO	Other Teaching Professional
Irene Sáez	ser humano	
Milka Duno	ser humano	
alcalde	cargo	autoridad, órgano, jefe del Gobierno, político municipal, cargo elegido, head of a city
Miss Universo 1981	edición de concurso de belleza	
Gabriela Montero	ser humano	
Royal Academy of Music	universidad, institución educativa universitaria, conservatorio de música, construcción, organización educativa	
El Potro Álvarez	ser humano	
Moisés Naím	ser humano	
Artur García	ser humano	
ministro	cargo público, cargo	senior government officials
Trípoli	ciudad, gran ciudad, asentamiento portuario, municipality of Libya, capital nacional	
Instituto Tecnológico de Massachusetts	universidad, universidad técnica, instituto tecnológico, space grant institution, institución educativa privada sin fines de lucro, editorial académica	
miembro del consejo de administración	cargo	miembro del consejo directivo
San Juan de Colón	asentamiento	
Natalia Luis-Bassa	ser humano	
Aída Yéspica	ser humano	
Ricardo Álamo	ser humano	
Royal College of Music	institución educativa universitaria, conservatorio de música, universidad pública, organización educativa	
Carlos Atilano	ser humano	
Carlos Brandt	ser humano	
Carlos Cruz-Diez	ser humano	
guitarrista	ocupación, profesión musical	intérprete de instrumento de cuerda pulsada
Miranda	satélite natural de Urano, satélite regular	
Premio Nacional de Artes Plásticas de Venezuela	premio artístico, categoría de un premio	
Carlos Ocariz	ser humano	
Carlos José Ochoa	ser humano	
Carlos Olivier	ser humano	
Universidad Metropolitana	universidad, institución de investigación	
Jesús Rafael Soto	ser humano	
Andrés Aguilar Mawdsley	ser humano	
Andrés Delgado Pardo	ser humano	
Instituto de Derecho Internacional	organización no gubernamental, organización sin fines de lucro, sociedad erudita, academia nacional	
Andrés Izarra	ser humano	
Andrés Sandoval	ser humano	
Eva Golinger	ser humano	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Nueva York	ciudad, megaciudad, metrópoli, ciudad global, ciudad de Estados Unidos, gran ciudad, asentamiento portuario, ciudad del estado de Nueva York, ciudad más grande	
Sarah Lawrence College	Universidad de Artes Liberales en los Estados Unidos, institución educativa privada sin fines de lucro	
Jorge Liberato Urosa Savino	ser humano	
Víctor Castillo	ser humano	
Pontificia Universidad Gregoriana	universidad pontificia, universidad jesuita	
cardenal	título, cargo, vocación católica	príncipe, clérigo católico
Municipio San Joaquín	municipio de Venezuela	
Universidad del Norte de Arizona	institución educativa pública de los Estados Unidos, editor de acceso abierto, universidad pública de investigación	
Jorge Castillo	ser humano	
Pedro Camejo	ser humano	
Carlos Ortega Carvajal	ser humano	
Pontevedra	carfree city, municipio de Galicia	
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
Medalla Castelao	medalla, condecoración civil	
San Juan de Payara	ciudad	
Orden del Libertador	orden	
sindicalista	ocupación	activista social, activista político
Luis Aparicio	ser humano	
Sonya Smith	ser humano	
Salón de la Fama del Béisbol	museo del deporte, Salón de la Fama del Deporte	
Filadelfia	comuna de Italia	
Anthony Brea	ser humano	
Juan Bautista Plaza	ser humano	
Tomás Gil	ser humano	
director deportivo	profesión, cargo, título corporativo	director, cycling coach
Elvis Andrus	ser humano	
Víctor Martínez	ser humano	
María T. Martelo	ser humano	
climatólogo	profesión	geofísico, aerólogo
Grupo Intergubernamental de Expertos sobre el Cambio Climático	organización sin fines de lucro, organización intergubernamental, organización medioambiental, organización de las Naciones Unidas	
José Luis Azuaje Ayala	ser humano	
Cástor Oswaldo Azuaje Pérez	ser humano	
César Baena	ser humano	
obispo católico	función episcopal, vocación católica	obispo, sacerdote católico, pastor, ministro, clérigo católico
esquiador de fondo	ocupación	Nordic skier
Daniel Eduardo Morillo	ser humano	
José Antonio Hernández-Díez	ser humano	
Julio Herrera Velutini	ser humano	
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
director ejecutivo	propiedad de Wikidata para elementos sobre empresas	
Néstor Nieves	ser humano	
Alejandro Planchart	ser humano	
corredor de obstáculos	profesión	atleta
Universidad de California en Santa Bárbara	universidad, universidad pública, edificio universitario, institución educativa pública de los Estados Unidos	
Antonia Palacios	ser humano	
Antonieta Madrid	ser humano	
Milton Becerra	ser humano	
escultor	profesión artística	artesano, artista visual, artista plástico
Gabriel Miranda	ser humano	
Antonio Estévez	ser humano	
Montevideo	ciudad, entidad territorial administrativa, capital nacional	
Calabozo	ciudad, gran ciudad	
Antonio Ignacio Velasco García	ser humano	
Antonio José López Castillo	ser humano	
Antonio José Ramírez Salaverría	ser humano	
obispo titular	cargo, cargo eclesiástico, función episcopal, vocación católica	obispo católico
Cariaco	asentamiento	
César Girón	ser humano	
Juan Pablo Pérez Alfonzo	ser humano	
matador	profesión	torero
Yajaira Vera	ser humano	
Alfonso Blanco Parra	ser humano	
Darwin Cubillán	ser humano	
Municipio Brión	municipio de Venezuela	
Miss Venezuela	concurso de belleza femenina	
Zulia	estado de Venezuela	
Carlos Mendoza	ser humano	
Carlos Orta	ser humano	
Carlos Quintana (beisbolista)	ser humano	
bailarín	profesión, ocupación	artista escénico, dancers and choreographers
Universidad Folkwang de las Artes	universidad, academia de bellas artes, universidad pública, escuela de arte dramático, academia de música	
Mamporal	ciudad	
Ivan Palazzese	ser humano	
Jean Carlos Peña	ser humano	
José Humberto Quintero	ser humano	
Alba Adriatica	comuna de Italia	
piloto de motociclismo	profesión, deportista	piloto de carreras, motociclista
karateca	profesión, ocupación	artista marcial
Alvaro Cordero	ser humano	
Fulgencio Obelmejias	ser humano	
Alí Primera	ser humano	
Oswaldo Vizcarrondo	ser humano	
Getulio Agostini	ser humano	
Gustavo Hernández Pérez	ser humano	
recolector de plantas	ocupación	recolector científico
Franklin Virgüez	ser humano	
Raúl Isaías Baduel	ser humano	
Ana Teresa Oropeza	ser humano	
Guárico	estado de Venezuela	
San Juan de Los Morros	asentamiento	
Andreé González	ser humano	
Armando Galarraga	ser humano	
Elizabeth Avellán Ochoa	ser humano	
Universidad Rice	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Asdrúbal José Hurtado	ser humano	
Chibly Abouhamad Hobaica	ser humano	
Christian Vásquez	ser humano	
Hanni Ossott	ser humano	
Édgar Ramírez	ser humano	
Carlota Pérez	ser humano	
Academia de Artes y Ciencias Cinematográficas	film academy	
Reino Unido	país, país insular, estado soberano, poder colonial	
Medalla Kondrátiev	medalla, premio científico	
Wilson Ramos	ser humano	
José Ángel Lamas	ser humano	
Gabriel Cichero	ser humano	
Polonia	país, estado soberano	
Luz Machado	ser humano	
Jacqueline Saburido	ser humano	
Carlos Andrés Pérez	ser humano	
Universidad de Texas en Austin	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Rubio	página de desambiguación de Wikimedia	
Rónald González	ser humano	
José Francisco Bermúdez	ser humano	
Carlos Ulises Moulines	ser humano	
profesor universitario	profesión académica	profesor, académico
Universidad de Múnich	universidad pública, comprehensive university, universidad pública de investigación, University of Excellence	
Norma Santini	ser humano	
Vanessa Pose	ser humano	
Juan Vicente Gómez	ser humano	
Richard Hidalgo	ser humano	
Aquiles Nazoa	ser humano	
Andrés Mata	ser humano	
Rómulo Betancourt	ser humano	
Francisco «Morochito» Rodríguez	ser humano	
Carúpano	ciudad, gran ciudad	
Guatire	ciudad, gran ciudad	
David Serradas	ser humano	
Dayana Borges	ser humano	
Dayana Colmenares	ser humano	
Alejandro Peña Esclusa	ser humano	
Washington D. C.	capital federal	
Andrés Eloy Blanco	parroquia civil de Venezuela	
Wolfgang Larrazábal	ser humano	
titopiña	ser humano	
Sucre	municipio de Bolivia, gran ciudad	
senador vitalicio	cargo	senador vitalicio, senador de Italia
Mariaesthela Vilera	ser humano	
Mariana Rondón	ser humano	
Mariano José Parra Sandoval	ser humano	
Valle de La Pascua	ciudad, gran ciudad	
Escuela Internacional de Cine y Televisión	escuela de cine	
Roberto Rosales	ser humano	
Alexander González	ser humano	
Antonio Lauro	ser humano	
Goizeder Azúa	ser humano	
Daniela Di Giacomo	ser humano	
presentador de televisión	cargo, ocupación mediática	actor, celebridad, presentador, profesional de medios, periodista de televisión, personalidad televisiva, presentador de programa
Laureano Villanueva	ser humano	
Layneker Zafra	ser humano	
Leila Macor	ser humano	
Marcelino Bolívar	ser humano	
Elluz Peraza	ser humano	
Edgar Bastidas	ser humano	
Tatiana Capote	ser humano	
La Habana	ciudad, ciudad más grande	
Cuba	país, país insular, Estado unitario, Estado comunista, estado soberano	
Beatriz Valdés	ser humano	
actor de teatro	oficio del teatro	actor, theatre maker
Wilmer Herrison	ser humano	
Escuela del Louvre	institución educativa universitaria, academia de bellas artes, Gran Escuela, editor de acceso abierto	
Juan María Leonardi Villasmil	ser humano	
Cristóbal Rojas	ser humano	
Eduardo Serrano	ser humano	
El Purgatorio	página de desambiguación de Wikimedia	
Las Amazonas	serie de televisión	
Wilfredo Alvarado	ser humano	
Sabrina Salvador	ser humano	
Yorvit Torrealba	ser humano	
Anzoátegui	circunscripción electoral, estado de Venezuela	
Luis Herrera Campins	ser humano	
Marcos P. Jimenez	ser humano	
Carmen Josefina León	ser humano	
Asnoldo Devonish	ser humano	
Orden Olímpica	orden	premio olímpico
Arquímedes Herrera	ser humano	
Bobures	asentamiento	
Rafael Guillermo Urdaneta Vargas	ser humano	
Narciso López	ser humano	
Greivis Vásquez	ser humano	
baloncestista	profesión	deportista, jugador competitivo
Universidad de Maryland	Universidad de concesión de tierras, editorial, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Miguel Ubeto	ser humano	
Francisco Antonio Zea	ser humano	
Ernesto José Viso	ser humano	
Jaime Lusinchi	ser humano	
Medellín	ciudad, gran ciudad, municipio de Colombia, distrito de Colombia	
Vicepresidente de Colombia	cargo	vicepresidente
IndyCar Series	competición, serie de competición de automovilismo	
Clarines	ciudad	
Stalin Rivas	ser humano	
Puerto Ordaz	ciudad	
Ronald Vargas	ser humano	
Miguel Cabrera	ser humano	
Most Valuable Player	Jugador Más Valioso	
Consuelo Nouel	ser humano	
Rafael Caldera	ser humano	
Rómulo Gallegos	ser humano	
Abdul Vas	ser humano	
Gerrit Rietveld Academie	academia de bellas artes	
Hersony Canelón	ser humano	
Fritz Melbye	ser humano	
Francisco Cabrera Santos	ser humano	
Bárbara Garofalo	ser humano	
Elsinor	barco	
Canarias	comunidad autónoma	
Camila Canabal	ser humano	
Carlos A. Chardón	ser humano	
Carlos Alberto Taylhardat	ser humano	
secretario	profesión, cargo, ocupación	trabajador de cuello blanco
Universidad de Siracusa	universidad privada, universidad de investigación, conjunto de estructuras o edificios, organización 501(c)(3), institución educativa privada sin fines de lucro	
Academia Naval italiana	academia naval	
Carlos Arraiz	ser humano	
Carlos Ascues	ser humano	
Carlos Barreto	ser humano	
actor de voz	Wikidata property to identify contributors to audiovisual works	
Perú	país, estado soberano	
Gustavo García Naranjo	ser humano	
Gustavo Matamoros	ser humano	
Orlando Poleo	ser humano	
percusionista	ocupación, profesión musical	instrumentalista
músico de jazz	ocupación, profesión musical	músico
Adriana d'Elia	ser humano	
Adriana Prieto	ser humano	
Adrián Lezama	ser humano	
Harry Abend	ser humano	
Helímenas de Jesús Rojo Paredes	ser humano	
Henry Rangel Silva	ser humano	
Jarosław	comuna urbana	
Orden Francisco de Miranda	orden	
Santiago	municipio de Filipinas	
Francisco Pimentel Agostini	ser humano	
Francisco Pol	ser humano	
Francisco Rodríguez del Toro	ser humano	
Francisco Páez	ser humano	
Francisco Rangel Gómez	ser humano	
Francisco Rodríguez	página de desambiguación de nombres humanos	
gobernador	profesión, cargo público, designación profesional, cargo	gobernante
Universidad Wesleyana	universidad, institución educativa privada sin fines de lucro	
Carlos Ramón Hidalgo	ser humano	
Carlos Rangel	ser humano	
Carlos Salazar	ser humano	
Guayaquil	ciudad, gran ciudad, ciudad más grande	
Carlos Tarazona	ser humano	
Carlos Tejeda	ser humano	
Carlos Vásquez	página de desambiguación de nombres humanos	
maratonista	profesión	fondista
Carlos Vásquez Carvajal	ser humano	
Carlos Zerpa	ser humano	
Carmelo Fernández	ser humano	
taekwondista	profesión, ocupación	deportista
Guama	página de desambiguación de Wikimedia	
artista escénico	profesión, ocupación	artista
Eleonora Bruzual	ser humano	
Elio Chacón	ser humano	
Elizabeth Ayoub	ser humano	
biógrafo	profesión, ocupación	historiador, autor, escritor de no ficción
Alejandro Oliveros	ser humano	
Alejandro Pietri	ser humano	
Kerwis Chirinos	ser humano	
Beca Guggenheim	beca, evento anual	premio académico
Ciudad Ojeda	ciudad, gran ciudad	
Cecilio Zubillaga Perera	ser humano	
Roberto La Rocca	ser humano	
Celestino Armas	ser humano	
piloto de carreras	profesión	operador de vehículo, motorsports competitor
Emilio Campos	ser humano	
Emiro Lobo	ser humano	
Ender Thomas	ser humano	
compositor de canciones	profesión musical	compositor, autor
Chucho Ramos	ser humano	
Chucho Sanoja	ser humano	
Claudia Baratta Sarcinelli	ser humano	
Luis Eduardo Arellano Moreno	ser humano	
Luis Eduardo Chataing	ser humano	
Luis Emilio Gómez Ruiz	ser humano	
Gran Cruz de la Orden de Isabel la Católica	grado de una orden	Gran Cruz
Ronald Blanco La Cruz	ser humano	
Amábilis Cordero	ser humano	
Américo Gregorio Martín Estaba	ser humano	
Universidad Militar Bolivariana de Venezuela	academia militar, universidad militar	
Duaca	asentamiento	
cineasta	profesión del cine, ocupación mediática	artista, artista visual
Amílcar Figueroa	ser humano	
Ana Karina Manco	ser humano	
Ana Luisa Llovera	ser humano	
Universidad Santa María	universidad	
César Pérez Vivas	ser humano	
César Rengifo	ser humano	
César Tovar	ser humano	
La Grita	ciudad	
Universidad Católica del Táchira	escuela, universidad católica, universidad jesuita	
poeta	profesión	escritor
Dalmiro Finol	ser humano	
Daniel De Oliveira	ser humano	
Daniel Dhers	ser humano	
