entidad	instancia_de	subclase_de
entrenador	propiedad de Wikidata relacionada con las organizaciones deportivas, Wikidata qualifier to describe the object of a statement	
Italia	página de desambiguación de Wikimedia	
Mar del Plata	gran ciudad, sede de gobierno, localidad, ciudad de Argentina	
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
Pixies	grupo musical	
General Rodríguez	municipio, partido de la provincia de Buenos Aires	
escritor	profesión, ocupación	autor, artista, penman
Merlo	municipio	
futbolista	profesión, ocupación	jugador competitivo, person associated with football, Jugador de fútbol
camarero	profesión, rol social, grupo de ocupaciones de la CIUO	hospitality worker, waiters and bartenders
Reino Unido	país, país insular, estado soberano, poder colonial	
político	profesión, frecuentemente	profesional
Instituto de Enseñanza Superior en Lenguas Vivas Juan Ramón Fernández	escuela, edificio escolar	
Comisión Nacional sobre la Desaparición de Personas	comisión para la verdad y la reconciliación, comisión	
realizador de televisión	profesión	realizador
Ituzaingó	página de desambiguación de Wikimedia	
Zárate	página de desambiguación de Wikimedia	
Colón	ciudad, municipio de Cuba	
compositor	ocupación	cinematic technician
pianista	cargo, ocupación, profesión musical	tecladista
Quino	ser humano	
Bartolomé Mitre	ser humano	
Ariel Ibagaza	ser humano	
Gustavo Eberlein	ser humano	
Héctor Sesi Cúper	ser humano	
Kily González	ser humano	
Leandro Cufré	ser humano	
José González	ser humano	
Horacio Elizondo	ser humano	
Franco Di Santo	ser humano	
Luis Monti	ser humano	
Santiago Solari	ser humano	
Manuel Belgrano	ser humano	
José Néstor Pékerman	ser humano	
Sergio Goycochea	ser humano	
Cristian Daniel Ledesma	ser humano	
Diego Buonanotte	ser humano	
Pablo Cavallero	ser humano	
Mariano Pernía	ser humano	
Fernando Cavenaghi	ser humano	
Fuengirola	municipio de España	
dibujante	propiedad de Wikidata relacionada con las historietas, Wikidata property to identify contributors to creative works	
Mafalda	comuna de Italia	
Orden al Mérito Artístico y Cultural Pablo Neruda	premio artístico	
militar	profesión, ocupación	empleado, guerrero
Academia Nacional de la Historia de la República Argentina	organización	
Gobernador de la Provincia de Buenos Aires	cargo	gobernador de provincia argentina
Spiekershausen	ortsteil	
ilustrador	propiedad de Wikidata para elementos sobre libros, propiedad de Wikidata para elementos sobre manuscritos, propiedad de Wikidata relacionada con las personas	
Academia de Bellas Artes de Núremberg	academia de bellas artes, universidad pública	
Academia de las Artes de Berlín	museo, academia, institución cultural, recinto artístico	
Chabás	municipio	
Rosario	municipio de Filipinas	
La Plata	capital, ciudad planificada, gran ciudad, ciudad de Argentina	
Gotemburgo	gran ciudad, asentamiento portuario, área urbana de Suecia	
Suecia	país, estado soberano	
Universidad de Gotemburgo	universidad, editor de acceso abierto, agencia del gobierno sueco	
árbitro de fútbol	profesión	árbitro, oficial del partido, person associated with football
árbitro FIFA	cargo	árbitro de fútbol, árbitro internacional
Mendoza	municipio, gran ciudad, ciudad de Argentina	
Universidad Stockton	universidad, institución educativa pública de los Estados Unidos	
Universidad de Salamanca	universidad pública, editor de acceso abierto	
Villa Domínguez	municipio	
Cruz de Plata de la Orden de Boyacá	grado de una orden	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Teodelina	municipio	
Lomas de Zamora	gran ciudad, sede de gobierno, localidad, ciudad de Argentina	
piloto de carreras	profesión	operador de vehículo, motorsports competitor
Eduardo O'Brien	asentamiento	
Alfredo Di Stéfano	ser humano	
Luis Solignac	ser humano	
Paulo Dybala	ser humano	
César Aira	ser humano	
Oscar Trejo	ser humano	
Julio Salvador Sagreras	ser humano	
Luciana Pedraza	ser humano	
Gabriel Batistuta	ser humano	
Néstor Kirchner	ser humano	
Ricardo Zunino	ser humano	
Roberto Bonomi	ser humano	
José Froilán González	ser humano	
Oscar Larrauri	ser humano	
Onofre Marimón	ser humano	
Roberto Mieres	ser humano	
Gastón Mazzacane	ser humano	
Oscar Alfredo Gálvez	ser humano	
Nasif Estéfano	ser humano	
Carlos Alberto Menditéguy	ser humano	
Miguel Ángel Guerra	ser humano	
Balón de Oro	distinción	
Laguna Larga ( Dybala )	municipio, asentamiento	
Coronel Pringles	asentamiento	
Cómo me hice monja	obra literaria	
Beca Guggenheim	beca, evento anual	premio académico
Ciudad de Santiago del Estero	municipio, gran ciudad, ciudad de Argentina	
guionista	propiedad de Wikidata para elementos sobre películas, Wikidata property to identify contributors to audiovisual works	
Reconquista	anexión, guerra de religión	Cruzadas
actor	profesión, ocupación, grupo de ocupaciones de la CIUO	artista escénico, creative and performing artist
Río Gallegos	municipio, ciudad de Argentina	
Universidad Nacional de La Plata	universidad pública, editor de acceso abierto, editorial académica	
Secretaría General de Unasur	cargo	secretario general
San Juan	municipio de Filipinas	
piloto de automovilismo	profesión, ocupación	piloto de carreras
piloto de Fórmula Uno	profesión	piloto de automovilismo
ingeniero	profesión, cargo	trabajador
Arrecifes	municipio, partido de la provincia de Buenos Aires	
Personalidad Destacada de la Ciudad de Buenos Aires	distinción	
Granadero Baigorria	ciudad, municipio	
piloto de motociclismo	profesión, deportista	piloto de carreras, motociclista
regatista	profesión, ocupación	marino, deportista
Concepción	gran ciudad, ciudad de Chile	
Alessandro de Tomaso	ser humano	
Pablo Birger	ser humano	
Astor Piazzola	ser humano	
Alberto Rodriguez Larreta	ser humano	
Carlos Alberto Reutemann	ser humano	
Clemar Bucci	ser humano	
Esteban Tuero	ser humano	
Norberto Fontana	ser humano	
Jorge Daponte	ser humano	
Jesús Iglesias	ser humano	
Oreste Berta	ser humano	
Enrique Scalabroni	ser humano	
Julio Cortázar	ser humano	
Alberto Zorrilla	ser humano	
Victoria Maurette	ser humano	
Guillermo Franco Farquarson	ser humano	
Carlos Soria	ser humano	
Julio Le Parc	ser humano	
Guillermo Rubén Bongiorno	ser humano	
Cristino Nicolaides	ser humano	
empresario	profesión, persona jurídica, ocupación, concepto económico	business and administration professionals
Libertango	obra de composición musical	
César a la mejor música original	Premios César, categoría de un premio de cine, premio a la mejor música original	
Santa Fe	sede de condado, ciudad de Estados Unidos, asentamiento turístico	
Gobernador de la Provincia de Santa Fe	cargo	gobernador, gobernador de provincia argentina
Provincia de Santa Fe	provincia de Argentina	
Rafaela	municipio, asentamiento, municipio de Argentina, ciudad de Argentina	
mecánico automotor	profesión, Q778000	mecánico, trabajador calificado
diseñador de automóviles	profesión	diseñador industrial
Alta Gracia	municipio, ciudad de Argentina	
Bruselas	capital federal, municipio de Bélgica, European City, gran ciudad	
Francia	país, república, estado soberano	
Facultad de Filosofía y Letras (UBA)	facultad universitaria, facultad de filosofía	
Rayuela	deporte, deporte nacional	
nadador	ocupación	deportista
Corrientes	municipio, ciudad de Argentina	
México	país, estado soberano	
General Daniel Cerri	asentamiento	
alcalde	cargo público, cargo elegido	alcalde, alto cargo
Palmira	ciudad, municipio de Cuba	
pintor	profesión, Q778000	trabajador de la construcción, menestral
GRAV	videojuego	
Bienal de Venecia	bienal, festival de cine, exposición	
ciclista	subcultura, ocupación	deportista, ciclista
Córdoba	municipio de España	
Jefe del Estado Mayor General del Ejército	rango militar, título de autoridad	
Gran Oficial de la Orden El Sol del Perú	grado de una orden	gran oficial
Luis Santaló	ser humano	
César Pelli	ser humano	
Jorge Valdano	ser humano	
Reynaldo Bignone	ser humano	
Juan Ignacio Chela	ser humano	
Estela de Carlotto	ser humano	
José Acasuso	ser humano	
Gastón Gaudio	ser humano	
Héctor Méndez	ser humano	
Arón Schvartzman	ser humano	
Andrés Arturo Mack	ser humano	
Juan Martín de Pueyrredon	ser humano	
José Cóceres	ser humano	
Guillermo Stábile	ser humano	
Helenio Herrera	ser humano	
Osvaldo Ardiles	ser humano	
Guillermo Cañas	ser humano	
Miguel Najdorf	ser humano	
Rodrigo Palacio	ser humano	
Clemente Rodríguez	ser humano	
Gerona	municipio de Cataluña	
profesor universitario	profesión académica	profesor, académico
Universidad de Hamburgo	universidad pública, comprehensive university, University of Excellence	
Universidad de Illinois en Urbana-Champaign	universidad, Universidad de concesión de tierras, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Yale	universidad privada, Colegios coloniales, empresa productora, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Las Parejas	ciudad, municipio	
Morón	página de desambiguación de Wikimedia	
Colegio Militar de la Nación	academia militar, complejo de edificios, escuela militar	
Ciudad Evita	ciudad planificada, patrimonio, localidad, ciudad de Argentina	
profesor	profesión, cargo, ocupación	educador, school staff
Abuelas de Plaza de Mayo	organización sin fines de lucro	
catedrático	título de autoridad, rango académico, tratamiento protocolario, ocupación	profesor universitario, research fellow
Posadas	municipio, ciudad fronteriza, gran ciudad, ciudad de Argentina	
boxeador	profesión	deportista, artista marcial
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
Canberra	ciudad, capital federal, gran ciudad, capital planificada, ciudad política	
Australia	país, federación, estado soberano	
Universidad de Cambridge	universidad colegiada, organización educativa, universidad pública de investigación	
Colegio Nacional de la Capital Gral. Bernardino Caballero	institución académica	
Director supremo de las Provincias Unidas del Río de la Plata	Gobierno, poder ejecutivo, cargo	
Provincia de Chaco	provincia de Argentina	
golfista	profesión, ocupación	deportista, jugador competitivo
Salón de la Fama del fútbol inglés	Salón de la Fama del Deporte	
Tapiales	localidad	
Grodzisk Mazowiecki	ciudad	
Polonia	país, estado soberano	
Alfredo Bauer	ser humano	
Juan Domingo Perón	parada de autobús	
Victoria Ocampo	ser humano	
Santiago Llaver	ser humano	
Jorge Rafael Videla	ser humano	
Ludolf von Alvensleben	ser humano	
Esther Vilar	ser humano	
Jean Gilbert	ser humano	
Sky du Mont	ser humano	
Carlos Thompson	ser humano	
Agustín Radrizzani	ser humano	
Diego Milito	ser humano	
Ángeles Balbiani	ser humano	
Pablo Rosenberg	ser humano	
Erich Kleiber	ser humano	
Alexander Weber	ser humano	
Marie Langer	ser humano	
Fernando Troyansky	ser humano	
Mauro Zárate	ser humano	
Aldo Duscher	ser humano	
Viena	ciudad-Estado, enclave, metrópoli, capital federal, estado de Austria, ciudad estatutaria de Austria, gemeinde de Austria, distrito de Austria, lugar con derechos de ciudad y privilegios, ciudad más grande	
Austria	país, república, Estado sin litoral, estado soberano, estado de derecho, estado sucesor	
Premio Theodor Kramer	premio literario	
Lobos	página de desambiguación de Wikimedia	
editor	Wikidata property to identify contributors to creative works	
Collège de France	biblioteca, institución educativa universitaria, archivo	
Sur	pueblo, antigua comuna de Suiza	
San Martín	municipio de Colombia	
Gobernador de Mendoza	cargo	gobernador, gobernador de provincia argentina
Mercedes	página de desambiguación de Wikimedia	
Instituto del Hemisferio Occidental para la Cooperación en Seguridad	escuela, escuela militar	
Junta Militar	entidad administrativa desaparecida	
Halle	página de desambiguación de Wikimedia	
Alemania	país, estado soberano	
Universidad de Halle-Wittenberg	universidad pública, comprehensive university	
Schutzstaffel	grupo paramilitar, organización militar, Staffel	
El varón domado	obra literaria	
Hamburgo	ciudad imperial libre (Sacro Imperio), ciudad-Estado, metrópoli, ciudad de la Liga Hanseática, estado federado de Alemania, gran ciudad, asentamiento portuario, Unitary municipality in Germany, municipio urbano de Alemania, urban district of Hamburg	
Die keusche Susanne	obra dramático-musical	
Academia Alemana de Cine	asociación, organización cinematográfica	
Schlitzohr de Oro	distinción	
sacerdote católico	vocación católica	presbítero, clérigo católico
obispo diocesano	cargo eclesiástico, función episcopal	obispo, pastor, ordinario, clérigo diócesano, cabeza de una diócesis
Bernal	página de desambiguación de Wikimedia	
Israel	país, región geográfica, estado soberano, estado con reconocimiento limitado, país mediterráneo	
Conservatorio de Praga	escuela secundaria, conservatorio de música, compañía de teatro	
Bielefeld	ciudad de la Liga Hanseática, ciudad universitaria, gran ciudad, municipio urbano de Alemania, urban district of North Rhine-Westphalia	
esgrimista	ocupación	deportista
psiquiatra	profesión, cargo	médico especialista, profesional de la salud mental
Universidad de Viena	universidad	
Universidad Nacional Autónoma de México	universidad, editor de acceso abierto, universidad pública de investigación	
Haedo	página de desambiguación de Wikimedia	
Esquel	municipio, ciudad de Argentina	
Guaymallén	ciudad	
caricaturista	profesión	dibujante, humorista gráfico
Mundo Quino	libro	
Premio Haxtur	distinción	
Fernando Fernán Gómez	ser humano	
Jonathan Santana	ser humano	
Oscar Milani	ser humano	
Pablo Piatti	ser humano	
La Mona Jiménez	ser humano	
José Arce	ser humano	
José María López	ser humano	
Sergio Batista	ser humano	
Gonzalo Rodríguez	ser humano	
Ricardo Enrique Bochini	ser humano	
Abel Balbo	ser humano	
Abel Laudonio	ser humano	
Abelardo Arias	ser humano	
Abelardo Castillo	ser humano	
Rodrigo	ser humano	
Hugo Wast	ser humano	
Mariano Andújar	ser humano	
Juan Carlos Paz	ser humano	
Guillermo Suárez Mason	ser humano	
Hugo Fregonese	ser humano	
Lima	ciudad, megaciudad, característica geográfica, gran ciudad, ciudad más grande	
Mi hija Hildegart	película	
Real Academia Española	organización, academia nacional, regulador del idioma	
Paraguay	país, estado soberano	
La Carlota	página de desambiguación de Wikimedia	
Ucacha	municipio	
cantautor	ocupación, profesión musical	cantante, compositor de canciones
Río Tercero	ciudad, municipio	
Empalme Villa Constitución	municipio	
medalla de bronce olímpica		medalla olímpica, medalla de bronce
Gran Premio de Honor de la SADE	premio literario	
jefe de redacción	cargo, título corporativo, ocupación	redactor, editor de periódico
La Mano de Dios	canción, cántico de fútbol	
Universidad Nacional del Litoral	universidad pública, editor de acceso abierto	
Academia Argentina de Letras	institución, regulador del idioma	
agente deportivo	profesión	agente comercial
Schola Cantorum de París	academia de música	
oficial militar	rango militar, profesión militar	militar, oficial
Hugo Demarco	ser humano	
Humberto Selvetti	ser humano	
Rafael Spregelburd	ser humano	
Alfredo Poviña	ser humano	
Gerardo Fernández	ser humano	
Antonio Pacenza	ser humano	
Jorge Ángel Livraga Rizzi	ser humano	
Alfredo de Ángelis	ser humano	
Facundo Cabral	ser humano	
Ricardo Gabriel Álvarez	ser humano	
Guido Pizarro	ser humano	
Luciano Vietto matamoros	ser humano	
Onofre Lovero	ser humano	
Juan Edmundo Vecchi	ser humano	
Mario Davidovsky	ser humano	
Rubén Omar Romano	ser humano	
Luis D'Elía	ser humano	
Julio Meinvielle	ser humano	
León Ferrari	ser humano	
Eduardo Mallea	ser humano	
Premio de Teatro Iberoamericano Tirso de Molina	distinción	
jurista	grado académico, profesión jurídica	profesional
Universidad Nacional de Córdoba	universidad pública, editor de acceso abierto	
Lobería	asentamiento	
Adrogué	ciudad de Argentina	
Ciudadano ilustre de la Ciudad de Buenos Aires	distinción	
Viedma	municipio, ciudad de Argentina	
presbítero católico de rito latino	vocación católica	sacerdote católico, presbítero occidental, clérigo católico de rito romano
Rector Mayor de la Congregación Salesiana	cargo	superior general, rector, salesiano
Médanos	página de desambiguación de Wikimedia	
Universidad Harvard	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Academia Estadounidense de las Artes y las Letras	academia de ciencias, distinción	
concejal	cargo público, cargo, ocupación, cargo elegido	asesor, político municipal
Fernando Birri	ser humano	
Ángel Di María	ser humano	
Ángel Labruna	ser humano	
Ángel Rosenblat	ser humano	
Darío García	ser humano	
Ángela Pradelli	ser humano	
Ramón Heredia	ser humano	
Domingo Faustino Sarmiento	ser humano	
Lucrecia Martel	ser humano	
Dick Edgar Ibarra Grasso	ser humano	
Manuel Gálvez	ser humano	
Jessica Coch	ser humano	
Mía Maestro	ser humano	
Diego Simeone	ser humano	
Patricia Tarabini	ser humano	
Jorge Bava	ser humano	
Federico Kirbus	ser humano	
Alberto Lanteri	ser humano	
Florencia Peña	ser humano	
Centro Experimental de Cine	escuela de cine, filmoteca, escuela de arte dramático	
Universidad Humboldt de Berlín	comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
Universidad Central de Venezuela	universidad pública, editor de acceso abierto	
Premio Clarín de novela	premio literario	Premios Clarín
Facundo o civilización y barbarie en las pampas argentinas	obra literaria	
Escuela Nacional de Experimentación y Realización Cinematográfica	institución académica	
La niña santa	película	
Concordia	ciudad, municipio, ciudad fronteriza, gran ciudad	
historiador	profesión	académico de humanidades
Paraná	unidad federativa de Brasil	
Puebla de Zaragoza	ciudad, gran ciudad, localidad de México, city in Mexico	
actor de teatro	oficio del teatro	actor, theatre maker
entrenador de tenis	profesión	entrenador
Montevideo	ciudad, entidad territorial administrativa, capital nacional	
Uruguay	país, Estado laico, república constitucional, estado soberano	
actor de cine	profesión del cine	actor, film people
Antonio Hodgers	ser humano	
Pablo Andrés Aguilar	ser humano	
Hernán Cristante	ser humano	
Paul Bassen-Spiller	ser humano	
Leopoldo Fortunato Galtieri	ser humano	
Eduardo de Gregorio	ser humano	
Martín Gramática	ser humano	
Nicolás Bruno	ser humano	
Lucas Arnold Ker	ser humano	
Martín Bustos Moyano	ser humano	
Mercedes Lambre	ser humano	
Jesica Cirio	ser humano	
Emilia Attias	ser humano	
Pampita	ser humano	
Pablo Aimar	ser humano	
Violeta Urtizberea	ser humano	
Emanuel Herrera Gil	ser humano	
José de San Martín	ser humano	
Julio Hernán Rossi	ser humano	
Pablo Bastianini	ser humano	
Suiza	país, Estado, federación, Estado sin litoral, confederación, estado soberano	
Graduate Institute of International and Development Studies	revista científica	
miembro del Consejo Nacional de Suiza	cargo	miembro de la Asamblea Federal de Suiza
Kuressaare	ciudad	
Caseros	página de desambiguación de Wikimedia	
comandante	Dienststellung, función, ocupación	militar, jefe, comandante
jugador de fútbol americano	profesión	jugador de fútbol gridiron
voleibolista	profesión	deportista, jugador competitivo
jugador de voleibol de playa	profesión, ocupación	voleibolista
jugador de rugby	profesión	rugbista
Violetta	ser humano	
Lanús	gran ciudad, ciudad de Argentina	
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
modelo de ropa interior	ocupación	modelo
Belgrano	página de desambiguación de Wikimedia	
General Acha	municipio	
Río Cuarto	página de desambiguación de Wikimedia	
Yapeyú	página de desambiguación de Wikimedia	
Seminario de Nobles de Madrid	edificio, institución educativa, estructura arquitectónica desaparecida, seminario	
comandante en Jefe del Ejército de Chile	cargo	comandante en jefe
Emanuel Perrone	ser humano	
Claudio Caniggia	ser humano	
Luciana Aymar	ser humano	
Cristina Rota	ser humano	
Inés Gorrochategui	ser humano	
María Emilia Salerni	ser humano	
Inés Efron	ser humano	
Alejandra Pizarnik	ser humano	
Ada Falcón	ser humano	
Angélica Gorodischer	ser humano	
María Inés Falconi	ser humano	
Ezequiel Juan ivan Ignacio lavezzi tercero	ser humano	
Andrés Carevic	ser humano	
Natalia Verbeke	ser humano	
Claudia Amura	ser humano	
Javier Pastore	ser humano	
Tilda Thamar	ser humano	
Carlos Delfino	ser humano	
Charles Dillon Perrine	ser humano	
Martín Rodríguez	página de desambiguación de nombres humanos	
Henderson	ciudad de Estados Unidos, gran ciudad	
jugador de hockey	profesión	deportista, jugador competitivo
Ciudad de México	ciudad, megaciudad, metrópoli, capital federal, ciudad principal, gran ciudad, entidad federativa de Mexico, ciudad más grande	
artista escénico	profesión, ocupación	artista
Sorbonne Universidad de París	universidad en Francia, entidad desaparecida	
beca Fulbright	beca, institución educativa, programa de gobierno	
Premios Mundial de Fantasía	premio literario, speculative fiction award, grupo de premios	
dramaturgo	propiedad de Wikidata para elementos sobre obras	
Villa Gobernador Gálvez	municipio, ciudad de Argentina	
Carreras	página de desambiguación de Wikimedia	
Caballito	asentamiento, barrios de la ciudad de Buenos Aires	
Real Escuela Superior de Arte Dramático	Escuela Superior de Arte Dramático	
Urdinarrain	municipio	
Steubenville	sede de condado, ciudad de Estados Unidos	
astrónomo	profesión	científico
Observatorio Astronómico de Córdoba	observatorio astronómico	
Premio Lalande	premio científico, astronomy prize	
Colegio Nacional de Buenos Aires	edificio, escuela secundaria	
Juan Román Riquelme	ser humano	
Raúl Alfonsín	ser humano	
Gabriel Milito	ser humano	
Carlos Saavedra Lamas	ser humano	
Evaristo Carriego	ser humano	
Roberto Arlt	ser humano	
María Elena Walsh	ser humano	
Esteban Echeverría	ser humano	
Leopoldo Lugones	ser humano	
Bernardino Rivadavia	ser humano	
Pedro Eugenio Aramburu	ser humano	
Ramón Antonio Castillo	ser humano	
María Estela Martínez de Perón	ser humano	
Esteban Cambiasso	ser humano	
Wálter Samuel	ser humano	
Rómulo Antonio Braschi	ser humano	
Lucas Ocampos	ser humano	
Roberto Ayala	ser humano	
Mauro Camoranesi	ser humano	
Maxi Rodríguez	ser humano	
Partido de San Fernando	municipio, partido de la provincia de Buenos Aires	
dirigente deportivo	profesión, cargo, ocupación	funcionario, gerente, funcionario deportivo, personalidad del deporte
presidente	propiedad de Wikidata para elementos sobre organizaciones	
Futbolista del año en Sudamérica	distinción	
Chascomús	ciudad de Argentina	
El juguete rabioso	página de desambiguación de Wikimedia	
Grupo de Boedo	organización	
Villa Sarmiento	asentamiento	
Como la cigarra	obra de composición musical	
Leda y María	dúo musical	
Villa de María	municipio	
Las fuerzas extrañas	obra literaria	
Ancasti	página de desambiguación de Wikimedia	
La Rioja	comunidad autónoma	
bailarín	profesión, ocupación	artista escénico, dancers and choreographers
Gran Cruz de la Orden de Isabel la Católica	grado de una orden	Gran Cruz
Firmat	municipio	
Laborde	comuna francesa	
obispo	cargo, cargo eclesiástico, función episcopal, ocupación religiosa cristiana	pastor, presbítero, ordinario, cabeza de una diócesis
Tandil	gran ciudad, sede de gobierno, localidad, ciudad de Argentina	
Central	distrito financiero	
historietista	profesión	guionista, ilustrador, dibujante, historietista
caballero de la Orden de Isabel la Católica	grado de una orden	caballero, cruz
Luis Federico Leloir	ser humano	
Bernardo Alberto Houssay	ser humano	
Carlos Gardel	ser humano	
Luisana Lopilato	ser humano	
Libertad Lamarque	ser humano	
Félix Luna	ser humano	
Gisela Dulko	ser humano	
Paola Suárez	ser humano	
Mercedes Sosa	ser humano	
Teodoro Fuchs	ser humano	
Kurt Pahlen	ser humano	
Claudio Yacob	ser humano	
Gino Peruzzi	ser humano	
Omar Sívori	ser humano	
Juan Pablo Sorín	ser humano	
Hernán Maidana	ser humano	
Lola Ponce	ser humano	
Erich Eliskases	ser humano	
Eliseo Mouriño	ser humano	
Cecilia Roth	ser humano	
París	barrio de Puerto Rico	
físico	profesión	científico físico
Facultad de Ciencias Médicas, Universidad de Buenos Aires	facultad universitaria, institución educativa	
químico	profesión, término químico, grupo de ocupaciones de la CIUO	profesionales de las ciencias físicas y de la tierra, científico físico
Toulouse	comuna francesa, ciudad universitaria, gran ciudad	
Gardel-Razzano	dúo musical	
International Latin Music Hall of Fame	distinción	
Canadá	parada de autobús	
Erreway	grupo musical	
Tigre	asentamiento	
Todo cambia	pista musical con voz	
embajador de buena voluntad de Unicef	profesión, título de autoridad, título honorífico, cargo	Embajador de Buena Voluntad
Chemnitz	centro regional mayor, gran ciudad, municipio urbano de Alemania, urban district in Saxony	
director de orquesta	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la música	
Cruz de Comendador de la Orden del Mérito de la República Federal Alemana	grado de una orden	comendador
Carcarañá	municipio	
San Nicolás de los Arroyos	ciudad, gran ciudad	
General Pinto	página de desambiguación de Wikimedia	
Árbitro asistente	profesión	árbitro, oficial del partido, person associated with football
Capitán Bermúdez	municipio	
Innsbruck	ciudad, ciudad estatutaria de Austria, gemeinde de Austria, distrito de Austria, gran ciudad, lugar con derechos de ciudad y privilegios	
Anexo:Premio del Cine Europeo a la mejor actriz europea	Premios del Cine Europeo, categoría de un premio de cine, premio a la mejor actriz protagonista	
Eduardo Camaño	ser humano	
Justo José de Urquiza	ser humano	
Diego Pozo	ser humano	
Guido Pella	ser humano	
Juan Pablo Carrizo	ser humano	
Honorio Siccardi	ser humano	
Erik Lamela	ser humano	
Raúl Montenegro	ser humano	
Arturo Berutti	ser humano	
Gabriel Pozzo	ser humano	
Juan José Haedo	ser humano	
Sergio Bagú	ser humano	
Argentina Brunetti	ser humano	
Gabriel Paletta	ser humano	
Federico Fazio	ser humano	
César Delgado	ser humano	
Alejandro Agustín Lanusse	ser humano	
Ada María Elflein	ser humano	
Diego Placente	ser humano	
Provincia de Entre Ríos	provincia de Argentina	
Premio Right Livelihood	premio político	
"Escuela superior de música y teatro ""Felix Mendelssohn"""	conservatorio de música, universidad pública, escuela de arte dramático	
Benjamín Villafañe	ser humano	
Mario Benjamín Menéndez	ser humano	
Jorge Locomotora Castro	ser humano	
Miguel Ángel Virasoro	ser humano	
Guillermo Vilas	ser humano	
Guillermo Klein	ser humano	
Nicolás Burdisso	ser humano	
Adolfo Pérez Esquivel	ser humano	
Fernando Paternoster	ser humano	
Jonás Gutiérrez	ser humano	
Martín Palermo	ser humano	
Mariano Etkin	ser humano	
Manu Ginóbili	ser humano	
Tamara Bunke	ser humano	
Grete Stern	ser humano	
Ricardo Odnoposoff	ser humano	
Fabricio Coloccini	ser humano	
Margarita Wallmann	ser humano	
Luis Vernet	ser humano	
Sergio Romero	ser humano	
senador de Argentina	cargo	senador
Chañar Ladeado	municipio	
segundo comandante	posición militar	oficial militar
Caleta Olivia	ciudad, municipio	
Instituto Weizmann de Ciencias	campus, universidad pública, instituto	
poeta	profesión	escritor
Salón Internacional de la Fama del tenis	organización sin fines de lucro, pista de tenis, Salón de la Fama del Deporte	
Berklee College of Music	universidad privada, academia de música, institución educativa privada sin fines de lucro	
Altos de Chipión	municipio, localidad	
Pehuajó	ciudad de Argentina	
Universidad de Utrecht	universidad pública de investigación	
Premio Konex de Brillante	distinción	
