entidad	instancia_de	subclase_de
Román González	ser humano	
Alfonso Lovo Cordero	ser humano	
Miguel Larreynaga	ser humano	
Adolfo Calero	ser humano	
Alejandro Arostegui	ser humano	
Marianela Lacayo	ser humano	
Jorge Navas Cordonero	ser humano	
Lizandro Chávez Alfaro	ser humano	
Dennis Martínez	ser humano	
Vicente Padilla	ser humano	
Rosario Murillo	ser humano	
Eddie Gazo	ser humano	
Edgardo Rosales	ser humano	
Eduardo Montealegre	ser humano	
Erasmo Ramírez	ser humano	
Everth Cabrera	ser humano	
Osmar Bravo	ser humano	
Juan Miguel Zeledón	ser humano	
Wilton López	ser humano	
Adriana Dorn	ser humano	
boxeador	profesión	deportista, artista marcial
Danlí	municipio de Honduras	
Telica	montaña	
Universidad de Notre Dame	universidad católica, universidad privada, institución educativa privada sin fines de lucro, editor de acceso abierto, editorial académica	
pintor	profesión, Q778000	trabajador de la construcción, menestral
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
escultor	profesión artística	artesano, artista visual, artista plástico
San Lorenzo	municipio, ciudad de Argentina	
músico	ocupación, profesión musical	artista
Universidad Brown	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Nandaime	municipio de Nicaragua	
Nueva Guinea	isla	
atleta	ocupación	deportista
Samuel Wilson	ser humano	
Mauricio Funes	ser humano	
Daniel Ortega	ser humano	
Samuel Santos López	ser humano	
Philip Agee	ser humano	
Evaristo Rocha	ser humano	
Manuel Antonio Blas Sáenz	ser humano	
Norberto Ramírez	ser humano	
José de Jesús Alfaro	ser humano	
Fernando Agüero Rocha	ser humano	
Salvador Machado	ser humano	
José Madriz Rodríguez	ser humano	
Lorenzo Guerrero Gutiérrez	ser humano	
José León Sandoval	ser humano	
Silvestre Selva	ser humano	
Pedro Joaquín Chamorro y Alfaro	ser humano	
Tomás Martínez	ser humano	
Pablo Buitrago y Benavente	ser humano	
Leonardo Argüello Barreto	ser humano	
Luis Enrique Mejía Godoy	ser humano	
San Salvador	entidad territorial administrativa, gran ciudad, distrito de El Salvador	
Universidad Centroamericana José Simeón Cañas	universidad católica, universidad jesuita	
presidente de El Salvador	cargo público, cargo elegido	presidente de la Republica, jefe del Gobierno
Universidad Rusa de la Amistad de los Pueblos	universidad, editor de acceso abierto	
condado de Alachua	condado de Florida	
alertador	rol social, ocupación	activista
Agencia Central de Inteligencia	agencias independientes del gobierno de Estados Unidos, Servicio de Inteligencia Extranjera	
Gran Cruz de la Orden de Isabel la Católica	grado de una orden	Gran Cruz
Nagarote	municipio de Nicaragua	
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
Sergio Ramírez	ser humano	
Rigoberto López Pérez	ser humano	
Leovigildo López Fitoria	ser humano	
Pedro Hernández Cantarero	ser humano	
José Antonio Lezcano y Ortega	ser humano	
Rolando José Álvarez Lagos	ser humano	
María Flores	ser humano	
Harry Brautigam	ser humano	
José Laureano Pineda Ugarte	ser humano	
Juan Argüello	ser humano	
Carlos Enrique Herrera Gutiérrez	ser humano	
Carlos Pellas	ser humano	
César Bosco Vivas Robelo	ser humano	
César Mercado	ser humano	
Alfonso Cortés	ser humano	
Nicasio del Castillo y Guzmán	ser humano	
Edmundo Paguaga Irías	ser humano	
Edén Pastora	ser humano	
Enrique Schmidt Cuadra	ser humano	
Ricardo Mayorga	ser humano	
Masatepe	municipio de Nicaragua	
Universidad Libre de Berlín	comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
Boaco	página de desambiguación de Wikimedia	
obispo de Granada (Nicaragua)	función episcopal	obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
Jinotepe	ciudad, municipio de Nicaragua	
Arzobispo de Managua	función episcopal	metropolitano, ordinario, arzobispo metropolitano católico romano
Gran Cruz de la Orden Civil de Alfonso X el Sabio	grado de una orden	Gran Cruz
Universidad Pontificia de Salamanca	universidad privada, universidad pontificia, editor de acceso abierto	
administrador apostólico	cargo, cargo eclesiástico	sacerdote católico, administrador, prelado territorial, cabeza de una diócesis
profesor universitario	profesión académica	profesor, académico
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Universidad de Illinois en UrbanaChampaign	universidad, Universidad de concesión de tierras, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad de Delaware	Universidad de concesión de tierras, universidad pública, institución educativa pública de los Estados Unidos	
Potosí	ciudad, espacio urbano, gran ciudad	
Obispo de Jinotega	función episcopal	obispo sufragáneo, obispo diocesano católico
vicepresidente	cargo, título corporativo, ocupación	alto cargo, adjunto, oficial
Corinto	personaje de la mitología griega	
Universidad de Colonia	Registrador de Internet Local, universidad pública, comprehensive university, editor de acceso abierto	
Helena Thevenot	ser humano	
Herty Lewites	ser humano	
Leonel Rugama	ser humano	
Sócrates René Sándigo Jirón	ser humano	
Jorge Solórzano Pérez	ser humano	
José Dionisio Marenco Gutiérrez	ser humano	
José Dolores Estrada Vado	ser humano	
José Dolores Gámez Guzmán	ser humano	
José Francisco Montes Fonseca	ser humano	
José Francisco del Montenegro	ser humano	
José María Vallé	ser humano	
José R. Somoza	ser humano	
José de la Cruz Mena	ser humano	
Juan Abelardo Mata Guevara	ser humano	
Julián Irías	ser humano	
Lillian Molieri	ser humano	
Luis Abraham Delgadillo	ser humano	
Manuel Antonio de la Cerda	ser humano	
Manuel García Moia	ser humano	
Mariano Prado	ser humano	
coreógrafo	Wikidata property to identify contributors to audiovisual works	
Diriá	municipio de Nicaragua	
obispo de León en Nicaragua	función episcopal	obispo diocesano, ordinario, obispo católico latino
militar	profesión, ocupación	empleado, guerrero
Comayagua	página de desambiguación de Wikimedia	
Pueblo Nuevo	barrio administrativo de Madrid	
jefe supremo del Estado de El Salvador	jefe del Gobierno, cargo	presidente de El Salvador, jefe supremo
Francisco Navarro	ser humano	
Carlos Martínez Rivas	ser humano	
Félix Rodríguez	ser humano	
Félix Zeledón	ser humano	
Germán Sequeira	ser humano	
Manolo Cuadra	ser humano	
Gloria Guardia	ser humano	
Alejandro Vega Matus	ser humano	
Alfredo Alegría Rosales	ser humano	
Alfredo César Aguirre	ser humano	
Andrés Castro Estrada	ser humano	
Otto de la Rocha	ser humano	
Albertina Ramírez	ser humano	
Juan Espinosa	ser humano	
Arquímedes González	ser humano	
Benigna Mendiola	ser humano	
Benito Morales	ser humano	
Bernardo Martínez	ser humano	
Hernaldo Zúñiga	ser humano	
Camilo Zapata	ser humano	
vicepresidente de Nicaragua	cargo	vicepresidente
Ciudad de Guatemala	ciudad, asentamiento, gran ciudad, municipio de Guatemala, ciudad más grande, capital nacional	
Panamá	municipio de Brasil	
San Marcos de Colón	municipio de Honduras	
campesino	ocupación	agricultor, obrero agrícola, trabajador agrícola
Jinotega	página de desambiguación de Wikimedia	
líder religioso	ocupación religiosa	religioso, líder de una organización
Universidad Centroamericana	entidad desaparecida	
Premio Centroamericano de Literatura Rogelio Sinán	premio literario	
San Francisco de Cuapa	municipio de Nicaragua	
compositor de canciones	profesión musical	compositor, autor
cantautor	ocupación, profesión musical	cantante, compositor de canciones
Cristina Soto Esquivel	ser humano	
Cristian Hernández	ser humano	
Dinorah Sampson	ser humano	
Edith Grøn	ser humano	
Eduardo ZepedaHenríquez	ser humano	
Enmanuel Mongalo y Rubio	ser humano	
Erlyn Hurtado	ser humano	
Ernesto Mejía Sánchez	ser humano	
Silvio Ernesto Avilés	ser humano	
Isolda Hurtado	ser humano	
José Sacasa y Méndez	ser humano	
Rigoberto Cabezas	ser humano	
Fermín Ferrer	ser humano	
Fernando Silva Espinoza	ser humano	
Francisco Ruiz Udiel	ser humano	
Guillermo Potoy Angulo	ser humano	
Hanzel Lacayo	ser humano	
Ignacio Sediles	ser humano	
Irma Prego	ser humano	
Isabel Urcuyo	ser humano	
Copenhague	ciudad, ciudad de ciclismo, gran ciudad, ciudad más grande, capital nacional	
Real Academia de la Historia	academia, archivo, editorial	
profesor	profesión, cargo, ocupación	educador, académico, school staff
Wiwilí de Jinotega	municipio de Nicaragua	
embajador de Nicaragua en España	cargo	embajador de Nicaragua, embajador en España
Premio Xavier Villaurrutia	premio literario	
traductor	propiedad de Wikidata para elementos sobre obras	
Universidad de Valladolid	universidad, editor de acceso abierto	
diputado de España	cargo, cargo elegido	diputado
Cartago	ciudad	
Ometepe	isla	
oficial militar	rango militar, profesión militar	militar, oficial
Costa Rica	país, estado soberano	
primera dama	título honorífico, cargo	mujer, consorte, First Spouse
Alejandro Montiel Argüello	ser humano	
Carlos Núñez Téllez	ser humano	
Juanita Molina de Fromen	ser humano	
Tino García	ser humano	
Carlos Abaunza	ser humano	
Elida María Galeano Cornejo	ser humano	
Steadman Fagoth Müller	ser humano	
Brooklyn Rivera	ser humano	
Carlos Argüello Gomez	ser humano	
Max L. Lacayo	ser humano	
Carlos García Solórzano	ser humano	
Eulises Pavón	ser humano	
Gabriel Serra	ser humano	
Antonio Lacayo Oyanguren	ser humano	
Danilo Canda	ser humano	
Silvia Artola	ser humano	
José Adiak Montoya	ser humano	
Andrés Ruzo	ser humano	
Carlos Delgado	ser humano	
Cruz federal de la República de Alemania al mérito	grado de una orden	Gran Cruz
Universidad de Georgetown	universidad católica, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
San José	ciudad, entidad territorial administrativa, gran ciudad, ciudad más grande	
Departamento de Jinotega	departamento de Nicaragua	
Puerto Cabezas	municipio de Nicaragua, gran ciudad	
director de fotografía	propiedad de Wikidata para elementos sobre películas, propiedad de Wikidata relacionada con la fotografía	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
halterófilo	ocupación	atleta de fuerza
científico	profesión, cargo	investigador, erudito
Universidad Metodista del Sur	universidad privada, institución educativa privada sin fines de lucro	
Perú	país, estado soberano	
Rossana Lacayo	ser humano	
Carlos Chavarría	ser humano	
Henry García	ser humano	
Salvador García Acuña	ser humano	
Ricardo Vega	ser humano	
Xiskya Valladares	ser humano	
José Dolores Estrada Morales	ser humano	
María Teresa Sánchez	ser humano	
Eduardo Urroz	ser humano	
Alfonso Ortega Urbina	ser humano	
Ricardo M. Rueda	ser humano	
Marina Cárdenas	ser humano	
Óscar Moncada	ser humano	
Byron Rojas	ser humano	
Carlos Dávila	ser humano	
Ronnier Mendieta	ser humano	
Neftalí Cortés Celebertti	ser humano	
Felipe Urrutia	ser humano	
O.M. Montiel	ser humano	
Richard Rodríguez	ser humano	
guionista	propiedad de Wikidata para elementos sobre películas, Wikidata property to identify contributors to audiovisual works	
Universidad Duke	universidad, institución educativa privada sin fines de lucro, editor de acceso abierto	
Jalapa	página de desambiguación de Wikimedia	
Universidad de Barcelona	universidad pública, editorial, organización educativa, editor de acceso abierto	
botánico	profesión	biólogo
luchador	ocupación	luchador
recolector de plantas	ocupación	recolector científico
Jardín Botánico de Misuri	jardín botánico	
Toledo	ciudad, municipio de España	
Uruguay	país, Estado laico, república constitucional, estado soberano	
Scharllette Allen	ser humano	
Indiana Sánchez	ser humano	
Luis Alberto Pérez	ser humano	
José "Chepito" Areas	ser humano	
Arlen Siu	ser humano	
Patrick Argüello	ser humano	
Pedro Lisímaco de Jesús Vílchez Vílchez	ser humano	
Perrozompopo	ser humano	
Nidia Bustos	ser humano	
Ponciano Corral Acosta	ser humano	
Rubén López Ardón	ser humano	
Farah Eslaquit	ser humano	
Silvio José Báez Ortega	ser humano	
Rosendo Álvarez	ser humano	
Salomón Ibarra Mayorga	ser humano	
Carlos Mejía Godoy	ser humano	
Vicente López	página de desambiguación de nombres humanos	
Jessica Aguilera	ser humano	
baloncestista	profesión	deportista, jugador competitivo
participante en concursos de belleza	ocupación	animador, modelo, concursante
percusionista	ocupación, profesión musical	instrumentalista
Santana	página de desambiguación de Wikimedia	
San Francisco	ciudad de Estados Unidos, gran ciudad, Ciudad santuario, ciudad chárter y condado	
Universidad de California en Los Ángeles	universidad, organización, campus, institución educativa pública de los Estados Unidos, universidad pública de investigación	
director de teatro	profesión, cargo, oficio del teatro	realizador, theatre maker
Premio Príncipe Claus	premio de cultura	
Obispo de Estelí	función episcopal	obispo sufragáneo, obispo diocesano católico
Pontificio Instituto Bíblico	Instituto pontificio	
Salve a ti	himno nacional	
San Isidro	municipio de Filipinas	
velocista	profesión, disciplina deportiva	corredor
Bernabé Somoza	ser humano	
Diego Manuel Chamorro Bolaños	ser humano	
José María Estrada	ser humano	
Nazario Escoto	ser humano	
Fruto Chamorro Pérez	ser humano	
Francisco Castellón Sanabria	ser humano	
Miguel Obando y Bravo	ser humano	
Gregorio Juárez	ser humano	
Tomás Valladares	ser humano	
Manuel Fernando Zurita	ser humano	
Joaquín del Cosío	ser humano	
Emiliano Madriz	ser humano	
Toribio Terán	ser humano	
Hilario Ulloa	ser humano	
Patricio Rivas	ser humano	
José Zepeda	ser humano	
Ignacio Chaves Tellería	ser humano	
Carlos Alberto Brenes Jarquín	ser humano	
cardenal	título, cargo, vocación católica	príncipe, clérigo católico
Premio Bruno Kreisky	premio de la paz, premio de derechos humanos	
El Viejo	municipio de Nicaragua	
Orlando Montenegro Medrano	ser humano	
Arturo Cruz Porras	ser humano	
Alfonso Robelo	ser humano	
Cristiana Frixione	ser humano	
Daniel Reyes Avellán	ser humano	
Nasser Valverde	ser humano	
Thelma Rodríguez	ser humano	
Bayardo Arce	ser humano	
Mónica Baltodano	ser humano	
Enrique Bermúdez	ser humano	
Juan Carlos "JC" Ramírez	ser humano	
Jesus Rojas	ser humano	
Rigoberto Cruz Argüello	ser humano	
Joaquín Cuadra	ser humano	
Santos López	ser humano	
José de Jesús Martínez	ser humano	
Camilo Mejía	ser humano	
Hamilton West	distrito electoral federal en Ontario, distrito electoral federal de Canadá	
Evans Quinn	ser humano	
Mario Romero	ser humano	
Instituto Politécnico Rensselaer	universidad privada, institución educativa privada sin fines de lucro	
maestro	ocupación	artesano, Meister, Q135672786
Yalagüina	municipio de Nicaragua	
Universidad Complutense de Madrid	universidad pública	
Roger Mayorga	ser humano	
Rolando GutiérrezCortés	ser humano	
Rolando Steiner	ser humano	
Román Mayorga Rivas	ser humano	
Rosa Inés	ser humano	
Rosario Aguilar	ser humano	
Róger Matus Lazo	ser humano	
Salvadora Debayle	ser humano	
Santiago Argüello	ser humano	
Sara Torres	ser humano	
Jaime Morales Carazo	ser humano	
Sharon Amador	ser humano	
Simeón Pereira y Castellón	ser humano	
Sofía Montenegro	ser humano	
Solón Argüello	ser humano	
José Alfaro	ser humano	
Yader Balladares	ser humano	
Joaquín Pasos	ser humano	
Jorge Salazar	ser humano	
José Coronel Hurtecho	ser humano	
pastor	profesión, ocupación religiosa cristiana	pastor, religioso
socialité	clase social, término, ocupación	persona, persona que tiene una actividad
Orden de los Cinco Volcanes	orden	
modelo artístico	profesión	modelo
obispo coadjutor	cargo, cargo eclesiástico, función episcopal, vocación católica	obispo, obispo auxiliar, obispo católico, obispo titular, vicario general, coadjutor
Lawrence Pezzulo	ser humano	
Nueva York	página de desambiguación de Wikimedia	
Francisco Sequeira Moreno	ser humano	
Gonzalo Rivas Novoa	ser humano	
Miguel Ángel Ortez	ser humano	
Víctor M. Leiva	ser humano	
Magdiel Gutiérrez	ser humano	
José Tomás López	ser humano	
Erick Romero	ser humano	
Reynaldo Solorzano	ser humano	
Carlos Castro	ser humano	
Olga Sacasa	ser humano	
Olga Núñez Abaunza	ser humano	
Manuel Salvador Dávila	ser humano	
Bernard Dreyfus	ser humano	
Eric Rodriguez	ser humano	
Frank Richardson	ser humano	
Axel Silva	ser humano	
Uriel Molina Oliú	ser humano	
Pablo Martínez Téllez	ser humano	
Somotillo	municipio de Nicaragua	
Mozonte	municipio de Nicaragua	
billarista	profesión	jugador competitivo
ciclista	subcultura, ocupación	deportista, ciclista
artista	ocupación, profesión artística	creador
Francia	país, república, estado soberano	
Santa Teresa	página de desambiguación de Wikimedia	
teólogo	profesión	religioso, académico de humanidades
Piero Coen Montealegre	ser humano	
Rafael Gastón Pérez	ser humano	
Ramón Montoya (soldado)	ser humano	
Universidad de Miami	universidad, institución educativa privada sin fines de lucro	
Cuando calienta el sol	película	
Departamento de León	departamento de Nicaragua	
soldado	rango militar de las Fuerzas Armadas de España	soldado raso, soldado, OR1, tropa y marinería
Bartolomé Martínez	ser humano	
Dora María Téllez	ser humano	
Hope Portocarrero	ser humano	
Alexis Argüello	ser humano	
Departamento de Matagalpa	departamento de Nicaragua	
Frente Sandinista de Liberación Nacional	partido político	
ministro de salud	cargo	ministro
Tampa	sede de condado, ciudad de Estados Unidos, gran ciudad	
Barnard College	universidad de artes liberales, institución educativa privada sin fines de lucro	
Soberana Orden Militar y Hospitalaria de San Juan de Jerusalén de Rodas y de Malta	orden religiosa católica, orden militar, Sujeto de Derecho internacional, orden hospitalaria	
David Solórzano	ser humano	
Denis Espinoza	ser humano	
Donald Parrales	ser humano	
Edgar Cortez	ser humano	
Edmundo Jarquín	ser humano	
Edward'O	ser humano	
Elvis Pinel	ser humano	
Emilio Palacios	ser humano	
Emilio Álvarez Montalván	ser humano	
Erick Téllez	ser humano	
Erwin Krüger	ser humano	
Eugenio Batres Garcia	ser humano	
Anastasio Ortiz	ser humano	
Fernando Chamorro	página de desambiguación de nombres humanos	
Tino López Guerra	ser humano	
Francisco Mayorga	ser humano	
Departamento de Carazo	departamento de Nicaragua	
Universidad de Chile	instituto de investigación, universidad pública, editor de acceso abierto	
astrólogo	profesión	místico, ocultista
presentador de televisión	cargo, ocupación mediática	actor, celebridad, presentador, profesional de medios, periodista de televisión, personalidad televisiva, presentador de programa
Orden de Bernardo O'Higgins	orden	
Vidaluz Meneses Robleto	ser humano	
Maximino Rodríguez Martínez	ser humano	
Luis Callejas	ser humano	
Pedro Reyes Vallejos	ser humano	
Miguel Mena	ser humano	
Gustavo Vega	ser humano	
Abel Martínez Acosta	ser humano	
Juana Bordas	ser humano	
Rigoberto Calderón	ser humano	
Aurelio Estrada Morales	ser humano	
Blanca Aráuz	ser humano	
Concepción Palacios	ser humano	
Ileana Rodríguez	ser humano	
María Esther Granados Diaz	ser humano	
Roger Muñoz	ser humano	
Margarita Montealegre	ser humano	
Daysi Torres	ser humano	
María Teresa Blandón	ser humano	
Virgilio Godoy	ser humano	
Ariagner Smith	ser humano	
Universidad Autónoma de Guadalajara	universidad	
diputado	cargo público, designación profesional	parlamentario, legislador
salón de la fama	tipo de premio	distinción, roll
Universidad de la Florida	Universidad de concesión de tierras, universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto, universidad pública de investigación	
Salón de la Fama de las Mujeres de Colorado	distinción, salón de la fama	
lanzador de jabalina	ocupación	atleta
San Rafael del Norte	municipio de Nicaragua	
El Sauce	distrito de El Salvador	
Universidad Nacional Autónoma de México	universidad, editor de acceso abierto, universidad pública de investigación	
escritor técnico	profesión, cargo	escritor de no ficción
Trinity Valley Community College	colegio universitario, institución educativa pública de los Estados Unidos	
fotoperiodista	profesión, cargo	periodista, fotógrafo profesional
Matiguás	municipio de Nicaragua	
sociólogo	profesión, ocupación	científico social
Campari Knoepffler	ser humano	
Gustavo Porras	página de desambiguación de Wikimedia	
Manuel Martínez Sevilla	ser humano	
Denis Moncada	ser humano	
Matilde Lindo	ser humano	
Yeta Ramírez	ser humano	
Narciso Monterrey	ser humano	
Jennifer Osejo	ser humano	
Gabriel de Jesus Cuadra Holmann	ser humano	
Fernando Acevedo	ser humano	
Cyril Errington	ser humano	
Maymie de Mena	ser humano	
Carlos Fernando Chamorro	ser humano	
June Beer	ser humano	
Garnet Charwat	ser humano	
Bismarck Véliz	ser humano	
Berenice Quezada	ser humano	
Vilma Núñez de Escorcia	ser humano	
Mauricio Herdocia	ser humano	
Arnulfo Obando	ser humano	
jurista	grado académico, profesión jurídica	profesional
Universidad de Fordham	universidad privada, institución educativa privada sin fines de lucro	
Murra	municipio de Nicaragua	
activista por los derechos de las mujeres	ocupación, activista	activista por los derechos humanos
República Dominicana	país, país insular, estado soberano, Estado archipelágico	
educador	profesión	personal educativo, profesionales de la enseñanza
rector	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la educación	
Parroquia de St. Martin	parroquia de Luisiana	
suffragette	ideología, ocupación, grupo de humanos	mujer, activista político, sufragista
Asociación Universal de Desarrollo Negro y la Liga de Comunidades Africanas	hermandad	
Papeles de Panamá	escándalo, conjunto de datos, filtración de información	
El Rama	municipio de Nicaragua	
Prix de la paix de Brême	premio de la paz	
Orden de la Independencia Cultural Rubén Darío	orden	
Carlos Rigby	ser humano	
Dorothea Wilson	ser humano	
Patricia Belli	ser humano	
Linda Wong Valle	ser humano	
Russel Carrero Trejo	ser humano	
Armando Padilla	ser humano	
Gustavo Morales	ser humano	
Francisco Menocal	ser humano	
Ricardo Larios	ser humano	
Xiomara Larios	ser humano	
Argenis Vanegas	ser humano	
María Gabriela Hernández	ser humano	
René Sandino Argüello	ser humano	
Rigoberto Fuentes	ser humano	
Martha Cecilia Ruiz	ser humano	
María del Carmen Pérez Cuadra	ser humano	
Leonel Teller	ser humano	
Haydée Palacios Vivas	ser humano	
Erasmo Gómez	ser humano	
alcalde	cargo público, cargo elegido	alcalde, alto cargo
artista visual	profesión artística, grupo de ocupaciones de la CIUO	creative and performing artist
