entidad	instancia_de	subclase_de
Cristian Álvarez	página de desambiguación de nombres humanos	
Cristina Siekavizza	ser humano	
César Augusto Blanco Gramajo	ser humano	
César Montenegro Paniagua	ser humano	
Daniela Schippers	ser humano	
Dario Escobar	ser humano	
Myrna Elizabeth Mack Chang	ser humano	
Denis Chen	ser humano	
E. Antonio Romero	ser humano	
Edgar Aroldo Cotto Gonzalez	ser humano	
Edgar Chinchilla	ser humano	
Edgar Valencia	ser humano	
Eduardo Acevedo	página de desambiguación de nombres humanos	
San Marcos	página de desambiguación de Wikimedia	
dramaturgo	propiedad de Wikidata para elementos sobre obras	
México	asentamiento	
esgrimista	ocupación	deportista
guionista	propiedad de Wikidata para elementos sobre películas, Wikidata property to identify contributors to audiovisual works	
viceministro	cargo	adjunto
Coatepeque	página de desambiguación de Wikimedia	
tenista	profesión	deportista, jugador competitivo
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
ajedrecista por correspondencia	ocupación	ajedrecista
Universidad Estatal de Florida	escuela, universidad pública, institución educativa pública de los Estados Unidos	
Departamento de Retalhuleu	departamento de Guatemala	
San Pedro Carchá	municipio de Guatemala	
Departamento de Sololá	departamento de Guatemala	
Asunción Mita	municipio de Guatemala	
entrenador	propiedad de Wikidata relacionada con las organizaciones deportivas, Wikidata qualifier to describe the object of a statement	
Epaminondas González Dubón	ser humano	
Eduardo López	página de desambiguación de nombres humanos	
Eduardo Suger	ser humano	
Edward Cocherari	ser humano	
Edwin Westphal	ser humano	
Edy Cabrera	ser humano	
Efraín Enrique Recinos Vanenzuela	ser humano	
Engelver Herrera	ser humano	
Enrique Gómez Carrillo	ser humano	
Eric Vonn	ser humano	
Erick Miranda	ser humano	
Ramón Aceña Durán	ser humano	
Ernesto Cofiño	ser humano	
Georgina Pontaza	ser humano	
Euda María Carías Morales	ser humano	
Evelyn Núñez	ser humano	
Fabiola Rodas	ser humano	
Fabricio Benítez	ser humano	
Federico Urruela	ser humano	
Fernando Marroquin	ser humano	
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
Magistrado de la Corte de Constitucionalidad de Guatemala	cargo	constitutional court judge
Zúrich	gemeinde de Suiza, ciudad universitaria, capital cantonal de Suiza, ciudad más grande	
físico	profesión	científico físico
San Salvador	entidad territorial administrativa, gran ciudad, distrito de El Salvador	
Puerto Barrios	ciudad, gran ciudad, municipio de Guatemala	
Santo Tomás de Castilla	ciudad, puerto	
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
Argentina	país, nación, república federal, estado soberano, estado confesional	
Del amor, del dolor y del vicio	edición, traducción o versión	
Estados Unidos	país, república federal, superpotencia internacional, república constitucional, estado soberano, república democrática	
Escuintla	página de desambiguación de Wikimedia	
Antigua Guatemala	ciudad, municipio de Guatemala	
cirujano	grado académico, especialidad, cargo, disciplina académica, profesión medicina	médico especialista
Opus Dei	prelatura personal	
taekwondista	profesión, ocupación	deportista
atleta	ocupación	deportista
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
diplomático	profesión, título corporativo	estadista, alto cargo
Luis Aceituno	ser humano	
Manuel León	ser humano	
Manuel Ángel Molina Bedoya	ser humano	
Marco Ciani	ser humano	
Marco Rivas	ser humano	
Mariano Antonio Sánchez Cabrera	ser humano	
Mario David García Velásquez	ser humano	
Mario Estrada	ser humano	
Marta Yolanda Díaz-Durán	ser humano	
Martha Bolaños de Prado	ser humano	
Martín Machón	ser humano	
María Cristina Orive	ser humano	
María Dolores Molina	ser humano	
María Teresa Aycinena y Piñol	ser humano	
María del Rosario Molina	ser humano	
Mauricio López Bonilla	ser humano	
Maximino Pérez	ser humano	
Mayra Rodríguez	ser humano	
MENEO	ser humano	
Miguel Ángel García y Aráuz	ser humano	
soldado	cargo, profesión militar	militar
Estanzuela	municipio de Guatemala	
Departamento de San Marcos	departamento de Guatemala	
Universidad Francisco Marroquín	universidad	
Monjas	municipio de Guatemala	
profesor universitario	profesión académica	profesor, académico
ciclista	subcultura, ocupación	deportista, ciclista
monja	ocupación religiosa	monje
bailarín	profesión, ocupación	artista escénico, dancers and choreographers
sacerdote católico	vocación católica	presbítero, clérigo católico
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Justo Rufino Barrios	ser humano	
Gert Rosenthal	ser humano	
Fernando Romeo Lucas García	ser humano	
Manuel Lisandro Barillas Bercián	ser humano	
Arturo Herbruger Asturias	ser humano	
Mariano Rivera Paz	ser humano	
Edwin Villatoro	ser humano	
Rómulo Méndez	ser humano	
José Eulalio Samayoa	ser humano	
Johnny Morales	ser humano	
Luis Swisher	ser humano	
Norma Cruz	ser humano	
Baudilio Palma	ser humano	
Enrique Peralta Azurdia	ser humano	
Manuel Estrada Cabrera	ser humano	
Miguel Ydígoras Fuentes	ser humano	
Julio César Méndez Montenegro	ser humano	
Jorge Serrano Elías	ser humano	
Guillermo Flores Avendaño	ser humano	
Luis Arturo González López	ser humano	
abogado	profesión jurídica	jurista
presidente de Guatemala	cargo público, cargo, cargo elegido	jefe de Estado, presidente de la Republica, jefe del Gobierno
Ámsterdam	ciudad, ciudad de ciclismo, gran ciudad, lugar poblado catastral en los Países Bajos, asentamiento portuario, lugar con derechos de ciudad y privilegios, ciudad más grande, capital nacional	
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
San Juan Chamelco	municipio de Guatemala	
Escuela Politécnica	escuela de ingeniería	
vicepresidente de Guatemala	cargo	vicepresidente
árbitro de fútbol	profesión	árbitro, oficial del partido, person associated with football
Premio Internacional a las Mujeres de Coraje	distinción a la valentía	distinción
San Andrés Itzapa	municipio de Guatemala	
Zacapa	municipio de Guatemala	
Jorge Roldán	ser humano	
Laura Godoy	ser humano	
Luis Chicas	ser humano	
Luis Pedro Molina	ser humano	
Luis Ricardo Rodríguez	ser humano	
Marie-Andrée Lessard	ser humano	
Marvin Ceballos	ser humano	
Marvin Mejicanos	ser humano	
Oscar Murúa	ser humano	
Osmar López	ser humano	
Pablo Melgar	ser humano	
Zipacná de León	ser humano	
Rafael Morales	ser humano	
Ricardo Jerez	ser humano	
Rigoberto Gómez	ser humano	
Rolf Rottmann	ser humano	
Willie Sims	ser humano	
Wylder Rodríguez	ser humano	
Ana Sofía Gómez	ser humano	
César Montes	ser humano	
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
participante en concursos de belleza	ocupación	animador, modelo, concursante
jugador de fútbol sala	ocupación	jugador competitivo
San Bernardino	página de desambiguación de Wikimedia	
voleibolista	profesión	deportista, jugador competitivo
Canadá	país, estado soberano	
Universidad McGill	university in Quebec, editor de acceso abierto, universidad pública de investigación	
Tegucigalpa	entidad territorial administrativa, gran ciudad, ciudad más grande	
Honduras	país, estado soberano	
gimnasta artístico	profesión, ocupación	gimnasta
Jacobo Árbenz	ser humano	
Álvaro Arzú Irigoyen	ser humano	
Álvaro Colom	ser humano	
Álvaro Leonel Ramazzini Imeri	ser humano	
Augusto Robles	ser humano	
Óscar Berger	ser humano	
Óscar Julio Vian Morales	ser humano	
Óscar Humberto Mejía Víctores	ser humano	
Óscar Marroquín	ser humano	
Óscar Mendoza Azurdia	ser humano	
Óscar Piñeda	ser humano	
Carlos Batres	ser humano	
Luis von Ahn	ser humano	
Miguel Ángel Asturias	ser humano	
Juan Antonio Martínez	ser humano	
Moises Béhar	ser humano	
Franz Ippisch	ser humano	
Alfonso Portillo	ser humano	
Rigoberta Menchú	ser humano	
Elmar Rojas	ser humano	
Pontificia Universidad Gregoriana	universidad pontificia, universidad jesuita	
obispo diocesano	cargo eclesiástico, función episcopal	obispo, pastor, ordinario, clérigo diócesano, cabeza de una diócesis
obispo titular	cargo, cargo eclesiástico, función episcopal, vocación católica	obispo católico
árbitro FIFA	cargo	árbitro de fútbol, árbitro internacional
informático teórico	profesión	científico, analista de sistemas, technology specialist
Universidad Carnegie Mellon	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Leyendas de Guatemala		
Huehuetenango	ciudad, municipio de Guatemala	
autor	"propiedad de Wikidata para indicar una fuente, propiedad de Wikidata usada como calificador de ""muestra"" (P180) en Commons, Wikidata property to identify contributors to creative works"	
Beca Guggenheim	beca, evento anual	premio académico
Viena	ciudad-Estado, enclave, metrópoli, capital federal, estado de Austria, ciudad estatutaria de Austria, gemeinde de Austria, distrito de Austria, lugar con derechos de ciudad y privilegios, ciudad más grande	
Austria	país, república, Estado sin litoral, estado soberano, estado de derecho, estado sucesor	
Universidad de Música y Arte Dramático de Viena	conservatorio de música, universidad pública, escuela de arte dramático	
Club de Roma	think tank, organización sin fines de lucro, organización internacional, sociedad erudita	
Embajadores de las Naciones Unidas	título de autoridad, título honorífico, cargo	Embajador de Buena Voluntad
Sacatepéquez	ciudad, municipio de Guatemala, antiguo asentamiento	
Fernando Wilfredo Escobar	ser humano	
Rodolfo Ramírez	ser humano	
Gregorio Valdez O’Connell	ser humano	
Luis Grill Prieto	ser humano	
Frank William La Rue	ser humano	
Ricardo Trigueño Foster	ser humano	
Fredy Thompson	ser humano	
Rafael Landívar	ser humano	
José Roberto Alejos Cámbara	ser humano	
Dionisio Gutiérrez Mayorga	ser humano	
Donaldo Álvarez Ruiz	ser humano	
Mariano Gálvez	ser humano	
Elizabeth Zamora	ser humano	
Enrique Anleu Díaz	ser humano	
Pedro Nolasco Estrada Aristondo	ser humano	
Juan Nepomuceno Barrundia Cepeda	ser humano	
Erick Anguiano	ser humano	
Erwin Sperisen	ser humano	
Juan Gerardi	ser humano	
Otto René Castillo	ser humano	
badmintonista	profesión	deportista, jugador competitivo
emprendedor	profesión, estatus legal	personalidad jurídica, economic entity
Universidad Johns Hopkins	universidad, instituto de investigación, institución educativa privada sin fines de lucro, editor de acceso abierto	
relatoría especial de las Naciones Unidas	cargo	relator
Livingston	ciudad de Estados Unidos	
Santiago de los Caballeros de Guatemala	ciudad	
Universidad de Salamanca	universidad pública, editor de acceso abierto	
jefe supremo del Estado de Guatemala	posición militar	jefe supremo
agente de policía	profesión	peace officer
Suiza	país, Estado, federación, Estado sin litoral, confederación, estado soberano	
Universidad Duke	universidad, institución educativa privada sin fines de lucro, editor de acceso abierto	
Francisco Javier Arana	ser humano	
José Javier del Águila	ser humano	
Juan Pablo Escobar López	ser humano	
Luis Espel	ser humano	
Manuel Ayau	ser humano	
Mario Gonzalez	ser humano	
Nan Cuz	ser humano	
Mario Acevedo	ser humano	
Humberto Akabal	ser humano	
Luis Augusto Turcios Lima	ser humano	
Bernardo Alvarado Monzón	ser humano	
Eddie Valenzuela	ser humano	
Rodrigo Asturias	ser humano	
Rogelia Cruz Martínez	ser humano	
Franz Galich	ser humano	
Tránsito Montepeque	ser humano	
Fredy Archila	ser humano	
Abner Trigueros	ser humano	
Alejandra Barillas	ser humano	
Alejandro Galindo	ser humano	
Villa Canales	ciudad, municipio de Guatemala	
militar	profesión, ocupación	empleado, guerrero
jefe del estado mayor	profesión	Dienststellung, posición militar, staff officer, jefe de gabinete
Universidad Estatal de Luisiana	Universidad de concesión de tierras, universidad pública, universidad de investigación, institución educativa pública de los Estados Unidos	
Sociedad Mont Pelerin	think tank, asociación científica	
Senahú	municipio de Guatemala	
Alemania	país, estado soberano	
Momostenango	municipio de Guatemala	
boxeador	profesión	deportista, artista marcial
Premio Centroamericano de Literatura Rogelio Sinán	premio literario	
Sipacate	municipio de Guatemala	
recolector de plantas	ocupación	recolector científico
Escuela Nacional Central de Agricultura	institución educativa pública, escuela de agricultura	
botánico	profesión	biólogo
Carlos Castrillo	ser humano	
Carlos Estuardo Mérida	ser humano	
Carlos Peña	página de desambiguación de nombres humanos	
Carlos Villa	ser humano	
Roberto Carpio Nicolle	ser humano	
Claudio Rojas	ser humano	
Elías Vásquez	ser humano	
Erick Acevedo	ser humano	
Erick Fion	ser humano	
Estuardo De León	ser humano	
Haroldo Juárez Arjona	ser humano	
Héctor De Mata	ser humano	
Ilma Urrutia	ser humano	
Jaime Díaz Rozzotto	ser humano	
Jairo Arreola	ser humano	
Juan Bautista Frener	ser humano	
Jean Márquez	ser humano	
Jessica Scheel	ser humano	
José Carlos Castillo	ser humano	
Juan José Ruiz	ser humano	
Jutiapa	página de desambiguación de Wikimedia	
profesor	profesión, cargo, ocupación	educador, school staff
Lucerna	gemeinde de Suiza, capital cantonal de Suiza, ciudad de Suiza	
medallista	profesión	grabador, escultor
Luis Mendizábal	ser humano	
Luis Felipe Arias	ser humano	
Luis Manresa Formosa	ser humano	
Luis María Estrada Paetau	ser humano	
Luis Santizo	ser humano	
Manuel Baldizón	ser humano	
Manuel Rodas	ser humano	
Manuel de la Cruz Tot	ser humano	
Mario Enrique Ríos Montt	ser humano	
Rosalina Tuyuc	ser humano	
Miguel Pérez Laparra	ser humano	
Mynor Ramírez	ser humano	
Nery Velásquez	ser humano	
Jorge Toriello Garrido	ser humano	
Paulo César Motta	ser humano	
Pedro José Valenzuela Jáuregui	ser humano	
Henry López	ser humano	
Minor López	ser humano	
Rafael Antonio Castellanos	ser humano	
Rafael Rodríguez Padilla	ser humano	
jurista	grado académico, profesión jurídica	profesional
pianista	cargo, ocupación, profesión musical	tecladista
obispo de Quetzaltenango, Los Altos	cargo episcopal histórico	obispo católico, obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
Flores	página de desambiguación de Wikimedia	
Universidad de Oxford	institución educativa universitaria, universidad pública, universidad colegiada, organización educativa, asociación caritativa exenta	
La Esperanza	asentamiento	
intérprete	propiedad de Wikidata para elementos sobre personas, propiedad de Wikidata para elementos sobre personajes ficticios, Wikidata property to identify contributors to creative works	
San Juan Comalapa	municipio de Guatemala	
Orden Nacional de la Legión de Honor	orden estatal	
luchador	ocupación	luchador
Miguel Ángel Klee	ser humano	
Moisés Hernández	ser humano	
Nelson Morales	ser humano	
Noé Rivera	ser humano	
Octavio Sandoval	ser humano	
Oliverio Castañeda de León	ser humano	
Oscar Maeda	ser humano	
Oswar Gramajo	ser humano	
Otto-Raúl González	ser humano	
Otto Daniel Galindo García.	ser humano	
Otto Pérez Leal	ser humano	
Pablo Bromo	ser humano	
Pavel Centeno	ser humano	
Pedro Samayoa	ser humano	
Irma Flaquer	ser humano	
Isabella Escobar	ser humano	
Rafael Álvarez Ovalle	ser humano	
Rafael Hernández	comunidad en Puerto Rico	
Rafael Vásquez Álvarez	ser humano	
Ramón Peralta	ser humano	
Dallas	ciudad de Estados Unidos, gran ciudad	
Escuela Preparatoria Seagoville	escuela secundaria superior	
skater	profesión, ocupación	roller athlete
estudiante	grupo social, ocupación, grupo de humanos	estudiante
remero	función laboral	able seaman
Mixco	ciudad, municipio de Guatemala	
Universidad George Mason	universidad, institución educativa pública de los Estados Unidos	
editor	Wikidata property to identify contributors to creative works	
Miami	ciudad de Estados Unidos	
Universidad George Washington	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro, editor de acceso abierto	
Boys	página de desambiguación de Wikimedia	
comediante	profesión, ocupación	actor, artista
Raphael Girard	ser humano	
Raquel Blandón	ser humano	
Renato Blanco	ser humano	
René Poitevin	ser humano	
Roberto Díaz-Gomar	ser humano	
Roberto Sagastume Pinto	ser humano	
Rodolfo Narciso Chavarría	ser humano	
Rolando Ovando	ser humano	
Rosa Leal de Pérez	ser humano	
Salomón Gómez	ser humano	
Jacobo	ser humano	
Jacqueline Solís	ser humano	
Jaime Hernández Méndez	ser humano	
Sergio Azurdia	ser humano	
Sergio Fernando Morales Alvarado	ser humano	
Sergio Tischler	ser humano	
Sergio Trujillo	ser humano	
Severo Martínez Peláez	ser humano	
Víctor Manuel Ayala	ser humano	
Víctor Muñoz (escritor)	ser humano	
Martigny	gemeinde de Suiza, ciudad de Suiza	
Orden del Quetzal	orden	
Jalapa	página de desambiguación de Wikimedia	
Orden de Isabel la Católica	orden, condecoración civil	
San Cristóbal Verapaz	ciudad, municipio de Guatemala	
yudoca	profesión, ocupación	budoka, deportista, artista marcial
Departamento de Zacapa	departamento de Guatemala	
académico	rango académico, título honorífico, tipo de membresía	fellow
Morales	municipio de Guatemala	
Wendy Widmann	ser humano	
Wilber Caal	ser humano	
William Orbaugh	ser humano	
Jean Pierre Brol	ser humano	
Álvaro Rodrigo Aguilar Aguilar	ser humano	
Jesús Tecú Osorio	ser humano	
Jorge Mario García Laguardia	ser humano	
Juan José Paredes	ser humano	
Juan Manuel Funes	ser humano	
Jorge Rodas	ser humano	
José Luis Cabrera	ser humano	
Joseph Burge	ser humano	
José Batres Montúfar	ser humano	
José María Bonilla	ser humano	
José Rubén Zamora	ser humano	
José Zacarías Antonio	ser humano	
Juan Andrés Rodríguez Silva	ser humano	
Juan Carlos Romero	página de desambiguación de nombres humanos	
Juan Francisco Reyes López	ser humano	
Juan José Gutiérrez Mayorga	ser humano	
Gran Cruz de la Orden de Isabel la Católica	grado de una orden	Gran Cruz
tirador		cinturón
Academia de Geografía e Historia de Guatemala	academia, editorial académica	
Poptún	municipio de Guatemala	
productor de televisión	profesión, cargo	profesional de medios, productor
Departamento de Jalapa	departamento de Guatemala	
ElPeriódico	periódico, publicación periódica	
Premio María Moors Cabot	premio de periodismo	
jinete hípico	profesión, ocupación	deportista, jinete
director ejecutivo	propiedad de Wikidata para elementos sobre empresas	
Juan Mauricio Wurmser	ser humano	
Juan Montoya	ser humano	
Juan de Hernández	ser humano	
Julen Urigüen	ser humano	
Julio Ariz Leiva	ser humano	
Julio César Anderson	ser humano	
Julio Quevedo	ser humano	
Julio Rodas	ser humano	
Julio Serrano Echeverría	ser humano	
Kevin Avila Soto	ser humano	
Kevin Sandoval	ser humano	
Cash Luna	ser humano	
Herman García	ser humano	
Kenroy Arana Álvarez	ser humano	
Leonel Noriega	ser humano	
Lourdes Figueroa	ser humano	
Luis Flores Asturias	ser humano	
Luis Cardoza y Aragón	ser humano	
Luis Enrique Sam Colop	ser humano	
Luis Fernando García	ser humano	
Universidad de Virginia	institución educativa pública de los Estados Unidos, universidad pública de investigación	
Sonsonate	ciudad, entidad territorial administrativa, distrito de El Salvador	
Tiquisate	municipio de Guatemala	
Universidad de Misuri	Universidad de concesión de tierras, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Casa de Dios	megaiglesia	
Cantel	municipio de Guatemala	
Universidad de Búfalo	lugar designado por el censo en los Estados Unidos, institución educativa pública de los Estados Unidos, editor de acceso abierto, universidad pública de investigación	
Amatitlán	página de desambiguación de Wikimedia	
Lissie Habie	ser humano	
Jesús Laparra	ser humano	
Desideria Reyes de Laparra	ser humano	
Julia Urrutia	ser humano	
Sandra Xinico Batz	ser humano	
Lucía Xiloj Cui	ser humano	
Rebecca Lane	ser humano	
Lorena Cabnal	ser humano	
Marcela Gereda	ser humano	
Amalia Chévez Nicolle	ser humano	
Miguel Álvarez Arévalo	ser humano	
Joaquín Álvarez	ser humano	
Alberto Herrarte González	ser humano	
Alfonso Cabrera Hidalgo	ser humano	
Yolanda Fernández de Cofiño	ser humano	
Romeo Gongora	ser humano	
Julia Guillermina Herrera Peña	ser humano	
Ana María Urruela de Quezada	ser humano	
María del Carmen Meléndez de Alonzo	ser humano	
Delia Quiñónez Castillo de Tock	ser humano	
artista	ocupación, profesión artística	creador
activista por los derechos de las mujeres	ocupación, activista	activista por los derechos humanos
Patzún	municipio de Guatemala	
columnista	profesión, cargo	escritor, periodista, periodista de opinión, opinionist
activista	ocupación, actitud ética	persona
músico de hip-hop	profesión musical	músico
novelista	profesión	escritor
ministro de Relaciones Exteriores	cargo público, cargo	ministro de Relaciones Exteriores
Santiago de Chile	ciudad global, gran ciudad, ciudad de Chile, ciudad más grande	
Chile	país, nación, país transcontinental, estado soberano, república democrática	
Universidad de las Hamburguesas	corporate university, institución educativa, training organization	
Montreal	metrópoli, ciudad universitaria, ciudad o pueblo, territory outside RCM in Quebec	
videoartista	profesión	cineasta, artista de nuevos medios
academia van beeldende kunsten	academia de bellas artes	
lingüista	profesión, ocupación, profesión académica	filólogo, language specialist
conservador de museo	profesión, cargo, ocupación	museólogo, profesional de museos
historiador del arte	profesión, ocupación	historiador, académico de humanidades
crítico literario	profesión	crítico, recensor, especialista en literatura, periodista cultural
K. Samanta Orellana	ser humano	
Manuel Recinos	ser humano	
Vicenta Jerónimo	ser humano	
Sonia Gutiérrez Raguay	ser humano	
Petrona Mejía	ser humano	
Carlos Martínez Durán	ser humano	
Juan Passarelli	ser humano	
Shirley Rivera	ser humano	
Paulina Cruz Ruiz	ser humano	
Rosa Candida Mayorga Muñoz	ser humano	
Diana Isabel Hernández Juárez	ser humano	
Glenda R. Carpio	ser humano	
Juana Ramírez Santiago	ser humano	
María Cecilia Alfaro Quesada	ser humano	
Dannia Guevara	ser humano	
Juana Raymundo	ser humano	
Leonardo McNish	ser humano	
Cecilia Echeverría Falla	ser humano	
Eduardo de León	ser humano	
Andrea Villagrán	ser humano	
entomólogo	profesión, cargo, ocupación	zoólogo de invertebrados
Universidad Estatal de Arizona	universidad, institución educativa pública de los Estados Unidos, editor de acceso abierto	
médico	profesión sanitaria, cargo, ocupación, profesión medicina, grupo de ocupaciones de la CIUO	profesional de la salud
Todos Santos Cuchumatán	municipio de Guatemala	
Palín	municipio de Guatemala	
líder comunitario	cargo, ocupación	político, líder
trabajador social	profesión, profesión sanitaria, cargo, protected academic title, ocupación	trabajador, asistente social y sanitario
sindicalista	ocupación	activista social, activista político
ambientalista	profesión, ocupación	activista
organizador comunitario	ocupación	organizador, activista
Universidad de California en Berkeley	Universidad de concesión de tierras, biblioteca de depósito de las Naciones Unidas, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad Harvard	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
matrona	profesión sanitaria, ocupación	midwifery professionals
enfermero	trabajo, profesión sanitaria, ocupación	nursing professional
defensa	posición de fútbol	defensa
filósofo	ocupación	académico de humanidades
Facultad de Filosofía de la Pontificia Universidad de la Santa Cruz	facultad universitaria, facultad de filosofía	
Henry Stokes	ser humano	
José Rafael Godoy	ser humano	
José Toledo Ordóñez	ser humano	
Lenina Amapola García	ser humano	
Francisco Wurmser Ordóñez	ser humano	
José María Vallejo García-Hevia	ser humano	
Daniel Salamanca Posadas	ser humano	
Tony Ewing	ser humano	
Ronald MacKay	ser humano	
Andrea Ixchíu	ser humano	
Guillermo Grajeda Mena	ser humano	
Claudia Ruíz Casasola	ser humano	
Alvaro González Ricci	ser humano	
Oliverio García Rodas	ser humano	
Gendri Reyes	ser humano	
Juan Rozzoto	ser humano	
Arabella Castro	ser humano	
Luis Enrique Monterroso	ser humano	
Mario Búcaro	ser humano	
José María Cofiño Valladares	ser humano	
escultor	profesión artística	artesano, artista visual, artista plástico
teólogo	profesión	religioso, académico de humanidades
Avilés	concejo	
Universidad Complutense de Madrid	universidad pública	
actor de voz	Wikidata property to identify contributors to audiovisual works	
youtuber	ocupación	videobloguero, creador de contenido, creador digital, póster, web video producer
mando	biblioteca de Python	
comunicador	ocupación	persona
Universidad Panamericana de Guatemala	universidad	
Presidente del Banco de Guatemala	cargo público	banco central
Ministro de Gobernación de Guatemala	cargo público	ministro
Ministro de Salud Pública y Asistencia Social	cargo público	ministro
Ministro de Relaciones Exteriores de Guatemala	cargo	ministro de Relaciones Exteriores
Virginia Laparra	ser humano	
Ch´umilkaj Curruchiche	ser humano	
Angelina Aspuac	ser humano	
Yeison del Cid	ser humano	
Kaypa' Tz'iken	ser humano	
Napoleón Barrientos	ser humano	
Lorena Calvo	ser humano	
Reginaldo Chayax	ser humano	
Marleny Rosales-Meda	ser humano	
Carlos Soza	ser humano	
Francisco Barnoya Galvez	ser humano	
Ricardo Castañeda Paganini	ser humano	
Ernesto Chinchilla Aguilar	ser humano	
Jorge del Valle Matheu	ser humano	
