entidad	instancia_de	subclase_de
Real Academia Nacional de Farmacia	academia de ciencias, academia nacional	
crítico literario	profesión	crítico, recensor, especialista en literatura, periodista cultural
Curridabat	distrito de Costa Rica	
atleta	ocupación	deportista
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
participante en concursos de belleza	ocupación	animador, modelo, concursante
Amalia Matamoros	ser humano	
Andes Meza	ser humano	
Andrey Aguilar	ser humano	
Andrey Campos	ser humano	
Andrés Venegas	ser humano	
Antonio del Carmen Monestel Zamora	ser humano	
Apolinar de Jesús Soto Quesada	ser humano	
Aquileo Echeverría	ser humano	
Ariel Santana	ser humano	
Asdrúbal Paniagua	ser humano	
Bali Rodríguez	ser humano	
Bartosz Brenes	ser humano	
Beltrán Cortés Carvajal	ser humano	
Benito Serrano Jiménez	ser humano	
Benjamín Mayorga	ser humano	
Carmen Naranjo	ser humano	
Bernard Mullins Campbell	ser humano	
Bernardo Rodríguez y Alfaro	ser humano	
Bernardo de la Guardia	ser humano	
Berny Peña	ser humano	
Cantón de Grecia	cantón de Costa Rica	
poeta	profesión	escritor
nadador	ocupación	deportista
Puntarenas	ciudad	
sacerdote católico	vocación católica	presbítero, clérigo católico
obispo titular	cargo, cargo eclesiástico, función episcopal, vocación católica	obispo católico
Heredia	ciudad, distrito de Costa Rica	
Cantón de San Rafael	cantón de Costa Rica	
actor de cine	profesión del cine	actor, film people
discjockey	ocupación, profesión musical	músico
compositor de canciones	profesión musical	compositor, autor
Cantón de Santa Bárbara	cantón de Costa Rica	
agricultor	Q778000, ocupación	trabajador agrícola, cultivadores de cultivos extensivos y hortalizas, selective profession
Universidad de Iowa	universidad, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Premio Editorial Costa Rica	premio literario	
esgrimista	ocupación	deportista
Puerto Carrillo	distrito de Costa Rica	
Steven Bryce	ser humano	
Daniel Vallejos	ser humano	
Rodrigo Cordero	ser humano	
José Luis López Ramírez	ser humano	
Freddy Fernández	ser humano	
Roy Myrie	ser humano	
Max Stern	ser humano	
Gonzalo Segares	ser humano	
Robert Louis Dressler	ser humano	
Darío Delgado	ser humano	
Mauricio Montero Chinchilla	ser humano	
Roy Myers	ser humano	
Randall Brenes	ser humano	
Dave Myrie	ser humano	
Austin Berry	ser humano	
Vicente Sáenz Rojas	ser humano	
Josué Martínez	ser humano	
Víctor Sanabria Martínez	ser humano	
Walter Meneses	ser humano	
Erik Lonis	ser humano	
Cantón de Moravia	cantón de Costa Rica	
San Isidro de El General	asentamiento, distrito de Costa Rica	
médico	profesión sanitaria, cargo, ocupación, profesión medicina, grupo de ocupaciones de la CIUO	profesional de la salud
Estados Unidos	asentamiento	
autor	propiedad de Wikidata para indicar una fuente, propiedad de Wikidata usada como calificador de "muestra" (P180) en Commons, Wikidata property to identify contributors to creative works	
condado de Taney	Condado de Misuri	
Universidad del Sur de California	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro, editor de acceso abierto	
Grecia	país, estado soberano	
Cantón de Siquirres	cantón de Costa Rica	
Pontificio Instituto Bíblico	Instituto pontificio	
Turrialba	distrito de Costa Rica	
Felicia Montealegre	ser humano	
Felicio Brown Forbes	ser humano	
Fernando Centeno Güell	ser humano	
Alejandro Alpízar	ser humano	
Armando Alonso	ser humano	
Karina Bolaños	ser humano	
Joaquín de Oreamuno y Muñoz de la Trinidad	ser humano	
Marco Ureña	ser humano	
Jonathan McDonald	ser humano	
Manuel Fernández Chacón	ser humano	
Gregory Brenes	ser humano	
Guillermo Loría Garita	ser humano	
Heiner Oviedo	ser humano	
Salvador Lara Zamora	ser humano	
Henry Raabe	ser humano	
Hernán Cabalceta	ser humano	
Hernán Agustín Carazo Bermúdez	ser humano	
Andy Furtado	ser humano	
Humberto Brenes	ser humano	
Geovanny Jara	ser humano	
actor	profesión, ocupación, grupo de ocupaciones de la CIUO	artista escénico, creative and performing artist
Berlín	distrito de El Salvador	
Alemania	país, estado soberano	
Universidad Complutense de Madrid	universidad pública	
Palmichal	distrito de Costa Rica	
Capellades	municipio de Cataluña	
ciclista	subcultura, ocupación	deportista, ciclista
obispo católico	función episcopal, vocación católica	obispo, sacerdote católico, pastor, ministro, clérigo católico
taekwondista	profesión, ocupación	deportista
Rivas	página de desambiguación de Wikimedia	
biatleta	profesión	esquiador de fondo, tirador
Ascensión Esquivel Ibarra	ser humano	
Wardy Alfaro	ser humano	
Juan Galindo	ser humano	
Michael Umaña	ser humano	
Mauricio Solís	ser humano	
Danny Fonseca	ser humano	
Cleto González Víquez	ser humano	
Rodrigo Badilla	ser humano	
Próspero Fernández Oreamuno	ser humano	
Saturnino Lizano Gutiérrez	ser humano	
Shirley Cruz Traña	ser humano	
Willy Eras	ser humano	
Berny Ulloa Morera	ser humano	
Hernán Medford	ser humano	
Bernal Flores	ser humano	
Bernd H. Niehaus Quesada	ser humano	
Luis Alberto Monge Álvarez	ser humano	
Francisco Aguilar Barquero	ser humano	
José Joaquín Rodríguez Zeledón	ser humano	
Juan Bautista Quirós Segura	ser humano	
francmasonería	grupo social, hermandad	
Presidente de Costa Rica	artículo de lista de Wikimedia	
Dublín	gran ciudad, asentamiento portuario, ciudad más grande	
oficial militar	rango militar, profesión militar	militar, oficial
Santa Ana	ciudad de Estados Unidos, gran ciudad, Ciudad santuario, ciudad chárter	
árbitro de fútbol	profesión	árbitro, oficial del partido, person associated with football
Provincia de Puntarenas	provincia de Costa Rica	
compositor	ocupación	cinematic technician
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
Cantón de Palmares	cantón de Costa Rica	
Cantón de Tibás	cantón de Costa Rica	
Félix Montoya	ser humano	
José Castulo Zeledón	ser humano	
Giancarlo González	ser humano	
Greivin Porras	ser humano	
Hernán Bolaños	ser humano	
Jeffrey Solis	ser humano	
Joaquín García Monge	ser humano	
Jorge Debravo	ser humano	
José Merino del Río	ser humano	
Clodomiro Picado Twight	ser humano	
Kurt Morsink	ser humano	
Martín Valverde	ser humano	
Max Sánchez	ser humano	
Johnny Araya Monge	ser humano	
Paolo Montoya	ser humano	
Debi Nova	ser humano	
Joaquín Mora Fernández	ser humano	
Joaquín Gutiérrez Mangel	ser humano	
Adrián De Lemos	ser humano	
Alejandro González Rojas	ser humano	
Cantón de Bagaces	cantón de Costa Rica	
Provincia de San José	circunscripción electoral, provincia de Costa Rica	
ornitólogo	profesión, ocupación	zoólogo de vertebrados
Desamparados	barrio	
Granada	municipio de España	
diplomático	profesión, título corporativo	estadista, alto cargo
Cantón de Desamparados	cantón de Costa Rica	
Universidad de Chile	instituto de investigación, universidad pública, editor de acceso abierto	
Burgos	municipio de España	
San Marcos	página de desambiguación de Wikimedia	
biólogo	profesión	científico
Orlando	ciudad de Estados Unidos, gran ciudad	
Universidad James Madison	universidad pública, institución educativa pública de los Estados Unidos	
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
Alcalde de San José	cargo	
Los Angeles College of Music	conservatorio de música, academia de música, private forprofit educational institution	
Provincia de Limón	provincia de Costa Rica	
Atenas	polis, metrópoli, gran ciudad, Civitas libera, ciudad más grande	
Alexander Castro	ser humano	
Allen Guevara	ser humano	
Andrés Núñez	ser humano	
Ariel Soto	ser humano	
Bismark Acosta	ser humano	
Bryan Vega	ser humano	
Carin McDonald	ser humano	
Cecilia Gayle	ser humano	
Cristian Badilla	ser humano	
Christian Montero	ser humano	
Cristian Oviedo	ser humano	
César Elizondo	ser humano	
Daniel Knowlen	ser humano	
Danny Carvajal	ser humano	
Dexter Lewis	ser humano	
Diego Calvo	ser humano	
Diego Solis	ser humano	
Eduardo Valverde	ser humano	
Esteban Sirias	ser humano	
Golfito	distrito de Costa Rica	
Liberia	país, república, estado soberano	
Uruca	distrito de Costa Rica	
San Ramón	comuna de Chile	
Cahuita	distrito de Costa Rica	
Provincia de Alajuela	provincia de Costa Rica	
jugador de fútbol sala	ocupación	jugador competitivo
entrenador de fútbol sala	profesión	entrenador
Pacífica Fernández Oreamuno	ser humano	
Francisco Alpizar	ser humano	
Gerald Drummond	ser humano	
Gidget Sandoval	ser humano	
Gilbert Alpizar	ser humano	
Géiner Segura	ser humano	
Hansell Arauz	ser humano	
Héctor Marchena	ser humano	
Jairo Arrieta	ser humano	
Jean Carlos Solórzano	ser humano	
Johnny Acosta	ser humano	
Johanna Solano	ser humano	
Jorge Gatgens	ser humano	
Jorge Ulate	ser humano	
Joshua Díaz	ser humano	
José Carlos Chaves	ser humano	
José Carvajal	ser humano	
José Garro	ser humano	
José Jaikel	ser humano	
Juan Bustos Golobio	ser humano	
Cantón de Golfito	cantón de Costa Rica	
Nicoya	página de desambiguación de Wikimedia	
Cantón de Nicoya	cantón de Costa Rica	
César Lizano	ser humano	
César Valverde Vega	ser humano	
Daniel Cambronero	ser humano	
Daniel Colindres	ser humano	
Daniel Jiménez	ser humano	
Danilo Montero	ser humano	
David Diach	ser humano	
Derrick Johnson	ser humano	
Domingo González Pérez	ser humano	
Edder Nelson	ser humano	
Eduardo Doryan Garrón	ser humano	
Edwin Cubero	ser humano	
Eladio Rosabal Cordero	ser humano	
Emilia Castro de Barish	ser humano	
Emilia Solórzano Alfaro	ser humano	
Enar Bolaños	ser humano	
Enrique Díaz	ser humano	
Enrique Rivers	ser humano	
Epsy Campbell Barr	ser humano	
maratonista	profesión	fondista
Cantón de Belén	cantón de Costa Rica	
Universidad de California en Los Ángeles	universidad, organización, campus, institución educativa pública de los Estados Unidos, universidad pública de investigación	
primera dama	título honorífico, cargo	mujer, consorte, First Spouse
Cancilleres de Costa Rica	cargo	ministro de Relaciones Exteriores
Óscar Duarte	ser humano	
David Guzmán	ser humano	
Paulo Vargas	ser humano	
Jorge Alejandro Castro	ser humano	
José Salvatierra	ser humano	
Pedro Leal	ser humano	
Pedro José de Alvarado y Baeza	ser humano	
Diego Estrada	ser humano	
Olman Vargas	ser humano	
Luis Liberman Ginsburg	ser humano	
William Sunsing	ser humano	
Osman Murillo Segura	ser humano	
Rafael Barroeta y Castilla	ser humano	
Rodolfo Muñoz	ser humano	
Celso Borges	ser humano	
Salvador González Ramírez	ser humano	
Santiago Bonilla	ser humano	
Alejandro Morera Soto	ser humano	
Andy Herron	ser humano	
Karina Fernández	ser humano	
Catarina	sinónimo taxonómico	
Cantón de Escazú	cantón de Costa Rica	
Vicepresidente de Costa Rica	cargo público	vicepresidente
yudoca	profesión, ocupación	budoka, deportista, artista marcial
San Miguel	asentamiento, lugar designado por el censo en los Estados Unidos	
El Salvador	país, estado soberano	
triatleta	profesión, ocupación	deportista
Anibal Saldaña Santamaría	ser humano	
Aniceto Esquivel Sáenz	ser humano	
José María Castro Madriz	ser humano	
Miguel Ángel Rodríguez Echeverría	ser humano	
Daniel Oduber Quirós	ser humano	
Cristian Gamboa	ser humano	
Manuel Antonio Bonilla Nava	ser humano	
Alfredo González Flores	ser humano	
Neighel Drummond	ser humano	
Francisco Calderón Guardia	ser humano	
Allan Alemán	ser humano	
Reynaldo Parks	ser humano	
Jafet Soto Molina	ser humano	
Franco Pupulin	ser humano	
Edgar Silva	ser humano	
Antonio Pinto Soares	ser humano	
Antonio Rivera Cabezas	ser humano	
Antonio Troyo Calderón	ser humano	
Lester Morgan	ser humano	
Rafael Francisco Osejo	ser humano	
Puerto Armuelles	ciudad, asentamiento, Comunidad de Panamá	
obispo prelado	cargo	obispo católico, prelado
Universidad de California en Berkeley	Universidad de concesión de tierras, biblioteca de depósito de las Naciones Unidas, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Universidad McGill	university in Quebec, editor de acceso abierto, universidad pública de investigación	
Italia	país, estado soberano	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Oporto	municipio de Portugal	
Ciudad de Guatemala	ciudad, asentamiento, gran ciudad, municipio de Guatemala, ciudad más grande, capital nacional	
presidente de la República Federal de Centro América	cargo público, cargo, cargo elegido	jefe de Estado, presidente de la Republica, jefe del Gobierno
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Cantón de Santa Cruz	cantón de Costa Rica	
Óscar Rafael de Jesús Arias Sánchez	ser humano	
Laura Chinchilla Miranda	ser humano	
Bruno Stagno Ugarte	ser humano	
Julio Acosta García	ser humano	
Ricardo Jiménez Oreamuno	ser humano	
Juan Santamaría	ser humano	
Fernando Patterson	ser humano	
Juan José Rodríguez Morales	ser humano	
Ottón Solís Fallas	ser humano	
Ever Alfaro	ser humano	
Rafael Moya Murillo	ser humano	
Erick Scott	ser humano	
Mauricio Wright	ser humano	
Carlos Hernández Valverde	ser humano	
Randall Azofeifa	ser humano	
Douglas Sequeira	ser humano	
José Francisco Porras	ser humano	
Arturo Kinch	ser humano	
José Joaquín Trejos Fernández	ser humano	
Universidad de Boston	universidad, institución educativa privada sin fines de lucro, editor de acceso abierto	
Edmund A. Walsh School of Foreign Service	college, escuela de relaciones internacionales	
Universidad de Georgetown	universidad católica, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
París	barrio de Puerto Rico	
Universidad de Princeton	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
militar	profesión, ocupación	empleado, guerrero
Universidad de Mánchester	universidad, organización educativa, editor de acceso abierto	
Universidad de la Florida	Universidad de concesión de tierras, universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto, universidad pública de investigación	
empresario	ocupación	
Salitrillos	distrito de Costa Rica	
Anselmo Llorente	distrito de Costa Rica	
Juan Rafael Mora Porras	ser humano	
José Rafael Gallegos Alvarado	ser humano	
Rafael Ángel Calderón Guardia	ser humano	
Francisco José Orlich Bolmarcich	ser humano	
Teodoro Picado Michalski	ser humano	
Rafael Ángel Calderón	ser humano	
Federico Alberto Tinoco Granados	ser humano	
Juan Mora Fernández	ser humano	
Jesús Jiménez Zamora	ser humano	
Braulio Carrillo Colina	ser humano	
Vicente Herrera Zeledón	ser humano	
Rafael Iglesias Castro	ser humano	
León Cortés Castro	ser humano	
Lorna Chávez	ser humano	
Júnior Díaz	ser humano	
Dennis Marshall	ser humano	
Santos León Herrera	ser humano	
Roberto Gayón	ser humano	
Óscar Rojas Ruiz	ser humano	
Hermidio Barrantes	ser humano	
presidente	propiedad de Wikidata para elementos sobre organizaciones	
Universidad Católica de Lovaina	organización, universidad católica, institución educativa, editorial académica	
Diriamba	municipio de Nicaragua	
Universidad Nacional Autónoma de Nicaragua	universidad	
Colegio San Luis Gonzaga	edificio público	
Gerardo Gómez Ramírez	ser humano	
Donny Grant	ser humano	
Gabriel Badilla	ser humano	
Harold Wallace	ser humano	
Michael Rodríguez	ser humano	
Kurt Bernard	ser humano	
Whayne Wilson	ser humano	
Tobías Zúñiga Castro	ser humano	
José Miguel Cubero	ser humano	
Tulio Quiñones	ser humano	
Víctor Cordero	ser humano	
Keylor Navas	ser humano	
Evaristo Coronado	ser humano	
Ricardo González Fonseca	ser humano	
Bruno Carranza Ramírez	ser humano	
Carlos José Gutiérrez	ser humano	
José María Zeledón Brenes	ser humano	
William Mattus	ser humano	
Porfirio López	ser humano	
Francisco Calvo	ser humano	
Cantón de Cañas	cantón de Costa Rica	
Sarchí Norte	distrito de Costa Rica	
España	página de desambiguación de Wikimedia	
Palmar	asentamiento	
Managua	municipio de Nicaragua, gran ciudad, ciudad más grande	
Barva	distrito de Costa Rica	
República Dominicana	país, país insular, estado soberano, Estado archipelágico	
Iosif Grigulevich	ser humano	
Leonel Leal	ser humano	
Carlos Castro	ser humano	
Gregorio José Ramírez y Castro	ser humano	
Alexander Salazar	ser humano	
Juan José Wedel	ser humano	
Jorge Quesada	ser humano	
Eddier Godínez	ser humano	
Manuel Mora Valverde	ser humano	
Ignacio Nazareno Trejos Picado	ser humano	
Froylán Ledezma Stephens	ser humano	
Torres Zúñiga	ser humano	
Jervis Drummond	ser humano	
Vernor Muñoz Villalobos	ser humano	
Alejandro Ramírez Álvarez	ser humano	
José Adrián Bonilla	ser humano	
Héctor Morera Vega	ser humano	
Fabricio Quirós	ser humano	
Federico Ramírez Méndez	ser humano	
Vilna	asentamiento	
espía	profesión	agente de inteligencia
Argentina	país, nación, república federal, estado soberano, estado confesional	
La Sorbona	institución educativa universitaria, edificio escolar	
KGB	servicio de seguridad, State Committee of the Soviet Union, Committee of National Security	
marino	profesión, ocupación marítima	tripulación de barco
Universidad Estatal de California, Los Ángeles	universidad, institución educativa pública de los Estados Unidos	
arquero	profesión histórica	guerrero
Orden de la Amistad de los Pueblos	orden, condecoración civil	
Estado de México	estado de México	
relatoría especial de las Naciones Unidas	cargo	relator
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
Universidad de Texas en Dallas	universidad, institución educativa pública de los Estados Unidos	
Cot	distrito de Costa Rica	
Alfonso Quesada Ramírez	ser humano	
Jorge Solís	ser humano	
José Antonio Hütt	ser humano	
José Francisco Ulloa	ser humano	
José María Pinaud	ser humano	
José María de Peralta y La Vega	ser humano	
José Rafael Barquero Arce	ser humano	
José Rafael Quirós Quirós	ser humano	
Juan José Lara Arias	ser humano	
Julio Fonseca	ser humano	
Alejandro Cardona	ser humano	
Róger Flores	ser humano	
Ricardo Castro Béeche	ser humano	
Rónald Gómez	ser humano	
John Jairo Ruiz	ser humano	
Luis González	página de desambiguación de nombres humanos	
Manuel Alvarado e Hidalgo	ser humano	
Marco Guillén	ser humano	
Marco Salas Morera	ser humano	
Marco Salas Arias	ser humano	
Marconi Durán Montoya	ser humano	
Jaén	municipio de España	
Llano Grande	lugar designado por el censo en los Estados Unidos	
Pontificia Universidad Gregoriana	universidad pontificia, universidad jesuita	
guitarrista	ocupación, profesión musical	intérprete de instrumento de cuerda pulsada
Premio María Moors Cabot	premio de periodismo	
deportista	profesión, ocupación	personalidad del deporte
Christiana Figueres	ser humano	
Juan Carlos Rojas	ser humano	
Isabel Montero de la Cámara	ser humano	
Hugo Barrantes Ureña	ser humano	
José Rafael ¨Fello¨ Meza Ivancovich	ser humano	
Víctor Núñez Rodríguez	ser humano	
Alexandre Guimarães	ser humano	
Walter Centeno	ser humano	
José María Alfaro Zamora	ser humano	
Miguel Mora Porras	ser humano	
Francisco María Oreamuno Bonilla	ser humano	
Bernardo Soto Alfaro	ser humano	
Sylvia Poll	ser humano	
Elizabeth Odio Benito	ser humano	
Giannina Facio	ser humano	
Rolando Fonseca	ser humano	
Jeaustin Campos	ser humano	
Andrey Amador	ser humano	
Nery Brenes	ser humano	
Rodney Wallace	ser humano	
activista por el clima	ocupación	activista por los derechos humanos, ambientalista, activista
Swarthmore College	universidad de artes liberales, institución educativa privada sin fines de lucro	
Organización de las Naciones Unidas	organización intergubernamental, organización internacional	
Zarcero	ciudad, distrito de Costa Rica	
Santo Domingo	municipio de Filipinas	
Maceió	municipio de Brasil	
Brasil	álbum	
juez de la Corte Penal Internacional	cargo	juez
productor de cine	profesión del cine	film people, productor
showgirl	profesión	artista escénico
Universidad Panamericana	universidad, universidad católica, editor de acceso abierto	
velocista	profesión, disciplina deportiva	corredor
Universidad de Maryland	Universidad de concesión de tierras, editorial, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Jennifer Sanchez	ser humano	
baloncestista	profesión	deportista, jugador competitivo
Erick Corrales	ser humano	
Juan Carlos Mendoza García	ser humano	
Jorge Hernán Monge	ser humano	
Ernesto Fonseca	ser humano	
Errol Daniels	ser humano	
Esteban Mullins	ser humano	
Florentino Alfaro Zamora	ser humano	
Eugenio Rodríguez Vega	ser humano	
Juan Diego Quesada	ser humano	
Saúl Phillips	ser humano	
Gonzalo Morales Sáurez	ser humano	
Eusebio Figueroa Oreamuno	ser humano	
Eusebio Prieto y Ruiz	ser humano	
Ezequiel Gutiérrez Iglesias	ser humano	
Fausto González	ser humano	
Federico Miranda	ser humano	
Felipe Francisco Molina y Bedoya	ser humano	
Ferdinand Steinvorth	ser humano	
Fernando Baudrit Solera	ser humano	
Fernando Contreras Castro	ser humano	
piloto de motocross	ocupación	piloto de motociclismo, motorsports competitor
Cantón de Guácimo	cantón de Costa Rica	
Cantón de San Ramón	cantón de Costa Rica	
Liberia Mía	club de fútbol	
Real Academia de Bellas Artes de San Fernando	museo, museo de arte, academia de bellas artes, academia nacional	
Ministro Plenipotenciario de El Salvador en los Estados Unidos de América	rango diplomático	ministro plenipotenciario
piragüista	profesión	deportista
Giovana Echeverri	ser humano	
Iyanla Johnson	ser humano	
Nicole Guevara	ser humano	
Jeikol Rojas Solis	ser humano	
Jose Daniel Martinez Amores	ser humano	
Jose Manuel Gonzalez Sanchez	ser humano	
Moises Bogantes Vargas	ser humano	
Isaac McCarthy Arburola	ser humano	
Jhon Dereck Salas Loaiza	ser humano	
Johan Obregon	ser humano	
Sebastian Avila	ser humano	
Maripaz Calvo	ser humano	
Alexa Alfaro	ser humano	
Marypaz Martinez	ser humano	
Paola Giron	ser humano	
Ariana Mora	ser humano	
Daniella Hernandez	ser humano	
Yanique Vivicka Johnson Gomez	ser humano	
Fabiana Briceño	ser humano	
Mariana Cubero	ser humano	
Gerardo Solano	ser humano	
Gerardo Trejos Salas	ser humano	
Germán Serrano Pinto	ser humano	
Gerónima Montealegre	ser humano	
Giancarlo Guerrero	ser humano	
Juan Esteban Gregorio Martínez de Pinillos	ser humano	
Gilda Montenegro	ser humano	
Miguel Blanco Quirós	ser humano	
Juan Vázquez de Coronado	ser humano	
Guillermo Guardia	ser humano	
Guillermo León	ser humano	
José Santiago de Bonilla y LayaBolívar	ser humano	
Luis Ferrero Acosta	ser humano	
Rodolfo Piza Escalante	ser humano	
Hanna Gabriel	ser humano	
Juan González Reyes	ser humano	
Abelardo Bonilla Baldares	ser humano	
Manuel Ruiz	ser humano	
Aczarri	ser humano	
Adela Herrán	ser humano	
director de orquesta	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la música	
Bienen School of Music	organización, conservatorio de música, escuela de música	
director musical	rol social, cargo, profesión musical	director
kayakista	ocupación	deportista, barquero
Salamanca	municipio de España	
Orotina	distrito de Costa Rica	
boxeador	profesión	deportista, artista marcial
Gran Cruz de la Orden Civil de Alfonso X el Sabio	grado de una orden	Gran Cruz
Adela Salazar	ser humano	
Adriano Corrales Arias	ser humano	
Aida Faingezicht Waisleder	ser humano	
Alberto Echandi Montero	ser humano	
Alberto Manuel Brenes Mora	ser humano	
Alejandra Castro	ser humano	
Alejandro Aguilar	ser humano	
Alejandro Alvarado Quirós	ser humano	
Aleksandr Skliutovski	ser humano	
Alexander Robinson	ser humano	
Alexánder Obando	ser humano	
Alfonso Chacón Rodríguez	ser humano	
Alfonso Ulloa Zamora	ser humano	
Alfredo Castro Fernández	ser humano	
Alfredo Trejos	ser humano	
Alonso Anguciana de Gamboa	ser humano	
Alonso Correque	ser humano	
Alí Víquez Jiménez	ser humano	
Amalia Chaverri Fonseca	ser humano	
Mayron George	ser humano	
Cantón de San Carlos	cantón de Costa Rica	
Universidad de Santo Tomás (Costa Rica)	universidad	
recolector de plantas	ocupación	recolector científico
Premio Joven Creación	distinción	
Unión Soviética	estado desaparecido	
pianista	cargo, ocupación, profesión musical	tecladista
profesor de música	cargo, ocupación, profesión musical, grupo de ocupaciones de la CIUO	Other Teaching Professional
San Vicente	municipio de Filipinas	
Universidad Nacional de Mar del Plata	universidad pública, editor de acceso abierto	
Brihuega	municipio de España	
profesor universitario	profesión académica	profesor, académico
Eric Brenes	ser humano	
Pooll Anthony Smith Arauz	ser humano	
