entidad	instancia_de	subclase_de
Luis Sepúlveda	ser humano	
Ena von Baer	ser humano	
Lucía Pinochet	ser humano	
Robert Frucht	ser humano	
Magdalena Matte	ser humano	
Alfredo Jaar	ser humano	
Eduardo Vilches	ser humano	
Andrés Madariaga	ser humano	
Andrés Maupoint	ser humano	
Andrés Trigo	ser humano	
Andrés Waissbluth	ser humano	
Thomas Cochrane	página de desambiguación de nombres humanos	
Enrique Silva Cimma	ser humano	
Jaime Eyzaguirre	ser humano	
Carlos Camus	ser humano	
Carlos Prats Gonzalez	ser humano	
Alejandra Costamagna	ser humano	
María Luisa Bombal	ser humano	
Gladys Marín	ser humano	
Rosita Serrano	ser humano	
Óscar Hahn	ser humano	
Marcelo Salas	ser humano	
Nicolás Massú	ser humano	
Manuel Pellegrini	ser humano	
Sisaco la gaun	ser humano	
Roberto Bolaño	ser humano	
Carmen Berenguer	ser humano	
Yamna Lobos	ser humano	
Paul Capdeville	ser humano	
Anita Lizana	ser humano	
Jason Acuña	ser humano	
Hugo K. Sievers	ser humano	
Cristián de La Fuente	ser humano	
Claudia Conserva	ser humano	
Ximena Restrepo	ser humano	
Marcelo Ríos	ser humano	
Víctor Farías	ser humano	
Oliver Welden	ser humano	
Andrés Wood	ser humano	
Andrónico Lukšić Abaroa	ser humano	
Juan Carlos Espinoza	ser humano	
Enrique Osses Zencovich	ser humano	
Ramón Díaz Eterovic	ser humano	
Julio Gutiérrez	ser humano	
María Gracia Omegna	ser humano	
Rodolfo Dubó	ser humano	
Cristián Huneeus	ser humano	
Luis Altamirano	ser humano	
Gert Weil	ser humano	
Leon Schidlowsky	ser humano	
Alfredo Perl	ser humano	
Marlene Ahrens	ser humano	
Andrés Arteaga	ser humano	
María Isabel Allende	ser humano	
Matías Fernández	ser humano	
David RosenmannTaub	ser humano	
Carlos Carmona Tello	ser humano	
Gonzalo Jara	ser humano	
Luis Jiménez	ser humano	
Marta Harnecker	ser humano	
Tocopilla	ciudad de Chile	
escultor	profesión artística	artesano, artista visual, artista plástico
Francia	estado desaparecido, reinos germánicos	
Universidad de Chile	instituto de investigación, universidad pública, editor de acceso abierto	
El Incal	serie de historietas	
Santiago de Chile	ciudad global, gran ciudad, ciudad de Chile, ciudad más grande	
político	profesión, frecuentemente	profesional
Chile	país, nación, país transcontinental, estado soberano, república democrática	
diputado de Chile	cargo	diputado
abogado	profesión jurídica	jurista
Medalla Aeronáutica	medalla, condecoración militar	
Valparaíso	poder legislativo, gran ciudad, asentamiento portuario, ciudad de Chile	
compositor	ocupación	cinematic technician
The Mackay School	escuela secundaria superior, escuela privada	
The 101ers	grupo musical	
cantante	grupo de ocupaciones de la CIUO, ocupación en la música	músico, creative and performing artist
Linares	ciudad de Chile	
futbolista	profesión, ocupación	jugador competitivo, person associated with football, Jugador de fútbol
monja cristiana	ocupación religiosa cristiana	monja, religioso cristiano
Colegio del Sagrado Corazón, Monjas Inglesas	escuela secundaria superior, escuela privada	
actor	profesión, ocupación, grupo de ocupaciones de la CIUO	artista escénico, creative and performing artist
Nueva York	página de desambiguación de Wikimedia	
productor discográfico	profesión musical	músico, productor
Estados Unidos	asentamiento	
Universidad Brown	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Space Is Only Noise	álbum	
pintor	profesión, Q778000	trabajador de la construcción, menestral
Gran Cruz de la Orden Civil de Alfonso X el Sabio	grado de una orden	Gran Cruz
Concepción	gran ciudad, ciudad de Chile	
presentador de televisión	cargo, ocupación mediática	actor, celebridad, presentador, profesional de medios, periodista de televisión, personalidad televisiva, presentador de programa
Colegio del Verbo Divino	escuela secundaria superior, escuela privada, escuela religiosa	
Puerto Montt	gran ciudad, ciudad de Chile	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
senador de Chile	cargo	senador
Orden Playa Girón	orden	
Iquique	gran ciudad, asentamiento portuario, ciudad de Chile	
Curicó	gran ciudad, ciudad de Chile	
ciclista	subcultura, ocupación	deportista, ciclista
Bristol	ciudad, gran ciudad, asentamiento portuario, city of United Kingdom	
marino	profesión, ocupación marítima	tripulación de barco
Lebu	ciudad de Chile	
escritor	profesión, ocupación	autor, artista, penman
España	página de desambiguación de Wikimedia	
Universidad de Rostock	universidad pública, comprehensive university	
Valdivia	gran ciudad, ciudad de Chile	
Generación del 13	colectivo de artistas	
Temuco	gran ciudad, ciudad de Chile	
entrenador	propiedad de Wikidata relacionada con las organizaciones deportivas, Wikidata qualifier to describe the object of a statement	
Punta Arenas	gran ciudad, ciudad de Chile	
profesor	profesión, cargo, ocupación	educador, académico, school staff
Universidad de Heidelberg	campus, universidad pública, comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
Ñuñoa	comuna de Chile	
Universidad Las Condes	universidad	
Talca	gran ciudad, ciudad de Chile	
cantautor	ocupación, profesión musical	cantante, compositor de canciones
Orden al Mérito Docente y Cultural Gabriela Mistral	orden	
Instituto Pedagógico	universidad	
Tengo miedo, torero	obra literaria	
triatleta	profesión, ocupación	deportista
Saint George's College	escuela secundaria superior, escuela privada	
Premio al mejor deportista de Chile	Sportsperson of the Year	premio al mejor deportista
guionista	propiedad de Wikidata para elementos sobre películas, Wikidata property to identify contributors to audiovisual works	
Pontificia Universidad Católica de Chile	universidad, editor de acceso abierto	
Anexo:Platino a la mejor ópera prima de ficción iberoamericana	categoría de un premio, premio a la mejor ópera prima	
Caracas	ciudad, capital federal, gran ciudad, ciudad más grande	
Universidad Central de Venezuela	universidad pública, editor de acceso abierto	
Osorno	gran ciudad, ciudad de Chile	
poeta	profesión	escritor
Universidad de Concepción	universidad privada, editor de acceso abierto	
Universidad Americana	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Managua	municipio de Nicaragua, gran ciudad, ciudad más grande	
ensayista	profesión	prosista
La mujer habitada	obra literaria	
Academia Nicaragüense de la Lengua	sociedad erudita	
Universidad de Princeton	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Real Academia de Artes	museo de arte, academia nacional, colección, museo independiente	
Roma	película	
monje	ocupación religiosa	religioso, monástico
Federico Von Pilsener	personaje de cómic, ser humano ficticio	
compositor de bandas sonoras	profesión del cine, profesión musical	compositor, film people
Universidad Complutense de Madrid	placa conmemorativa	
Premio Máquina del Tiempo	premio	premio cinematográfico
actor de cine	profesión del cine	actor, film people
Drama Centre London	escuela de arte dramático	
sacerdote católico	vocación católica	presbítero, clérigo católico
obispo diocesano	cargo eclesiástico, función episcopal	obispo, pastor, ordinario, clérigo diócesano, cabeza de una diócesis
Cobquecura	villa, comuna de Chile	
Yerbas Buenas	villa, comuna de Chile	
Premio Nacional de Literatura	página de desambiguación de Wikimedia	
jockey	propiedad de Wikidata relacionada con la equitación	
Maracay	ciudad, gran ciudad	
San Fabián	municipio de Filipinas	
Universidad de Oxford	institución educativa universitaria, universidad pública, universidad colegiada, organización educativa, asociación caritativa exenta	
geólogo	profesión, cargo	científico de la Tierra
Universidad de Vilna	universidad pública, negocio, editor de acceso abierto	
activista por los derechos humanos	ocupación	activista político
Purranque	comuna de Chile, ciudad de Chile	
Ruch	página de desambiguación de Wikimedia	
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Academia Politécnica Militar		
La eterna crisis chilena	libro	
Cauquenes	comuna de Chile, ciudad de Chile	
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
Copiapó	gran ciudad, ciudad de Chile	
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
Real Universidad de San Felipe	universidad	
director de cine	profesión, profesión del cine	artista visual, profesional del cine, realizador, miembro del equipo de filmación
Anexo:Premio Concha de Plata a la mejor dirección	categoría de un premio, premio a la mejor dirección	
Beca Guggenheim	beca, evento anual	premio académico
Chillán	gran ciudad, ciudad de Chile	
Rosario	municipio de Filipinas	
modelo	propiedad de Wikidata relacionada con la fotografía, Wikidata property to identify contributors to creative works	
Bogotá	distrito capital, asentamiento, municipio bajo jurisdicción central, gran ciudad, municipio de Colombia, división administrativa de primer nivel, ciudad más grande	
personalidad de radio	profesión, ocupación mediática	locutor, personalidad mediática, presentador, radio employee
Universidad Finis Terrae	universidad	
Universidad de Wurzburgo	universidad pública, comprehensive university	
Universidad de California en Berkeley	Universidad de concesión de tierras, biblioteca de depósito de las Naciones Unidas, institución educativa pública de los Estados Unidos, universidad pública de investigación	
historietista	profesión	guionista, ilustrador, dibujante, historietista
Universidad Técnica del Estado	universidad pública	
árbitro de fútbol	profesión	árbitro, oficial del partido, person associated with football
Rengo	comuna de Chile, ciudad de Chile	
físico	profesión	científico físico
Academia Nacional de Ciencias de los Estados Unidos	academia de ciencias, editorial, empresa productora, editorial académica	
Canal 13	página de desambiguación de Wikimedia	
La nana	película	
Antofagasta	gran ciudad, ciudad de Chile	
Universidad Tecnológica Metropolitana	universidad	
Rostock	municipio urbano de Alemania, Distrito urbano de MecklemburgoPomerania Occidental	
San Felipe	municipio de Filipinas	
atleta	ocupación	deportista
Universidad Gabriela Mistral	universidad	
Premio Nacional del Deporte de Chile	distinción	
militar	profesión, ocupación	empleado, guerrero
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
agrónomo	profesión, ocupación	ingeniero, crop production worker
Ministro de Agricultura	cargo	ministro
Salamanca	municipio de España	
presidente de la Cámara de Diputadas y Diputados de Chile	cargo	presidente del parlamento, diputado de Chile
cardenal	título, cargo, vocación católica	príncipe, clérigo católico
Arica	gran ciudad, ciudad de Chile	
Grupo Alegría	grupo musical	
Premio Heat Latin Music por mejor artista sur	categoría de un premio	premio al mejor artista
Viña del Mar	gran ciudad, ciudad de Chile	
Slayer	banda de heavy metal	
árbitro FIFA	cargo	árbitro de fútbol, árbitro internacional
Chimbarongo	comuna de Chile, ciudad de Chile	
San Antonio	asentamiento	
actor de voz	Wikidata property to identify contributors to audiovisual works	
tenista	profesión	deportista, jugador competitivo
La Serena	gran ciudad, ciudad de Chile	
Universidad de Valparaíso	universidad privada, institución educativa privada sin fines de lucro, editor de acceso abierto	
Universidad de Oldenburgo	universidad pública	
catedrático	título de autoridad, rango académico, tratamiento protocolario, ocupación	profesor universitario, research fellow
Universidad Harvard	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Nueva Imperial	comuna de Chile	
biatleta	profesión	esquiador de fondo, tirador
Ferrara	ciudad, comuna de Italia, ciudad de ciclismo, gran ciudad	
empresario	ocupación	
productor de cine	profesión del cine	film people, productor
Universidad Rice	universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Universidad de Santiago de Chile	universidad, editor de acceso abierto	
biólogo	profesión	científico
Premio Nacional de Arte de Chile	distinción	
Villa Alegre	comuna de Chile, ciudad de Chile	
Mendoza	municipio, gran ciudad, ciudad de Argentina	
Los Andes	ciudad de Chile	
Angol	ciudad de Chile	
École Normale de Musique de Paris	conservatorio de música, edificio escolar, academia de música	
Academia Chilena de Bellas Artes	institución artística	
París	departamento de Francia, megaciudad, metrópoli, ciudad global, territorial collectivity of France with special status, ciudad más grande	
médico	profesión sanitaria, cargo, ocupación, profesión medicina, grupo de ocupaciones de la CIUO	profesional de la salud
Saubusse	comuna francesa	
Universidad Pontificia de Santo Tomás de Aquino	universidad	
Saint George	pueblo, municipality of Bermuda	
Miss Universo Chile	concurso de belleza femenina	
Escuela Militar del Libertador Bernardo O'Higgins	academia militar, centro clandestino de detención y tortura	
Sorbonne Universidad de París	universidad en Francia, entidad desaparecida	
director supremo de Chile	cargo	jefe de Estado, jefe del Gobierno
Colina	ciudad, comuna de Chile	
obispo titular	cargo, cargo eclesiástico, función episcopal, vocación católica	obispo católico
Las Condes	comuna de Chile, ciudad de Chile	
Virreinato del Perú	virreinato del Imperio español	
Universidad Nacional Mayor de San Marcos	monumento histórico, bien cultural, editor de acceso abierto, universidad pública de investigación	
Arauco	comuna de Chile, ciudad de Chile	
Centro Latinoamericano de Altos Estudios Musicales	Instituto Di Tella	
Ovalle	ciudad de Chile	
Premio Chiara	organización, festival, premio literario, social promotion association	
Brno	ciudad estatutaria, gran ciudad, municipio de la República Checa, municipio con poder ampliado, municipio con oficina municipal autorizada, ciudad de distrito, capital de región, municipio con privilegios de ciudad	
matemático	profesión, ocupación, grupo de ocupaciones de la CIUO	científico, mathematicians, actuaries and statisticians
Universidad Humboldt de Berlín	comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
Universidad Técnica Federico Santa María	universidad	
ministro de Vivienda y Urbanismo de Chile	cargo público	ministro de Estado de Chile, ministro de Vivienda
fotógrafo	ocupación, agente	artista visual
Escuela superior de música y teatro "Felix Mendelssohn"	conservatorio de música, universidad pública, escuela de arte dramático	
badmintonista	profesión	deportista, jugador competitivo
campeón nacional	título deportivo, título, grado o estatus	campeón, jugador competitivo
Wisconsin	Estado de los Estados Unidos	
Hamilton	villa, large burgh	
Brasil	álbum	
Miembro del 3.º Parlamento del Reino Unido	cargo	miembro del Parlamento del Reino Unido
Orden del Baño	orden de caballería	sistema de honores británico
Talcahuano	ciudad de Chile	
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos	escuela de guerra	
ministro de Defensa Nacional de Chile	cargo	ministro de Defensa, ministro de Estado de Chile
editor	Wikidata property to identify contributors to creative works	
La amortajada	serie de televisión	
Curepto	villa, comuna de Chile	
Escuela Normal Superior José Abelardo Núñez	escuela normal	
Universidad de Iowa	universidad, institución educativa pública de los Estados Unidos, universidad pública de investigación	
Buin	ciudad, comuna de Chile	
2666	obra literaria	
Premio Rómulo Gallegos	premio literario	
Pisa	ciudad, comuna de Italia, ciudad universitaria	
North High School	escuela secundaria superior	
zoólogo	profesión, cargo	biólogo
The Grange School	escuela secundaria superior, escuela privada	
Medellín	ciudad, gran ciudad, municipio de Colombia, distrito de Colombia	
velocista	profesión, disciplina deportiva	corredor
Colombia	país, república, Estado laico, estado soberano	
Universidad de Friburgo	universidad pública, comprehensive university	
Universidad Libre de Berlín	comprehensive university, editor de acceso abierto, universidad pública de investigación, University of Excellence	
Liceo José Victorino Lastarria	escuela secundaria	
esquiador de fondo	ocupación	Nordic skier
Universidad de Nueva York	escuela, lugar de trabajo, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Violeta se fue a los cielos	película	
jefe de redacción	cargo, título corporativo, ocupación	redactor, editor de periódico
Premio Caleuche a la mejor actriz protagónica en teleseries	Premio Caleuche, categoría de un premio, premio a un mejor intérprete (...)	
Punitaqui	villa, comuna de Chile	
ministro del Interior de Chile	cargo	ministro de Estado de Chile, ministro del Interior
Universidad de Tel Aviv	universidad pública, editor de acceso abierto, Asociación de derecho otomano	
director de orquesta	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la música	
Hochschule für Musik und Tanz Köln	conservatorio de música, universidad pública, escuela de música, academia de música	
Universidad Nacional Autónoma de México	universidad, editor de acceso abierto, universidad pública de investigación	
Buenos Aires	entidad territorial administrativa, circunscripción electoral, capital federal, distrito federal, ciudad autónoma, ciudad principal, gran ciudad, ciudad de Argentina, división administrativa de primer nivel, ciudad más grande, capital nacional	
Coquimbo	gran ciudad, ciudad de Chile	
Hualpén	ciudad, comuna de Chile	
La revolución teórica de Marx	edición, traducción o versión	
Marta Colvin	ser humano	
Nicolás Canales	ser humano	
Alberto Warnken	ser humano	
Héctor Vergara	ser humano	
Marcela Contreras	ser humano	
Antonio Skármeta	ser humano	
José Florencio Guzmán	ser humano	
Alejandro Zambra	ser humano	
Álvaro Salvadores	ser humano	
Álex Varas	ser humano	
Elías Fernández Albano	ser humano	
Alfredo Duhalde	ser humano	
Luis Barros Borgoño	ser humano	
Manuel Rodríguez Araneda	ser humano	
Daniel Riquelme	ser humano	
Honorino Landa	ser humano	
Máximo Carvajal	ser humano	
Patricio Manns	ser humano	
Manuel Iturra	ser humano	
Cesar Espinoza	ser humano	
Ivo Basay	ser humano	
Sergio Salgado	ser humano	
Claudio Videla	ser humano	
Arturo Aldunate Phillips	ser humano	
André Ubilla	ser humano	
Arturo Coddou	ser humano	
Leonardo Zamora	ser humano	
Verónica I	ser humano	
Alfonso Orueta	ser humano	
Sergio Vodanovic	ser humano	
Pamela Díaz	ser humano	
Cecilia Amenábar	ser humano	
Antonio José de Irisarri	ser humano	
Bartolomé Blanche	ser humano	
Jorge González von Marées	ser humano	
Pedro Opaso Letelier	ser humano	
Anselmo Sule	ser humano	
Carolina Torres	ser humano	
Jorge Zabaleta	ser humano	
Claudio Calderón	ser humano	
Antonio Moreno Casamitjana	ser humano	
Guillermo Díaz Zambrano	ser humano	
Óscar Wirth	ser humano	
Patricio Toledo	ser humano	
José Gregorio Argomedo	ser humano	
Atilio Cremaschi	ser humano	
José Miguel Infante	ser humano	
Jaime Valdés	ser humano	
Jorge Mandrú	ser humano	
Leo Caprile	ser humano	
Juan Francisco Fresno	ser humano	
Hugo Rubio	ser humano	
Alex VonSchwedler	ser humano	
Carlos Altamirano Orrego	ser humano	
Pascual Baburizza	ser humano	
Paulo Garcés	ser humano	
Arístides Martínez	ser humano	
Guido Pizarro	ser humano	
Dorotea de Chopitea	ser humano	
Roberto Cortés	ser humano	
Julio Martínez	ser humano	
Aniara Amos	ser humano	
Jorge Medina Estévez	ser humano	
Stefano Magnasco	ser humano	
Rafael Araneda	ser humano	
Francisco Ramón Vicuña	ser humano	
Raimundo Infante	ser humano	
Raúl Iturriaga Neumann	ser humano	
Juan Castillo Balcázar	ser humano	
Jorge Coulón	ser humano	
Antonio Smith	ser humano	
Luis Lindorfo Mayanés	ser humano	
Antonio Varas	ser humano	
Roberto Castillo Guerrero	ser humano	
Felipe Mora	ser humano	
Marko Zaror	ser humano	
Edgar Melo	ser humano	
Guillermo Saavedra	ser humano	
Isidoro Dubournais	ser humano	
Vladimir Bigorra	ser humano	
Nicolás Peñailillo	ser humano	
Maite Orsini	ser humano	
Gonzalo Lira	ser humano	
Alberto Hurtado	ser humano	
Sergio Otoniel Contreras Navia	ser humano	
Francisco José Cox Huneeus	ser humano	
Antonio Prieto	página de desambiguación de nombres humanos	
Rosa Markmann	ser humano	
Galvarino Apablaza	ser humano	
Matías Donoso	ser humano	
Sergio Bitar	ser humano	
Hans Gildemeister	ser humano	
José Sulantay	ser humano	
Daúd Gazale	ser humano	
Nicolás Millán	ser humano	
Carolina de Moras	ser humano	
Jaime Pizarro	ser humano	
Alejandro Abad	ser humano	
Juan Ignacio González Errázuriz	ser humano	
Diego Alejandro Ruiz	ser humano	
El árbol	película	
titiritero	profesión, oficio del teatro	actor de teatro
Nicaragua	país, estado soberano	
Biblioteca del Congreso de Estados Unidos	biblioteca nacional, biblioteca de depósito de las Naciones Unidas, archivo parlamentario, legislative branch agency	
Orden de Klement Gottwald por la Construcción de la Patria Socialista	orden	
San Javier de Loncomilla	ciudad de Chile	
Canadá	parada de autobús	
Universidad de Manitoba	universidad pública de investigación, university in Manitoba	
Reino Unido	país, país insular, estado soberano, poder colonial	
University College de Londres	institución educativa universitaria, institución académica, organización educativa, escuela universitaria	
filósofo	ocupación	académico de humanidades
Universidad de Columbia	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
Anexo:Globo de Oro a la mejor película en lengua no inglesa	premio Globo de Oro, categoría de un premio de cine	
crítico literario	profesión	crítico, recensor, especialista en literatura, periodista cultural
Poeta chileno	obra literaria	
Ponferrada	municipio de España	
diplomático	profesión, título corporativo	estadista, alto cargo
presidente de Chile	cargo público	presidente de la Republica, jefe del Gobierno
Río ñacalaca	ciudad de Chile	
Liceo de Aplicación	escuela secundaria, escuela pública	
ministro de Relaciones Exteriores de Chile	cargo	ministro de Estado de Chile, ministro de Relaciones Exteriores
cronista	profesión	historiador, escritor de no ficción
Puerto Natales	ciudad de Chile	
liceo 7 de hombres	escuela, escuela secundaria superior	
Nacimiento	comuna de Chile, ciudad de Chile	
Karaxú	grupo musical	
Italia	país, estado soberano	
Rancagua	gran ciudad, ciudad de Chile	
Instituto Nacional	escuela secundaria superior	
teatro	disciplina académica, género de artes escénicas, industria de las artes escénicas	artes escénicas
Penco	ciudad, comuna de Chile	
Instituto O'Higgins de Rancagua	escuela primaria, escuela secundaria, escuela privada	
Split	gran ciudad, ciudad de Croacia	
dramaturgo	propiedad de Wikidata para elementos sobre obras	
Ciudad de Guatemala	ciudad, asentamiento, gran ciudad, municipio de Guatemala, ciudad más grande, capital nacional	
Universidad de San Carlos de Guatemala	universidad pública, editor de acceso abierto	
presidente del Senado de Chile	cargo	presidente del parlamento, senador de Chile
Internado Nacional Barros Arana	escuela secundaria superior, liceo, escuela de hombres, centro clandestino de detención y tortura	
Pontificio Instituto Bíblico	Instituto pontificio	
Seminario de Lima	seminario menor	
San Fernando	ciudad componente	
presidente de la Junta Nacional de Gobierno de Chile	cargo	jefe del Gobierno
esquiador alpino	profesión	esquiador
Instituto Rafael Ariztía	escuela primaria, escuela secundaria, educación preescolar	
Pontificia Universidad Gregoriana	universidad pontificia, universidad jesuita	
agente deportivo	profesión	agente comercial
Alemania	país, estado soberano	
Koločep	isla	
Parral	comuna de Chile, ciudad de Chile	
astrónomo	profesión	científico
Observatorio de La Silla	observatorio astronómico	
filántropo	ocupación	benefactor
comentarista deportivo	profesión	presentador de televisión, locutor, comentarista, escritor deportivo, personalidad del deporte
Colegio San Pedro Nolasco	escuela	
Premio Nacional de Periodismo Deportivo de Chile	distinción	
coreógrafo	Wikidata property to identify contributors to audiovisual works	
realizador	profesión	artista, gerente, creador
Congregación para el Culto Divino y la Disciplina de los Sacramentos	congregación de la Curia Romana	
arquitecto	propiedad de Wikidata relacionada con la arquitectura, Wikidata property to identify contributors to works or products	
músico	ocupación, profesión musical	artista
IntiIllimani	grupo musical	
grabador	profesión, Q778000	orfebre
Sociedad Chilena de Historia y Geografía	construcción, bien cultural, edificio histórico	
Craighouse School	escuela, escuela privada	
Cañete	ciudad, comuna de Chile	
Burbank	ciudad de Estados Unidos, gran ciudad, ciudad chárter	
videobloguero	profesión	bloguero, cargador, web video producer
Dartmouth College	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editor de acceso abierto	
Colegio San Ignacio	página de desambiguación de Wikimedia	
Taltal	comuna de Chile, ciudad de Chile	
Loncoche	comuna de Chile, ciudad de Chile	
Liceo Polivalente Juan Gómez Millas	escuela secundaria superior	
revolucionario	ocupación	activista político, faccioso
San José de Maipo	comuna de Chile, ciudad de Chile	
Lima	ciudad, megaciudad, característica geográfica, gran ciudad, ciudad más grande	
Opus Dei	prelatura personal	
San Miguel de Tucumán	gran ciudad, ciudad de Argentina	
Manuel Contreras	ser humano	
Aldo Bahamonde	ser humano	
Aldo Bernucci	ser humano	
Aldo Cornejo	ser humano	
Aldo Francia	ser humano	
Alfonso Asenjo Gómez	ser humano	
Alfonso Escobar	ser humano	
Alfonso JuanOliver	ser humano	
Valentín Letelier	ser humano	
Alfonso Alcalde	ser humano	
Jorge Basadre	ser humano	
Alexandra Domínguez	ser humano	
Alexis Delgado	ser humano	
Alexis Nahuelquén	ser humano	
Alexis Yáñez	ser humano	
Arturo Torres Rioseco	ser humano	
Carlos Villanueva	ser humano	
Pedro Morales	ser humano	
Claudio Maldonado Rivera	ser humano	
