entidad	instancia_de	subclase_de
presidente de la República Dominicana	cargo público	presidente, jefe de Estado, jefe del Gobierno
Higüey	ciudad, municipio de la República Dominicana	
beisbolista	profesión	deportista, jugador competitivo
actor	profesión, ocupación, grupo de ocupaciones de la CIUO	artista escénico, creative and performing artist
Las Chicas del Can	grupo musical	
Monte Cristi	municipio de la República Dominicana	
atleta	ocupación	deportista
escritor	profesión, ocupación	autor, artista, penman
Universidad Autónoma de Santo Domingo	universidad pública	
Orden Heráldica de Cristóbal Colón	orden estatal	
Municipio de Azua	municipio de la República Dominicana	
Diego Milán	ser humano	
Casandra Damirón	ser humano	
Alfredo Griffin	ser humano	
Al Horford	ser humano	
Toño Rosario	ser humano	
Julio Mateo	ser humano	
Pedro Martínez	página de desambiguación de nombres humanos	
Félix Sánchez	ser humano	
Víctor Núñez Rodríguez	ser humano	
Aramis Ramírez	ser humano	
Claudio Vargas	ser humano	
Erik Leonard Ekman	ser humano	
Jhan Mariñez	ser humano	
Víctor Estrella	ser humano	
Santo Alcalá	ser humano	
Tito Horford	ser humano	
Agustín Montero	ser humano	
Heinz Barmettler	ser humano	
Alex Rodríguez	ser humano	
Máximo Gómez	ser humano	
Almansa	municipio de España	
Santa Cruz de Barahona	ciudad, gran ciudad, municipio de la República Dominicana	
Guante de Oro	premio deportivo	
Universidad de la Florida	Universidad de concesión de tierras, universidad pública, institución educativa pública de los Estados Unidos, editor de acceso abierto, universidad pública de investigación	
cantautor	ocupación, profesión musical	cantante, compositor de canciones
Baní	municipio de Filipinas	
Villa Mella	asentamiento	
Premio Grandes Inmigrantes	distinción	
futbolista	profesión, ocupación	jugador competitivo, person associated with football, Jugador de fútbol
Costa Rica	país, estado soberano	
Mao	página de desambiguación de Wikimedia	
Estocolmo	serie de televisión	
geógrafo	profesión	científico de la Tierra
Suecia	país, estado soberano	
Universidad de Lund	universidad pública, agencia del gobierno sueco	
Museo Nacional de Historia Natural de Suecia	conjunto de edificios, museo de ciencias naturales, museo nacional, agencia del gobierno sueco	
tenista	profesión	deportista, jugador competitivo
Reino Unido	país, país insular, estado soberano, poder colonial	
Universidad de Miami	universidad, institución educativa privada sin fines de lucro	
Zúrich	gemeinde de Suiza, ciudad universitaria, capital cantonal de Suiza, ciudad más grande	
Suiza	país, Estado, federación, Estado sin litoral, confederación, estado soberano	
Brooklyn	Distritos de la ciudad de Nueva York	
Estados Unidos	país, república federal, superpotencia internacional, república constitucional, estado soberano, república democrática	
Escuela Secundaria Cristóbal Colón	escuela secundaria	
Fox Sports	negocio	
Massiel Taveras	ser humano	
Alex Ferreira	ser humano	
Amado García Guerrero	ser humano	
Franklin Núñez	ser humano	
Anderson Hernández	ser humano	
Andy Andy	ser humano	
Antonio Bastardo	ser humano	
Argenis Reyes	ser humano	
Armando Gabino	ser humano	
Arodys Vizcaíno	ser humano	
Atahualpa Severino	ser humano	
Aurora Arias	ser humano	
Cristian Guerrero	ser humano	
Julio Valdez	ser humano	
Mickey Taveras	ser humano	
Euclides Morillo	ser humano	
Carmelo Castillo	ser humano	
Ramón Tatis	ser humano	
Emiliano Tejera	ser humano	
Bienvenido Brens	ser humano	
Universidad APEC	universidad	
compositor	ocupación, profesión musical	autor, músico
La Romana	ciudad, municipio de la República Dominicana	
soldado	rango militar de las Fuerzas Armadas de España	soldado raso, soldado, OR1, tropa y marinería
Orden al Mérito de Duarte, Sánchez y Mella	orden	
Nagua	municipio de la República Dominicana	
músico	ocupación, profesión musical	artista
Hato Mayor	provincia de la República Dominicana	
Cotuí	ciudad, municipio de la República Dominicana	
astrólogo	profesión	místico, ocultista
Moca	ciudad, asentamiento	
revolucionario	ocupación	activista político, faccioso
San Francisco de Macorís	ciudad, gran ciudad, municipio de la República Dominicana	
Guayubín	municipio de la República Dominicana	
Duarte	página de desambiguación de Wikimedia	
Julia Álvarez	ser humano	
Víctor Marte	ser humano	
Luis Encarnación	ser humano	
Mel Rojas	ser humano	
Jesús Colomé	ser humano	
Manuel de Jesús Troncoso	ser humano	
Francisco Gregorio Billini	ser humano	
Donald Reid Cabral	ser humano	
Horacio Vásquez	ser humano	
José Rafael Molina Ureña	ser humano	
Fernando Arturo de Meriño	ser humano	
Juan Bosch	ser humano	
David Ortiz	ser humano	
Sammy Sosa	ser humano	
Milly Quezada	ser humano	
Elías Wessin y Wessin	ser humano	
Charlie Villanueva	ser humano	
Xue Wu	ser humano	
Sonia Pierre Haitiana	ser humano	
Félix José	ser humano	
Nueva York	página de desambiguación de Wikimedia	
Middlebury College	universidad, institución educativa privada sin fines de lucro	
En el tiempo de las mariposas	telefilme	
Bajos de Haina	ciudad	
militar	profesión, ocupación	empleado, guerrero
Provincia Santo Domingo	provincia de la República Dominicana	
La Vega	ciudad fortificada, gran ciudad, municipio de la República Dominicana	
Salón de la Fama del Béisbol	museo del deporte, Salón de la Fama del Deporte	
Most Valuable Player	Jugador Más Valioso	
Anexo:Premio Grammy latino al mejor álbum tropical contemporáneo	categoría de un premio	premio al mejor álbum (por género)
Monte Plata	municipio de la República Dominicana	
Instituto del Hemisferio Occidental para la Cooperación en Seguridad	escuela, escuela militar	
Pekín	capital nacional	
tenista de mesa	profesión	deportista, jugador competitivo
Villa Altagracia	municipio de la República Dominicana	
activista por los derechos humanos	ocupación	activista político
Premio Robert F. Kennedy	distinción	
Michel Camilo	ser humano	
Arístides Incháustegui	ser humano	
Ulises Heureaux	ser humano	
Juan Francisco	ser humano	
Francisco Cordero	ser humano	
Waldis Joaquín	ser humano	
José Guillermo Cortines	ser humano	
Jaime Espinal	ser humano	
Erick Almonte	ser humano	
Francisco Liriano	ser humano	
Augusto Sánchez Beriguete	ser humano	
Ubaldo Jiménez	ser humano	
Francisco Alberto Caamaño	ser humano	
Aída Bonnelly de Díaz	ser humano	
Bienvenido Bustamante López	ser humano	
Bienvenido Troncoso	ser humano	
Héctor Carrasco	ser humano	
Billo Frómeta	ser humano	
Héctor García Godoy	ser humano	
Escuela Juilliard	conservatorio de música, escuela de arte dramático, institución educativa privada sin fines de lucro	
Berklee College of Music	universidad privada, academia de música, institución educativa privada sin fines de lucro	
Bonao	municipio de la República Dominicana	
Manoguayabo	asentamiento	
luchador	ocupación	luchador
Barahona	página de desambiguación de Wikimedia	
San Juan	municipio de Filipinas	
profesor de música	cargo, ocupación, profesión musical, grupo de ocupaciones de la CIUO	Other Teaching Professional
Venezuela	país, estado soberano	
abogado	profesión jurídica	jurista
Julio Franco	ser humano	
Rudy Pemberton	ser humano	
Wilson Valdez	ser humano	
Aquilino López	ser humano	
José Núñez	ser humano	
Tilson Brito	ser humano	
Denny Bautista	ser humano	
Félix Rodríguez	ser humano	
Mendy López	ser humano	
Radhamés Liz	ser humano	
José Cabrera	ser humano	
José Lima	ser humano	
Cristhian Martínez	ser humano	
Kinito Méndez	ser humano	
Fernando Villalona	ser humano	
Víctor Mata	ser humano	
Sharlene	ser humano	
Rafael Colón	ser humano	
Hilma Contreras	ser humano	
Nizao	municipio de la República Dominicana	
Jarabacoa	municipio de la República Dominicana	
Sánchez	página de desambiguación de Wikimedia	
Pimentel (República Dominicana)	ciudad, municipio de la República Dominicana	
El Seibo	provincia de la República Dominicana	
Provincia de Santiago (República Dominicana)	provincia de la República Dominicana	
Provincia de Azua	provincia de la República Dominicana	
Provincia de Monte Cristi	provincia de la República Dominicana	
Salvador Jorge Blanco	ser humano	
Junot Díaz	ser humano	
Dámaso Marte	ser humano	
Yuderqui Contreras	ser humano	
Johnny Abbes	ser humano	
Alex Bueno	ser humano	
Juan Marichal	ser humano	
Buenaventura Báez	ser humano	
Fernando Rodney	ser humano	
Manny Albam	ser humano	
Tony Fernández	ser humano	
Gilberto Santa Rosa	ser humano	
Rafael Soriano	ser humano	
Michelle Vargas	ser humano	
Winston Méndez Montero	ser humano	
Ulises Espaillat	ser humano	
Manny Ramírez	ser humano	
Efraín Valdez	ser humano	
Juan Guzmán	ser humano	
Francisco Cruceta	ser humano	
académico	rango académico, título honorífico, tipo de membresía	fellow
Universidad Cornell	Universidad de concesión de tierras, universidad privada, sun grant institution, universidad de investigación, institución educativa privada sin fines de lucro	
Instituto Tecnológico de Massachusetts	universidad, universidad técnica, instituto tecnológico, space grant institution, institución educativa privada sin fines de lucro, editorial académica	
halterófilo	ocupación	atleta de fuerza
guitarrista	ocupación, profesión musical	intérprete de instrumento de cuerda pulsada
Cabral	página de desambiguación de Wikimedia	
Samaná	página de desambiguación de Wikimedia	
compositor de bandas sonoras	profesión del cine, profesión musical	compositor, film people
Santurce	página de desambiguación de Wikimedia	
director de orquesta	propiedad de Wikidata para elementos sobre organizaciones, propiedad de Wikidata relacionada con la música	
premio Grammy al mejor álbum latino tropical	categoría de un premio	
San José de Los Llanos (República Dominicana)	municipio de la República Dominicana	
boxeador	profesión	deportista, artista marcial
Pedro Hernández	página de desambiguación de nombres humanos	
Alex Taveras	ser humano	
Bartolo Colón	ser humano	
Guillo Pérez	ser humano	
Juan Mateo	ser humano	
Óscar Mejía	ser humano	
Francisco Henríquez y Carvajal	ser humano	
Samuel Gálvez	ser humano	
Enerio Rodriguez Arias	ser humano	
Juan Mendez	ser humano	
Jeff Greer	ser humano	
Leyson Séptimo	ser humano	
José Martínez	página de desambiguación de nombres humanos	
Carlos Mármol	ser humano	
Carlos Peguero	ser humano	
Carlos Pérez	página de desambiguación de nombres humanos	
Carlos Rosa	ser humano	
Carlos Cruz	ser humano	
Carlos Triunfel	ser humano	
Carlos Villanueva	ser humano	
Preparatoria Javeriana	escuela secundaria superior	
Altamira	página de desambiguación de Wikimedia	
pintor	profesión, Q778000	trabajador de la construcción, menestral
Sorbonne Universidad de París	universidad en Francia, entidad desaparecida	
psicólogo	profesión, grupo de ocupaciones de la CIUO	profesionales sociales y religiosos
Montreal	metrópoli, ciudad universitaria, ciudad o pueblo, territory outside RCM in Quebec	
Canadá	parada de autobús	
Universidad de Niágara	universidad, institución educativa privada sin fines de lucro	
Manhattan	Distritos de la ciudad de Nueva York, ciudadcondado	
Universidad Rutgers en New Brunswick	campus, Universidad de concesión de tierras, institución educativa pública de los Estados Unidos	
Hondo Valle	municipio de la República Dominicana	
San Gregorio de Nigua	municipio de la República Dominicana	
Hilde Domin	ser humano	
Colonia	metrópoli, ciudad de la Liga Hanseática, gran ciudad, ciudad romana, municipio urbano de Alemania, urban district of North RhineWestphalia	
Alemania	país, estado soberano	
Universidad de Bonn	Registrador de Internet Local, universidad pública, comprehensive university, editorial, universidad pública de investigación, University of Excellence	
Academia Alemana de Lengua y Literatura	asociación voluntaria, sociedad erudita	
Starlin Castro	ser humano	
Gabriel del Orbe	ser humano	
Jacinto Bienvenido Peynado	ser humano	
Gerónimo Pellerano	ser humano	
Urban Meyer	ser humano	
Gladys Pérez	ser humano	
Héctor Incháustegui Cabral	ser humano	
Gregorio Nicanor Peña Rodríguez	ser humano	
Guarionex Aquino	página de desambiguación de Wikimedia	
Mary Siragusa	ser humano	
George Bell	ser humano	
Roque Antonio Adames Rodríguez	ser humano	
Henry Méndez	ser humano	
Rafael German Merán	ser humano	
Felipe López	página de desambiguación de nombres humanos	
Humberto Bogaert	ser humano	
Juan Lockward	ser humano	
Frank Reyes	ser humano	
Jacinto Gimbernard	ser humano	
Lope Balaguer	ser humano	
Escuela superior de música y teatro "Felix Mendelssohn"	conservatorio de música, universidad pública, escuela de arte dramático	
Toledo	ciudad, municipio de España	
entrenador	propiedad de Wikidata relacionada con las organizaciones deportivas, Wikidata qualifier to describe the object of a statement	
Florida Gators	club deportivo universitario	
Seminario Pontificio Santo Tomás de Aquino	institución académica	
obispo de Puerto Plata	función episcopal	obispo católico, obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
pianista	cargo, ocupación, profesión musical	tecladista
obispo de Santiago de los Caballeros	cargo episcopal histórico	obispo diocesano, ordinario, obispo católico latino
Universidad de San Juan	universidad, institución educativa privada sin fines de lucro, editorial académica	
Tenares	municipio de la República Dominicana	
Luis Días	ser humano	
Ismael Sánchez	ser humano	
Ivonne Haza	ser humano	
J.R. Writer	ser humano	
Winifer Fernández	ser humano	
Jesús María de Jesús Moya	ser humano	
Margarita Luna García	ser humano	
Johnny Ventura	ser humano	
Jorge Pérez	ser humano	
Joseíto Mateo	ser humano	
José Alberto el Canario	ser humano	
José Dolores Cerón	ser humano	
José Dolores Grullón Estrella	ser humano	
José María Hernández Espaillat	ser humano	
José de Jesús Ravelo	ser humano	
Juan Antonio Flores Santana	ser humano	
Juan Bautista Vicini Burgos	ser humano	
Juan Fernández de Alarcón	ser humano	
Juan Francísco García	ser humano	
Juan Félix Pepén y Solimán	ser humano	
Harlem	comunidad no incorporada en los Estados Unidos, villa de Nueva York, barrio de Manhattan	
Hermanas Mirabal	provincia de la República Dominicana	
International Latin Music Hall of Fame	distinción	
Premio Grammy Latino a la Excelencia Musical	Premios Grammy Latinos	
Villa Consuelo	asentamiento	
Típica 73	grupo musical	
Obispo de San Juan de la Maguana	función episcopal	obispo diocesano católico
Tamboril	municipio de Brasil	
presidente	propiedad de Wikidata para elementos sobre organizaciones	
emprendedor	profesión, estatus legal	personalidad jurídica, economic entity
Enrique de Marchena	ser humano	
José Bautista	ser humano	
Porfirio Rubirosa	ser humano	
Gustavo Cisneros	ser humano	
Alfonso Soriano	ser humano	
Javier Fortuna	ser humano	
Diego «el Cigala»	ser humano	
Vicente Grisolía	ser humano	
Diómedes Espinal de León	ser humano	
Flérida de Nolasco	ser humano	
Maridalia Hernández	ser humano	
Eddy Herrera	ser humano	
Rafael Sánchez Cestero	ser humano	
José Bono	ser humano	
Johnny Pacheco	ser humano	
Francisco José Arnáiz	ser humano	
Elenita Santos	ser humano	
Elila Mena	ser humano	
Emilio de los Santos	ser humano	
Enrique Mejía Arredondo	ser humano	
diplomático	profesión, título corporativo	estadista, alto cargo
Cruz federal de la República de Alemania al mérito	grado de una orden	Gran Cruz
Pontificia Universidad Católica Madre y Maestra	universidad privada	
Caracas	ciudad, capital federal, gran ciudad, ciudad más grande	
Babson College	institución educativa privada sin fines de lucro	
Orden de Andrés Bello	orden	
Madrid	metrópoli, destino turístico, municipio de España	
Anexo:Premios Ondas 2003	ceremonia de premiación	
especialista en literatura	profesión	filólogo
Conservatorio Nacional de Música	página de desambiguación de Wikimedia	
Juan Luis Guerra 4.40	grupo musical	
Premio Grammy Latino al Mejor Album Merengue/Bachata	premio de música, categoría de un premio	premio al mejor álbum
Salobre	municipio de España	
Instituto Católico de Administración y Dirección de Empresas	entidad desaparecida	
Universidad Complutense de Madrid	placa conmemorativa	
Bilbao	municipio de España	
obispo católico	función episcopal, vocación católica	obispo, sacerdote católico, pastor, ministro, clérigo católico
Universidad de La Habana	universidad pública, editor de acceso abierto	
obispo auxiliar	función episcopal, vocación católica	obispo, obispo católico, obispo titular, vicario general, ayudante
Panadero	Pitufo	
Héctor Luna	ser humano	
Manny Pérez	ser humano	
Víctor Cruz	ser humano	
Román Peña	ser humano	
Salvador Sturla	ser humano	
Sergio Vargas	página de desambiguación de Wikimedia	
Soledad Álvarez	ser humano	
Sonia Silvestre	ser humano	
Stalin Quiterio	ser humano	
Rafael Furcal	ser humano	
Pedro Bartolomé Benoit	ser humano	
Carlos Santana	ser humano	
Arismendy Peguero	ser humano	
Susano Polanco	ser humano	
María García	ser humano	
Francisco del Rosario Sánchez	ser humano	
Arlenis Sosa	ser humano	
José Espinal	ser humano	
Prisilla Rivera	ser humano	
guionista	propiedad de Wikidata para elementos sobre películas, Wikidata property to identify contributors to audiovisual works	
Universidad Marymount Manhattan	universidad de artes liberales, institución educativa privada sin fines de lucro	
Miembro De La Cámara De Diputados De La República Dominicana	cargo	parlamentario
Loma de Cabrera	municipio de la República Dominicana	
yudoca	profesión, ocupación	budoka, deportista, artista marcial
Rafael Bonnelly	ser humano	
Ramón Cáceres	ser humano	
Wenceslao Figuereo	ser humano	
José Desiderio Valverde	ser humano	
Carlos Morales Languasco	ser humano	
Manuel de Regla Mota	ser humano	
Alejandro Woss y Gil	ser humano	
Juan Isidro Jimenes	ser humano	
Cesáreo Guillermo	ser humano	
Eladio Victoria	ser humano	
Rafael Estrella Ureña	ser humano	
Ignacio María González	ser humano	
Gregorio Luperón	ser humano	
Wilson Delgado	ser humano	
Jesús Sánchez	ser humano	
Jonathan Faña	ser humano	
Angelo Encarnación	ser humano	
Ivan Almonte	ser humano	
Carlos Álvarez	página de desambiguación de nombres humanos	
Alberto Lois	ser humano	
embajador	rango diplomático, título de autoridad, cargo	jefe de misión, plenipotenciario
Villa Duarte	asentamiento	
Universidad Internacional de Florida	universidad pública, institución educativa pública de los Estados Unidos	
Anthony Rios	ser humano	
Héctor Trujillo	ser humano	
Jimmy Paredes	ser humano	
Quilvio Veras	ser humano	
Lucía Ramírez	ser humano	
Pedro Julio Nolasco	ser humano	
Robinson Canó	ser humano	
José Morbán	ser humano	
Julián Javier	ser humano	
Norberto Martín	ser humano	
Luis Alberti	ser humano	
Antonio Alfonseca	ser humano	
Antonio Guzmán	ser humano	
Antonio Imbert Barrera	ser humano	
Antonio Mesa	ser humano	
Antonio Morel	ser humano	
Luis Polonia	ser humano	
Juan Pérez	página de desambiguación de nombres humanos	
José Manuel Calderón	ser humano	
Félix Díaz	página de desambiguación de nombres humanos	
Gran Cruz, clase especial, del Mérito de La República Federal de Alemania	special class, grado de una orden	collar
actor pornográfico	ocupación	trabajador sexual, actor de cine
empresario	ocupación	
Villa Riva	municipio de la República Dominicana	
Esteban Peña Morell	ser humano	
Gran Cruz de la Orden de Isabel la Católica	grado de una orden	Gran Cruz
Josefina Baez	ser humano	
Andrés Santana	ser humano	
Gilda Jovine	ser humano	
Jorge Vásquez	ser humano	
Joaquín Benoit	ser humano	
Víctor Víctor	ser humano	
Wilfrido Vargas	ser humano	
Andújar Cedeño	ser humano	
Elvio Jiménez	ser humano	
Luis Flores	ser humano	
Juan Francisco Ordóñez	ser humano	
Garth Joseph	ser humano	
Bullumba Landestoy	ser humano	
Carlos Piantini	ser humano	
Esteban Germán	ser humano	
Alexi Ogando	ser humano	
Cristian Guzmán	ser humano	
Pedro Strop	ser humano	
Edwar Ramírez	ser humano	
Wily Mo Peña	ser humano	
actor de teatro	oficio del teatro	actor, theatre maker
participante en concursos de belleza	ocupación	animador, modelo, concursante
Anexo:Premios Ondas 1993	ceremonia de premiación	
Escuela Secundaria Norman Thomas	escuela secundaria superior	
Roseau	ciudad	
Dominica	país, país insular, estado soberano	
El Cercado	municipio de la República Dominicana	
Laguna Salada	municipio de la República Dominicana	
Melky Mesa	ser humano	
Adrián Beltré	ser humano	
Porfirio López	ser humano	
Bethania de la Cruz	ser humano	
José Ortiz	página de desambiguación de nombres humanos	
Hanley Ramírez	ser humano	
Ninón de Brouwer Lapeiretta	ser humano	
Melita Heredia	ser humano	
Erick Aybar	ser humano	
Wandy Rodríguez	ser humano	
Eduardo Núñez	ser humano	
Michael Pineda	ser humano	
Ramón Ramírez	ser humano	
Raúl Mondesí	ser humano	
Pedro Henríquez Ureña	ser humano	
Deivy Capellan Almonte	ser humano	
Vladimir Guerrero	ser humano	
Neftalí Féliz	ser humano	
Iván Nova	ser humano	
beisbolista profesional	profesión	beisbolista, atleta profesional
San José	ciudad, entidad territorial administrativa, gran ciudad, ciudad más grande	
Jugador Más Valioso		premio deportivo
Santiago Rodríguez	provincia de la República Dominicana	
Yaguate	municipio de la República Dominicana	
Don Gregorio	asentamiento	
Silver Slugger Award	distinción	
Raulín Rodríguez	ser humano	
Nelson Javier	ser humano	
El Cata	ser humano	
Nicolás Casimiro	ser humano	
Eulis Báez	ser humano	
Ada de la Cruz	ser humano	
Norlandy Tavera	ser humano	
Wellington Arias	ser humano	
William Encarnación	ser humano	
Junior Castillo	ser humano	
Papi Sánchez	ser humano	
Pipí Franco	ser humano	
Porfirio Herrera Báez	ser humano	
Príamo Pericles Tejeda Rosario	ser humano	
Gabriel Mercedes	ser humano	
Rafael Villanueva	ser humano	
Ramón Báez	ser humano	
Ramón Díaz Freeman	ser humano	
Ramón Mateo	ser humano	
Octavio Antonio Beras Rojas	ser humano	
badmintonista	profesión	deportista, jugador competitivo
compositor de canciones	profesión musical	compositor, autor
discjockey	ocupación, profesión musical	músico
funcionario	profesión, alto cargo, cargo	persona jurídica, burócrata, alto cargo, empleado público
taekwondista	profesión, ocupación	deportista
Real Conservatorio de Música	organización sin fines de lucro, conservatorio de música	
médico	profesión sanitaria, cargo, ocupación, profesión medicina, grupo de ocupaciones de la CIUO	profesional de la salud
ajedrecista	profesión	deportista, abstract game player, chess person, jugador de juego de tablero
cardenal	título, cargo, vocación católica	príncipe, clérigo católico
Wilber Burgos	ser humano	
Juan Batista	ser humano	
Esmailin Caridad	ser humano	
Ramón Troncoso	ser humano	
Juan Samuel	ser humano	
Eddy Rodríguez	ser humano	
Edinson Vólquez	ser humano	
Edwar Cabrera	ser humano	
Julio Lugo	ser humano	
Fernando Abad	ser humano	
Elián Herrera	ser humano	
Joaquín Arias	ser humano	
Elvin Ramírez	ser humano	
Elvis Contreras	ser humano	
Pedro Ciriaco	ser humano	
Enerio Del Rosario	ser humano	
Ervin Santana	ser humano	
Esmerling Vásquez	ser humano	
Esmil Rogers	ser humano	
Eugenio Vélez	ser humano	
Eury Pérez	ser humano	
Ronny Paulino	ser humano	
San José de Ocoa	provincia de la República Dominicana	
entrenador de béisbol	profesión	entrenador
gerente	profesión, cargo	empresario, gerente
Connors State College	institución educativa pública de los Estados Unidos	
Tamayo	página de desambiguación de Wikimedia	
Tomás de la Rosa	ser humano	
Luis Pérez	página de desambiguación de nombres humanos	
Juan Nicasio	ser humano	
Héctor Noesí	ser humano	
Humberto Sánchez	ser humano	
Fautino De Los Santos	ser humano	
Felipe Alou	ser humano	
Joel Carreño	ser humano	
Felton Messina	ser humano	
Wilin Rosario	ser humano	
Viketowers Herrera	ser humano	
Héctor Alexis Gómez	ser humano	
Fernando Martínez (beisbolista)	ser humano	
Fernando Tatis	ser humano	
Jordany Valdespin	ser humano	
Sidarka Núñez	ser humano	
Moisés Sierra	ser humano	
Manny Machado	ser humano	
Cindy Rondón	ser humano	
Francisco Antonio Salcedo	ser humano	
Esperanza	municipio de Filipinas	
mánager de béisbol	profesión	entrenador
ingeniero	profesión, cargo	trabajador
Universidad de Puerto Rico	universidad pública	
Río San Juan	página de desambiguación de Wikimedia	
Miami	ciudad de Estados Unidos	
Francisco Peguero	ser humano	
Rafael Alburquerque	ser humano	
Freddy Dolsi	ser humano	
Freddy Guzmán	ser humano	
Georges Jeanty	ser humano	
Gina Mambrú	ser humano	
Pablo Ozuna	ser humano	
Rafael Pérez	ser humano	
Santiago Casilla	ser humano	
Miguel Olivo	ser humano	
Pascual Pérez	ser humano	
Ju Lin	ser humano	
Pedro Féliz	ser humano	
Juan Salas	ser humano	
José Rijo	ser humano	
Luis Vizcaíno	ser humano	
Johnny Cueto	ser humano	
Miguel Batista	ser humano	
José Valverde	ser humano	
Greg Aquino	ser humano	
Vicepresidente de la República Dominicana	cargo público	vicepresidente
dibujante de historieta	profesión, ocupación	dibujante, historietista
Villa Vásquez	municipio de la República Dominicana	
Fujian	provincia de China	
poeta	profesión	escritor
Guillermo Mota	ser humano	
Jordan Norberto	ser humano	
Henry Rodríguez	página de desambiguación de nombres humanos	
Matty Alou	ser humano	
Henry Villar	ser humano	
Ramón Ortiz	ser humano	
Iván Tovar	ser humano	
Jairo Asencio	ser humano	
JeanPierre Torrell	ser humano	
Jean Segura	ser humano	
Jenrry Mejía	ser humano	
Plácido Polanco	ser humano	
Jeurys Familia	ser humano	
Jhonny Núñez	ser humano	
José Ceda	ser humano	
José Constanza	ser humano	
José Mesa	ser humano	
José Cáceres	ser humano	
José Offerman	ser humano	
José Vargas	ser humano	
Sabana Grande de Palenque	municipio de la República Dominicana	
Villenaved'Ornon	comuna francesa	
sacerdote	ocupación religiosa	clérigo
Francia	país, república, estado soberano	
Universidad de Montreal	university in Quebec, universidad pública de investigación	
Provincia de San Juan	página de desambiguación de Wikimedia	
Tábara Arriba	municipio de la República Dominicana	
San José de las Matas	municipio de la República Dominicana	
Pueblo Viejo	página de desambiguación de Wikimedia	
Universidad Estatal de Luisiana	Universidad de concesión de tierras, universidad pública, universidad de investigación, institución educativa pública de los Estados Unidos	
José Valdez	ser humano	
Juan Abreu (beisbolista)	ser humano	
Juan Bell	ser humano	
Juan Díaz	página de desambiguación de nombres humanos	
Juan Lara	ser humano	
Juan Temístocles Montás	ser humano	
Karla Echenique	ser humano	
Lavonne Idlette	ser humano	
Lendy Castillo	ser humano	
Luis Santana	ser humano	
Maikel Cleto	ser humano	
Manny Mota	ser humano	
Marcos Mateo	ser humano	
Julián Tavárez	ser humano	
Mariano Duncan	ser humano	
Mauro Alexis Gómez	ser humano	
Michael Martínez	ser humano	
Yeison Asencio	ser humano	
Carlos Amarante Baret	ser humano	
vallista	profesión	atleta
Las Matas de Santa Cruz	municipio de la República Dominicana	
Bandera Nacional de la República Dominicana	bandera nacional	
Edward Santana	ser humano	
Francisco Peña	ser humano	
Joëlle Schad	ser humano	
José Alfredo Dominguez	ser humano	
Danny Salazar	ser humano	
Luis Amado García	ser humano	
Eury De La Rosa	ser humano	
Jonathan Villar	ser humano	
Yaritza Reyes	ser humano	
Adrian Abreu	ser humano	
Rolando Gómez	ser humano	
Tjoe de Paula	ser humano	
Claudio Encarnacion Montero	ser humano	
Leandro Castro	ser humano	
Francesca Segarelli	ser humano	
Raoul Rizik	ser humano	
Abraham Almonte	ser humano	
Fausto Mata	ser humano	
Arquímedes Euclides Caminero Ordóñez	ser humano	
medalla de plata	distinción, categoría de un premio	segundo lugar, medalla de premio
