entidad,relacion,objeto,source_file
Adán Gordón,Fecha de defunción,1966-03-08,panama
Harold Cummings,Lugar de nacimiento,Ciudad de Panamá,panama
Harold Cummings,Ocupación,futbolista,panama
Harold Cummings,Ciudadanía,Panamá,panama
Harold Cummings,Fecha de nacimiento,1992-03-01,panama
Agustín Del Rosario,Lugar de nacimiento,Ciudad de Panamá,panama
Agustín Del Rosario,Ocupación,poeta,panama
Agustín Del Rosario,Ciudadanía,Panamá,panama
Agustín Del Rosario,Educado en,Universidad de Panamá,panama
Agustín Del Rosario,Fecha de nacimiento,1945-05-20,panama
Agustín Del Rosario,Fecha de defunción,2010-08-05,panama
Agustín Del Rosario,Ocupación,dramaturgo,panama
Agustín Del Rosario,Ocupación,pedagogo,panama
Agustín Del Rosario,Ocupación,crítico de arte,panama
Alberto Dutary,Lugar de nacimiento,Ciudad de Panamá,panama
Alberto Dutary,Ocupación,pintor,panama
Alberto Dutary,Ciudadanía,Panamá,panama
Alberto Dutary,Fecha de nacimiento,1928-01-01,panama
Alberto Dutary,Fecha de defunción,1997-01-01,panama
Alberto Dutary,Ocupación,dibujante,panama
Alberto Dutary,Fecha de nacimiento,1932-01-01,panama
Alberto Dutary,Fecha de defunción,1998-01-01,panama
Alberto S. Taylor,Ocupación,botánico,panama
Alberto S. Taylor,Ciudadanía,Panamá,panama
Alberto S. Taylor,Educado en,Universidad de Pensilvania en Indiana,panama
Alberto S. Taylor,Empleador,Universidad de Panamá,panama
Alberto S. Taylor,Fecha de nacimiento,1932-01-01,panama
Alberto S. Taylor,Educado en,Universidad de Panamá,panama
Alejandro Lagrotta,Ocupación,cantante,panama
Alejandro Lagrotta,Ciudadanía,Panamá,panama
Alejandro Lagrotta,Fecha de nacimiento,1975-12-05,panama
Alexander Andreve,Lugar de nacimiento,Ciudad de Panamá,panama
Alexander Andreve,Ocupación,futbolista,panama
Alexander Andreve,Ciudadanía,Panamá,panama
Alexander Andreve,Fecha de nacimiento,1987-04-26,panama
Alfredo Cantón,Lugar de nacimiento,Nuevo Emperador,panama
Alfredo Cantón,Ocupación,escritor,panama
Alfredo Cantón,Ciudadanía,Panamá,panama
Alfredo Cantón,Fecha de nacimiento,1910-06-09,panama
Alfredo Cantón,Fecha de defunción,1967-07-08,panama
Alfredo Cantón,Fecha de nacimiento,1910-09-06,panama
Alfredo Phillips,Lugar de nacimiento,Ciudad de Panamá,panama
Alfredo Phillips,Ocupación,futbolista,panama
Alfredo Phillips,Ciudadanía,Panamá,panama
Alfredo Phillips,Fecha de nacimiento,1988-10-30,panama
Amelia Denis de Icaza,Ocupación,escritor,panama
Amelia Denis de Icaza,Ciudadanía,Panamá,panama
Amelia Denis de Icaza,Fecha de nacimiento,1836-11-28,panama
Amelia Denis de Icaza,Fecha de defunción,1911-07-16,panama
Amelia Denis de Icaza,Ocupación,poeta,panama
Simón Urbina,Lugar de nacimiento,Ciudad de Colón,panama
Simón Urbina,Ocupación,compositor,panama
Simón Urbina,Ciudadanía,Panamá,panama
Simón Urbina,Fecha de nacimiento,1889-05-01,panama
Simón Urbina,Fecha de defunción,1974-07-20,panama
Simón Urbina,Ocupación,director de orquesta,panama
Améth Ramírez,Lugar de nacimiento,Ciudad de Panamá,panama
Améth Ramírez,Ocupación,futbolista,panama
Améth Ramírez,Ciudadanía,Panamá,panama
Améth Ramírez,Fecha de nacimiento,1993-06-19,panama
Ana Isabel Illueca,Lugar de nacimiento,Ciudad de Panamá,panama
Ana Isabel Illueca,Ocupación,escritor,panama
Ana Isabel Illueca,Ciudadanía,Panamá,panama
Ana Isabel Illueca,Fecha de nacimiento,1903-03-14,panama
Ana Isabel Illueca,Fecha de defunción,1994-09-25,panama
Ana Isabel Illueca,Ocupación,poeta,panama
Arysteides Turpana,Lugar de nacimiento,Río Azúcar,panama
Arysteides Turpana,Ocupación,escritor,panama
Arysteides Turpana,Ciudadanía,Panamá,panama
Arysteides Turpana,Educado en,Universidad Federal de Bahía,panama
Arysteides Turpana,Fecha de nacimiento,1943-12-24,panama
Arysteides Turpana,Fecha de defunción,2020-10-13,panama
Arysteides Turpana,Ocupación,profesor,panama
Arysteides Turpana,Ocupación,poeta,panama
Arysteides Turpana,Educado en,Universidad de Panamá,panama
Ciudad de Panamá,jefe de gobierno,Mayer Mizrachi,panama
Ciudad de Panamá,país,Panamá,panama
Ciudad de Panamá,instancia de,ciudad,panama
Ciudad de Panamá,instancia de,gran ciudad,panama
Ciudad de Panamá,instancia de,área metropolitana,panama
poeta,instancia de,profesión,panama
poeta,subclase de,escritor,panama
poeta,ámbito de la ocupación,poesía,panama
poeta,categoría principal del tema,Categoría:Poetas,panama
Panamá,forma parte de,América Latina,panama
Panamá,forma parte de,América Central,panama
Panamá,forma parte de,América Central continental,panama
Panamá,forma parte de,Anexo:Paraísos fiscales según la Unión Europea,panama
futbolista,instancia de,profesión,panama
futbolista,instancia de,ocupación,panama
futbolista,subclase de,jugador competitivo,panama
futbolista,subclase de,Jugador de fútbol,panama
México,miembro de,Organización de las Naciones Unidas,panama
México,miembro de,Mercosur,panama
México,miembro de,Movimiento Internacional de la Cruz Roja y de la Media Luna Roja,panama
México,miembro de,UNESCO,panama
México,miembro de,Organización Mundial de la Salud,panama
químico,lista de interés para el proyecto Wikimedia,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida,panama
químico,elemento ejemplo,Marie Curie,panama
químico,categoría que contiene subcategorías epónimas,Categoría:Categorías de químicos,panama
químico,categoría relacionada,Categoría:Ingenieros químicos,panama
químico,instancia de,profesión,panama
Universidad de Panamá,categoría para las personas que estudiaron en esta institución,Categoría:Alumnado de la Universidad de Panamá,panama
Universidad de Panamá,país,Panamá,panama
Universidad de Panamá,instancia de,universidad,panama
Universidad de Panamá,situado en la entidad territorial administrativa,Ciudad de Panamá,panama
Universidad de Panamá,miembro de,Consejo Superior Universitario Centroamericano,panama
político,instancia de,profesión,panama
político,instancia de,frecuentemente,panama
político,subclase de,profesional,panama
político,ámbito de la ocupación,política,panama
político,categoría principal del tema,Categoría:Políticos,panama
Parita,país,Panamá,panama
Parita,instancia de,Comunidad de Panamá,panama
Parita,situado en la entidad territorial administrativa,Parita,panama
Parita,capital de,Parita,panama
escritor,instancia de,profesión,panama
escritor,instancia de,ocupación,panama
escritor,subclase de,autor,panama
escritor,subclase de,artista,panama
nadador,instancia de,ocupación,panama
nadador,subclase de,deportista,panama
nadador,ámbito de la ocupación,natación,panama
pintor,instancia de,ocupación,panama
pintor,instancia de,profesión artística,panama
pintor,subclase de,artista visual,panama
pintor,santo patrón,Lucas el Evangelista,panama
pintor,ámbito de la ocupación,pintura,panama
botánico,instancia de,profesión,panama
botánico,subclase de,biólogo,panama
botánico,ámbito de la ocupación,botánica,panama
botánico,categoría principal del tema,Categoría:Botánicos,panama
botánico,plantilla principal del tema,Plantilla:Botánico,panama
Universidad de Pensilvania en Indiana,calendario académico,semestre,panama
Universidad de Pensilvania en Indiana,país,Estados Unidos,panama
Universidad de Pensilvania en Indiana,instancia de,universidad,panama
Universidad de Pensilvania en Indiana,instancia de,institución educativa pública de los Estados Unidos,panama
Universidad de Pensilvania en Indiana,situado en la entidad territorial administrativa,Pensilvania,panama
cantante,instancia de,grupo de ocupaciones de la CIUO,panama
cantante,instancia de,ocupación en la música,panama
cantante,subclase de,músico,panama
cantante,ámbito de la ocupación,canto,panama
Nuevo Emperador,país,Panamá,panama
Nuevo Emperador,instancia de,Comunidad de Panamá,panama
Nuevo Emperador,situado en la entidad territorial administrativa,Arraiján,panama
Ciudad de Colón,jefe de gobierno,Federico Policani,panama
Ciudad de Colón,país,Panamá,panama
Ciudad de Colón,instancia de,ciudad,panama
Ciudad de Colón,instancia de,gran ciudad,panama
Ciudad de Colón,situado en la entidad territorial administrativa,Provincia de Colón,panama
compositor,instancia de,ocupación,panama
compositor,instancia de,profesión musical,panama
compositor,subclase de,autor,panama
compositor,subclase de,músico,panama
compositor,santo patrón,Cecilia de Roma,panama
Río Azúcar,país,Panamá,panama
Río Azúcar,instancia de,isla,panama
Río Azúcar,instancia de,localidad,panama
Río Azúcar,situado en la entidad territorial administrativa,Guna Yala,panama
Universidad Federal de Bahía,país,Brasil,panama
Universidad Federal de Bahía,instancia de,editor de acceso abierto,panama
Universidad Federal de Bahía,situado en la entidad territorial administrativa,Salvador,panama
Universidad Federal de Bahía,ubicación de la sede,Salvador,panama
Bolívar Urrutia Parrilla,Lugar de nacimiento,Las Tablas,panama
Bolívar Urrutia Parrilla,Ocupación,político,panama
Bolívar Urrutia Parrilla,Ciudadanía,Panamá,panama
Bolívar Urrutia Parrilla,Fecha de nacimiento,1918-12-01,panama
Bolívar Urrutia Parrilla,Fecha de defunción,2005-06-02,panama
Herasto Reyes,Ocupación,escritor,panama
Herasto Reyes,Ciudadanía,Panamá,panama
Herasto Reyes,Educado en,Universidad de Panamá,panama
Herasto Reyes,Fecha de nacimiento,1952-10-10,panama
Herasto Reyes,Fecha de defunción,2005-01-01,panama
Herasto Reyes,Ocupación,político,panama
Herasto Reyes,Ocupación,periodista,panama
Buenaventura Correoso,Ocupación,militar,panama
Buenaventura Correoso,Ciudadanía,Panamá,panama
Buenaventura Correoso,Fecha de nacimiento,1831-07-14,panama
Buenaventura Correoso,Fecha de defunción,1911-01-12,panama
Buenaventura Correoso,Ocupación,educador,panama
Carlos Oriel Wynter Melo,Lugar de nacimiento,Ciudad de Panamá,panama
Carlos Oriel Wynter Melo,Ocupación,escritor,panama
Carlos Oriel Wynter Melo,Ciudadanía,Panamá,panama
Carlos Oriel Wynter Melo,Fecha de nacimiento,1971-01-01,panama
Catherine,Ocupación,cantante,panama
Catherine,Ciudadanía,Panamá,panama
Catherine,Fecha de nacimiento,1985-09-15,panama
Diógenes Cedeño Cenci,Ocupación,político,panama
Diógenes Cedeño Cenci,Ciudadanía,Panamá,panama
Diógenes Cedeño Cenci,Fecha de nacimiento,1927-03-06,panama
Diógenes Cedeño Cenci,Fecha de defunción,2010-06-23,panama
Diógenes Cedeño Cenci,Ocupación,educador,panama
Chantal Martínez,Lugar de nacimiento,David,panama
Chantal Martínez,Ocupación,boxeador,panama
Chantal Martínez,Ciudadanía,Panamá,panama
Chantal Martínez,Fecha de nacimiento,1990-12-28,panama
Chavelita Pinzón,Lugar de nacimiento,Panamá,panama
Chavelita Pinzón,Ocupación,cantante,panama
Chavelita Pinzón,Ciudadanía,Panamá,panama
Chavelita Pinzón,Educado en,Universidad de Panamá,panama
Chavelita Pinzón,Fecha de nacimiento,1931-02-13,panama
Chavelita Pinzón,Fecha de defunción,2024-03-18,panama
Chavelita Pinzón,Ocupación,folclorista,panama
Cienfue,Ocupación,cantante,panama
Cienfue,Ciudadanía,Panamá,panama
Cienfue,Fecha de nacimiento,2000-01-01,panama
Damián Castillo Durán,Ocupación,político,panama
Damián Castillo Durán,Ciudadanía,Panamá,panama
Damián Castillo Durán,Fecha de nacimiento,1926-04-14,panama
Damián Castillo Durán,Fecha de defunción,2011-07-01,panama
Danger Man,Lugar de nacimiento,Ancón,panama
Danger Man,Ciudadanía,Panamá,panama
Danger Man,Fecha de nacimiento,1972-12-08,panama
Danger Man,Fecha de defunción,2008-02-21,panama
Demetrio Herrera Sevillano,Lugar de nacimiento,Ciudad de Panamá,panama
Demetrio Herrera Sevillano,Ocupación,escritor,panama
Demetrio Herrera Sevillano,Ciudadanía,Panamá,panama
Demetrio Herrera Sevillano,Fecha de nacimiento,1902-11-27,panama
Demetrio Herrera Sevillano,Fecha de defunción,1950-10-09,panama
Demetrio Herrera Sevillano,Ocupación,poeta,panama
Demetrio Korsi,Lugar de nacimiento,Ciudad de Panamá,panama
Demetrio Korsi,Ocupación,poeta,panama
Demetrio Korsi,Ciudadanía,Panamá,panama
Demetrio Korsi,Fecha de nacimiento,1899-01-13,panama
Demetrio Korsi,Fecha de defunción,1957-10-30,panama
Demetrio Korsi,Ocupación,diplomático,panama
Demetrio Korsi,Ocupación,periodista,panama
Erika Ender,Lugar de nacimiento,Ciudad de Panamá,panama
Erika Ender,Ocupación,actor,panama
Erika Ender,Ciudadanía,Panamá,panama
Erika Ender,Premio recibido,Premio Grammy Latino a la canción del año,panama
Erika Ender,Fecha de nacimiento,1974-12-21,panama
Erika Ender,Ocupación,cantante,panama
Erika Ender,Ocupación,cantautor,panama
Erika Ender,Ocupación,filántropo,panama
Erika Ender,Premio recibido,Pabellón de la Fama de los Compositores Latinos,panama
Erika Ender,Premio recibido,Leading Ladies of Entertainment,panama
Dimitri Sucre Benjamin,Lugar de nacimiento,Ciudad de Panamá,panama
Dimitri Sucre Benjamin,Ocupación,recolector de plantas,panama
Dimitri Sucre Benjamin,Ciudadanía,Brasil,panama
Dimitri Sucre Benjamin,Fecha de nacimiento,1936-01-01,panama
Dimitri Sucre Benjamin,Fecha de defunción,2000-08-28,panama
Dimitri Sucre Benjamin,Ocupación,botánico,panama
Dimitri Sucre Benjamin,Ciudadanía,Panamá,panama
Manuel María Ayala,Lugar de nacimiento,Chepo,panama
Manuel María Ayala,Ocupación,escritor,panama
Manuel María Ayala,Ciudadanía,Panamá,panama
Manuel María Ayala,Fecha de nacimiento,1800-10-13,panama
Manuel María Ayala,Fecha de defunción,1838-01-01,panama
Manuel María Ayala,Ocupación,militar,panama
Manuel María Ayala,Ocupación,tesorero,panama
Diógenes de la Rosa,Lugar de nacimiento,Ciudad de Panamá,panama
Diógenes de la Rosa,Ocupación,político,panama
Diógenes de la Rosa,Ciudadanía,Panamá,panama
Diógenes de la Rosa,Fecha de nacimiento,1904-01-01,panama
Diógenes de la Rosa,Fecha de defunción,1998-01-01,panama
Diógenes de la Rosa,Ocupación,diplomático,panama
Diógenes de la Rosa,Ocupación,periodista,panama
Diógenes de la Rosa,Fecha de nacimiento,1904-01-26,panama
Diógenes de la Rosa,Fecha de defunción,1998-07-19,panama
Dolores Caballero Núñez,Ocupación,político,panama
Dolores Caballero Núñez,Ciudadanía,España,panama
Dolores Caballero Núñez,Fecha de nacimiento,1890-12-09,panama
Dolores Caballero Núñez,Fecha de defunción,1948-01-01,panama
Dolores Caballero Núñez,Ciudadanía,Panamá,panama
Dora Pérez de Zárate,Lugar de nacimiento,Ciudad de Panamá,panama
Dora Pérez de Zárate,Ocupación,escritor,panama
Dora Pérez de Zárate,Ciudadanía,Panamá,panama
Dora Pérez de Zárate,Educado en,Universidad de Panamá,panama
Dora Pérez de Zárate,Fecha de nacimiento,1912-03-09,panama
Dora Pérez de Zárate,Fecha de defunción,2001-03-29,panama
Dora Pérez de Zárate,Ocupación,poeta,panama
Edgar Soberón Torchia,Lugar de nacimiento,Panamá,panama
Edgar Soberón Torchia,Ocupación,actor,panama
Edgar Soberón Torchia,Ciudadanía,Panamá,panama
Edgar Soberón Torchia,Educado en,Escuela Internacional de Cine y Televisión,panama
Edgar Soberón Torchia,Empleador,Escuela Internacional de Cine y Televisión,panama
Edgar Soberón Torchia,Fecha de nacimiento,1951-02-06,panama
Edgar Soberón Torchia,Ocupación,escritor,panama
Edgar Soberón Torchia,Ocupación,director de teatro,panama
Edgar Soberón Torchia,Educado en,Universidad Interamericana de Puerto Rico,panama
Edgar Soberón Torchia,Educado en,Talleres Varan,panama
Edgar Soberón Torchia,Empleador,Universidad Veritas,panama
Las Tablas,país,Panamá,panama
Las Tablas,instancia de,ciudad,panama
Las Tablas,instancia de,Comunidad de Panamá,panama
Las Tablas,situado en la entidad territorial administrativa,Provincia de Los Santos,panama
militar,instancia de,profesión,panama
militar,instancia de,ocupación,panama
militar,subclase de,empleado,panama
militar,subclase de,guerrero,panama
militar,opuesto a,civil,panama
educador,instancia de,profesión,panama
educador,subclase de,personal educativo,panama
educador,subclase de,profesionales de la enseñanza,panama
educador,ámbito de la ocupación,educación,panama
educador,ámbito de la ocupación,enseñanza,panama
David,país,Panamá,panama
David,instancia de,ciudad,panama
David,instancia de,gran ciudad,panama
David,instancia de,Comunidad de Panamá,panama
David,situado en la entidad territorial administrativa,Distrito de David,panama
boxeador,instancia de,profesión,panama
boxeador,subclase de,deportista,panama
boxeador,subclase de,artista marcial,panama
boxeador,ámbito de la ocupación,boxeo,panama
boxeador,ámbito de la ocupación,boxeo aficionado,panama
Ancón,país,Panamá,panama
Ancón,instancia de,Comunidad de Panamá,panama
Ancón,situado en la entidad territorial administrativa,Distrito de Panamá,panama
actor,instancia de,profesión,panama
actor,instancia de,ocupación,panama
actor,instancia de,grupo de ocupaciones de la CIUO,panama
actor,subclase de,artista escénico,panama
Premio Grammy Latino a la canción del año,país,Estados Unidos,panama
Premio Grammy Latino a la canción del año,instancia de,categoría de un premio,panama
Premio Grammy Latino a la canción del año,forma parte de,Premios Grammy Latinos,panama
recolector de plantas,instancia de,ocupación,panama
recolector de plantas,subclase de,recolector científico,panama
recolector de plantas,ámbito de la ocupación,botánica,panama
recolector de plantas,ámbito de la ocupación,coleccionismo de plantas,panama
Brasil,comparte fronteras con,Uruguay,panama
Brasil,comparte fronteras con,Francia,panama
Brasil,comparte fronteras con,Argentina,panama
Brasil,comparte fronteras con,Perú,panama
Brasil,comparte fronteras con,Venezuela,panama
Chepo,país,Panamá,panama
Chepo,instancia de,Comunidad de Panamá,panama
Chepo,situado en la entidad territorial administrativa,Chepo,panama
España,jefe de gobierno,Pedro Sánchez,panama
España,continente,Europa,panama
España,instancia de,país,panama
España,instancia de,Estado nación,panama
España,instancia de,reino,panama
Escuela Internacional de Cine y Televisión,país,Cuba,panama
Escuela Internacional de Cine y Televisión,instancia de,escuela de cine,panama
Escuela Internacional de Cine y Televisión,situado en la entidad territorial administrativa,San Antonio de los Baños,panama
Escuela Internacional de Cine y Televisión,premio recibido,Orden del Mérito Cultural,panama
Eduard Benitez,Lugar de nacimiento,La Chorrera,panama
Eduard Benitez,Ocupación,futbolista,panama
Eduard Benitez,Ciudadanía,Panamá,panama
Eduard Benitez,Fecha de nacimiento,1991-11-19,panama
Eduardo Charpentier de Castro,Lugar de nacimiento,Ciudad de Panamá,panama
Eduardo Charpentier de Castro,Ocupación,compositor,panama
Eduardo Charpentier de Castro,Ciudadanía,Panamá,panama
Eduardo Charpentier de Castro,Fecha de nacimiento,1927-03-12,panama
Eduardo Charpentier de Castro,Fecha de defunción,2019-07-13,panama
Eduardo Charpentier de Castro,Ocupación,director de orquesta,panama
Eduardo Charpentier de Castro,Ocupación,flautista,panama
Eduardo Charpentier de Castro,Ocupación,profesor de música,panama
Eduardo Jiménez,Lugar de nacimiento,Ciudad de Panamá,panama
Eduardo Jiménez,Ocupación,futbolista,panama
Eduardo Jiménez,Ciudadanía,Panamá,panama
Eduardo Jiménez,Fecha de nacimiento,1986-02-01,panama
Elsie Alvarado de Ricord,Lugar de nacimiento,David,panama
Elsie Alvarado de Ricord,Ocupación,escritor,panama
Elsie Alvarado de Ricord,Ciudadanía,Panamá,panama
Elsie Alvarado de Ricord,Educado en,Universidad de Panamá,panama
Elsie Alvarado de Ricord,Premio recibido,Grand Officer of Order of Manuel Amador Guerrero,panama
Elsie Alvarado de Ricord,Fecha de nacimiento,1928-03-23,panama
Elsie Alvarado de Ricord,Fecha de defunción,2005-05-18,panama
Elsie Alvarado de Ricord,Ocupación,poeta,panama
Enrique Jaramillo Levi,Lugar de nacimiento,Ciudad de Colón,panama
Enrique Jaramillo Levi,Ocupación,escritor,panama
Enrique Jaramillo Levi,Ciudadanía,Panamá,panama
Enrique Jaramillo Levi,Educado en,Universidad de Panamá,panama
Enrique Jaramillo Levi,Empleador,Universidad de Panamá,panama
Enrique Jaramillo Levi,Fecha de nacimiento,1944-12-11,panama
Enrique Jaramillo Levi,Ocupación,poeta,panama
Eric Hughes,Lugar de nacimiento,La Chorrera,panama
Eric Hughes,Ocupación,futbolista,panama
Eric Hughes,Ciudadanía,Panamá,panama
Eric Hughes,Fecha de nacimiento,1986-07-11,panama
Ernesto Jaén Guardia,Ocupación,político,panama
Ernesto Jaén Guardia,Ciudadanía,Panamá,panama
Ernesto Jaén Guardia,Fecha de nacimiento,1895-11-27,panama
Ernesto Jaén Guardia,Fecha de defunción,1961-04-18,panama
Pedro J. Sosa,Lugar de nacimiento,Ciudad de Panamá,panama
Pedro J. Sosa,Ocupación,ingeniero,panama
Pedro J. Sosa,Ciudadanía,Panamá,panama
Pedro J. Sosa,Fecha de nacimiento,1851-05-19,panama
Pedro J. Sosa,Fecha de defunción,1898-07-04,panama
Esther Neira de Calvo,Lugar de nacimiento,Penonomé,panama
Esther Neira de Calvo,Ocupación,político,panama
Esther Neira de Calvo,Ciudadanía,Panamá,panama
Esther Neira de Calvo,Fecha de nacimiento,1890-05-01,panama
Esther Neira de Calvo,Fecha de defunción,1978-03-24,panama
Esther Neira de Calvo,Ocupación,educador,panama
Esther Neira de Calvo,Ocupación,activista por los derechos de las mujeres,panama
Eusebio Antonio Morales,Lugar de nacimiento,Bolívar,panama
Eusebio Antonio Morales,Ocupación,abogado,panama
Eusebio Antonio Morales,Ciudadanía,Panamá,panama
Eusebio Antonio Morales,Fecha de nacimiento,1865-01-01,panama
Eusebio Antonio Morales,Fecha de defunción,1929-02-08,panama
Eusebio Antonio Morales,Fecha de nacimiento,1865-02-05,panama
Eustaciano Arias,Ocupación,deportista,panama
Eustaciano Arias,Ciudadanía,Panamá,panama
Eustaciano Arias,Fecha de nacimiento,1981-01-01,panama
Gil Colunje,Lugar de nacimiento,Ciudad de Panamá,panama
Gil Colunje,Ocupación,escritor,panama
Gil Colunje,Ciudadanía,Colombia,panama
Gil Colunje,Fecha de nacimiento,1831-09-01,panama
Gil Colunje,Fecha de defunción,1899-01-06,panama
Gil Colunje,Ocupación,poeta,panama
Gil Colunje,Ocupación,político,panama
Gil Colunje,Ocupación,periodista,panama
Gil Colunje,Ocupación,novelista,panama
Gil Colunje,Ciudadanía,Panamá,panama
Giovanna Benedetti,Lugar de nacimiento,Ciudad de Panamá,panama
Giovanna Benedetti,Ocupación,poeta,panama
Giovanna Benedetti,Ciudadanía,Panamá,panama
Giovanna Benedetti,Educado en,Universidad Autónoma de Barcelona,panama
Giovanna Benedetti,Fecha de nacimiento,1949-01-01,panama
Giovanna Benedetti,Ocupación,escultor,panama
Giovanna Benedetti,Educado en,Universidad de Panamá,panama
Gringo el Original,Ocupación,cantante,panama
Gringo el Original,Ciudadanía,Panamá,panama
Gringo el Original,Fecha de nacimiento,1968-10-16,panama
Gumercinda Páez,Lugar de nacimiento,Ciudad de Panamá,panama
Gumercinda Páez,Ocupación,político,panama
Gumercinda Páez,Ciudadanía,Panamá,panama
Gumercinda Páez,Educado en,Universidad de Panamá,panama
Gumercinda Páez,Fecha de nacimiento,1910-01-13,panama
Gumercinda Páez,Fecha de defunción,1991-01-01,panama
Gumercinda Páez,Ocupación,suffragette,panama
Japanese,Lugar de nacimiento,Ciudad de Colón,panama
Japanese,Ocupación,cantante,panama
Japanese,Ciudadanía,Panamá,panama
Japanese,Fecha de nacimiento,1973-03-09,panama
Javier Alvarado,Lugar de nacimiento,Santiago de Veraguas,panama
Javier Alvarado,Ocupación,escritor,panama
Javier Alvarado,Ciudadanía,Panamá,panama
Javier Alvarado,Educado en,Universidad de Panamá,panama
Javier Alvarado,Premio recibido,Concurso Nacional de Literatura Ricardo Miró,panama
Javier Alvarado,Fecha de nacimiento,1982-08-28,panama
Javier Alvarado,Ocupación,poeta,panama
Javier Alvarado,Premio recibido,Premio Centroamericano de Literatura Rogelio Sinán,panama
Javier Alvarado,Premio recibido,Premio Nacional de Poesía Gustavo Batista Cedeño,panama
Javier Alvarado,Premio recibido,premio Internacional de Poesía Rubén Darío,panama
Javier Romero Hernández,Ocupación,escritor,panama
Javier Romero Hernández,Ciudadanía,Panamá,panama
Javier Romero Hernández,Fecha de nacimiento,1983-09-02,panama
Javier Romero Hernández,Ocupación,poeta,panama
Jean McLean,Lugar de nacimiento,Ciudad de Panamá,panama
Jean McLean,Ocupación,futbolista,panama
Jean McLean,Ciudadanía,Panamá,panama
Jean McLean,Fecha de nacimiento,1984-01-16,panama
Jeptha Brawner Duncan Guillén-Arosemena,Ocupación,político,panama
Jeptha Brawner Duncan Guillén-Arosemena,Ciudadanía,Panamá,panama
Jeptha Brawner Duncan Guillén-Arosemena,Educado en,Sorbonne Universidad de París,panama
Jeptha Brawner Duncan Guillén-Arosemena,Fecha de nacimiento,1885-02-20,panama
Jeptha Brawner Duncan Guillén-Arosemena,Fecha de defunción,1978-08-23,panama
La Chorrera,país,Panamá,panama
La Chorrera,instancia de,ciudad,panama
La Chorrera,situado en la entidad territorial administrativa,Provincia de Panamá Oeste,panama
La Chorrera,capital de,Provincia de Panamá Oeste,panama
ingeniero,categoría relacionada,Categoría:Ingenieros químicos,panama
ingeniero,instancia de,profesión,panama
ingeniero,instancia de,cargo,panama
ingeniero,elemento operado,producto,panama
Penonomé,país,Panamá,panama
Penonomé,instancia de,ciudad,panama
Penonomé,instancia de,Comunidad de Panamá,panama
Penonomé,situado en la entidad territorial administrativa,Provincia de Coclé,panama
Penonomé,categoría principal del tema,Categoría:Penonomé,panama
Bolívar,país,Colombia,panama
Bolívar,instancia de,departamento de Colombia,panama
Bolívar,comparte fronteras con,Antioquia,panama
Bolívar,comparte fronteras con,Magdalena,panama
Bolívar,comparte fronteras con,Atlántico,panama
abogado,instancia de,profesión jurídica,panama
abogado,subclase de,jurista,panama
abogado,santo patrón,Catalina de Alejandría,panama
abogado,santo patrón,Alfonso María de Ligorio,panama
abogado,santo patrón,Raimundo de Peñafort,panama
deportista,instancia de,profesión,panama
