entidad,relacion,objeto,source_file
Academia Militar de la Armada Bolivariana,país,Venezuela,venezuela
Academia Militar de la Armada Bolivariana,instancia de,universidad,venezuela
Academia Militar de la Armada Bolivariana,instancia de,academia militar,venezuela
Academia Militar de la Armada Bolivariana,organización matriz,Universidad Militar Bolivariana de Venezuela,venezuela
Fuerza Armada Nacional Bolivariana,país,Venezuela,venezuela
Fuerza Armada Nacional Bolivariana,instancia de,fuerzas armadas,venezuela
Fuerza Armada Nacional Bolivariana,situado en la entidad territorial administrativa,Venezuela,venezuela
Fuerza Armada Nacional Bolivariana,ubicación de la sede,Caracas,venezuela
Fuerza Armada Nacional Bolivariana,ubicación de la sede,Mérida,venezuela
Salomón Rondón,Lugar de nacimiento,Caracas,venezuela
Salomón Rondón,Ocupación,futbolista,venezuela
Salomón Rondón,Ciudadanía,Venezuela,venezuela
Salomón Rondón,Fecha de nacimiento,1989-09-16,venezuela
Caracas,jefe de gobierno,Helen Fernández,venezuela
Caracas,jefe de gobierno,Alí Mansour Landaeta,venezuela
Caracas,país,Venezuela,venezuela
Caracas,instancia de,ciudad,venezuela
Caracas,instancia de,capital federal,venezuela
futbolista,instancia de,profesión,venezuela
futbolista,instancia de,ocupación,venezuela
futbolista,subclase de,jugador competitivo,venezuela
futbolista,subclase de,Jugador de fútbol,venezuela
Pastor Maldonado,Lugar de nacimiento,Maracay,venezuela
Pastor Maldonado,Ocupación,piloto de automovilismo,venezuela
Pastor Maldonado,Ciudadanía,Venezuela,venezuela
Pastor Maldonado,Fecha de nacimiento,1985-03-09,venezuela
Pastor Maldonado,Ocupación,piloto de Fórmula Uno,venezuela
Wilhelm Lehmann,Lugar de nacimiento,Puerto Cabello,venezuela
Wilhelm Lehmann,Ocupación,escritor,venezuela
Wilhelm Lehmann,Ciudadanía,Alemania,venezuela
Wilhelm Lehmann,Miembro de,Academia de las Ciencias y las Letras de Maguncia,venezuela
Wilhelm Lehmann,Premio recibido,Premio Schiller Memorial,venezuela
Wilhelm Lehmann,Fecha de nacimiento,1882-05-04,venezuela
Wilhelm Lehmann,Fecha de defunción,1968-11-17,venezuela
Wilhelm Lehmann,Ocupación,poeta,venezuela
Wilhelm Lehmann,Premio recibido,Cruz de Comendador de la Orden del Mérito de la República Federal Alemana,venezuela
Wilhelm Lehmann,Premio recibido,Culture and Science Award of the City of Kiel,venezuela
Wilhelm Lehmann,Ciudadanía,Venezuela,venezuela
Wilhelm Lehmann,Miembro de,Academia Alemana de Lengua y Literatura,venezuela
Wilhelm Lehmann,Miembro de,Academia Bávara de Bellas Artes,venezuela
Henri Pittier,Lugar de nacimiento,Bex,venezuela
Henri Pittier,Ocupación,naturalista,venezuela
Henri Pittier,Ciudadanía,Estados Unidos,venezuela
Henri Pittier,Educado en,Universidad de Jena,venezuela
Henri Pittier,Fecha de nacimiento,1857-08-13,venezuela
Henri Pittier,Fecha de defunción,1950-01-27,venezuela
Henri Pittier,Ocupación,ingeniero,venezuela
Henri Pittier,Ocupación,recolector de plantas,venezuela
Henri Pittier,Ocupación,botánico,venezuela
Henri Pittier,Ciudadanía,Suiza,venezuela
Henri Pittier,Ciudadanía,Venezuela,venezuela
Henri Pittier,Educado en,Universidad de Lausana,venezuela
"Carlos ""Morocho"" Hernández",Lugar de nacimiento,Caracas,venezuela
"Carlos ""Morocho"" Hernández",Ocupación,boxeador,venezuela
"Carlos ""Morocho"" Hernández",Ciudadanía,Venezuela,venezuela
"Carlos ""Morocho"" Hernández",Fecha de nacimiento,1940-04-21,venezuela
"Carlos ""Morocho"" Hernández",Fecha de defunción,2016-07-02,venezuela
Inocente Carreño,Lugar de nacimiento,Isla de Margarita,venezuela
Inocente Carreño,Ocupación,compositor,venezuela
Inocente Carreño,Ciudadanía,Venezuela,venezuela
Inocente Carreño,Obra notable,himno de la municipalidad de Baruta,venezuela
Inocente Carreño,Fecha de nacimiento,1919-12-28,venezuela
Inocente Carreño,Fecha de defunción,2016-06-29,venezuela
Maracay,país,Venezuela,venezuela
Maracay,instancia de,ciudad,venezuela
Maracay,instancia de,gran ciudad,venezuela
Maracay,situado en la entidad territorial administrativa,Municipio Girardot,venezuela
Maracay,ciudad hermana,San Juan de Terranova,venezuela
piloto de automovilismo,instancia de,profesión,venezuela
piloto de automovilismo,instancia de,ocupación,venezuela
piloto de automovilismo,elemento operado,automóvil de carreras,venezuela
piloto de automovilismo,subclase de,piloto de carreras,venezuela
piloto de automovilismo,ámbito de la ocupación,automovilismo,venezuela
piloto de Fórmula Uno,instancia de,profesión,venezuela
piloto de Fórmula Uno,subclase de,piloto de automovilismo,venezuela
piloto de Fórmula Uno,ámbito de la ocupación,Fórmula 1,venezuela
piloto de Fórmula Uno,categoría principal del tema,Categoría:Pilotos de Fórmula 1,venezuela
piloto de Fórmula Uno,plantilla principal del tema,Plantilla:Ficha de piloto de Fórmula 1,venezuela
escritor,instancia de,profesión,venezuela
escritor,instancia de,ocupación,venezuela
escritor,subclase de,autor,venezuela
escritor,subclase de,artista,venezuela
Alemania,miembro de,Organización para la Cooperación y el Desarrollo Económico,venezuela
Alemania,miembro de,Organismo Internacional de Energía Atómica,venezuela
Alemania,miembro de,Agencia Espacial Europea,venezuela
Alemania,miembro de,Programa de exención de visa,venezuela
Alemania,miembro de,Organización Internacional del Trabajo,venezuela
Academia de las Ciencias y las Letras de Maguncia,forma jurídica,Körperschaft des öffentlichen Rechts,venezuela
Academia de las Ciencias y las Letras de Maguncia,idioma usado,alemán,venezuela
Academia de las Ciencias y las Letras de Maguncia,país,Alemania,venezuela
Academia de las Ciencias y las Letras de Maguncia,instancia de,organización,venezuela
Premio Schiller Memorial,país,Alemania,venezuela
Premio Schiller Memorial,instancia de,premio literario,venezuela
Premio Schiller Memorial,nombrado en referencia a,Friedrich Schiller,venezuela
Bex,jefe de gobierno,Pierre Rochat,venezuela
Bex,país,Suiza,venezuela
Bex,instancia de,gemeinde de Suiza,venezuela
Bex,idioma oficial,francés,venezuela
Bex,situado en la entidad territorial administrativa,Distrito de Aigle,venezuela
naturalista,instancia de,profesión,venezuela
naturalista,instancia de,cargo,venezuela
naturalista,instancia de,ocupación,venezuela
naturalista,subclase de,científico,venezuela
naturalista,santo patrón,Alberto Magno,venezuela
Universidad de Jena,país,Alemania,venezuela
Universidad de Jena,instancia de,universidad pública,venezuela
Universidad de Jena,instancia de,colección,venezuela
Universidad de Jena,fundador,Juan Federico II de Sajonia-Gotha,venezuela
boxeador,instancia de,profesión,venezuela
boxeador,subclase de,deportista,venezuela
boxeador,subclase de,artista marcial,venezuela
boxeador,ámbito de la ocupación,boxeo,venezuela
boxeador,ámbito de la ocupación,boxeo aficionado,venezuela
Isla de Margarita,país,Venezuela,venezuela
Isla de Margarita,continente,América del Sur,venezuela
Isla de Margarita,instancia de,isla,venezuela
Isla de Margarita,himno,Himno del Estado Nueva Esparta,venezuela
Isla de Margarita,situado en la entidad territorial administrativa,Dependencias Federales,venezuela
compositor,instancia de,ocupación,venezuela
compositor,instancia de,profesión musical,venezuela
compositor,subclase de,autor,venezuela
compositor,subclase de,músico,venezuela
compositor,santo patrón,Cecilia de Roma,venezuela
himno de la municipalidad de Baruta,instancia de,himno regional,venezuela
himno de la municipalidad de Baruta,instancia de,obra de composición musical,venezuela
himno de la municipalidad de Baruta,música de,Inocente Carreño,venezuela
himno de la municipalidad de Baruta,país de origen,Venezuela,venezuela
himno de la municipalidad de Baruta,forma artística,canción,venezuela
César Ramón Ortega Herrera,Lugar de nacimiento,Yaracuy,venezuela
César Ramón Ortega Herrera,Ocupación,sacerdote católico,venezuela
César Ramón Ortega Herrera,Ciudadanía,Venezuela,venezuela
César Ramón Ortega Herrera,Cargo,obispo diocesano,venezuela
César Ramón Ortega Herrera,Fecha de nacimiento,1938-07-16,venezuela
César Ramón Ortega Herrera,Fecha de defunción,2021-04-08,venezuela
César Ramón Ortega Herrera,Ocupación,obispo católico,venezuela
César Ramón Ortega Herrera,Cargo,administrador apostólico,venezuela
César Ramón Ortega Herrera,Cargo,obispo de Barcelona (Venezuela),venezuela
Ignacio Burk,Lugar de nacimiento,Núremberg,venezuela
Ignacio Burk,Ocupación,escritor,venezuela
Ignacio Burk,Ciudadanía,Alemania,venezuela
Ignacio Burk,Fecha de nacimiento,1905-01-24,venezuela
Ignacio Burk,Fecha de defunción,1984-07-02,venezuela
Ignacio Burk,Ocupación,psicólogo,venezuela
Ignacio Burk,Ocupación,pedagogo,venezuela
Ignacio Burk,Ocupación,profesor universitario,venezuela
Ignacio Burk,Ocupación,filósofo,venezuela
Ignacio Burk,Ciudadanía,Venezuela,venezuela
Alexi Amarista,Lugar de nacimiento,Barcelona,venezuela
Alexi Amarista,Ocupación,beisbolista,venezuela
Alexi Amarista,Ciudadanía,Venezuela,venezuela
Alexi Amarista,Fecha de nacimiento,1989-04-06,venezuela
Radamel Falcao García,Lugar de nacimiento,Santa Marta,venezuela
Radamel Falcao García,Ocupación,futbolista,venezuela
Radamel Falcao García,Ciudadanía,Venezuela,venezuela
Radamel Falcao García,Fecha de nacimiento,1986-02-10,venezuela
Radamel Falcao García,Ciudadanía,Colombia,venezuela
Ignacio Andrade,Lugar de nacimiento,Mérida,venezuela
Ignacio Andrade,Ocupación,militar,venezuela
Ignacio Andrade,Ciudadanía,Venezuela,venezuela
Ignacio Andrade,Cargo,presidente de Venezuela,venezuela
Ignacio Andrade,Fecha de nacimiento,1839-07-31,venezuela
Ignacio Andrade,Fecha de defunción,1925-02-17,venezuela
Ignacio Andrade,Ocupación,político,venezuela
Ignacio Andrade,Ocupación,diplomático,venezuela
Ignacio Andrade,Cargo,diputado de Venezuela,venezuela
Yaracuy,categoría de personas relacionadas,Categoría:Yaracuyanos,venezuela
Yaracuy,país,Venezuela,venezuela
sacerdote católico,instancia de,vocación católica,venezuela
sacerdote católico,religión,catolicismo,venezuela
sacerdote católico,religión,Iglesia católica,venezuela
sacerdote católico,subclase de,sacerdote,venezuela
sacerdote católico,subclase de,presbítero,venezuela
obispo diocesano,instancia de,cargo eclesiástico,venezuela
obispo diocesano,instancia de,función episcopal,venezuela
obispo diocesano,subclase de,obispo,venezuela
obispo diocesano,subclase de,pastor,venezuela
obispo diocesano,subclase de,ordinario,venezuela
Núremberg,situado cerca del cuerpo de agua,Pegnitz,venezuela
Núremberg,jefe de gobierno,Marcus König,venezuela
Núremberg,país,Alemania,venezuela
Núremberg,instancia de,gran ciudad,venezuela
Barcelona,jefe de gobierno,Guillermo Martínez Vílchez,venezuela
Barcelona,país,Venezuela,venezuela
Barcelona,instancia de,ciudad,venezuela
Barcelona,instancia de,gran ciudad,venezuela
Barcelona,situado en la entidad territorial administrativa,Municipio Simón Bolívar,venezuela
Santa Marta,país,Colombia,venezuela
Santa Marta,instancia de,gran ciudad,venezuela
Santa Marta,instancia de,distrito de Colombia,venezuela
Santa Marta,instancia de,ciudad de Colombia,venezuela
Santa Marta,fundador,Rodrigo de Bastidas,venezuela
Colombia,jefe de gobierno,Gustavo Petro,venezuela
Colombia,continente,América del Sur,venezuela
Colombia,instancia de,país,venezuela
Colombia,instancia de,república,venezuela
Colombia,instancia de,Estado laico,venezuela
Mérida,país,Venezuela,venezuela
Mérida,instancia de,ciudad,venezuela
Mérida,instancia de,gran ciudad,venezuela
Mérida,idioma oficial,español venezolano,venezuela
Mérida,himno,Mérida State Anthem,venezuela
presidente de Venezuela,país,Venezuela,venezuela
presidente de Venezuela,instancia de,cargo público,venezuela
presidente de Venezuela,residencia oficial,La Casona,venezuela
presidente de Venezuela,subclase de,jefe de Estado,venezuela
presidente de Venezuela,subclase de,presidente de la Republica,venezuela
José Ruperto Monagas,Lugar de nacimiento,Aragua de Barcelona,venezuela
José Ruperto Monagas,Ocupación,militar,venezuela
José Ruperto Monagas,Ciudadanía,Venezuela,venezuela
José Ruperto Monagas,Cargo,presidente de Venezuela,venezuela
José Ruperto Monagas,Fecha de nacimiento,1832-06-04,venezuela
José Ruperto Monagas,Fecha de defunción,1880-06-12,venezuela
Lorenzo Campins y Ballester,Lugar de nacimiento,Palma de Mallorca,venezuela
Lorenzo Campins y Ballester,Ocupación,médico,venezuela
Lorenzo Campins y Ballester,Ciudadanía,Venezuela,venezuela
Lorenzo Campins y Ballester,Educado en,Universidad de Valencia,venezuela
Lorenzo Campins y Ballester,Empleador,Universidad Central de Venezuela,venezuela
Lorenzo Campins y Ballester,Fecha de nacimiento,1726-01-01,venezuela
Lorenzo Campins y Ballester,Fecha de defunción,1785-02-20,venezuela
Vicente Gerbasi,Lugar de nacimiento,Carabobo,venezuela
Vicente Gerbasi,Ocupación,escritor,venezuela
Vicente Gerbasi,Ciudadanía,Venezuela,venezuela
Vicente Gerbasi,Miembro de,Academia Venezolana de la Lengua,venezuela
Vicente Gerbasi,Premio recibido,Premio Nacional de Literatura,venezuela
Vicente Gerbasi,Fecha de nacimiento,1913-06-02,venezuela
Vicente Gerbasi,Fecha de defunción,1992-12-28,venezuela
Vicente Gerbasi,Ocupación,poeta,venezuela
Vicente Gerbasi,Ocupación,diplomático,venezuela
Pedro Gamarro,Lugar de nacimiento,Machiques,venezuela
Pedro Gamarro,Ocupación,boxeador,venezuela
Pedro Gamarro,Ciudadanía,Venezuela,venezuela
Pedro Gamarro,Fecha de nacimiento,1955-01-08,venezuela
Pedro Gamarro,Fecha de defunción,2019-05-07,venezuela
Omar Catarí,Lugar de nacimiento,Barquisimeto,venezuela
Omar Catarí,Ocupación,boxeador,venezuela
Omar Catarí,Ciudadanía,Venezuela,venezuela
Omar Catarí,Fecha de nacimiento,1964-04-25,venezuela
Aragua de Barcelona,país,Venezuela,venezuela
Aragua de Barcelona,instancia de,asentamiento,venezuela
Aragua de Barcelona,situado en la entidad territorial administrativa,Municipio Aragua,venezuela
Palma de Mallorca,jefe de gobierno,Jaime Martínez Llabrés,venezuela
Palma de Mallorca,país,España,venezuela
Palma de Mallorca,continente,Europa,venezuela
Palma de Mallorca,instancia de,ciudad,venezuela
Palma de Mallorca,instancia de,municipio de España,venezuela
médico,lista de interés para el proyecto Wikimedia,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida,venezuela
médico,instancia de,profesión sanitaria,venezuela
médico,instancia de,cargo,venezuela
médico,instancia de,ocupación,venezuela
Universidad de Valencia,país,España,venezuela
Universidad de Valencia,instancia de,universidad pública,venezuela
Universidad de Valencia,instancia de,editor de acceso abierto,venezuela
Universidad de Valencia,fundador,Fernando II de Aragón,venezuela
Universidad de Valencia,situado en la entidad territorial administrativa,Valencia,venezuela
Universidad Central de Venezuela,país,Venezuela,venezuela
Universidad Central de Venezuela,instancia de,universidad pública,venezuela
Universidad Central de Venezuela,instancia de,editor de acceso abierto,venezuela
Universidad Central de Venezuela,ubicación de la sede,Ciudad Universitaria de Caracas,venezuela
Universidad Central de Venezuela,ubicación,Caracas,venezuela
Carabobo,país,Venezuela,venezuela
Carabobo,instancia de,estado de Venezuela,venezuela
Carabobo,capital,Valencia,venezuela
Carabobo,comparte fronteras con,Aragua,venezuela
Carabobo,comparte fronteras con,Yaracuy,venezuela
Academia Venezolana de la Lengua,país,Venezuela,venezuela
Academia Venezolana de la Lengua,instancia de,academia,venezuela
Academia Venezolana de la Lengua,fundador,Antonio Guzmán Blanco,venezuela
Academia Venezolana de la Lengua,ubicación de la sede,Caracas,venezuela
Premio Nacional de Literatura,país,Venezuela,venezuela
Premio Nacional de Literatura,instancia de,premio literario,venezuela
Premio Nacional de Literatura,instancia de,distinción,venezuela
Premio Nacional de Literatura,instancia de,categoría de un premio,venezuela
Premio Nacional de Literatura,forma parte de,Premios Nacionales de Cultura de Venezuela,venezuela
Machiques,país,Venezuela,venezuela
Machiques,instancia de,ciudad,venezuela
Machiques,instancia de,gran ciudad,venezuela
Machiques,situado en la entidad territorial administrativa,Municipio Machiques,venezuela
Machiques,categoría principal del tema,Categoría:Machiques,venezuela
Adán Chávez,Lugar de nacimiento,Sabaneta,venezuela
Adán Chávez,Ocupación,político,venezuela
Adán Chávez,Ciudadanía,Venezuela,venezuela
Adán Chávez,Educado en,Universidad de Los Andes,venezuela
Adán Chávez,Fecha de nacimiento,1953-04-11,venezuela
Adán Chávez,Ocupación,docente,venezuela
Adán Chávez,Ocupación,diputado,venezuela
Fernando De Ornelas,Lugar de nacimiento,Caracas,venezuela
Fernando De Ornelas,Ocupación,futbolista,venezuela
Fernando De Ornelas,Ciudadanía,Venezuela,venezuela
Fernando De Ornelas,Fecha de nacimiento,1976-07-29,venezuela
Alba Roversi,Lugar de nacimiento,Caracas,venezuela
Alba Roversi,Ocupación,actor,venezuela
Alba Roversi,Ciudadanía,Venezuela,venezuela
Alba Roversi,Educado en,Universidad Católica Andrés Bello,venezuela
Alba Roversi,Fecha de nacimiento,1961-08-14,venezuela
Vicente Nebrada,Lugar de nacimiento,Caracas,venezuela
Vicente Nebrada,Ocupación,bailarín de ballet,venezuela
Vicente Nebrada,Ciudadanía,Estados Unidos,venezuela
Vicente Nebrada,Empleador,Teatro Teresa Carreño,venezuela
Vicente Nebrada,Premio recibido,Orden de Andrés Bello,venezuela
Vicente Nebrada,Fecha de nacimiento,1930-03-31,venezuela
Vicente Nebrada,Fecha de defunción,2002-05-26,venezuela
Vicente Nebrada,Ocupación,coreógrafo,venezuela
Vicente Nebrada,Premio recibido,Orden del Libertador,venezuela
Vicente Nebrada,Premio recibido,Premio Nacional de Danza de Venezuela,venezuela
Vicente Nebrada,Ciudadanía,Venezuela,venezuela
Vicente Nebrada,Empleador,Joffrey Ballet,venezuela
Vicente Nebrada,Empleador,Harkness Ballet,venezuela
Francisco Buttó,Lugar de nacimiento,Maturín,venezuela
Francisco Buttó,Ocupación,beisbolista,venezuela
Francisco Buttó,Ciudadanía,Venezuela,venezuela
Francisco Buttó,Fecha de nacimiento,1980-05-11,venezuela
Sabaneta,jefe de gobierno,Aníbal Chávez,venezuela
Sabaneta,país,Venezuela,venezuela
Sabaneta,instancia de,ciudad,venezuela
Sabaneta,situado en la entidad territorial administrativa,Estado Barinas,venezuela
Sabaneta,ciudad hermana,Santiago de Cuba,venezuela
político,instancia de,profesión,venezuela
político,instancia de,frecuentemente,venezuela
político,subclase de,profesional,venezuela
político,ámbito de la ocupación,política,venezuela
político,categoría principal del tema,Categoría:Políticos,venezuela
Universidad de Los Andes,país,Venezuela,venezuela
Universidad de Los Andes,instancia de,universidad pública,venezuela
Universidad de Los Andes,instancia de,editor de acceso abierto,venezuela
Universidad de Los Andes,ubicación de la sede,Mérida,venezuela
Universidad de Los Andes,filial,"Consejo de Desarrollo Científico, Humanístico, Tecnológico y de las Artes, Universidad de Los Andes Venezuela",venezuela
Universidad Católica Andrés Bello,estatus patrimonial,Monumento Histórico Nacional de Venezuela,venezuela
Universidad Católica Andrés Bello,categoría para las personas que estudiaron en esta institución,Categoría:Alumnado de la Universidad Católica Andrés Bello,venezuela
Universidad Católica Andrés Bello,categoría para empleados de la organización,Categoría:Profesores de la Universidad Católica Andrés Bello,venezuela
Universidad Católica Andrés Bello,financiador,Open Society Foundations,venezuela
Universidad Católica Andrés Bello,país,Venezuela,venezuela
bailarín de ballet,instancia de,profesión,venezuela
bailarín de ballet,género,ballet,venezuela
bailarín de ballet,subclase de,bailarín,venezuela
bailarín de ballet,ámbito de la ocupación,ballet,venezuela
bailarín de ballet,categoría principal del tema,Categoría:Bailarines de ballet,venezuela
Teatro Teresa Carreño,país,Venezuela,venezuela
Teatro Teresa Carreño,instancia de,teatro de ópera,venezuela
Teatro Teresa Carreño,situado en la entidad territorial administrativa,Municipio Libertador de Caracas,venezuela
Teatro Teresa Carreño,nombrado en referencia a,Teresa Carreño,venezuela
Teatro Teresa Carreño,estilo arquitectónico,brutalismo,venezuela
Orden de Andrés Bello,país,Venezuela,venezuela
Orden de Andrés Bello,instancia de,orden,venezuela
Orden de Andrés Bello,fundador,Marcos P. Jimenez,venezuela
Orden de Andrés Bello,nombrado en referencia a,Andrés Bello,venezuela
Orden de Andrés Bello,categoría principal del tema,Categoría:Orden de Andrés Bello,venezuela
Maturín,país,Venezuela,venezuela
Maturín,instancia de,ciudad,venezuela
Maturín,instancia de,gran ciudad,venezuela
Maturín,situado en la entidad territorial administrativa,Monagas,venezuela
Edwin Becerra,Lugar de nacimiento,Mérida,venezuela
Edwin Becerra,Ocupación,ciclista,venezuela
Edwin Becerra,Ciudadanía,Venezuela,venezuela
Edwin Becerra,Fecha de nacimiento,1981-09-28,venezuela
Paul Ramírez,Lugar de nacimiento,Caracas,venezuela
Paul Ramírez,Ocupación,entrenador,venezuela
Paul Ramírez,Ciudadanía,Venezuela,venezuela
Paul Ramírez,Fecha de nacimiento,1986-07-30,venezuela
Paul Ramírez,Fecha de defunción,2011-12-06,venezuela
Paul Ramírez,Ocupación,futbolista,venezuela
Pedro Gutiérrez,Lugar de nacimiento,Lara,venezuela
Pedro Gutiérrez,Ocupación,ciclista,venezuela
Pedro Gutiérrez,Ciudadanía,Venezuela,venezuela
Pedro Gutiérrez,Fecha de nacimiento,1989-08-08,venezuela
Taniusha Mollet,Lugar de nacimiento,Venezuela,venezuela
Taniusha Mollet,Ocupación,actor,venezuela
Taniusha Mollet,Ciudadanía,Venezuela,venezuela
Taniusha Mollet,Fecha de nacimiento,1985-10-29,venezuela
Francisco Cervelli,Lugar de nacimiento,Valencia,venezuela
Francisco Cervelli,Ocupación,beisbolista,venezuela
Francisco Cervelli,Ciudadanía,Italia,venezuela
Francisco Cervelli,Fecha de nacimiento,1986-03-06,venezuela
Francisco Cervelli,Ciudadanía,Venezuela,venezuela
Mérida,forma parte de,Región Los Andes,venezuela
Mérida,categoría principal del tema,Categoría:Estado Mérida,venezuela
Mérida,categoría para las personas que nacieron aquí,Categoría:Nacidos en el estado Mérida,venezuela
ciclista,instancia de,profesión,venezuela
ciclista,instancia de,deportista,venezuela
ciclista,subclase de,ciclista,venezuela
ciclista,ámbito de la ocupación,ciclismo de competición,venezuela
entrenador,instancia de,profesión,venezuela
entrenador,instancia de,ocupación,venezuela
entrenador,ámbito de la ocupación,fútbol,venezuela
entrenador,deporte,fútbol,venezuela
Lara,país,Venezuela,venezuela
Lara,instancia de,estado de Venezuela,venezuela
Lara,capital,Barquisimeto,venezuela
Lara,comparte fronteras con,Zulia,venezuela
Lara,comparte fronteras con,Yaracuy,venezuela
Italia,miembro de,OTAN,venezuela
Italia,miembro de,Fondo Monetario Internacional,venezuela
Italia,miembro de,UNESCO,venezuela
Italia,miembro de,Organización Mundial de la Salud,venezuela
Italia,miembro de,Organización Mundial del Comercio,venezuela
Marena Bencomo,Lugar de nacimiento,Valencia,venezuela
Marena Bencomo,Ocupación,modelo,venezuela
Marena Bencomo,Ciudadanía,Venezuela,venezuela
Marena Bencomo,Fecha de nacimiento,1974-04-15,venezuela
Marena Bencomo,Ocupación,participante en concursos de belleza,venezuela
