entidad,relacion,objeto
Tom DeLonge,Miembro de,Angels & Airwaves
Tom DeLonge,Fecha de nacimiento,1975-12-13
Tom DeLonge,Ocupación,compositor
Tom DeLonge,Ocupación,cantante
Tom DeLonge,Ocupación,productor discográfico
Tom DeLonge,Ocupación,cantautor
Tom DeLonge,Ocupación,músico
Tom DeLonge,Ocupación,compositor de canciones
Tom DeLonge,Ocupación,guitarrista
Tom DeLonge,Ocupación,director de cine
Tom DeLonge,Ocupación,productor de cine
Tom DeLonge,Ocupación,guionista de cine
Tom DeLonge,Educado en,Rancho Bernardo High School
Mark Hoppus,Lugar de nacimiento,Ridgecrest
Mark Hoppus,Ocupación,cantante
Mark Hoppus,Ciudadanía,Estados Unidos
Mark Hoppus,Educado en,Universidad Estatal de California en San Marcos
Mark Hoppus,Miembro de,Blink-182
Mark Hoppus,Fecha de nacimiento,1972-03-15
Mark Hoppus,Ocupación,productor discográfico
Mark Hoppus,Ocupación,compositor de canciones
Mark Hoppus,Ocupación,guitarrista bajo
Mark Hoppus,Educado en,Annandale High School
Mark Hoppus,Educado en,Sherman E. Burroughs High School
Mark Hoppus,Miembro de,Simple Creatures
Jon Abrahams,Lugar de nacimiento,Nueva York
Jon Abrahams,Ocupación,actor
Jon Abrahams,Ciudadanía,Estados Unidos
Jon Abrahams,Educado en,Saint Ann's School
Jon Abrahams,Fecha de nacimiento,1977-10-29
Jon Abrahams,Ocupación,director de cine
Jon Abrahams,Ocupación,actor de televisión
Jon Abrahams,Ocupación,actor de cine
Rodger Bumpass,Lugar de nacimiento,Little Rock
Rodger Bumpass,Ocupación,actor
Rodger Bumpass,Ciudadanía,Estados Unidos
Rodger Bumpass,Educado en,Universidad Estatal de Arkansas
Rodger Bumpass,Obra notable,Bob Esponja
Rodger Bumpass,Fecha de nacimiento,1951-11-20
Rodger Bumpass,Ocupación,cantante
Rodger Bumpass,Ocupación,comediante
Rodger Bumpass,Ocupación,actor de voz
Rodger Bumpass,Ocupación,actor de televisión
Rodger Bumpass,Ocupación,actor de cine
Rodger Bumpass,Educado en,Escuela secundaria Central de Little Rock
Jimmy Bennett,Lugar de nacimiento,Seal Beach
Jimmy Bennett,Ocupación,actor
Jimmy Bennett,Ciudadanía,Estados Unidos
Jimmy Bennett,Fecha de nacimiento,1996-02-09
Jimmy Bennett,Ocupación,músico
Kim Carnes,Lugar de nacimiento,Los Ángeles
Kim Carnes,Ocupación,cantante
Kim Carnes,Ciudadanía,Estados Unidos
Kim Carnes,Educado en,Pasadena City College
Kim Carnes,Fecha de nacimiento,1945-07-20
Kim Carnes,Ocupación,cantautor
Kim Carnes,Ocupación,artista discográfico
Kim Carnes,Educado en,San Marino High School
Chris Rock,Lugar de nacimiento,Andrews
Chris Rock,Ocupación,guionista
Chris Rock,Ciudadanía,Estados Unidos
Chris Rock,Educado en,Escuela Secundaria James Madison
Chris Rock,Obra notable,Madagascar
Chris Rock,Miembro de,"Writers Guild of America, East"
Chris Rock,Premio recibido,Premios Primetime Emmy
Chris Rock,Fecha de nacimiento,1965-02-07
Chris Rock,Ocupación,actor
Chris Rock,Ocupación,comediante
Chris Rock,Ocupación,productor de televisión
Chris Rock,Ocupación,presentador de televisión
Chris Rock,Ocupación,actor de voz
Chris Rock,Ocupación,director de cine
Chris Rock,Ocupación,productor de cine
Chris Rock,Ocupación,realizador
Chris Rock,Ocupación,actor de televisión
Chris Rock,Ocupación,actor de cine
Chris Rock,Ocupación,comediante en vivo
Chris Rock,Premio recibido,Estrella del Paseo de la Fama de Hollywood
Chris Rock,Premio recibido,Lunt-Fontanne Award for Ensemble Excellence
Adam Carolla,Lugar de nacimiento,Los Ángeles
Adam Carolla,Ocupación,guionista
Adam Carolla,Ciudadanía,Estados Unidos
Adam Carolla,Educado en,Escuela Preparatoria de North Hollywood
Adam Carolla,Fecha de nacimiento,1964-05-27
Adam Carolla,Ocupación,actor
Adam Carolla,Ocupación,comediante
Adam Carolla,Ocupación,presentador de televisión
Adam Carolla,Ocupación,periodista
Adam Carolla,Ocupación,actor de voz
Adam Carolla,Ocupación,director de cine
Adam Carolla,Ocupación,personalidad de radio
Adam Carolla,Ocupación,periodista de opinión
Adam Carolla,Ocupación,actor de televisión
Adam Carolla,Ocupación,actor de cine
Adam Carolla,Ocupación,podcaster
Adam Carolla,Ocupación,jugador de fútbol americano
Adam Carolla,Educado en,Colfax Elementary School
Adam Carolla,Educado en,colegio del Valle de Los Ángeles
Adam Carolla,Educado en,Walter Reed Middle School
Adam Carolla,Educado en,The Groundlings
Jonathan Winters,Lugar de nacimiento,Dayton
Jonathan Winters,Ocupación,escritor
Jonathan Winters,Ciudadanía,Estados Unidos
Jonathan Winters,Educado en,Kenyon College
Jonathan Winters,Obra notable,Los Pitufos
Jonathan Winters,Premio recibido,premio Grammy al mejor álbum cómico
Jonathan Winters,Fecha de nacimiento,1925-11-11
Jonathan Winters,Fecha de defunción,2013-04-11
Jonathan Winters,Ocupación,comediante
Jonathan Winters,Ocupación,pintor
Jonathan Winters,Ocupación,actor de voz
Jonathan Winters,Ocupación,editor de cine
Jonathan Winters,Ocupación,actor de televisión
Jonathan Winters,Ocupación,actor de cine
Jonathan Winters,Ocupación,guionista
Jonathan Winters,Premio recibido,Premio de Mark Twain al humor estadounidense
Jonathan Winters,Ocupación,actor
Jonathan Winters,Premio recibido,premio Grammy al mejor álbum infantil
Jonathan Winters,Premio recibido,Estrella del Paseo de la Fama de Hollywood
Jonathan Winters,Educado en,South High School
Jonathan Winters,Educado en,Springfield High School
Barbra Streisand,Obra notable,Evergreen
Patrice O’Neal,Lugar de nacimiento,Nueva York
Patrice O’Neal,Ocupación,actor
Patrice O’Neal,Ciudadanía,Estados Unidos
Patrice O’Neal,Educado en,Universidad Northeastern
Patrice O’Neal,Fecha de nacimiento,1969-12-07
Patrice O’Neal,Fecha de defunción,2011-11-29
Patrice O’Neal,Ocupación,presentador de televisión
Patrice O’Neal,Ocupación,personalidad de radio
Patrice O’Neal,Ocupación,actor de televisión
Patrice O’Neal,Ocupación,actor de cine
Patrice O’Neal,Educado en,West Roxbury Education Complex
Claire Holt,Lugar de nacimiento,Brisbane
Claire Holt,Ocupación,actor
Claire Holt,Ciudadanía,Estados Unidos
Claire Holt,Educado en,Stuartholme School
Claire Holt,Fecha de nacimiento,1988-06-11
Claire Holt,Ocupación,actor de cine
Claire Holt,Ciudadanía,Australia
Ned Beatty,Lugar de nacimiento,Louisville
Ned Beatty,Ocupación,actor
Ned Beatty,Ciudadanía,Estados Unidos
Ned Beatty,Educado en,Universidad Transylvania
Ned Beatty,Fecha de nacimiento,1937-07-06
Ned Beatty,Fecha de defunción,2021-06-13
Ned Beatty,Ocupación,comediante
Ned Beatty,Ocupación,actor de teatro
Ned Beatty,Ocupación,actor de voz
Ned Beatty,Ocupación,actor de televisión
Ned Beatty,Ocupación,actor de cine
Ned Beatty,Educado en,Eastern High School
Julian McMahon,Lugar de nacimiento,Sídney
Julian McMahon,Ocupación,actor
Julian McMahon,Ciudadanía,Estados Unidos
Julian McMahon,Educado en,Universidad de Sídney
Julian McMahon,Fecha de nacimiento,1968-07-27
Julian McMahon,Fecha de defunción,2025-07-02
Julian McMahon,Ocupación,actor de voz
Julian McMahon,Ocupación,productor de cine
Julian McMahon,Ocupación,modelo
Julian McMahon,Ocupación,actor de televisión
Julian McMahon,Ocupación,actor de cine
Julian McMahon,Ocupación,Actor de videojuego
Julian McMahon,Ciudadanía,Australia
Julian McMahon,Educado en,Universidad de Wollongong
Julian McMahon,Educado en,Universidad de Monash. Facultad de Derecho
Julian McMahon,Educado en,Sydney Grammar School
James Coburn,Lugar de nacimiento,Laurel
James Coburn,Ocupación,guionista
James Coburn,Ciudadanía,Estados Unidos
James Coburn,Educado en,Universidad del Sur de California
James Coburn,Premio recibido,Anexo:Oscar al mejor actor de reparto
James Coburn,Fecha de nacimiento,1928-08-31
James Coburn,Fecha de defunción,2002-11-18
James Coburn,Ocupación,actor
James Coburn,Ocupación,realizador de televisión
James Coburn,Ocupación,actor de teatro
James Coburn,Ocupación,actor de voz
James Coburn,Ocupación,actor de televisión
James Coburn,Ocupación,actor de cine
James Coburn,Premio recibido,Estrella del Paseo de la Fama de Hollywood
Barbra Streisand,Obra notable,Ha nacido una estrella
Corbin Bleu,Lugar de nacimiento,Brooklyn
Corbin Bleu,Ocupación,productor de cine
Corbin Bleu,Ciudadanía,Estados Unidos
Corbin Bleu,Educado en,Escuela Secundaria Fiorello H. LaGuardia
Corbin Bleu,Miembro de,High School Musical Cast
Corbin Bleu,Fecha de nacimiento,1989-02-21
Corbin Bleu,Ocupación,modelo
Corbin Bleu,Ocupación,bailarín
Corbin Bleu,Ocupación,actor de televisión
Corbin Bleu,Ocupación,actor de cine
Corbin Bleu,Ocupación,artista discográfico
Corbin Bleu,Educado en,High School of Performing Arts
Corbin Bleu,Educado en,Los Angeles County High School for the Arts
Barbra Streisand,Premio recibido,Medalla Presidencial de la Libertad
Barbra Streisand,Premio recibido,Óscar a la mejor actriz
Barbra Streisand,Premio recibido,Óscar a la mejor canción original
Barbra Streisand,Premio recibido,Brunelleschi Lifetime Achievement Award
Barbra Streisand,Premio recibido,persona del año MusiCares
Barbra Streisand,Premio recibido,Premio Grammy a la carrera artística
Barbra Streisand,Premio recibido,Premios Primetime Emmy
Jonathan Winters,Obra notable,Los Pitufos 2
Andy Warhol,Obra notable,Shot Marilyns
Frank Lloyd Wright,Lugar de nacimiento,Richland Center
Frank Lloyd Wright,Ocupación,escritor
Frank Lloyd Wright,Ciudadanía,Estados Unidos
Frank Lloyd Wright,Educado en,Universidad de Wisconsin-Madison
Frank Lloyd Wright,Empleador,The New School
Frank Lloyd Wright,Obra notable,Museo Solomon R. Guggenheim
Frank Lloyd Wright,Miembro de,Academia Estadounidense de las Artes y las Letras
Frank Lloyd Wright,Premio recibido,Medalla de Oro del RIBA
Frank Lloyd Wright,Fecha de nacimiento,1867-06-08
Frank Lloyd Wright,Fecha de defunción,1959-04-09
Frank Lloyd Wright,Ocupación,arquitecto
Frank Lloyd Wright,Ocupación,urbanista
Frank Lloyd Wright,Ocupación,diseñador
Frank Lloyd Wright,Premio recibido,Medalla Frank P. Brown
Frank Lloyd Wright,Educado en,Madison Central High School
Frank Lloyd Wright,Empleador,Royal Leerdam Crystal
Frank Lloyd Wright,Obra notable,Casa de la Cascada
James Coburn,Educado en,Universidad de California en Los Ángeles
James Coburn,Educado en,Colegio de la ciudad de Los Ángeles
James Coburn,Educado en,Compton High School
James Coburn,Educado en,Compton College
James Coburn,Educado en,Estudio de actuación Stella Adler
Eminem,Lugar de nacimiento,St. Joseph
Eminem,Ocupación,actor
Eminem,Ciudadanía,Estados Unidos
Eminem,Educado en,Oak Park High School
Eminem,Miembro de,D12
Eminem,Premio recibido,Salón de la Fama del Rock
Eminem,Fecha de nacimiento,1972-10-17
Eminem,Ocupación,cantante
Eminem,Ocupación,productor discográfico
Eminem,Ocupación,compositor de canciones
Eminem,Ocupación,rapero
Eminem,Ocupación,ejecutivo discográfico
Eminem,Ocupación,actor de cine
Eminem,Premio recibido,premio Grammy al mejor álbum rap
Eminem,Premio recibido,premio Grammy a la mejor interpretación rapera melódica
Eminem,Miembro de,Bad Meets Evil
Miley Cyrus,Premio recibido,Time 100
Marilyn Monroe,Lugar de nacimiento,Los Ángeles
Marilyn Monroe,Ocupación,actor
Marilyn Monroe,Ciudadanía,Estados Unidos
Marilyn Monroe,Educado en,Universidad de California en Los Ángeles
Marilyn Monroe,Obra notable,Some Like It Hot
Marilyn Monroe,Premio recibido,premio Globo de Oro
Marilyn Monroe,Fecha de nacimiento,1926-06-01
Marilyn Monroe,Fecha de defunción,1962-08-05
Marilyn Monroe,Ocupación,cantante
Marilyn Monroe,Ocupación,playmate
Marilyn Monroe,Ocupación,productor de cine
Marilyn Monroe,Ocupación,fotomodelo
Marilyn Monroe,Ocupación,modelo
Marilyn Monroe,Ocupación,actor de cine
Marilyn Monroe,Ocupación,autobiógrafo
Marilyn Monroe,Premio recibido,Globo de Oro a la mejor actriz - Comedia o musical
Marilyn Monroe,Premio recibido,Premio Henrietta
Marilyn Monroe,Premio recibido,Targa d'Oro
Marilyn Monroe,Educado en,Actors Studio
Marilyn Monroe,Educado en,Escuela Secundaria de Van Nuys
Marilyn Monroe,Educado en,Escuela Preparatoria University
Marilyn Monroe,Obra notable,The Seven Year Itch
Jonathan Winters,Obra notable,Los Picapiedra
Marilyn Monroe,Obra notable,Gentlemen Prefer Blondes
Mitt Romney,Lugar de nacimiento,Harper University Hospital
Mitt Romney,Ocupación,escritor de no ficción
Mitt Romney,Ciudadanía,Estados Unidos
Mitt Romney,Educado en,Universidad Stanford
Mitt Romney,Empleador,Bain & Company
Mitt Romney,Obra notable,"Turnaround: Crisis, Leadership, and the Olympic Games"
Mitt Romney,Cargo,senador de los Estados Unidos
Mitt Romney,Premio recibido,Premio Profile in Courage
Mitt Romney,Fecha de nacimiento,1947-03-12
Mitt Romney,Ocupación,político
Mitt Romney,Educado en,Escuela de Derecho Harvard
Mitt Romney,Ocupación,misionero mormón
Mitt Romney,Ocupación,ejecutivo de empresa
Mitt Romney,Empleador,Bain Capital
Mitt Romney,Ocupación,consultor
Mitt Romney,Empleador,Salt Lake Organizing Committee for the Olympic and Paralympic Winter Games of 2002
Mitt Romney,Obra notable,Mitt Romney's March 3 speech
Daniel Craig,Lugar de nacimiento,Chester
Daniel Craig,Ocupación,actor
Daniel Craig,Ciudadanía,Estados Unidos
Daniel Craig,Educado en,Guildhall School of Music and Drama
Daniel Craig,Premio recibido,Premio Empire al mejor actor
Daniel Craig,Fecha de nacimiento,1968-03-02
Daniel Craig,Ocupación,actor de teatro
Daniel Craig,Ocupación,actor de voz
Daniel Craig,Ocupación,modelo
Daniel Craig,Ocupación,actor de televisión
Daniel Craig,Ocupación,actor de cine
Daniel Craig,Premio recibido,British Independent Film Award for Best Performance by an Actor in a British Independent Film
Daniel Craig,Premio recibido,Compañero de la Orden de San Miguel y San Jorge
Daniel Craig,Premio recibido,Anexo:Premio de la Crítica Cinematográfica al mejor actor de acción
Daniel Craig,Ciudadanía,Reino Unido
Daniel Craig,Educado en,Calday Grange Grammar School
Daniel Craig,Educado en,Hilbre High School
Marlene Dietrich,Lugar de nacimiento,Rote Insel
Marlene Dietrich,Ocupación,actor
Marlene Dietrich,Ciudadanía,Estados Unidos
Marlene Dietrich,Educado en,Academia de Arte Dramático Ernst Busch
Marlene Dietrich,Empleador,Office of Strategic Services
Marlene Dietrich,Obra notable,El ángel azul
Marlene Dietrich,Premio recibido,Medalla de la Libertad
Marlene Dietrich,Fecha de nacimiento,1901-12-27
Marlene Dietrich,Fecha de defunción,1992-05-06
Marlene Dietrich,Ocupación,animador
Marlene Dietrich,Ocupación,cantante
Marlene Dietrich,Ocupación,violinista
Marlene Dietrich,Ocupación,militante de la resistencia
Marlene Dietrich,Ocupación,actor de teatro
Marlene Dietrich,Ocupación,actor de televisión
Marlene Dietrich,Ocupación,actor de cine
Marlene Dietrich,Ocupación,autobiógrafo
Marlene Dietrich,Premio recibido,Oficial de la Orden Nacional de la Legión de Honor
Marlene Dietrich,Premio recibido,Comandante de la Orden Nacional de la Legión de Honor
Mitt Romney,Obra notable,No Apology
Mitt Romney,Cargo,gobernador de Massachusetts
Marilyn Monroe,Obra notable,"Happy Birthday, Mr. President"
Frank Lloyd Wright,Obra notable,Pettit Memorial Chapel
Frank Lloyd Wright,Obra notable,iglesia ortodoxa griega de la Anunciación
Frank Lloyd Wright,Obra notable,Almacén A. D. German
Eminem,Educado en,Lincoln High School
Eminem,Premio recibido,Óscar a la mejor canción original
Barbra Streisand,Premio recibido,Premios Daytime Emmy
Marilyn Monroe,Obra notable,The Misfits
Marlene Dietrich,Ciudadanía,Alemania nazi
Marlene Dietrich,Premio recibido,Anexo:AFI's 100 años... 100 estrellas
Vince Gilligan,Lugar de nacimiento,Richmond
Vince Gilligan,Ocupación,realizador de televisión
Vince Gilligan,Ciudadanía,Estados Unidos
Vince Gilligan,Educado en,Interlochen Center for the Arts
Vince Gilligan,Obra notable,Breaking Bad
Vince Gilligan,Premio recibido,Premios del Sindicato de Directores
Vince Gilligan,Fecha de nacimiento,1967-02-10
Vince Gilligan,Ocupación,director de cine
Vince Gilligan,Ocupación,productor de cine
Vince Gilligan,Ocupación,guionista
Vince Gilligan,Premio recibido,Premios WGA
Vince Gilligan,Ocupación,productor de televisión
Vince Gilligan,Ocupación,productor ejecutivo
Vince Gilligan,Ocupación,showrunner
Vince Gilligan,Educado en,L. C. Bird High School
Vince Gilligan,Premio recibido,Premios Primetime Emmy
Chloë Grace Moretz,Lugar de nacimiento,Atlanta
Chloë Grace Moretz,Ocupación,actor
Chloë Grace Moretz,Ciudadanía,Estados Unidos
Chloë Grace Moretz,Educado en,Laurel Springs School
Chloë Grace Moretz,Premio recibido,37.º Premios Saturn
Chloë Grace Moretz,Fecha de nacimiento,1997-02-10
Chloë Grace Moretz,Ocupación,actor de voz
Chloë Grace Moretz,Ocupación,modelo
Chloë Grace Moretz,Ocupación,actor de televisión
Chloë Grace Moretz,Ocupación,actor de cine
Chloë Grace Moretz,Premio recibido,Anexo:Premios Saturn de 2013
Chloë Grace Moretz,Premio recibido,Max Mara Face of the Future Award
Alison Lohman,Lugar de nacimiento,Palm Springs
Alison Lohman,Ocupación,actor
Alison Lohman,Ciudadanía,Estados Unidos
Alison Lohman,Educado en,Real Academia de Arte Dramático
Alison Lohman,Fecha de nacimiento,1979-09-18
Alison Lohman,Ocupación,actor de teatro
Alison Lohman,Ocupación,actor de voz
Alison Lohman,Ocupación,actor de televisión
Alison Lohman,Ocupación,actor de cine
Marlene Dietrich,Premio recibido,premio honorario
Marlene Dietrich,Ciudadanía,República de Weimar
Frank Lloyd Wright,Obra notable,Prairie School
Frank Lloyd Wright,Obra notable,Emil Bach House
Marlene Dietrich,Educado en,Escuela Superior de Música Franz Liszt Weimar
Marlene Dietrich,Premio recibido,caballero de las Artes y las Letras
Marlene Dietrich,Premio recibido,comendador de las Artes y las Letras
Ernst Mayr,Lugar de nacimiento,Kempten
Ernst Mayr,Ocupación,recolector de plantas
Ernst Mayr,Ciudadanía,Estados Unidos
Ernst Mayr,Educado en,Universidad de Greifswald
Ernst Mayr,Empleador,Universidad Harvard
Ernst Mayr,Miembro de,Asociación Estadounidense para el Avance de la Ciencia
Ernst Mayr,Premio recibido,Brewster Medal
Ernst Mayr,Fecha de nacimiento,1904-07-05
Ernst Mayr,Fecha de defunción,2005-02-03
Ernst Mayr,Ocupación,filósofo
Ernst Mayr,Ocupación,museólogo
Ernst Mayr,Ocupación,biólogo evolutivo
Ernst Mayr,Ocupación,escritor
Ernst Mayr,Premio recibido,Premio Balzan
Ernst Mayr,Ocupación,conservador de museo
Ernst Mayr,Ocupación,biólogo
Ernst Mayr,Ocupación,ornitólogo
Ernst Mayr,Ocupación,profesor universitario
Ernst Mayr,Premio recibido,Medalla Nacional de Ciencia
Ernst Mayr,Premio recibido,Anexo:Medalla Darwin
Ernst Mayr,Premio recibido,Medalla Darwin-Wallace
Ernst Mayr,Empleador,Museo de Ciencias Naturales de Berlín
Ernst Mayr,Premio recibido,Premio internacional de biología
Marilyn Monroe,Obra notable,El príncipe y la corista
Marilyn Monroe,Obra notable,Diamonds Are a Girl's Best Friend
Ernst Mayr,Miembro de,Academia de Ciencias de Rusia
Ernst Mayr,Miembro de,Royal Society
Ernst Mayr,Miembro de,Academia de Ciencias y Humanidades de Berlín-Brandemburgo
Marlene Dietrich,Ciudadanía,Imperio alemán
Marlene Dietrich,Ciudadanía,Reich alemán
Marlene Dietrich,Educado en,escuela de Goethe
Marlene Dietrich,Premio recibido,Caballero de la Orden Nacional de la Legión de Honor
Marlene Dietrich,Premio recibido,Caballero de la Orden Nacional del Mérito
Marlene Dietrich,Premio recibido,Caballero de La Orden de Leopoldo
Marlene Dietrich,Premio recibido,Ciudadano de honor de Berlín
Marlene Dietrich,Premio recibido,Estrella del Paseo de la Fama de Hollywood
Marlene Dietrich,Premio recibido,Premio CFDA a la trayectoria
Ernst Mayr,Miembro de,Sociedad Zoológica de Londres
Ernst Mayr,Ciudadanía,Alemania
Ernst Mayr,Miembro de,Academia Nacional de Ciencias de los Estados Unidos
Marilyn Monroe,Obra notable,I Wanna Be Loved by You
Mr. Lawrence,Lugar de nacimiento,Municipio de East Brunswick
Mr. Lawrence,Ocupación,animador
Mr. Lawrence,Ciudadanía,Estados Unidos
Mr. Lawrence,Educado en,The Kubert School
Mr. Lawrence,Obra notable,Bob Esponja
Mr. Lawrence,Fecha de nacimiento,1969-01-01
Mr. Lawrence,Ocupación,realizador de televisión
Mr. Lawrence,Ocupación,actor de voz
Mr. Lawrence,Ocupación,realizador
Mr. Lawrence,Ocupación,actor de televisión
Mr. Lawrence,Ocupación,actor de cine
Emily Dickinson,Lugar de nacimiento,Amherst
Emily Dickinson,Ocupación,escritor
Emily Dickinson,Ciudadanía,Estados Unidos
Emily Dickinson,Educado en,Mount Holyoke College
Emily Dickinson,Premio recibido,Salón Nacional de la Fama de Mujeres
Emily Dickinson,Fecha de nacimiento,1830-12-10
Emily Dickinson,Fecha de defunción,1886-05-15
Emily Dickinson,Ocupación,poeta
Emily Dickinson,Ocupación,jardinero
Emily Dickinson,Educado en,Wilbraham & Monson Academy
Emily Dickinson,Educado en,Amherst Academy
Troian Bellisario,Lugar de nacimiento,Los Ángeles
Troian Bellisario,Ocupación,guionista
Troian Bellisario,Ciudadanía,Estados Unidos
Troian Bellisario,Educado en,Universidad del Sur de California
Troian Bellisario,Obra notable,Pretty Little Liars
Troian Bellisario,Fecha de nacimiento,1985-10-28
Troian Bellisario,Ocupación,actor
Troian Bellisario,Ocupación,director de cine
Troian Bellisario,Ocupación,productor de cine
Troian Bellisario,Ocupación,actor de televisión
Troian Bellisario,Ocupación,actor de cine
Troian Bellisario,Educado en,Vassar College
Troian Bellisario,Educado en,Campbell Hall School
Troian Bellisario,Educado en,Escuela de Artes Dramáticas de la USC
Jennette McCurdy,Lugar de nacimiento,Los Ángeles
Jennette McCurdy,Ocupación,guionista
Jennette McCurdy,Ciudadanía,Estados Unidos
Jennette McCurdy,Fecha de nacimiento,1992-06-26
Jennette McCurdy,Ocupación,actor
Jennette McCurdy,Ocupación,escritor
Jennette McCurdy,Ocupación,cantante
Jennette McCurdy,Ocupación,cantautor
Jennette McCurdy,Ocupación,columnista
Jennette McCurdy,Ocupación,actor de voz
Jennette McCurdy,Ocupación,director de cine
Jennette McCurdy,Ocupación,realizador
Jennette McCurdy,Ocupación,actor de televisión
Jennette McCurdy,Ocupación,actor de cine
Clancy Brown,Lugar de nacimiento,Urbana
Clancy Brown,Ocupación,actor
Clancy Brown,Ciudadanía,Estados Unidos
Clancy Brown,Educado en,Universidad del Noroeste
Clancy Brown,Fecha de nacimiento,1959-01-05
Clancy Brown,Ocupación,empresario
Clancy Brown,Ocupación,emprendedor
Clancy Brown,Ocupación,inversor
Clancy Brown,Ocupación,actor de voz
Clancy Brown,Ocupación,productor de cine
Clancy Brown,Ocupación,actor de televisión
Clancy Brown,Ocupación,actor de cine
Clancy Brown,Ocupación,productor
Clancy Brown,Educado en,Northwestern University School of Communication
Clancy Brown,Educado en,Escuela St Albans
Zach Gilford,Lugar de nacimiento,Evanston
Zach Gilford,Ocupación,actor de televisión
Zach Gilford,Ciudadanía,Estados Unidos
Zach Gilford,Educado en,Evanston Township High School
Zach Gilford,Fecha de nacimiento,1982-01-14
Zach Gilford,Ocupación,actor de cine
Anna Faris,Lugar de nacimiento,Baltimore
Anna Faris,Ocupación,actor
Anna Faris,Ciudadanía,Estados Unidos
Anna Faris,Educado en,Universidad de Washington
Anna Faris,Obra notable,Yogi Bear
Anna Faris,Fecha de nacimiento,1976-11-29
Anna Faris,Ocupación,actor de voz
Anna Faris,Ocupación,actor de televisión
Anna Faris,Ocupación,actor de cine
Anna Faris,Ocupación,podcaster
Anna Faris,Educado en,Edmonds Woodway High School
Anna Faris,Obra notable,Alvin and the Chipmunks
Miranda Cosgrove,Lugar de nacimiento,Los Ángeles
Miranda Cosgrove,Ocupación,cantante de pop
Miranda Cosgrove,Ciudadanía,Estados Unidos
Miranda Cosgrove,Educado en,Universidad del Sur de California
Miranda Cosgrove,Obra notable,School of Rock
Miranda Cosgrove,Premio recibido,Premios Gracie
Miranda Cosgrove,Fecha de nacimiento,1993-05-14
Miranda Cosgrove,Ocupación,actor
Miranda Cosgrove,Premio recibido,Common Sense Media
Miranda Cosgrove,Ocupación,cantante
Miranda Cosgrove,Ocupación,músico
Miranda Cosgrove,Ocupación,actor infantil
