entidad,relacion,objeto
Juan Landázuri Ricketts,Premio recibido,Orden de las Palmas Magisteriales
Juan Landázuri Ricketts,Premio recibido,Caballero Gran Cruz de la Orden al Mérito de la República Italiana
Juan Landázuri Ricketts,Premio recibido,Gran Cruz de la Orden de Isabel la Católica
Juan Landázuri Ricketts,Premio recibido,Gran Cruz de la Orden de Carlos III
Arequipa,jefe de gobierno,Omar Candia Aguilar
Arequipa,país,Perú
Arequipa,instancia de,asentamiento
Arequipa,instancia de,gran ciudad
Arequipa,fundador,Garci Manuel de Carbajal
obispo católico,instancia de,función episcopal
obispo católico,instancia de,vocación católica
obispo católico,religión,Iglesia católica
obispo católico,subclase de,obispo
obispo católico,subclase de,sacerdote
Universidad Nacional de San Agustín de Arequipa,país,Perú
Universidad Nacional de San Agustín de Arequipa,instancia de,universidad pública
Universidad Nacional de San Agustín de Arequipa,situado en la entidad territorial administrativa,Distrito de Arequipa
Universidad Nacional de San Agustín de Arequipa,ubicación de la sede,Arequipa
Universidad Nacional de San Agustín de Arequipa,categoría para las personas que estudiaron en esta institución,Categoría:Alumnado de la Universidad Nacional de San Agustín
cardenal,instancia de,título
cardenal,instancia de,cargo
cardenal,instancia de,vocación católica
cardenal,título nobiliario,titulus
cardenal,religión,catolicismo
