entidad,relacion,objeto
Henry Hernández,Ocupación,futbolista
Henry Hernández,Ciudadanía,El Salvador
Henry Hernández,Fecha de nacimiento,1985-01-04
Henry Martínez,Ocupación,boxeador
Henry Martínez,Ciudadanía,El Salvador
Henry Martínez,Fecha de nacimiento,1971-01-20
Benjamín Solís Menéndez,Lugar de nacimiento,Chalchuapa
Benjamín Solís Menéndez,Ocupación,compositor
Benjamín Solís Menéndez,Ciudadanía,El Salvador
Benjamín Solís Menéndez,Fecha de nacimiento,1932-05-04
Benjamín Solís Menéndez,Fecha de defunción,2019-07-26
Benjamín Solís Menéndez,Ocupación,director de orquesta
Benjamín Solís Menéndez,Ocupación,pianista
Bernardino Villalpando,Lugar de nacimiento,Talavera de la Reina
Bernardino Villalpando,Ocupación,obispo católico
Bernardino Villalpando,Ciudadanía,El Salvador
Bernardino Villalpando,Cargo,obispo de Cuba
Bernardino Villalpando,Fecha de nacimiento,1505-01-01
Bernardino Villalpando,Fecha de defunción,1569-01-01
Bernardino Villalpando,Ocupación,presbítero católico de rito latino
Bernardino Villalpando,Ocupación,canónigo regular
Bernardino Villalpando,Cargo,obispo de Santiago de Guatemala
Boris Pineda,Lugar de nacimiento,El Salvador
Boris Pineda,Ocupación,ajedrecista
Boris Pineda,Ciudadanía,El Salvador
Boris Pineda,Fecha de nacimiento,1958-11-28
Boris Pineda,Fecha de defunción,2021-10-11
San Salvador,jefe de gobierno,Mario Durán
San Salvador,país,El Salvador
San Salvador,instancia de,entidad territorial administrativa
San Salvador,instancia de,gran ciudad
San Salvador,instancia de,distrito de El Salvador
entrenador,instancia de,profesión
entrenador,instancia de,ocupación
entrenador,ámbito de la ocupación,fútbol
entrenador,deporte,fútbol
El Salvador,país,El Salvador
El Salvador,jefe de gobierno,Nayib Bukele
El Salvador,continente,América del Norte
El Salvador,instancia de,país
El Salvador,instancia de,estado soberano
futbolista,instancia de,profesión
futbolista,instancia de,ocupación
futbolista,subclase de,jugador competitivo
futbolista,subclase de,Jugador de fútbol
político,instancia de,profesión
político,instancia de,frecuentemente
político,subclase de,profesional
político,ámbito de la ocupación,política
político,categoría principal del tema,Categoría:Políticos
Universidad de El Salvador,país,El Salvador
Universidad de El Salvador,instancia de,universidad pública
Universidad de El Salvador,situado en la entidad territorial administrativa,San Salvador
Universidad de El Salvador,miembro de,Consejo Superior Universitario Centroamericano
luchador,instancia de,ocupación
luchador,subclase de,luchador
luchador,ámbito de la ocupación,lucha
luchador,ámbito de la ocupación,lucha amateur
luchador,deporte,lucha amateur
Santa Tecla,país,El Salvador
Santa Tecla,instancia de,gran ciudad
Santa Tecla,instancia de,distrito de El Salvador
Santa Tecla,situado en la entidad territorial administrativa,La Libertad Sur
Santa Tecla,ciudad hermana,Gijón
escritor,instancia de,profesión
escritor,instancia de,ocupación
escritor,subclase de,autor
escritor,subclase de,artista
pintor,instancia de,ocupación
pintor,instancia de,profesión artística
pintor,subclase de,artista visual
pintor,santo patrón,Lucas el Evangelista
pintor,ámbito de la ocupación,pintura
antropólogo,instancia de,profesión
antropólogo,subclase de,científico social
antropólogo,ámbito de la ocupación,antropología
antropólogo,categoría principal del tema,Categoría:Antropólogos
México,miembro de,Organización de las Naciones Unidas
México,miembro de,Mercosur
México,miembro de,Movimiento Internacional de la Cruz Roja y de la Media Luna Roja
México,miembro de,UNESCO
México,miembro de,Organización Mundial de la Salud
abogado,instancia de,profesión jurídica
abogado,subclase de,jurista
abogado,santo patrón,Catalina de Alejandría
abogado,santo patrón,Alfonso María de Ligorio
abogado,santo patrón,Raimundo de Peñafort
Academia Norteamericana de la Lengua Española,país,Estados Unidos
Academia Norteamericana de la Lengua Española,instancia de,sociedad erudita
Academia Norteamericana de la Lengua Española,instancia de,regulador del idioma
Academia Norteamericana de la Lengua Española,instancia de,editor de acceso abierto
Academia Norteamericana de la Lengua Española,campo de trabajo,español
científico,instancia de,profesión
científico,instancia de,cargo
científico,subclase de,investigador
científico,subclase de,erudito
científico,ámbito de la ocupación,ciencia
Santa Ana,país,El Salvador
Santa Ana,instancia de,gran ciudad
Santa Ana,instancia de,distrito de El Salvador
Santa Ana,situado en la entidad territorial administrativa,Santa Ana Centro
Santa Ana,ciudad hermana,Callao
actor,instancia de,profesión
actor,instancia de,ocupación
actor,instancia de,grupo de ocupaciones de la CIUO
actor,subclase de,artista escénico
Jayaque,país,El Salvador
Jayaque,instancia de,distrito de El Salvador
Jayaque,situado en la entidad territorial administrativa,La Libertad Oeste
Jayaque,se encuentra en el huso horario,UTC−6
compositor,instancia de,ocupación
compositor,instancia de,profesión musical
compositor,subclase de,autor
compositor,subclase de,músico
compositor,santo patrón,Cecilia de Roma
Guatemala,país,Guatemala
Guatemala,forma parte de,América Latina
Guatemala,forma parte de,América Central
Guatemala,forma parte de,América Media
Guatemala,se encuentra en el huso horario,UTC−6
revolucionario,elemento ejemplo,Che Guevara
revolucionario,instancia de,ocupación
revolucionario,subclase de,activista político
revolucionario,subclase de,faccioso
Universidad Estatal de San Francisco,país,Estados Unidos
Universidad Estatal de San Francisco,instancia de,universidad
Universidad Estatal de San Francisco,instancia de,institución educativa pública de los Estados Unidos
Universidad Estatal de San Francisco,situado en la entidad territorial administrativa,San Francisco
Guazapa,país,El Salvador
Guazapa,instancia de,entidad territorial administrativa
Guazapa,instancia de,distrito de El Salvador
Guazapa,situado en la entidad territorial administrativa,San Salvador Norte
Guazapa,se encuentra en el huso horario,UTC−6
boxeador,instancia de,profesión
boxeador,subclase de,deportista
boxeador,subclase de,artista marcial
boxeador,ámbito de la ocupación,boxeo
boxeador,ámbito de la ocupación,boxeo aficionado
Chalchuapa,país,El Salvador
Chalchuapa,instancia de,entidad territorial administrativa
Chalchuapa,instancia de,asentamiento
Chalchuapa,instancia de,distrito de El Salvador
Chalchuapa,situado en la entidad territorial administrativa,Santa Ana Oeste
Talavera de la Reina,santo patrón,Isidro Labrador
Talavera de la Reina,se encuentra en el huso horario,UTC+01:00
Talavera de la Reina,se encuentra en el huso horario,UTC+02:00
Talavera de la Reina,categoría principal del tema,Categoría:Talavera de la Reina
Talavera de la Reina,cargo ocupado por el jefe de gobierno,alcalde de Talavera de la Reina
obispo católico,instancia de,función episcopal
obispo católico,instancia de,vocación católica
obispo católico,religión,Iglesia católica
obispo católico,subclase de,obispo
obispo católico,subclase de,sacerdote
obispo de Cuba,instancia de,cargo episcopal histórico
obispo de Cuba,subclase de,obispo diocesano
obispo de Cuba,subclase de,ordinario
obispo de Cuba,subclase de,obispo sufragáneo
obispo de Cuba,subclase de,obispo católico latino
ajedrecista,instancia de,profesión
ajedrecista,subclase de,deportista
ajedrecista,subclase de,jugador de juego de tablero
C. Gerardo Perla,Lugar de nacimiento,San Salvador
C. Gerardo Perla,Ocupación,escritor
C. Gerardo Perla,Ciudadanía,El Salvador
C. Gerardo Perla,Fecha de nacimiento,1976-01-01
Carlos Alberto Imery,Lugar de nacimiento,San Salvador
Carlos Alberto Imery,Ocupación,pintor
Carlos Alberto Imery,Ciudadanía,El Salvador
Carlos Alberto Imery,Cargo,Director de la Escuela Nacional de Artes Gráficas
Carlos Alberto Imery,Fecha de nacimiento,1879-03-18
Carlos Alberto Imery,Fecha de defunción,1949-07-27
Carlos Alberto Soriano,Lugar de nacimiento,San Salvador
Carlos Alberto Soriano,Ocupación,escritor
Carlos Alberto Soriano,Ciudadanía,El Salvador
Carlos Alberto Soriano,Premio recibido,Premio Centroamericano de Literatura Rogelio Sinán
Carlos Alberto Soriano,Fecha de nacimiento,1970-01-01
Carlos Artiga,Ocupación,periodista
Carlos Artiga,Ciudadanía,El Salvador
Carlos Artiga,Fecha de nacimiento,1975-09-23
Carlos Colón-Quintana,Lugar de nacimiento,Chalchuapa
Carlos Colón-Quintana,Ocupación,compositor
Carlos Colón-Quintana,Ciudadanía,El Salvador
Carlos Colón-Quintana,Educado en,Universidad Baylor
Carlos Colón-Quintana,Fecha de nacimiento,1966-01-01
Carlos Colón-Quintana,Ocupación,director de orquesta
Carlos Ernesto García,Lugar de nacimiento,Santa Tecla
Carlos Ernesto García,Ocupación,escritor
Carlos Ernesto García,Ciudadanía,El Salvador
Carlos Ernesto García,Fecha de nacimiento,1960-01-01
Carlos Ernesto García,Ocupación,poeta
Carlos Ernesto García,Ocupación,periodista
Carlos Hernández,Lugar de nacimiento,El Salvador
Carlos Hernández,Ocupación,deportista
Carlos Hernández,Ciudadanía,El Salvador
Carlos Hernández,Fecha de nacimiento,1964-01-01
Carmen González Huguet,Lugar de nacimiento,San Salvador
Carmen González Huguet,Ocupación,escritor
Carmen González Huguet,Ciudadanía,España
Carmen González Huguet,Premio recibido,Premio Centroamericano de Literatura Rogelio Sinán
Carmen González Huguet,Fecha de nacimiento,1958-11-15
Carmen González Huguet,Ocupación,poeta
Carmen González Huguet,Ciudadanía,El Salvador
Medardo Gómez,Lugar de nacimiento,Quelepa
Medardo Gómez,Ciudadanía,El Salvador
Medardo Gómez,Fecha de nacimiento,1945-01-01
Medardo Gómez,Fecha de nacimiento,1945-06-08
Ciro Cruz Zepeda,Ocupación,político
Ciro Cruz Zepeda,Ciudadanía,El Salvador
Ciro Cruz Zepeda,Fecha de nacimiento,1945-05-03
Ciro Cruz Zepeda,Fecha de defunción,2022-12-12
Copán Galel,Ciudadanía,El Salvador
Copán Galel,Cargo,cacique
Copán Galel,Fecha de defunción,1600-01-01
Cuachimichin,Ciudadanía,El Salvador
Juan Felipe Toruño,Lugar de nacimiento,León
Juan Felipe Toruño,Ocupación,poeta
Juan Felipe Toruño,Ciudadanía,El Salvador
Juan Felipe Toruño,Fecha de nacimiento,1898-05-01
Juan Felipe Toruño,Fecha de defunción,1980-08-31
Juan Felipe Toruño,Ocupación,periodista
Juan Felipe Toruño,Ocupación,crítico literario
David Galindo,Lugar de nacimiento,Santa Ana
David Galindo,Ocupación,escritor
David Galindo,Ciudadanía,El Salvador
David Galindo,Miembro de,Academia Norteamericana de la Lengua Española
David Galindo,Fecha de nacimiento,1943-10-04
David Galindo,Ocupación,abogado
David Galindo,Ocupación,poeta
Juan Isolino Rosa,Lugar de nacimiento,San Francisco Gotera
Juan Isolino Rosa,Ocupación,compositor
Juan Isolino Rosa,Ciudadanía,El Salvador
Juan Isolino Rosa,Fecha de nacimiento,1914-05-06
Juan Isolino Rosa,Fecha de defunción,2004-04-13
Dionisio Villacorta,Lugar de nacimiento,Zacatecoluca
Dionisio Villacorta,Ocupación,político
Dionisio Villacorta,Ciudadanía,El Salvador
Dionisio Villacorta,Fecha de nacimiento,http://www.wikidata.org/.well-known/genid/f11bec3185c9577f7746a92fa84e5498
Dionisio Villacorta,Fecha de defunción,1846-11-11
Johanna Pineda,Lugar de nacimiento,El Salvador
Johanna Pineda,Ocupación,tirador
Johanna Pineda,Ciudadanía,El Salvador
Johanna Pineda,Fecha de nacimiento,1987-11-21
Domingo Antonio de Lara,Lugar de nacimiento,San Salvador
Domingo Antonio de Lara,Ocupación,político
Domingo Antonio de Lara,Ciudadanía,El Salvador
Domingo Antonio de Lara,Fecha de nacimiento,1783-08-30
Domingo Antonio de Lara,Fecha de defunción,1845-10-30
Elena Gallegos Rosales,Lugar de nacimiento,San Salvador
Elena Gallegos Rosales,Ocupación,primera dama
Elena Gallegos Rosales,Ciudadanía,El Salvador
Elena Gallegos Rosales,Cargo,primera dama o primer caballero de Costa Rica
Elena Gallegos Rosales,Fecha de nacimiento,1882-06-15
Elena Gallegos Rosales,Fecha de defunción,1954-08-30
Elena Gallegos Rosales,Ciudadanía,Costa Rica
Eleonora Beatrice Carrillo Alamanni,Ocupación,modelo
Eleonora Beatrice Carrillo Alamanni,Ciudadanía,El Salvador
Eleonora Beatrice Carrillo Alamanni,Fecha de nacimiento,1901-01-01
Director de la Escuela Nacional de Artes Gráficas,país,El Salvador
Director de la Escuela Nacional de Artes Gráficas,instancia de,cargo
Director de la Escuela Nacional de Artes Gráficas,subclase de,director de escuela
Director de la Escuela Nacional de Artes Gráficas,aplica a la jurisdicción,Escuela Nacional de Artes Gráficas
Director de la Escuela Nacional de Artes Gráficas,organización dirigida desde este cargo,Escuela Nacional de Artes Gráficas
Premio Centroamericano de Literatura Rogelio Sinán,país,Panamá
Premio Centroamericano de Literatura Rogelio Sinán,instancia de,premio literario
Premio Centroamericano de Literatura Rogelio Sinán,nombrado en referencia a,Rogelio Sinán
Premio Centroamericano de Literatura Rogelio Sinán,conferido por,Universidad Tecnológica de Panamá
periodista,instancia de,profesión
periodista,instancia de,cargo
periodista,instancia de,ocupación
periodista,instancia de,grupo de ocupaciones de la CIUO
periodista,subclase de,autor
Universidad Baylor,país,Estados Unidos
Universidad Baylor,instancia de,universidad privada
Universidad Baylor,instancia de,universidad cristiana
Universidad Baylor,instancia de,institución educativa privada sin fines de lucro
Universidad Baylor,fundador,Robert Emmett Bledsoe Baylor
poeta,instancia de,profesión
poeta,subclase de,escritor
poeta,ámbito de la ocupación,poesía
poeta,categoría principal del tema,Categoría:Poetas
deportista,instancia de,profesión
deportista,instancia de,ocupación
deportista,subclase de,personalidad del deporte
deportista,santo patrón,Sebastián de Milán
deportista,ámbito de la ocupación,deporte
España,jefe de gobierno,Pedro Sánchez
España,continente,Europa
España,instancia de,país
España,instancia de,Estado nación
España,instancia de,reino
cacique,país,Brasil
cacique,país,Imperio Español
cacique,instancia de,cargo
cacique,instancia de,ocupación
cacique,subclase de,político
León,país,Nicaragua
León,instancia de,municipio de Nicaragua
León,instancia de,gran ciudad
León,situado en la entidad territorial administrativa,Departamento de León
León,nombrado en referencia a,Ruínas de León Viejo
San Francisco Gotera,país,El Salvador
San Francisco Gotera,instancia de,ciudad
San Francisco Gotera,instancia de,distrito de El Salvador
San Francisco Gotera,situado en la entidad territorial administrativa,Morazán Sur
San Francisco Gotera,se encuentra en el huso horario,UTC−6
Zacatecoluca,país,El Salvador
Zacatecoluca,instancia de,ciudad
Zacatecoluca,instancia de,distrito de El Salvador
Zacatecoluca,idioma oficial,español salvadoreño
Zacatecoluca,situado en la entidad territorial administrativa,La Paz Este
tirador,instancia de,profesión
tirador,subclase de,deportista
tirador,subclase de,tirador
tirador,ámbito de la ocupación,tiro deportivo
tirador,ámbito de la ocupación,Tiro Práctico
primera dama,instancia de,título honorífico
primera dama,instancia de,cargo
primera dama,subclase de,mujer
primera dama,subclase de,consorte
primera dama o primer caballero de Costa Rica,país,Costa Rica
primera dama o primer caballero de Costa Rica,instancia de,cargo
primera dama o primer caballero de Costa Rica,categoría principal del tema,Categoría:Primeras damas de Costa Rica
primera dama o primer caballero de Costa Rica,aplica a la jurisdicción,Costa Rica
modelo,instancia de,profesión
modelo,subclase de,profesional de la moda
modelo,ámbito de la ocupación,modelaje
modelo,categoría principal del tema,Categoría:Modelos
Anastasio Aquino,Lugar de nacimiento,Santiago Nonualco
Anastasio Aquino,Ocupación,político
Anastasio Aquino,Ciudadanía,El Salvador
Anastasio Aquino,Fecha de nacimiento,1792-04-15
Anastasio Aquino,Fecha de defunción,1833-07-24
Lilian Mercedes Letona,Lugar de nacimiento,Turín
Lilian Mercedes Letona,Ocupación,político
Lilian Mercedes Letona,Ciudadanía,El Salvador
Lilian Mercedes Letona,Fecha de nacimiento,1954-09-24
Lilian Mercedes Letona,Fecha de defunción,1983-08-01
Lilian Mercedes Letona,Ocupación,guerrillero
Andrés Ignacio Menéndez,Lugar de nacimiento,Santa Ana
Andrés Ignacio Menéndez,Ocupación,político
Andrés Ignacio Menéndez,Ciudadanía,El Salvador
Andrés Ignacio Menéndez,Cargo,presidente de El Salvador
Andrés Ignacio Menéndez,Fecha de nacimiento,1879-02-01
Andrés Ignacio Menéndez,Fecha de defunción,1962-06-07
Andrés del Valle,Lugar de nacimiento,Santa Ana
Andrés del Valle,Ocupación,político
Andrés del Valle,Ciudadanía,El Salvador
Andrés del Valle,Educado en,Universidad de San Carlos de Guatemala
Andrés del Valle,Fecha de nacimiento,1833-11-30
Andrés del Valle,Fecha de defunción,1888-06-28
Herbert Anaya,Lugar de nacimiento,San Salvador
Herbert Anaya,Ocupación,activista por los derechos humanos
Herbert Anaya,Ciudadanía,El Salvador
Herbert Anaya,Fecha de nacimiento,1954-06-11
Herbert Anaya,Fecha de defunción,1987-10-26
Schafik Hándal,Lugar de nacimiento,Usulután
Schafik Hándal,Ocupación,político
Schafik Hándal,Ciudadanía,El Salvador
Schafik Hándal,Fecha de nacimiento,1930-10-13
Schafik Hándal,Fecha de defunción,2006-01-24
Roque Dalton,Lugar de nacimiento,San Salvador
Roque Dalton,Ocupación,escritor
Roque Dalton,Ciudadanía,El Salvador
Roque Dalton,Educado en,Universidad de Chile
Roque Dalton,Fecha de nacimiento,1935-05-14
Roque Dalton,Fecha de defunción,1975-05-10
Roque Dalton,Ocupación,poeta
Roque Dalton,Ocupación,político
Roque Dalton,Ocupación,periodista
Roque Dalton,Educado en,Universidad de El Salvador
Anita Cristina Escher Echeverría,Lugar de nacimiento,Nueva Orleans
Anita Cristina Escher Echeverría,Ocupación,diplomático
Anita Cristina Escher Echeverría,Ciudadanía,El Salvador
Anita Cristina Escher Echeverría,Educado en,Universidad de Zúrich
Anita Cristina Escher Echeverría,Fecha de nacimiento,1958-08-29
Anita Cristina Escher Echeverría,Educado en,Sorbonne Universidad de París
Rafael Burgos,Lugar de nacimiento,Departamento de La Paz
Rafael Burgos,Ocupación,futbolista
Rafael Burgos,Ciudadanía,El Salvador
Rafael Burgos,Fecha de nacimiento,1988-06-03
Víctor Turcios,Lugar de nacimiento,La Unión
Víctor Turcios,Ocupación,futbolista
Víctor Turcios,Ciudadanía,El Salvador
Víctor Turcios,Fecha de nacimiento,1988-04-13
Santiago Cortés,Lugar de nacimiento,San Salvador
Santiago Cortés,Ocupación,futbolista
Santiago Cortés,Ciudadanía,El Salvador
Santiago Cortés,Fecha de nacimiento,1945-01-19
Santiago Cortés,Fecha de defunción,2011-07-25
Antonio José Cañas,Lugar de nacimiento,San Vicente
Antonio José Cañas,Ocupación,político
Antonio José Cañas,Ciudadanía,El Salvador
Antonio José Cañas,Educado en,Universidad de San Carlos de Guatemala
Antonio José Cañas,Cargo,jefe supremo del Estado de El Salvador
Antonio José Cañas,Fecha de nacimiento,1785-10-26
Antonio José Cañas,Fecha de defunción,1844-02-24
Jon Sobrino,Lugar de nacimiento,Barcelona
Jon Sobrino,Ocupación,misionero
Jon Sobrino,Ciudadanía,España
Jon Sobrino,Educado en,Facultad de Filosofía y Teología Sankt Georgen
Jon Sobrino,Empleador,Universidad Centroamericana José Simeón Cañas
Jon Sobrino,Fecha de nacimiento,1938-12-27
Jon Sobrino,Ocupación,sacerdote católico
Jon Sobrino,Ocupación,teólogo
Jon Sobrino,Ocupación,profesor universitario
Jon Sobrino,Ocupación,filósofo
Jon Sobrino,Ocupación,teólogo católico
Jon Sobrino,Ciudadanía,El Salvador
José Luis Munguía,Lugar de nacimiento,San Salvador
José Luis Munguía,Ocupación,futbolista
José Luis Munguía,Ciudadanía,El Salvador
José Luis Munguía,Fecha de nacimiento,1959-10-28
José Luis Munguía,Fecha de defunción,1985-03-24
Steve Purdy,Lugar de nacimiento,Bakersfield
Steve Purdy,Ocupación,futbolista
Steve Purdy,Ciudadanía,Estados Unidos
Steve Purdy,Educado en,Universidad de California en Berkeley
Steve Purdy,Fecha de nacimiento,1985-02-05
Steve Purdy,Ciudadanía,El Salvador
Hugo Ernesto Pérez,Lugar de nacimiento,Departamento de Morazán
Hugo Ernesto Pérez,Ocupación,entrenador
Hugo Ernesto Pérez,Ciudadanía,Estados Unidos
Hugo Ernesto Pérez,Fecha de nacimiento,1963-11-08
Hugo Ernesto Pérez,Ocupación,futbolista
Hugo Ernesto Pérez,Ciudadanía,El Salvador
José María Lemus,Lugar de nacimiento,La Unión
José María Lemus,Ocupación,político
José María Lemus,Ciudadanía,El Salvador
José María Lemus,Premio recibido,"Gran Cruz, clase especial, del Mérito de La República Federal de Alemania"
José María Lemus,Fecha de nacimiento,1911-07-22
José María Lemus,Fecha de defunción,1993-03-31
José María Lemus,Premio recibido,Caballero de Gran Cruz con collar de la Orden al Mérito de la República Italiana
Tomás Pineda,Lugar de nacimiento,Santa Ana
Tomás Pineda,Ocupación,futbolista
Tomás Pineda,Ciudadanía,El Salvador
Tomás Pineda,Fecha de nacimiento,1939-01-01
Tomás Pineda,Fecha de nacimiento,1946-01-21
Luis Ramírez Zapata,Lugar de nacimiento,San Salvador
Luis Ramírez Zapata,Ocupación,entrenador
Luis Ramírez Zapata,Ciudadanía,El Salvador
Luis Ramírez Zapata,Fecha de nacimiento,1954-01-06
Luis Ramírez Zapata,Ocupación,futbolista
Norberto Huezo,Lugar de nacimiento,San Salvador
Norberto Huezo,Ocupación,futbolista
Norberto Huezo,Ciudadanía,El Salvador
Norberto Huezo,Fecha de nacimiento,1956-06-06
Norberto Huezo,Fecha de defunción,2025-03-05
Santiago Nonualco,país,El Salvador
Santiago Nonualco,instancia de,distrito de El Salvador
Santiago Nonualco,situado en la entidad territorial administrativa,La Paz Centro
Santiago Nonualco,se encuentra en el huso horario,UTC−6
Turín,país,El Salvador
Turín,instancia de,entidad territorial administrativa
Turín,instancia de,asentamiento
Turín,instancia de,distrito de El Salvador
Turín,situado en la entidad territorial administrativa,Ahuachapán Norte
presidente de El Salvador,país,El Salvador
presidente de El Salvador,instancia de,cargo público
presidente de El Salvador,instancia de,cargo elegido
presidente de El Salvador,residencia oficial,Casa Presidencial de El Salvador
presidente de El Salvador,subclase de,presidente de la Republica
Universidad de San Carlos de Guatemala,país,Guatemala
Universidad de San Carlos de Guatemala,instancia de,universidad pública
Universidad de San Carlos de Guatemala,instancia de,editor de acceso abierto
Universidad de San Carlos de Guatemala,himno,Gaudeamus igitur
Universidad de San Carlos de Guatemala,fundador,Carlos II de España
activista por los derechos humanos,instancia de,ocupación
activista por los derechos humanos,subclase de,activista político
activista por los derechos humanos,categoría principal del tema,Categoría:Activistas por los derechos humanos
activista por los derechos humanos,lista de interés para el proyecto Wikimedia,Wikiproyecto:Derechos humanos
Usulután,capital de,Departamento de Usulután
Usulután,capital de,Usulután Este
Usulután,país,El Salvador
Universidad de Chile,categoría para las personas que estudiaron en esta institución,Categoría:Alumnado de la Universidad de Chile
Universidad de Chile,categoría para empleados de la organización,Categoría:Profesores de la Universidad de Chile
Universidad de Chile,confiere,magíster en ciencias con mención en computación
Universidad de Chile,país,Chile
Nueva Orleans,jefe de gobierno,LaToya Cantrell
Nueva Orleans,país,Estados Unidos
Nueva Orleans,instancia de,ciudad de Estados Unidos
Nueva Orleans,instancia de,gran ciudad
Nueva Orleans,instancia de,ciudad-condado
diplomático,instancia de,profesión
diplomático,instancia de,título corporativo
diplomático,subclase de,estadista
diplomático,subclase de,alto cargo
diplomático,ámbito de la ocupación,diplomacia
Universidad de Zúrich,país,Suiza
Universidad de Zúrich,instancia de,universidad
Universidad de Zúrich,ubicación de la sede,Zúrich
Departamento de La Paz,país,El Salvador
Departamento de La Paz,instancia de,departamento de El Salvador
Departamento de La Paz,capital,Zacatecoluca
Departamento de La Paz,comparte fronteras con,Departamento de La Libertad
Departamento de La Paz,comparte fronteras con,Departamento de San Vicente
La Unión,país,El Salvador
La Unión,instancia de,ciudad
