prompt,respuesta
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gary_Mason nació en el año 1812
Waldo_Ponce nació en el año 1825
Sergio_Romero nació en el año 1784

--- Pregunta ---
Pregunta: ¿En qué año nació Sergio_Romero?

",1784
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Emiliano_Sala nació en el año 1955
Leonel_Vielma nació en el año 2004
Jeremías_Israel nació en el año 1972

--- Pregunta ---
Pregunta: ¿En qué año nació Emiliano_Sala?

",1955
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Erasmo_Ramírez nació en el año 1996
Salvador_Novo nació en el año 1894
Raúl_Valerio nació en el año 1846

--- Pregunta ---
Pregunta: ¿En qué año nació Salvador_Novo?

",1894
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Jorge_Zabaleta nació en el año 1833
Enner_Valencia nació en el año 1505
Teófilo_Cubillas nació en el año 1485

--- Pregunta ---
Pregunta: ¿En qué año nació Jorge_Zabaleta?

",1833
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gyno_Pomare nació en el año 1883
Alex_Lemun nació en el año 1935
Fabio_Gadea nació en el año 1902

--- Pregunta ---
Pregunta: ¿En qué año nació Alex_Lemun?

",1935
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Yipsi_Moreno nació en el año 1886
César_Elizondo nació en el año 1843
Carmelita_Jeter nació en el año 1923

--- Pregunta ---
Pregunta: ¿En qué año nació César_Elizondo?

",1843
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Manny_Ramírez nació en el año 1929
Andrés_Carevic nació en el año 1806
Rutilio_Grande nació en el año 1988

--- Pregunta ---
Pregunta: ¿En qué año nació Andrés_Carevic?

",1806
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Pablo_Cuéllar nació en el año 1938
Greivis_Vásquez nació en el año 1811
Ligia_Hernández nació en el año 1770

--- Pregunta ---
Pregunta: ¿En qué año nació Pablo_Cuéllar?

",1938
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Dagoberto_Portillo nació en el año 1984
Carlos_Loizaga nació en el año 2004
Vikki_Carr nació en el año 1904

--- Pregunta ---
Pregunta: ¿En qué año nació Vikki_Carr?

",1904
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gaspar_Marcano nació en el año 1831
Arlenis_Sosa nació en el año 1775
Antonio_Guzmán nació en el año 1958

--- Pregunta ---
Pregunta: ¿En qué año nació Arlenis_Sosa?

",1775
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Kathering_Jarquin nació en el año 1866
Freddy_Dolsi nació en el año 1841
Denis_Caniza nació en el año 1777

--- Pregunta ---
Pregunta: ¿En qué año nació Freddy_Dolsi?

",1841
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Emerson_Véliz nació en el año 1500
Yonnhy_Pérez nació en el año 2003
Marco_Ciani nació en el año 1900

--- Pregunta ---
Pregunta: ¿En qué año nació Marco_Ciani?

",1900
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Carolena_Carstens nació en el año 1869
Ileana_Rodríguez nació en el año 1820
Eduardo_Fentanes nació en el año 1798

--- Pregunta ---
Pregunta: ¿En qué año nació Carolena_Carstens?

",1869
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rebeca_Moreno nació en el año 1960
Danilo_Canda nació en el año 1864
Mireya_Kríspin nació en el año 1805

--- Pregunta ---
Pregunta: ¿En qué año nació Mireya_Kríspin?

",1805
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Julio_Valdez nació en el año 1857
César_Montes nació en el año 1566
Ricardo_Maduro nació en el año 1834

--- Pregunta ---
Pregunta: ¿En qué año nació César_Montes?

",1566
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Roberto_Rivas nació en el año 1875
David_Guzmán nació en el año 2009
Adriana_D'Elia nació en el año 1982

--- Pregunta ---
Pregunta: ¿En qué año nació Roberto_Rivas?

",1875
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Vicente_Grisolía nació en el año 1917
Hugo_Porta nació en el año 1923
Máximo_Gómez nació en el año 1992

--- Pregunta ---
Pregunta: ¿En qué año nació Máximo_Gómez?

",1992
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Nery_Brenes nació en el año 1836
Arturo_Rodas nació en el año 2007
Joseph_Burge nació en el año 1817

--- Pregunta ---
Pregunta: ¿En qué año nació Arturo_Rodas?

",2007
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Orlando_Bueso nació en el año 1994
Eros_Pérez nació en el año 1811
Mirta_Yáñez nació en el año 1837

--- Pregunta ---
Pregunta: ¿En qué año nació Orlando_Bueso?

",1994
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rubén_Garcés nació en el año 1873
Toribio_Aguilera nació en el año 1866
Mauricio_Rodas nació en el año 1862

--- Pregunta ---
Pregunta: ¿En qué año nació Rubén_Garcés?

",1873
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Mauricio_Rodas nació en el año 1862
Dannes_Coronel nació en el año 1909
Gabriel_Facusse nació en el año 1953

--- Pregunta ---
Pregunta: ¿En qué año nació Gabriel_Facusse?

",1953
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Richardson_Smith nació en el año 1966
Arturo_Torres nació en el año 1792
Albio_Sires nació en el año 2003

--- Pregunta ---
Pregunta: ¿En qué año nació Arturo_Torres?

",1792
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Ariadna_Sintes nació en el año 1911
Hugo_Droguett nació en el año 2005
Carlos_Recinos nació en el año 1748

--- Pregunta ---
Pregunta: ¿En qué año nació Hugo_Droguett?

",2005
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rodrigo_Badilla nació en el año 1890
Bernardino_Piñera nació en el año 1840
Salvador_Mariona nació en el año 1993

--- Pregunta ---
Pregunta: ¿En qué año nació Bernardino_Piñera?

",1840
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Elizabeth_Catlett nació en el año 1829
Conny_Méndez nació en el año 1904
Yul_Arzú nació en el año 1890

--- Pregunta ---
Pregunta: ¿En qué año nació Conny_Méndez?

",1904
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Jackson_Quiñónez nació en el año 1965
Paulo_Vargas nació en el año 1881
Rolando_Molina nació en el año 1773

--- Pregunta ---
Pregunta: ¿En qué año nació Jackson_Quiñónez?

",1965
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Stanley_Boggs nació en el año 1823
Hans_Helfritz nació en el año 2009
Energio_Díaz nació en el año 1899

--- Pregunta ---
Pregunta: ¿En qué año nació Stanley_Boggs?

",1823
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Carlos_Afu nació en el año 1924
Julio_Mateo nació en el año 1917
Ramón_Carretero nació en el año 1807

--- Pregunta ---
Pregunta: ¿En qué año nació Julio_Mateo?

",1917
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Amílcar_Figueroa nació en el año 1973
Ramón_Coronel nació en el año 1956
Dalia_Soberanis nació en el año 1848

--- Pregunta ---
Pregunta: ¿En qué año nació Ramón_Coronel?

",1956
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Alberto_Chaigneau nació en el año 1846
Cris_Martínez nació en el año 1956
Lorna nació en el año 1883

--- Pregunta ---
Pregunta: ¿En qué año nació Lorna?

",1883
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Manuel_Recinos nació en el año 1898
Erick_Corrales nació en el año 1843
Osmar_Molinas nació en el año 1929

--- Pregunta ---
Pregunta: ¿En qué año nació Osmar_Molinas?

",1929
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Joel_Carreño nació en el año 1860
Lucas_Wilchez nació en el año 1967
Valeriu_Marcu nació en el año 1944

--- Pregunta ---
Pregunta: ¿En qué año nació Joel_Carreño?

",1860
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Humberto_Cholango nació en el año 1776
Walter_Meneses nació en el año 1846
Eusebio_Díaz nació en el año 1931

--- Pregunta ---
Pregunta: ¿En qué año nació Eusebio_Díaz?

",1931
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Marcial_Garay nació en el año 1807
Julio_Quevedo nació en el año 1823
Milena_Gimón nació en el año 1894

--- Pregunta ---
Pregunta: ¿En qué año nació Julio_Quevedo?

",1823
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
José_Offerman nació en el año 2004
Manuel_Rodas nació en el año 1878
Wifredo_Lam nació en el año 1936

--- Pregunta ---
Pregunta: ¿En qué año nació José_Offerman?

",2004
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Derlis_Villagra nació en el año 1943
Juan_Urango nació en el año 1931
Trude_Sojka nació en el año 1901

--- Pregunta ---
Pregunta: ¿En qué año nació Trude_Sojka?

",1901
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Darwin_Cubillán nació en el año 1815
Esther_Castañeda nació en el año 1795
Fernando_Figueroa nació en el año 1789

--- Pregunta ---
Pregunta: ¿En qué año nació Esther_Castañeda?

",1795
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Pablo_Lara nació en el año 1840
Rúsvel_Saravia nació en el año 1898
Johnny_Pacheco nació en el año 1965

--- Pregunta ---
Pregunta: ¿En qué año nació Pablo_Lara?

",1840
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Argenis_Chávez nació en el año 1809
John_Parra nació en el año 1757
Manuel_Iturra nació en el año 1795

--- Pregunta ---
Pregunta: ¿En qué año nació Manuel_Iturra?

",1795
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Ángel_Paz nació en el año 1907
Octavio_Zambrano nació en el año 1969
Johan_Sotil nació en el año 1893

--- Pregunta ---
Pregunta: ¿En qué año nació Ángel_Paz?

",1907
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Edinson_Vólquez nació en el año 1783
Giovanna_Benedetti nació en el año 1771
Tomás_Martínez nació en el año 1938

--- Pregunta ---
Pregunta: ¿En qué año nació Tomás_Martínez?

",1938
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Alfredo_Layne nació en el año 1780
Emerson_Véliz nació en el año 1500
Paquito_D'Rivera nació en el año 1946

--- Pregunta ---
Pregunta: ¿En qué año nació Paquito_D'Rivera?

",1946
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Iván_Piris nació en el año 1864
Pedro_Samayoa nació en el año 1873
Henry_Rodríguez nació en el año 1757

--- Pregunta ---
Pregunta: ¿En qué año nació Pedro_Samayoa?

",1873
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Nicolás_Pereira nació en el año 1925
Nicolás_Morínigo nació en el año 1799
Samuel_Sentini nació en el año 1839

--- Pregunta ---
Pregunta: ¿En qué año nació Samuel_Sentini?

",1839
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Claudio_Bunster nació en el año 1934
Daniel_Rincón nació en el año 1791
Sylvia_Poll nació en el año 1881

--- Pregunta ---
Pregunta: ¿En qué año nació Sylvia_Poll?

",1881
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Ivo_Ron nació en el año 1875
Rudolf_González nació en el año 1769
María_González nació en el año 1993

--- Pregunta ---
Pregunta: ¿En qué año nació Ivo_Ron?

",1875
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Paulo_Garcés nació en el año 1833
Teófilo_Enamorado nació en el año 1849
Dani_Hernández nació en el año 1882

--- Pregunta ---
Pregunta: ¿En qué año nació Dani_Hernández?

",1882
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Bernardino_Rivadavia nació en el año 1948
José_Martínez nació en el año 1965
Arístides_Martínez nació en el año 1991

--- Pregunta ---
Pregunta: ¿En qué año nació José_Martínez?

",1965
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Neil_Armstrong nació en el año 1808
Camila_Vallejo nació en el año 1986
Oswaldo_Sánchez nació en el año 1982

--- Pregunta ---
Pregunta: ¿En qué año nació Neil_Armstrong?

",1808
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Fidencio_Oviedo nació en el año 1802
Leopoldo_Rother nació en el año 1920
Jámison_Olave nació en el año 1881

--- Pregunta ---
Pregunta: ¿En qué año nació Jámison_Olave?

",1881
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rigoberto_Padilla nació en el año 1830
Samuel_Trigueros nació en el año 1966
Adrian_Benegas nació en el año 1942

--- Pregunta ---
Pregunta: ¿En qué año nació Rigoberto_Padilla?

",1830
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Daniel_Febles nació en el año 2005
Déborah_Andollo nació en el año 1840
Joel_Román nació en el año 1946

--- Pregunta ---
Pregunta: ¿En qué año nació Daniel_Febles?

",2005
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Dinorah_Sampson nació en el año 1869
Lissie_Habie nació en el año 1993
Ramón_Báez nació en el año 1870

--- Pregunta ---
Pregunta: ¿En qué año nació Dinorah_Sampson?

",1869
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Alfonso_Orantes nació en el año 1811
Carlos_Zambrano nació en el año 1785
Silvio_Fernández nació en el año 1914

--- Pregunta ---
Pregunta: ¿En qué año nació Carlos_Zambrano?

",1785
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Pedro_Cassiram nació en el año 1885
Wason_Brazobán nació en el año 1979
Onésimo_Rufino nació en el año 1837

--- Pregunta ---
Pregunta: ¿En qué año nació Wason_Brazobán?

",1979
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rembrandt_Flores nació en el año 1861
Roberto_Cortés nació en el año 1919
Rafael_Urdaneta nació en el año 1930

--- Pregunta ---
Pregunta: ¿En qué año nació Rembrandt_Flores?

",1861
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Cirilo_Villaverde nació en el año 1991
Lourdes_Arévalos nació en el año 1963
Guillermo_Rivera nació en el año 1919

--- Pregunta ---
Pregunta: ¿En qué año nació Guillermo_Rivera?

",1919
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Franco_Romero nació en el año 1935
Fernando_Cardenal nació en el año 1915
Pablo_Birger nació en el año 1916

--- Pregunta ---
Pregunta: ¿En qué año nació Franco_Romero?

",1935
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Darwin_Pacheco nació en el año 1857
Maikel_Cleto nació en el año 1895
Roberto_Matta nació en el año 1917

--- Pregunta ---
Pregunta: ¿En qué año nació Darwin_Pacheco?

",1857
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Pánfilo_Escobar nació en el año 1927
Alberto_Duque nació en el año 1785
Facundo_Arana nació en el año 1932

--- Pregunta ---
Pregunta: ¿En qué año nació Pánfilo_Escobar?

",1927
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Elsa_Kelly nació en el año 1919
Omar_Benítez nació en el año 1918
Jesús_Márquez nació en el año 1932

--- Pregunta ---
Pregunta: ¿En qué año nació Omar_Benítez?

",1918
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rutilio_Grande nació en el año 1988
Aída_Yéspica nació en el año 1881
Franco_Zuculini nació en el año 1791

--- Pregunta ---
Pregunta: ¿En qué año nació Rutilio_Grande?

",1988
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Arturo_Ambrogi nació en el año 1901
Alfonso_Cuarón nació en el año 1986
Eustoquio_Gómez nació en el año 1989

--- Pregunta ---
Pregunta: ¿En qué año nació Eustoquio_Gómez?

",1989
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Jorge_Búcaro nació en el año 1883
Alex_Abella nació en el año 1952
Jesus_Rojas nació en el año 1975

--- Pregunta ---
Pregunta: ¿En qué año nació Jorge_Búcaro?

",1883
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Felicia_Montealegre nació en el año 1945
Feliciano_Ama nació en el año 2007
Noemi_Leon nació en el año 1821

--- Pregunta ---
Pregunta: ¿En qué año nació Noemi_Leon?

",1821
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Olga_Sacasa nació en el año 1872
Mónica_Uribe nació en el año 1778
Bismark_Acosta nació en el año 1872

--- Pregunta ---
Pregunta: ¿En qué año nació Olga_Sacasa?

",1872
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Emiro_Lobo nació en el año 1794
Leyson_Séptimo nació en el año 2002
Isaías_Gamboa nació en el año 1785

--- Pregunta ---
Pregunta: ¿En qué año nació Emiro_Lobo?

",1794
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Juan_Lembeye nació en el año 2002
Jonathan_Fabbro nació en el año 1949
Arturo_Sandoval nació en el año 1775

--- Pregunta ---
Pregunta: ¿En qué año nació Arturo_Sandoval?

",1775
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Alfredo_Poviña nació en el año 1862
Ronnier_Mendieta nació en el año 1952
Héctor_Menéndez nació en el año 1984

--- Pregunta ---
Pregunta: ¿En qué año nació Alfredo_Poviña?

",1862
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rony_Flores nació en el año 1873
Fernando_Lugo nació en el año 1837
Juan_Villalobos nació en el año 1908

--- Pregunta ---
Pregunta: ¿En qué año nació Fernando_Lugo?

",1837
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Erasmo_Ramírez nació en el año 1996
Virgilio_Trómpiz nació en el año 1904
Roberto_Bolaño nació en el año 1940

--- Pregunta ---
Pregunta: ¿En qué año nació Virgilio_Trómpiz?

",1904
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Nora_Méndez nació en el año 1558
Francisco_González nació en el año 1773
Renzo_Revoredo nació en el año 1971

--- Pregunta ---
Pregunta: ¿En qué año nació Renzo_Revoredo?

",1971
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Emilio_Correa nació en el año 1774
Carlos_Rigby nació en el año 1859
Leonora_Árbenz nació en el año 1933

--- Pregunta ---
Pregunta: ¿En qué año nació Emilio_Correa?

",1774
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Soledad_Álvarez nació en el año 1828
Michele_Sage nació en el año 1963
Lucio_Calonga nació en el año 1978

--- Pregunta ---
Pregunta: ¿En qué año nació Lucio_Calonga?

",1978
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Elsa_Benítez nació en el año 1840
Julio_Linares nació en el año 1834
Emiro_Lobo nació en el año 1794

--- Pregunta ---
Pregunta: ¿En qué año nació Emiro_Lobo?

",1794
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Berenice_Quezada nació en el año 1977
Jhon_García nació en el año 1894
Carlos_Ascues nació en el año 1835

--- Pregunta ---
Pregunta: ¿En qué año nació Berenice_Quezada?

",1977
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Arlinton_Murillo nació en el año 1936
Alfredo_Cantón nació en el año 1769
Kily_González nació en el año 1558

--- Pregunta ---
Pregunta: ¿En qué año nació Kily_González?

",1558
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Eduardo_Serrano nació en el año 2008
Rafael_Coronel nació en el año 2008
Carlos_Quishpe nació en el año 1944

--- Pregunta ---
Pregunta: ¿En qué año nació Rafael_Coronel?

",2008
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Santos_Rivera nació en el año 1821
José_Calderón nació en el año 1819
Rinaldo_Cruzado nació en el año 1926

--- Pregunta ---
Pregunta: ¿En qué año nació José_Calderón?

",1819
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Vicky_Peláez nació en el año 1945
Fernando_González nació en el año 2003
Carlos_Zegarra nació en el año 1895

--- Pregunta ---
Pregunta: ¿En qué año nació Vicky_Peláez?

",1945
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Irving_Berry nació en el año 1825
Hérculez_Gómez nació en el año 1968
Boris_España nació en el año 1964

--- Pregunta ---
Pregunta: ¿En qué año nació Boris_España?

",1964
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rafael_Acosta nació en el año 1816
Gloria_Hernández nació en el año 1784
Alejandro_Mayorkas nació en el año 1986

--- Pregunta ---
Pregunta: ¿En qué año nació Rafael_Acosta?

",1816
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gonzalo_Rodríguez nació en el año 1793
Jamil_Mahuad nació en el año 1915
Héctor_Medina nació en el año 1894

--- Pregunta ---
Pregunta: ¿En qué año nació Jamil_Mahuad?

",1915
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gil_Colunje nació en el año 1947
Héctor_Mancilla nació en el año 1788
Adán_Vergara nació en el año 1839

--- Pregunta ---
Pregunta: ¿En qué año nació Adán_Vergara?

",1839
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Paloma_Baeza nació en el año 1505
Pablo_Piatti nació en el año 1767
María_Rojo nació en el año 1929

--- Pregunta ---
Pregunta: ¿En qué año nació María_Rojo?

",1929
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Denise_Pesántes nació en el año 1757
Salvador_Morales nació en el año 1898
Raúl_Leguías nació en el año 1830

--- Pregunta ---
Pregunta: ¿En qué año nació Denise_Pesántes?

",1757
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Wandy_Rodríguez nació en el año 1833
Manuel_Caballero nació en el año 1986
Teodoro_Ribera nació en el año 1928

--- Pregunta ---
Pregunta: ¿En qué año nació Wandy_Rodríguez?

",1833
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Predikador nació en el año 1946
Aramis_Ramírez nació en el año 1810
Eduardo_López nació en el año 1894

--- Pregunta ---
Pregunta: ¿En qué año nació Eduardo_López?

",1894
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Sebastián_Uriza nació en el año 1786
Antonio_Zuluaga nació en el año 1871
Erick_Aybar nació en el año 1851

--- Pregunta ---
Pregunta: ¿En qué año nació Antonio_Zuluaga?

",1871
